"公司名称","报告期","净资产"
"广西水利电业集团有限公司",2016-03-31,7321500401.86
"广西水利电业集团有限公司",2016-06-30,7397930979.01
"广西水利电业集团有限公司",2016-09-30,7803878459.05
"广西水利电业集团有限公司",2016-12-31,7767634844.11
"广西水利电业集团有限公司",2017-03-31,7562896291.85
