"公司名称","报告期","营业收入毛利润率","营业收入营业利润率","营业收入核心利润率","营业收入净利润率","EBIT/营业收入","营业收入现金流保证比率"
"厦门合兴包装印刷股份有限公司",2016-03-31,0.190170336282343,0.0649855376730426,0.0505484330992523,0.0416976325949284,0.071240935543763,0.0601642364344553
"厦门合兴包装印刷股份有限公司",2016-06-30,0.181096387893501,0.0560212277196334,0.0430601606038658,0.0363031336078182,0.0618149859956697,0.0638589206042055
"厦门合兴包装印刷股份有限公司",2016-09-30,0.177183719926961,0.0537827467411686,0.0405636051592582,0.0330281478168417,0.0588767563790799,0.105758560147653
"厦门合兴包装印刷股份有限公司",2016-12-31,0.169806074626224,0.0494007647931298,0.0397866751488744,0.0352692868288329,0.0579883611264239,0.110449376553748
"厦门合兴包装印刷股份有限公司",2017-03-31,0.164272506136793,0.0501156258084626,0.0422645674775161,0.0347894943534491,0.0553512716137679,0.032728804917734
