"公司名称","报告期","总资产的其他应收款占比"
"王府井集团股份有限公司",2016-03-31,0.0926388965450676
"王府井集团股份有限公司",2016-06-30,0.103922491591552
"王府井集团股份有限公司",2016-09-30,0.0880638777253165
"王府井集团股份有限公司",2016-12-31,0.0739497120291765
"王府井集团股份有限公司",2017-03-31,0.109088665106114
"北京王府井国际商业发展有限公司",2016-03-31,0.152341773470319
"北京王府井国际商业发展有限公司",2016-06-30,0.159975614518636
"北京王府井国际商业发展有限公司",2016-09-30,0.142225362013507
"北京王府井国际商业发展有限公司",2016-12-31,0.11874080770718
"北京王府井国际商业发展有限公司",2017-03-31,0.132037139170514
