"公司名称","报告期","总资产的在建工程占比"
"王府井集团股份有限公司",2016-03-31,0.032664470564999
"王府井集团股份有限公司",2016-06-30,0.0497332077110711
"王府井集团股份有限公司",2016-09-30,0.0426311635259498
"王府井集团股份有限公司",2016-12-31,0.0484637339672377
"王府井集团股份有限公司",2017-03-31,0.0530671910614437
"北京王府井国际商业发展有限公司",2016-03-31,0.0213372029342388
"北京王府井国际商业发展有限公司",2016-06-30,0.0318395065157422
"北京王府井国际商业发展有限公司",2016-09-30,0.0295464519150484
"北京王府井国际商业发展有限公司",2016-12-31,0.0338897986553266
"北京王府井国际商业发展有限公司",2017-03-31,0.0380353704068324
