"公司名称","报告期","归属母公司股东的净利润占比","净利润占比"
"中国黄金集团公司",2016-03-31,1.04993839070173,-0.94370915994188
"中国黄金集团公司",2016-06-30,1.86158887293997,-1.07050560722411
"中国黄金集团公司",2016-09-30,4.11063392875575,-0.230932010233057
"中国黄金集团公司",2016-12-31,3.95054498362233,-0.277691142157432
"中国黄金集团公司",2017-03-31,5.2117507330301,-0.163343065900839
