"公司名称","报告期","长期资本非流动负债率"
"中国黄金集团公司",2016-03-31,0.488579891272872
"中国黄金集团公司",2016-06-30,0.476558383992363
"中国黄金集团公司",2016-09-30,0.502268652000592
"中国黄金集团公司",2016-12-31,0.482532015577494
"中国黄金集团公司",2017-03-31,0.48065743494397
