"公司名称","报告期","销售费用率"
"中国黄金集团公司",2016-03-31,0.00462414420505854
"中国黄金集团公司",2016-06-30,0.00451442674477561
"中国黄金集团公司",2016-09-30,0.00448762294409989
"中国黄金集团公司",2016-12-31,0.00449560608354667
"中国黄金集团公司",2017-03-31,0.00457730055625273
