"公司名称","报告期","利润总额占比"
"中国黄金集团公司",2016-03-31,0.115506278089256
"中国黄金集团公司",2016-06-30,0.118924250177739
"中国黄金集团公司",2016-09-30,0.207561857198706
"中国黄金集团公司",2016-12-31,0.188444829582405
"中国黄金集团公司",2017-03-31,0.237809471288022
