"公司名称","报告期","净利润现金保证比率"
"中国黄金集团公司",2016-03-31,4.8185063969841
"中国黄金集团公司",2016-06-30,7.67257290117605
"中国黄金集团公司",2016-09-30,26.7136318348634
"中国黄金集团公司",2016-12-31,-39.2069835680872
"中国黄金集团公司",2017-03-31,-71.547697169276
