"公司名称","报告期","总资产的长期待摊费用占比"
"中国黄金集团公司",2016-03-31,0.0397884126128137
"中国黄金集团公司",2016-06-30,0.0395721474585635
"中国黄金集团公司",2016-09-30,0.0388930388963931
"中国黄金集团公司",2016-12-31,0.0411636389378108
"中国黄金集团公司",2017-03-31,0.0404631679919543
