"公司名称","报告期","有形资产总负债率"
"中国黄金集团公司",2016-03-31,5.0493937829248
"中国黄金集团公司",2016-06-30,4.94115243994979
"中国黄金集团公司",2016-09-30,5.9862343784413
"中国黄金集团公司",2016-12-31,5.17444056131258
"中国黄金集团公司",2017-03-31,5.50621489828397
