"公司名称","报告期","总资产融资性负债率"
"中国黄金集团公司",2016-03-31,0.493068608382276
"中国黄金集团公司",2016-06-30,0.510398254354493
"中国黄金集团公司",2016-09-30,0.521108966482562
"中国黄金集团公司",2016-12-31,0.495224163181387
"中国黄金集团公司",2017-03-31,0.500912917614488
