指标名称,产量:空调:当月值,产量:家用电冰箱:当月值,产量:家用洗衣机:当月值,出口数量:洗碗机:当月值,出口数量:吸油烟机:当月值,产量:铜材:当月值,产量:氧化铝:当月值,产量:铝材:当月值,进口数量:未锻造的铜及铜材:当月值,价格:冷轧板卷:0.5mm:广州,含税价:镀锌薄板:0.5mm:北京,含税价:镀锌薄板:1mm:北京,期货结算价(活跃合约):焦煤,市场价:无烟煤(2号洗中块):全国,市场价:普通混煤(Q4500):全国,市场价:山西大混(Q5000):全国,进口数量:未锻造的铝及铝材:当月值,市场价:山西优混(Q5500):全国,市场价:大同混煤(Q5800):全国,煤炭运价(云洲船务报):印尼南加TABONEO锚地→连云港:5万-6万吨带吊杆和抓斗船舶,煤炭运价(云洲船务报):澳大利亚NEWCASTLE泊位→宁德:6万-7万吨不带吊杆和抓斗船舶,进口数量:废铜:当月值,平均价(不含税):铜精矿:20%:江西,居民消费水平:全体居民:农村居民,申万行业指数:白色家电,出口金额:中央空调:当月值,城市人均住宅建筑面积,库存:洗衣机:当月值,库存:冰箱:当月值,库存:家用空调:当月值,库存:滚筒洗衣机:当月值,库存:冰柜:当月值
2011-06-02,,,,,,,,,,5730.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,4827.07 ,,,,,,,
2011-06-03,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4895.04 ,,,,,,,
2011-06-07,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4952.38 ,,,,,,,
2011-06-08,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4989.62 ,,,,,,,
2011-06-09,,,,,,,,,,5750.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,4854.09 ,,,,,,,
2011-06-10,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4826.44 ,,,,,,,
2011-06-13,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4805.86 ,,,,,,,
2011-06-14,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4923.14 ,,,,,,,
2011-06-15,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4832.01 ,,,,,,,
2011-06-16,,,,,,,,,,5750.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,4788.15 ,,,,,,,
2011-06-17,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4750.91 ,,,,,,,
2011-06-20,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4708.32 ,,,,,,,
2011-06-21,,,,,,,,,,5710.00 ,,,,,,,,,,,,,,,4853.95 ,,,,,,,
2011-06-22,,,,,,,,,,5710.00 ,,,,,,,,,,,,,,,4883.33 ,,,,,,,
2011-06-23,,,,,,,,,,5690.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,4982.79 ,,,,,,,
2011-06-24,,,,,,,,,,5690.00 ,,,,,,,,,,,,,,,5130.77 ,,,,,,,
2011-06-27,,,,,,,,,,5690.00 ,,,,,,,,,,,,,,,5134.57 ,,,,,,,
2011-06-28,,,,,,,,,,5690.00 ,,,,,,,,,,,,,,,5151.00 ,,,,,,,
2011-06-29,,,,,,,,,,5690.00 ,,,,,,,,,,,,,,,5115.63 ,,,,,,,
2011-06-30,1604.00 ,883.40 ,485.70 ,19.92 ,55.02 ,105.40 ,314.30 ,253.50 ,280009.00 ,5660.00 ,5850.00 ,5750.00 ,,,,,64491.00 ,,,,,421761.00 ,,,5174.42 ,,,279.79 ,272.42 ,999.56 ,,
2011-07-01,,,,,,,,,,5660.00 ,,,,,,,,,,,,,,,5158.23 ,,,,,,,
2011-07-04,,,,,,,,,,5660.00 ,,,,,,,,,,,,,,,5242.17 ,,,,,,,
2011-07-05,,,,,,,,,,5660.00 ,,,,,,,,,,,,,,,5219.12 ,,,,,,,
2011-07-06,,,,,,,,,,5660.00 ,,,,,,,,,,,,,,,5176.72 ,,,,,,,
2011-07-07,,,,,,,,,,5660.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,5149.56 ,,,,,,,
2011-07-08,,,,,,,,,,5660.00 ,,,,,,,,,,,,,,,5156.12 ,,,,,,,
2011-07-11,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5187.77 ,,,,,,,
2011-07-12,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5187.67 ,,,,,,,
2011-07-13,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5335.40 ,,,,,,,
2011-07-14,,,,,,,,,,5700.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,5320.39 ,,,,,,,
2011-07-15,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5295.47 ,,,,,,,
2011-07-18,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5298.31 ,,,,,,,
2011-07-19,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5151.14 ,,,,,,,
2011-07-20,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,5166.16 ,,,,,,,
2011-07-21,,,,,,,,,,5750.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,5090.55 ,,,,,,,
2011-07-22,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,5177.03 ,,,,,,,
2011-07-25,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,5011.54 ,,,,,,,
2011-07-26,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,5036.49 ,,,,,,,
2011-07-27,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,5144.72 ,,,,,,,
2011-07-28,,,,,,,,,,5750.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,5120.19 ,,,,,,,
2011-07-29,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,5050.27 ,,,,,,,
2011-07-31,1329.00 ,885.60 ,473.60 ,21.78 ,60.40 ,95.90 ,297.80 ,230.40 ,306626.00 ,,,,,,,,70413.00 ,,,,,432317.00 ,,,,,,267.35 ,232.53 ,1020.96 ,,
2011-08-01,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,5033.74 ,,,,,,,
2011-08-02,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4968.03 ,,,,,,,
2011-08-03,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4908.91 ,,,,,,,
2011-08-04,,,,,,,,,,5750.00 ,5850.00 ,5780.00 ,,,,,,,,,,,,,4905.95 ,,,,,,,
2011-08-05,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4837.06 ,,,,,,,
2011-08-08,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4654.65 ,,,,,,,
2011-08-09,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4673.62 ,,,,,,,
2011-08-10,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4724.44 ,,,,,,,
2011-08-11,,,,,,,,,,5750.00 ,5850.00 ,5770.00 ,,,,,,,,,,,,,4785.56 ,,,,,,,
2011-08-12,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4770.25 ,,,,,,,
2011-08-15,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4787.29 ,,,,,,,
2011-08-16,,,,,,,,,,5770.00 ,,,,,,,,,,,,,,,4764.22 ,,,,,,,
2011-08-17,,,,,,,,,,5770.00 ,,,,,,,,,,,,,,,4723.12 ,,,,,,,
2011-08-18,,,,,,,,,,5770.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,4626.90 ,,,,,,,
2011-08-19,,,,,,,,,,5770.00 ,,,,,,,,,,,,,,,4585.26 ,,,,,,,
2011-08-22,,,,,,,,,,5770.00 ,,,,,,,,,,,,,,,4514.38 ,,,,,,,
2011-08-23,,,,,,,,,,5770.00 ,,,,,,,,,,,,,,,4570.35 ,,,,,,,
2011-08-24,,,,,,,,,,5770.00 ,,,,,,,,,,,,,,,4573.91 ,,,,,,,
2011-08-25,,,,,,,,,,5770.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,4711.02 ,,,,,,,
2011-08-26,,,,,,,,,,5770.00 ,,,,,,,,,,,,,,,4690.63 ,,,,,,,
2011-08-29,,,,,,,,,,5770.00 ,,,,,,,,,,,,,,,4583.27 ,,,,,,,
2011-08-30,,,,,,,,,,5770.00 ,,,,,,,,,,,,,,,4572.05 ,,,,,,,
2011-08-31,1119.10 ,759.10 ,559.70 ,21.03 ,56.62 ,100.60 ,298.50 ,236.40 ,340398.00 ,5750.00 ,,,,,,,70983.00 ,,,,,382175.00 ,,,4623.38 ,,,279.22 ,248.03 ,1005.56 ,,
2011-09-01,,,,,,,,,,5750.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,4609.45 ,,,,,,,
2011-09-02,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4572.96 ,,,,,,,
2011-09-05,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4466.90 ,,,,,,,
2011-09-06,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4340.25 ,,,,,,,
2011-09-07,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4421.47 ,,,,,,,
2011-09-08,,,,,,,,,,5750.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,4417.04 ,,,,,,,
2011-09-09,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4391.66 ,,,,,,,
2011-09-13,,,,,,,,,,5720.00 ,,,,,,,,,,,,,,,4325.64 ,,,,,,,
2011-09-14,,,,,,,,,,5720.00 ,,,,,,,,,,,,,,,4344.52 ,,,,,,,
2011-09-15,,,,,,,,,,5720.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,4335.66 ,,,,,,,
2011-09-16,,,,,,,,,,5720.00 ,,,,,,,,,,,,,,,4330.93 ,,,,,,,
2011-09-19,,,,,,,,,,5720.00 ,,,,,,,,,,,,,,,4258.54 ,,,,,,,
2011-09-20,,,,,,,,,,5720.00 ,,,,,,,,,,,,,,,4246.06 ,,,,,,,
2011-09-21,,,,,,,,,,5720.00 ,,,,,,,,,,,,,,,4376.96 ,,,,,,,
2011-09-22,,,,,,,,,,5710.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,4290.57 ,,,,,,,
2011-09-23,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,4262.56 ,,,,,,,
2011-09-26,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,4196.65 ,,,,,,,
2011-09-27,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,4262.11 ,,,,,,,
2011-09-28,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,4240.60 ,,,,,,,
2011-09-29,,,,,,,,,,5680.00 ,5820.00 ,5650.00 ,,,,,,,,,,,,,4139.23 ,,,,,,,
2011-09-30,896.50 ,727.50 ,657.10 ,21.31 ,59.33 ,103.80 ,279.30 ,240.30 ,380526.00 ,5680.00 ,,,,,,,66163.00 ,,,,,418359.00 ,,,4164.17 ,,,279.96 ,272.53 ,1004.46 ,,
2011-10-08,,,,,,,,,,5660.00 ,,,,,,,,,,,,,,,,,,,,,,
2011-10-09,,,,,,,,,,5660.00 ,,,,,,,,,,,,,,,,,,,,,,
2011-10-10,,,,,,,,,,5660.00 ,,,,,,,,,,,,,,,4137.16 ,,,,,,,
2011-10-11,,,,,,,,,,5660.00 ,,,,,,,,,,,,,,,4036.43 ,,,,,,,
2011-10-12,,,,,,,,,,5640.00 ,,,,,,,,,,,,,,,4164.76 ,,,,,,,
2011-10-13,,,,,,,,,,5640.00 ,5820.00 ,5650.00 ,,,,,,,,,,,,,4205.26 ,,,,,,,
2011-10-14,,,,,,,,,,5640.00 ,,,,,,,,,,,,,,,4190.19 ,,,,,,,
2011-10-17,,,,,,,,,,5640.00 ,,,,,,,,,,,,,,,4255.77 ,,,,,,,
2011-10-18,,,,,,,,,,5600.00 ,,,,,,,,,,,,,,,4170.89 ,,,,,,,
2011-10-19,,,,,,,,,,5580.00 ,,,,,,,,,,,,,,,4062.22 ,,,,,,,
2011-10-20,,,,,,,,,,5500.00 ,5750.00 ,5600.00 ,,,,,,,,,,,,,3883.67 ,,,,,,,
2011-10-21,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3814.78 ,,,,,,,
2011-10-24,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3934.82 ,,,,,,,
2011-10-25,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4014.66 ,,,,,,,
2011-10-26,,,,,,,,,,5450.00 ,,,,,,,,,,,,,,,4100.35 ,,,,,,,
2011-10-27,,,,,,,,,,5450.00 ,5620.00 ,5450.00 ,,,,,,,,,,,,,4093.35 ,,,,,,,
2011-10-28,,,,,,,,,,5450.00 ,,,,,,,,,,,,,,,4162.73 ,,,,,,,
2011-10-31,818.90 ,593.50 ,658.70 ,21.98 ,55.25 ,98.60 ,265.00 ,246.00 ,383507.00 ,5450.00 ,,,,,,,60186.00 ,,,,,377462.00 ,,,4136.20 ,,,268.53 ,302.71 ,1025.76 ,,
2011-11-01,,,,,,,,,,5450.00 ,,,,,,,,,,,,,,,4092.37 ,,,,,,,
2011-11-02,,,,,,,,,,5450.00 ,,,,,,,,,,,,,,,4139.72 ,,,,,,,
2011-11-03,,,,,,,,,,5450.00 ,5550.00 ,5350.00 ,,,,,,,,,,,,,4221.50 ,,,,,,,
2011-11-04,,,,,,,,,,5450.00 ,,,,,,,,,,,,,,,4246.77 ,,,,,,,
2011-11-07,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4196.33 ,,,,,,,
2011-11-08,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4173.77 ,,,,,,,
2011-11-09,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4199.83 ,,,,,,,
2011-11-10,,,,,,,,,,5430.00 ,5450.00 ,5250.00 ,,,,,,,,,,,,,4114.73 ,,,,,,,
2011-11-11,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4082.92 ,,,,,,,
2011-11-14,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4185.88 ,,,,,,,
2011-11-15,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4131.45 ,,,,,,,
2011-11-16,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4027.87 ,,,,,,,
2011-11-17,,,,,,,,,,5430.00 ,5350.00 ,5150.00 ,,,,,,,,,,,,,4019.71 ,,,,,,,
2011-11-18,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3909.55 ,,,,,,,
2011-11-21,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3823.91 ,,,,,,,
2011-11-22,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3820.12 ,,,,,,,
2011-11-23,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3801.03 ,,,,,,,
2011-11-24,,,,,,,,,,5430.00 ,5350.00 ,5150.00 ,,,,,,,,,,,,,3814.29 ,,,,,,,
2011-11-25,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3787.77 ,,,,,,,
2011-11-28,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3752.00 ,,,,,,,
2011-11-29,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3802.40 ,,,,,,,
2011-11-30,887.90 ,599.10 ,578.90 ,19.01 ,61.67 ,105.50 ,263.90 ,251.90 ,452022.00 ,5400.00 ,,,,,,,78673.00 ,,,,,433476.00 ,,,3669.29 ,,,270.92 ,319.27 ,1094.26 ,,
2011-12-01,,,,,,,,,,5400.00 ,5300.00 ,5150.00 ,,,,,,,,,,,,,3745.08 ,,,,,,,
2011-12-02,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3685.44 ,,,,,,,
2011-12-05,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3643.84 ,,,,,,,
2011-12-06,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3651.22 ,,,,,,,
2011-12-07,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3650.88 ,,,,,,,
2011-12-08,,,,,,,,,,5400.00 ,5280.00 ,5080.00 ,,,,,,,,,,,,,3612.28 ,,,,,,,
2011-12-09,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3561.15 ,,,,,,,
2011-12-12,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3489.56 ,,,,,,,
2011-12-13,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3436.47 ,,,,,,,
2011-12-14,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3390.99 ,,,,,,,
2011-12-15,,,,,,,,,,5400.00 ,5200.00 ,5030.00 ,,,,,,,,,,,,,3369.29 ,,,,,,,
2011-12-16,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3473.55 ,,,,,,,
2011-12-19,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3473.78 ,,,,,,,
2011-12-20,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3484.02 ,,,,,,,
2011-12-21,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3477.93 ,,,,,,,
2011-12-22,,,,,,,,,,5400.00 ,5180.00 ,5000.00 ,,,,,,,,,,,,,3474.19 ,,,,,,,
2011-12-23,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3498.71 ,,,,,,,
2011-12-26,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3463.82 ,,,,,,,
2011-12-27,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3423.74 ,,,,,,,
2011-12-28,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3390.43 ,,,,,,,
2011-12-29,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3435.57 ,,,,,,,
2011-12-30,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3499.05 ,,,,,,,
2011-12-31,1044.40 ,689.70 ,619.90 ,21.01 ,69.70 ,102.70 ,261.30 ,237.10 ,508942.00 ,5400.00 ,,,,,,,103738.00 ,,,,,446819.00 ,,6187.00 ,,,32.65 ,280.03 ,368.90 ,1198.16 ,,
2012-01-04,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3472.57 ,,,,,,,
2012-01-05,,,,,,,,,,5400.00 ,5100.00 ,4900.00 ,,,,,,,,,,,,,3457.81 ,,,,,,,
2012-01-06,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3454.89 ,,,,,,,
2012-01-09,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3615.55 ,,,,,,,
2012-01-10,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3706.31 ,,,,,,,
2012-01-11,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3630.33 ,,,,,,,
2012-01-12,,,,,,,,,,5400.00 ,5100.00 ,4880.00 ,,,,,,,,,,,,,3601.08 ,,,,,,,
2012-01-13,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3503.04 ,,,,,,,
2012-01-16,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3459.35 ,,,,,,,
2012-01-17,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3584.84 ,,,,,,,
2012-01-18,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3541.03 ,,,,,,,
2012-01-19,,,,,,,,,,5400.00 ,5100.00 ,4880.00 ,,,,,,,,,,,,,3661.70 ,,,,,,,
2012-01-20,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3705.35 ,,,,,,,
2012-01-21,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,,,,,,,,
2012-01-29,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,,,,,,,,
2012-01-30,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3625.87 ,,,,,,,
2012-01-31,857.29 ,647.04 ,403.04 ,20.27 ,54.36 ,67.06 ,303.64 ,191.15 ,413964.00 ,5400.00 ,,,,,,,92106.00 ,,,,,229022.00 ,,,3603.53 ,3.40 ,,210.95 ,368.36 ,1050.65 ,58.30 ,52.80 
2012-02-01,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3601.05 ,,,,,,,
2012-02-02,,,,,,,,,,5400.00 ,5100.00 ,4900.00 ,,,,,,,,,,,,,3642.16 ,,,,,,,
2012-02-03,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3660.44 ,,,,,,,
2012-02-06,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3712.11 ,,,,,,,
2012-02-07,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3622.92 ,,,,,,,
2012-02-08,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3707.79 ,,,,,,,
2012-02-09,,,,,,,,,,5400.00 ,5100.00 ,4900.00 ,,,,,,,,,,,,,3715.70 ,,,,,,,
2012-02-10,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3731.55 ,,,,,,,
2012-02-13,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3715.81 ,,,,,,,
2012-02-14,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3709.46 ,,,,,,,
2012-02-15,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3776.62 ,,,,,,,
2012-02-16,,,,,,,,,,5400.00 ,5100.00 ,4900.00 ,,,,,,,,,,,,,3776.63 ,,,,,,,
2012-02-17,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3777.56 ,,,,,,,
2012-02-20,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3821.85 ,,,,,,,
2012-02-21,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3893.43 ,,,,,,,
2012-02-22,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,3988.80 ,,,,,,,
2012-02-23,,,,,,,,,,5400.00 ,5100.00 ,4880.00 ,,,,,,,,,,,,,3980.78 ,,,,,,,
2012-02-24,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,4019.63 ,,,,,,,
2012-02-27,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,4077.51 ,,,,,,,
2012-02-28,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,4043.32 ,,,,,,,
2012-02-29,1108.05 ,536.95 ,513.14 ,19.09 ,37.77 ,91.44 ,284.41 ,218.21 ,484569.00 ,5400.00 ,,,,,,,124584.00 ,,,,,402681.00 ,,,3996.77 ,4.10 ,,201.45 ,397.39 ,1027.85 ,58.80 ,51.00 
2012-03-01,,,,,,,,,,5400.00 ,5100.00 ,4930.00 ,,,,,,,,,,,,,4099.88 ,,,,,,,
2012-03-02,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,4236.70 ,,,,,,,
2012-03-05,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,4214.12 ,,,,,,,
2012-03-06,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,4242.52 ,,,,,,,
2012-03-07,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,4228.61 ,,,,,,,
2012-03-08,,,,,,,,,,5400.00 ,5100.00 ,5050.00 ,,,,,,,,,,,,,4268.53 ,,,,,,,
2012-03-09,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,4278.74 ,,,,,,,
2012-03-12,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,4232.80 ,,,,,,,
2012-03-13,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,4256.95 ,,,,,,,
2012-03-14,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,4094.76 ,,,,,,,
2012-03-15,,,,,,,,,,5430.00 ,5100.00 ,5050.00 ,,,,,,,,,,,,,4060.57 ,,,,,,,
2012-03-16,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4130.83 ,,,,,,,
2012-03-19,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4135.64 ,,,,,,,
2012-03-20,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4066.21 ,,,,,,,
2012-03-21,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4045.26 ,,,,,,,
2012-03-22,,,,,,,,,,5430.00 ,5150.00 ,5050.00 ,,,,,,,,,,,,,4068.65 ,,,,,,,
2012-03-23,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4009.57 ,,,,,,,
2012-03-26,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4025.94 ,,,,,,,
2012-03-27,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3999.99 ,,,,,,,
2012-03-28,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3829.96 ,,,,,,,
2012-03-29,,,,,,,,,,5430.00 ,5120.00 ,5050.00 ,,,,,,,,,,,,,3828.47 ,,,,,,,
2012-03-30,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3868.91 ,,,,,,,
2012-03-31,1412.90 ,796.30 ,580.90 ,23.79 ,58.80 ,104.50 ,311.50 ,243.10 ,462182.00 ,5430.00 ,,,,,,,120494.00 ,,,,,430076.00 ,,,,6.80 ,,208.38 ,394.17 ,987.75 ,60.70 ,44.80 
2012-04-01,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,,,,,,,,
2012-04-05,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3971.81 ,,,,,,,
2012-04-06,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3951.54 ,,,,,,,
2012-04-09,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3908.49 ,,,,,,,
2012-04-10,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3936.53 ,,,,,,,
2012-04-11,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3964.68 ,,,,,,,
2012-04-12,,,,,,,,,,5430.00 ,5150.00 ,5100.00 ,,,,,,,,,,,,,4016.45 ,,,,,,,
2012-04-13,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4063.43 ,,,,,,,
2012-04-16,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4055.74 ,,,,,,,
2012-04-17,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3974.64 ,,,,,,,
2012-04-18,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4081.99 ,,,,,,,
2012-04-19,,,,,,,,,,5430.00 ,5150.00 ,5100.00 ,,,,,,,,,,,,,4078.56 ,,,,,,,
2012-04-20,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4095.98 ,,,,,,,
2012-04-23,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,4068.04 ,,,,,,,
2012-04-24,,,,,,,,,,5430.00 ,,,,,,,,,,,,,,,3968.35 ,,,,,,,
2012-04-25,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,4034.32 ,,,,,,,
2012-04-26,,,,,,,,,,5400.00 ,5150.00 ,5100.00 ,,,,,,,,,,,,,4042.34 ,,,,,,,
2012-04-27,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,4077.09 ,,,,,,,
2012-04-28,,,,,,,,,,5400.00 ,,,,,,,,,,,,,,,,,,,,,,
2012-04-30,1557.30 ,853.40 ,555.10 ,21.42 ,58.79 ,99.30 ,316.00 ,243.50 ,375258.00 ,,,,,,,,94352.00 ,,,,,370919.00 ,,,,6.40 ,,219.26 ,369.38 ,966.75 ,66.50 ,43.30 
2012-05-02,,,,,,,,,,5380.00 ,,,,,,,,,,,,,,,4142.18 ,,,,,,,
2012-05-03,,,,,,,,,,5380.00 ,5150.00 ,5100.00 ,,,,,,,,,,,,,4137.63 ,,,,,,,
2012-05-04,,,,,,,,,,5350.00 ,,,,,,,,,,,,,,,4193.27 ,,,,,,,
2012-05-07,,,,,,,,,,5350.00 ,,,,,,,,,,,,,,,4238.03 ,,,,,,,
2012-05-08,,,,,,,,,,5350.00 ,,,,,,,,,,,,,,,4217.14 ,,,,,,,
2012-05-09,,,,,,,,,,5350.00 ,,,,,,,,,,,,,,,4136.65 ,,,,,,,
