指标名称,产量:空调:当月值,产量:家用电冰箱:当月值,产量:家用洗衣机:当月值,出口数量:洗碗机:当月值,出口数量:吸油烟机:当月值,产量:铜材:当月值,产量:氧化铝:当月值,产量:铝材:当月值,进口数量:未锻造的铜及铜材:当月值,价格:冷轧板卷:0.5mm:广州,含税价:镀锌薄板:0.5mm:北京,含税价:镀锌薄板:1mm:北京,期货结算价(活跃合约):焦煤,市场价:无烟煤(2号洗中块):全国,市场价:普通混煤(Q4500):全国,市场价:山西大混(Q5000):全国,进口数量:未锻造的铝及铝材:当月值,市场价:山西优混(Q5500):全国,市场价:大同混煤(Q5800):全国,煤炭运价(云洲船务报):印尼南加TABONEO锚地→连云港:5万-6万吨带吊杆和抓斗船舶,煤炭运价(云洲船务报):澳大利亚NEWCASTLE泊位→宁德:6万-7万吨不带吊杆和抓斗船舶,进口数量:废铜:当月值,平均价(不含税):铜精矿:20%:江西,居民消费水平:全体居民:农村居民,申万行业指数:白色家电,出口金额:中央空调:当月值,城市人均住宅建筑面积,库存:洗衣机:当月值,库存:冰箱:当月值,库存:家用空调:当月值,库存:滚筒洗衣机:当月值,库存:冰柜:当月值
2010-06-28,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,3690.28 ,,,,,,,
2010-06-29,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,3458.87 ,,,,,,,
2010-06-30,1162.30 ,770.10 ,391.00 ,21.98 ,54.85 ,100.90 ,240.60 ,188.80 ,328231.00 ,5750.00 ,,,,,,,74582.00 ,,,,,353470.00 ,,,3412.75 ,,,287.77 ,127.55 ,760.76 ,,
2010-07-01,,,,,,,,,,5750.00 ,5350.00 ,5000.00 ,,,,,,,,,,,,,3332.04 ,,,,,,,
2010-07-02,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,3317.16 ,,,,,,,
2010-07-05,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,3303.49 ,,,,,,,
2010-07-06,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,3441.40 ,,,,,,,
2010-07-07,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,3595.89 ,,,,,,,
2010-07-08,,,,,,,,,,5700.00 ,5320.00 ,5120.00 ,,,,,,,,,,,,,3579.61 ,,,,,,,
2010-07-09,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,3692.67 ,,,,,,,
2010-07-12,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,3714.14 ,,,,,,,
2010-07-13,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,3612.12 ,,,,,,,
2010-07-14,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,3654.80 ,,,,,,,
2010-07-15,,,,,,,,,,5700.00 ,5300.00 ,5100.00 ,,,,,,,,,,,,,3637.74 ,,,,,,,
2010-07-16,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,3621.51 ,,,,,,,
2010-07-19,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,3764.65 ,,,,,,,
2010-07-20,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,3903.88 ,,,,,,,
2010-07-21,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,3889.89 ,,,,,,,
2010-07-22,,,,,,,,,,5700.00 ,5300.00 ,5100.00 ,,,,,,,,,,,,,3952.37 ,,,,,,,
2010-07-23,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,3938.76 ,,,,,,,
2010-07-26,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,3941.41 ,,,,,,,
2010-07-27,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,3930.94 ,,,,,,,
2010-07-28,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,4049.69 ,,,,,,,
2010-07-29,,,,,,,,,,5700.00 ,5550.00 ,5100.00 ,,,,,,,,,,,,,4040.00 ,,,,,,,
2010-07-30,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,4050.60 ,,,,,,,
2010-07-31,1035.40 ,771.30 ,430.40 ,22.17 ,54.49 ,92.40 ,240.30 ,183.20 ,342901.00 ,,,,,,,,67462.00 ,,,,,378519.00 ,,,,,,266.18 ,104.14 ,788.16 ,,
2010-08-02,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,4137.99 ,,,,,,,
2010-08-03,,,,,,,,,,5770.00 ,,,,,,,,,,,,,,,4062.86 ,,,,,,,
2010-08-04,,,,,,,,,,5770.00 ,,,,,,,,,,,,,,,4057.38 ,,,,,,,
2010-08-05,,,,,,,,,,5770.00 ,5550.00 ,5350.00 ,,,,,,,,,,,,,4015.49 ,,,,,,,
2010-08-06,,,,,,,,,,5770.00 ,,,,,,,,,,,,,,,4063.12 ,,,,,,,
2010-08-09,,,,,,,,,,5770.00 ,,,,,,,,,,,,,,,4102.95 ,,,,,,,
2010-08-10,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,3959.09 ,,,,,,,
2010-08-11,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4047.78 ,,,,,,,
2010-08-12,,,,,,,,,,5730.00 ,5550.00 ,5250.00 ,,,,,,,,,,,,,3977.11 ,,,,,,,
2010-08-13,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4031.81 ,,,,,,,
2010-08-16,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4127.99 ,,,,,,,
2010-08-17,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4210.58 ,,,,,,,
2010-08-18,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4238.66 ,,,,,,,
2010-08-19,,,,,,,,,,5730.00 ,5550.00 ,5250.00 ,,,,,,,,,,,,,4240.12 ,,,,,,,
2010-08-20,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4127.76 ,,,,,,,
2010-08-23,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4123.98 ,,,,,,,
2010-08-24,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4180.58 ,,,,,,,
2010-08-25,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,4110.76 ,,,,,,,
2010-08-26,,,,,,,,,,5700.00 ,5600.00 ,5300.00 ,,,,,,,,,,,,,4178.34 ,,,,,,,
2010-08-27,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,4192.38 ,,,,,,,
2010-08-30,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,4300.45 ,,,,,,,
2010-08-31,826.70 ,706.00 ,522.80 ,21.95 ,50.89 ,91.90 ,241.90 ,188.70 ,379527.00 ,5700.00 ,,,,,,,72628.00 ,,,,,398152.00 ,,,4287.12 ,,,289.68 ,95.74 ,753.66 ,,
2010-09-01,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,4192.75 ,,,,,,,
2010-09-02,,,,,,,,,,5700.00 ,5680.00 ,5480.00 ,,,,,,,,,,,,,4277.49 ,,,,,,,
2010-09-03,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,4345.41 ,,,,,,,
2010-09-06,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4367.16 ,,,,,,,
2010-09-07,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4333.42 ,,,,,,,
2010-09-08,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4361.22 ,,,,,,,
2010-09-09,,,,,,,,,,5750.00 ,5750.00 ,5450.00 ,,,,,,,,,,,,,4223.87 ,,,,,,,
2010-09-10,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4229.47 ,,,,,,,
2010-09-13,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4319.40 ,,,,,,,
2010-09-14,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4360.24 ,,,,,,,
2010-09-15,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4283.71 ,,,,,,,
2010-09-16,,,,,,,,,,5750.00 ,5970.00 ,5500.00 ,,,,,,,,,,,,,4183.66 ,,,,,,,
2010-09-17,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4153.39 ,,,,,,,
2010-09-19,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,,,,,,,,
2010-09-20,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4157.78 ,,,,,,,
2010-09-21,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4203.11 ,,,,,,,
2010-09-25,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,,,,,,,,
2010-09-26,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,,,,,,,,
2010-09-27,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,4268.54 ,,,,,,,
2010-09-28,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,4223.49 ,,,,,,,
2010-09-29,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,4201.56 ,,,,,,,
2010-09-30,836.20 ,645.70 ,600.90 ,21.68 ,55.85 ,89.60 ,240.40 ,195.80 ,368410.00 ,5650.00 ,5970.00 ,5500.00 ,,,,,65772.00 ,,,,,408511.00 ,,,4262.53 ,,,285.93 ,97.72 ,774.16 ,,
2010-10-08,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,4341.89 ,,,,,,,
2010-10-09,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,,,,,,,,
2010-10-11,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,4375.35 ,,,,,,,
2010-10-12,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,4384.69 ,,,,,,,
2010-10-13,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,4659.88 ,,,,,,,
2010-10-14,,,,,,,,,,5650.00 ,5800.00 ,5600.00 ,,,,,,,,,,,,,4547.47 ,,,,,,,
2010-10-15,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,4598.42 ,,,,,,,
2010-10-18,,,,,,,,,,5630.00 ,,,,,,,,,,,,,,,4468.68 ,,,,,,,
2010-10-19,,,,,,,,,,5630.00 ,,,,,,,,,,,,,,,4656.32 ,,,,,,,
2010-10-20,,,,,,,,,,5590.00 ,,,,,,,,,,,,,,,4817.97 ,,,,,,,
2010-10-21,,,,,,,,,,5590.00 ,5800.00 ,5600.00 ,,,,,,,,,,,,,4820.75 ,,,,,,,
2010-10-22,,,,,,,,,,5590.00 ,,,,,,,,,,,,,,,4921.71 ,,,,,,,
2010-10-25,,,,,,,,,,5590.00 ,,,,,,,,,,,,,,,5104.31 ,,,,,,,
2010-10-26,,,,,,,,,,5570.00 ,,,,,,,,,,,,,,,5150.18 ,,,,,,,
2010-10-27,,,,,,,,,,5570.00 ,,,,,,,,,,,,,,,4989.64 ,,,,,,,
2010-10-28,,,,,,,,,,5530.00 ,5760.00 ,5350.00 ,,,,,,,,,,,,,4890.70 ,,,,,,,
2010-10-29,,,,,,,,,,5530.00 ,,,,,,,,,,,,,,,4920.85 ,,,,,,,
2010-10-31,853.10 ,494.40 ,616.80 ,18.83 ,45.63 ,89.00 ,226.90 ,211.90 ,273511.00 ,,,,,,,,70729.00 ,,,,,314708.00 ,,,,,,289.64 ,154.46 ,816.66 ,,
2010-11-01,,,,,,,,,,5530.00 ,,,,,,,,,,,,,,,5056.87 ,,,,,,,
2010-11-02,,,,,,,,,,5530.00 ,,,,,,,,,,,,,,,4959.91 ,,,,,,,
2010-11-03,,,,,,,,,,5530.00 ,,,,,,,,,,,,,,,4823.55 ,,,,,,,
2010-11-04,,,,,,,,,,5530.00 ,5650.00 ,5320.00 ,,,,,,,,,,,,,4921.53 ,,,,,,,
2010-11-05,,,,,,,,,,5580.00 ,,,,,,,,,,,,,,,4918.34 ,,,,,,,
2010-11-08,,,,,,,,,,5620.00 ,,,,,,,,,,,,,,,5060.54 ,,,,,,,
2010-11-09,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,4964.48 ,,,,,,,
2010-11-10,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,4909.38 ,,,,,,,
2010-11-11,,,,,,,,,,5620.00 ,5680.00 ,5320.00 ,,,,,,,,,,,,,4898.55 ,,,,,,,
2010-11-12,,,,,,,,,,5620.00 ,,,,,,,,,,,,,,,4638.15 ,,,,,,,
2010-11-15,,,,,,,,,,5620.00 ,,,,,,,,,,,,,,,4768.90 ,,,,,,,
2010-11-16,,,,,,,,,,5620.00 ,,,,,,,,,,,,,,,4642.08 ,,,,,,,
2010-11-17,,,,,,,,,,5620.00 ,,,,,,,,,,,,,,,4472.12 ,,,,,,,
2010-11-18,,,,,,,,,,5620.00 ,5550.00 ,5450.00 ,,,,,,,,,,,,,4617.32 ,,,,,,,
2010-11-19,,,,,,,,,,5620.00 ,,,,,,,,,,,,,,,4722.17 ,,,,,,,
2010-11-22,,,,,,,,,,5570.00 ,,,,,,,,,,,,,,,4728.22 ,,,,,,,
2010-11-23,,,,,,,,,,5570.00 ,,,,,,,,,,,,,,,4619.04 ,,,,,,,
2010-11-24,,,,,,,,,,5570.00 ,,,,,,,,,,,,,,,4773.06 ,,,,,,,
2010-11-25,,,,,,,,,,5570.00 ,5550.00 ,5450.00 ,,,,,,,,,,,,,4866.01 ,,,,,,,
2010-11-26,,,,,,,,,,5570.00 ,,,,,,,,,,,,,,,4813.21 ,,,,,,,
2010-11-29,,,,,,,,,,5570.00 ,,,,,,,,,,,,,,,4805.61 ,,,,,,,
2010-11-30,876.60 ,500.30 ,663.20 ,23.90 ,56.57 ,99.90 ,233.10 ,216.70 ,351597.00 ,5570.00 ,,,,,,,76293.00 ,,,,,398726.00 ,,,4711.15 ,,,292.87 ,171.37 ,978.36 ,,
2010-12-01,,,,,,,,,,5570.00 ,,,,,,,,,,,,,,,4793.87 ,,,,,,,
2010-12-02,,,,,,,,,,5570.00 ,5550.00 ,5450.00 ,,,,,,,,,,,,,4769.86 ,,,,,,,
2010-12-03,,,,,,,,,,5570.00 ,,,,,,,,,,,,,,,4743.19 ,,,,,,,
2010-12-06,,,,,,,,,,5600.00 ,,,,,,,,,,,,,,,4700.31 ,,,,,,,
2010-12-07,,,,,,,,,,5600.00 ,,,,,,,,,,,,,,,4767.92 ,,,,,,,
2010-12-08,,,,,,,,,,5600.00 ,,,,,,,,,,,,,,,4726.38 ,,,,,,,
2010-12-09,,,,,,,,,,5600.00 ,5550.00 ,5450.00 ,,,,,,,,,,,,,4625.33 ,,,,,,,
2010-12-10,,,,,,,,,,5600.00 ,,,,,,,,,,,,,,,4634.05 ,,,,,,,
2010-12-13,,,,,,,,,,5600.00 ,,,,,,,,,,,,,,,4840.30 ,,,,,,,
2010-12-14,,,,,,,,,,5600.00 ,,,,,,,,,,,,,,,4937.39 ,,,,,,,
2010-12-15,,,,,,,,,,5620.00 ,,,,,,,,,,,,,,,4902.66 ,,,,,,,
2010-12-16,,,,,,,,,,5620.00 ,5550.00 ,5450.00 ,,,,,,,,,,,,,4890.17 ,,,,,,,
2010-12-17,,,,,,,,,,5620.00 ,,,,,,,,,,,,,,,4923.15 ,,,,,,,
2010-12-20,,,,,,,,,,5640.00 ,,,,,,,,,,,,,,,4942.97 ,,,,,,,
2010-12-21,,,,,,,,,,5640.00 ,,,,,,,,,,,,,,,5011.93 ,,,,,,,
2010-12-22,,,,,,,,,,5660.00 ,,,,,,,,,,,,,,,4964.10 ,,,,,,,
2010-12-23,,,,,,,,,,5660.00 ,5700.00 ,5450.00 ,,,,,,,,,,,,,4860.96 ,,,,,,,
2010-12-24,,,,,,,,,,5660.00 ,,,,,,,,,,,,,,,4827.88 ,,,,,,,
2010-12-27,,,,,,,,,,5660.00 ,,,,,,,,,,,,,,,4673.71 ,,,,,,,
2010-12-28,,,,,,,,,,5640.00 ,,,,,,,,,,,,,,,4625.50 ,,,,,,,
2010-12-29,,,,,,,,,,5640.00 ,,,,,,,,,,,,,,,4716.93 ,,,,,,,
2010-12-30,,,,,,,,,,5640.00 ,5700.00 ,5450.00 ,,,,,,,,,,,,,4770.90 ,,,,,,,
2010-12-31,1046.00 ,533.30 ,655.40 ,22.39 ,52.05 ,103.00 ,247.00 ,229.20 ,344558.00 ,5640.00 ,,,,,,,82927.00 ,,,,,434745.00 ,,4941.00 ,4885.59 ,,31.60 ,296.41 ,248.82 ,1087.36 ,,
2011-01-04,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,4900.63 ,,,,,,,
2011-01-05,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,4861.39 ,,,,,,,
2011-01-06,,,,,,,,,,5650.00 ,5700.00 ,5450.00 ,,,,,,,,,,,,,4869.82 ,,,,,,,
2011-01-07,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,4816.96 ,,,,,,,
2011-01-10,,,,,,,,,,5720.00 ,,,,,,,,,,,,,,,4724.43 ,,,,,,,
2011-01-11,,,,,,,,,,5720.00 ,,,,,,,,,,,,,,,4700.74 ,,,,,,,
2011-01-12,,,,,,,,,,5720.00 ,,,,,,,,,,,,,,,4695.94 ,,,,,,,
2011-01-13,,,,,,,,,,5720.00 ,5700.00 ,5550.00 ,,,,,,,,,,,,,4714.52 ,,,,,,,
2011-01-14,,,,,,,,,,5720.00 ,,,,,,,,,,,,,,,4676.50 ,,,,,,,
2011-01-17,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4429.20 ,,,,,,,
2011-01-18,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4451.82 ,,,,,,,
2011-01-19,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,4538.02 ,,,,,,,
2011-01-20,,,,,,,,,,5750.00 ,5700.00 ,5600.00 ,,,,,,,,,,,,,4392.08 ,,,,,,,
2011-01-21,,,,,,,,,,5780.00 ,,,,,,,,,,,,,,,4408.16 ,,,,,,,
2011-01-24,,,,,,,,,,5810.00 ,,,,,,,,,,,,,,,4361.81 ,,,,,,,
2011-01-25,,,,,,,,,,5810.00 ,,,,,,,,,,,,,,,4376.99 ,,,,,,,
2011-01-26,,,,,,,,,,5810.00 ,,,,,,,,,,,,,,,4419.53 ,,,,,,,
2011-01-27,,,,,,,,,,5810.00 ,5700.00 ,5650.00 ,,,,,,,,,,,,,4462.41 ,,,,,,,
2011-01-28,,,,,,,,,,5810.00 ,,,,,,,,,,,,,,,4492.77 ,,,,,,,
2011-01-30,,,,,,,,,,5810.00 ,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,1173.95 ,586.59 ,565.10 ,21.38 ,61.89 ,70.06 ,265.07 ,203.13 ,364240.00 ,5810.00 ,,,,,,,96283.00 ,,,,,364857.74 ,,,4530.73 ,,,311.19 ,333.81 ,1164.95 ,,
2011-02-01,,,,,,,,,,,,,,,,,,,,,,,,,4520.01 ,,,,,,,
2011-02-09,,,,,,,,,,5810.00 ,,,,,,,,,,,,,,,4557.16 ,,,,,,,
2011-02-10,,,,,,,,,,5860.00 ,,,,,,,,,,,,,,,4847.91 ,,,,,,,
2011-02-11,,,,,,,,,,5860.00 ,,,,,,,,,,,,,,,4896.95 ,,,,,,,
2011-02-12,,,,,,,,,,5860.00 ,,,,,,,,,,,,,,,,,,,,,,
2011-02-14,,,,,,,,,,5860.00 ,,,,,,,,,,,,,,,5000.49 ,,,,,,,
2011-02-15,,,,,,,,,,5860.00 ,,,,,,,,,,,,,,,5016.09 ,,,,,,,
2011-02-16,,,,,,,,,,5860.00 ,,,,,,,,,,,,,,,5082.83 ,,,,,,,
2011-02-17,,,,,,,,,,5860.00 ,5870.00 ,5620.00 ,,,,,,,,,,,,,5065.74 ,,,,,,,
2011-02-18,,,,,,,,,,5860.00 ,,,,,,,,,,,,,,,4930.37 ,,,,,,,
2011-02-21,,,,,,,,,,5860.00 ,,,,,,,,,,,,,,,5157.51 ,,,,,,,
2011-02-22,,,,,,,,,,5860.00 ,,,,,,,,,,,,,,,5037.55 ,,,,,,,
2011-02-23,,,,,,,,,,5850.00 ,,,,,,,,,,,,,,,5034.32 ,,,,,,,
2011-02-24,,,,,,,,,,5820.00 ,5850.00 ,5680.00 ,,,,,,,,,,,,,5070.33 ,,,,,,,
2011-02-25,,,,,,,,,,5820.00 ,,,,,,,,,,,,,,,5146.89 ,,,,,,,
2011-02-28,899.00 ,465.80 ,407.10 ,16.90 ,26.49 ,60.30 ,261.90 ,184.80 ,235469.00 ,5820.00 ,,,,,,,60202.00 ,,,,,245711.00 ,,,5401.71 ,,,277.58 ,296.09 ,1149.16 ,,
2011-03-01,,,,,,,,,,5820.00 ,,,,,,,,,,,,,,,5400.55 ,,,,,,,
2011-03-02,,,,,,,,,,5800.00 ,,,,,,,,,,,,,,,5449.51 ,,,,,,,
2011-03-03,,,,,,,,,,5800.00 ,5850.00 ,5680.00 ,,,,,,,,,,,,,5329.66 ,,,,,,,
2011-03-04,,,,,,,,,,5800.00 ,,,,,,,,,,,,,,,5430.83 ,,,,,,,
2011-03-07,,,,,,,,,,5800.00 ,,,,,,,,,,,,,,,5572.67 ,,,,,,,
2011-03-08,,,,,,,,,,5800.00 ,,,,,,,,,,,,,,,5565.73 ,,,,,,,
2011-03-09,,,,,,,,,,5750.00 ,,,,,,,,,,,,,,,5531.39 ,,,,,,,
2011-03-10,,,,,,,,,,5750.00 ,5850.00 ,5680.00 ,,,,,,,,,,,,,5479.20 ,,,,,,,
2011-03-11,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5441.38 ,,,,,,,
2011-03-14,,,,,,,,,,5680.00 ,,,,,,,,,,,,,,,5477.47 ,,,,,,,
2011-03-15,,,,,,,,,,5680.00 ,,,,,,,,,,,,,,,5357.40 ,,,,,,,
2011-03-16,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5461.90 ,,,,,,,
2011-03-17,,,,,,,,,,5700.00 ,5850.00 ,5680.00 ,,,,,,,,,,,,,5317.60 ,,,,,,,
2011-03-18,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5373.06 ,,,,,,,
2011-03-21,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5349.21 ,,,,,,,
2011-03-22,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5388.68 ,,,,,,,
2011-03-23,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5504.67 ,,,,,,,
2011-03-24,,,,,,,,,,5700.00 ,5850.00 ,5680.00 ,,,,,,,,,,,,,5493.76 ,,,,,,,
2011-03-25,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5657.12 ,,,,,,,
2011-03-28,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5652.59 ,,,,,,,
2011-03-29,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5480.09 ,,,,,,,
2011-03-30,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5438.78 ,,,,,,,
2011-03-31,1462.70 ,739.20 ,568.40 ,24.16 ,50.91 ,91.90 ,293.60 ,227.30 ,304299.00 ,5700.00 ,5850.00 ,5680.00 ,,,,,87729.00 ,,,,,387133.00 ,,,5322.51 ,,,272.74 ,317.95 ,1113.36 ,,
2011-04-01,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5365.63 ,,,,,,,
2011-04-02,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,,,,,,,,
2011-04-06,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5333.15 ,,,,,,,
2011-04-07,,,,,,,,,,5700.00 ,5850.00 ,5680.00 ,,,,,,,,,,,,,5519.91 ,,,,,,,
2011-04-08,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5553.01 ,,,,,,,
2011-04-11,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5417.21 ,,,,,,,
2011-04-12,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,5380.65 ,,,,,,,
2011-04-13,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,5444.95 ,,,,,,,
2011-04-14,,,,,,,,,,5730.00 ,5850.00 ,5800.00 ,,,,,,,,,,,,,5369.20 ,,,,,,,
2011-04-15,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,5302.16 ,,,,,,,
2011-04-18,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5245.45 ,,,,,,,
2011-04-19,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5233.21 ,,,,,,,
2011-04-20,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5268.46 ,,,,,,,
2011-04-21,,,,,,,,,,5670.00 ,5850.00 ,5800.00 ,,,,,,,,,,,,,5271.87 ,,,,,,,
2011-04-22,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5337.93 ,,,,,,,
2011-04-25,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5209.60 ,,,,,,,
2011-04-26,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5156.11 ,,,,,,,
2011-04-27,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5133.16 ,,,,,,,
2011-04-28,,,,,,,,,,5670.00 ,5850.00 ,5800.00 ,,,,,,,,,,,,,5046.95 ,,,,,,,
2011-04-29,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5140.20 ,,,,,,,
2011-04-30,1761.20 ,853.20 ,590.20 ,22.82 ,56.54 ,91.50 ,298.70 ,243.10 ,262676.00 ,,,,,,,,76724.00 ,,,,,378475.00 ,,,,,,289.45 ,299.96 ,998.76 ,,
2011-05-03,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5202.78 ,,,,,,,
2011-05-04,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5089.09 ,,,,,,,
2011-05-05,,,,,,,,,,5670.00 ,5850.00 ,5800.00 ,,,,,,,,,,,,,5101.10 ,,,,,,,
2011-05-06,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5159.07 ,,,,,,,
2011-05-09,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5252.23 ,,,,,,,
2011-05-10,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5281.59 ,,,,,,,
2011-05-11,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5248.45 ,,,,,,,
2011-05-12,,,,,,,,,,5670.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,5260.97 ,,,,,,,
2011-05-13,,,,,,,,,,5670.00 ,,,,,,,,,,,,,,,5228.61 ,,,,,,,
2011-05-16,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,5209.23 ,,,,,,,
2011-05-17,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,5186.14 ,,,,,,,
2011-05-18,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,5258.80 ,,,,,,,
2011-05-19,,,,,,,,,,5650.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,5222.79 ,,,,,,,
2011-05-20,,,,,,,,,,5650.00 ,,,,,,,,,,,,,,,5296.06 ,,,,,,,
2011-05-23,,,,,,,,,,5700.00 ,,,,,,,,,,,,,,,5071.74 ,,,,,,,
2011-05-24,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,5047.59 ,,,,,,,
2011-05-25,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4969.00 ,,,,,,,
2011-05-26,,,,,,,,,,5730.00 ,5850.00 ,5750.00 ,,,,,,,,,,,,,4883.80 ,,,,,,,
2011-05-27,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4830.63 ,,,,,,,
2011-05-30,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4816.49 ,,,,,,,
2011-05-31,1628.80 ,857.30 ,517.50 ,19.38 ,60.62 ,97.90 ,311.90 ,244.60 ,254678.00 ,5730.00 ,,,,,,,74880.00 ,,,,,398745.00 ,,,4893.46 ,,,291.83 ,315.69 ,981.76 ,,
2011-06-01,,,,,,,,,,5730.00 ,,,,,,,,,,,,,,,4911.10 ,,,,,,,
