指标名称,现货价:镀锌板:1mm:全国,现货价:热轧普通薄板:3mm:全国,"车板价:主焦煤(A<10.5%,V21-25%,S<1%,G>75%,邯郸产):河北"
2010-11-30,,,1520.00 
2010-12-01,5550.00 ,4639.00 ,1520.00 
2010-12-02,,,1520.00 
2010-12-03,,,1520.00 
2010-12-06,,,1520.00 
2010-12-07,,,1520.00 
2010-12-08,,,1520.00 
2010-12-09,,,1520.00 
2010-12-10,,,1520.00 
2010-12-13,,,1520.00 
2010-12-14,,,1520.00 
2010-12-15,5601.00 ,4730.00 ,1520.00 
2010-12-16,,,1520.00 
2010-12-17,,,1520.00 
2010-12-20,,,1520.00 
2010-12-21,,,1520.00 
2010-12-22,,,1520.00 
2010-12-23,,,1560.00 
2010-12-24,,,1570.00 
2010-12-27,,,1620.00 
2010-12-28,,,1620.00 
2010-12-29,,,1620.00 
2010-12-30,,,1620.00 
2010-12-31,,,1620.00 
2011-01-01,5650.00 ,4811.00 ,
2011-01-03,,,1620.00 
2011-01-04,,,1620.00 
2011-01-05,,,1620.00 
2011-01-06,,,1620.00 
2011-01-07,,,1620.00 
2011-01-10,,,1620.00 
2011-01-11,,,1620.00 
2011-01-12,,,1620.00 
2011-01-13,,,1620.00 
2011-01-14,,,1620.00 
2011-01-15,5744.00 ,4899.00 ,
2011-01-17,,,1620.00 
2011-01-18,,,1620.00 
2011-01-19,,,1620.00 
2011-01-20,,,1620.00 
2011-01-21,,,1620.00 
2011-01-24,,,1620.00 
2011-01-25,,,1620.00 
2011-01-26,,,1620.00 
2011-01-27,,,1620.00 
2011-01-28,,,1620.00 
2011-01-31,,,1620.00 
2011-02-01,5801.00 ,5022.00 ,1620.00 
2011-02-02,,,1620.00 
2011-02-03,,,1620.00 
2011-02-04,,,1620.00 
2011-02-07,,,1620.00 
2011-02-08,,,1620.00 
2011-02-09,,,1620.00 
2011-02-10,,,1620.00 
2011-02-11,,,1620.00 
2011-02-14,,,1620.00 
2011-02-15,5816.00 ,4995.00 ,1620.00 
2011-02-16,,,1620.00 
2011-02-17,,,1620.00 
2011-02-18,,,1620.00 
2011-02-21,,,1620.00 
2011-02-22,,,1620.00 
2011-02-23,,,1620.00 
2011-02-24,,,1620.00 
2011-02-25,,,1620.00 
2011-02-28,,,1620.00 
2011-03-01,5782.00 ,4882.00 ,1620.00 
2011-03-02,,,1620.00 
2011-03-03,,,1620.00 
2011-03-04,,,1620.00 
2011-03-07,,,1620.00 
2011-03-08,,,1620.00 
2011-03-09,,,1620.00 
2011-03-10,,,1620.00 
2011-03-11,,,1620.00 
2011-03-14,,,1620.00 
2011-03-15,5752.00 ,4908.00 ,1620.00 
2011-03-16,,,1620.00 
2011-03-17,,,1620.00 
2011-03-18,,,1620.00 
2011-03-21,,,1620.00 
2011-03-22,,,1620.00 
2011-03-23,,,1620.00 
2011-03-24,,,1620.00 
2011-03-25,,,1620.00 
2011-03-28,,,1620.00 
2011-03-29,,,1620.00 
2011-03-30,,,1620.00 
2011-03-31,,,1620.00 
2011-04-01,5824.00 ,5009.00 ,1620.00 
2011-04-04,,,1620.00 
2011-04-05,,,1620.00 
2011-04-06,,,1620.00 
2011-04-07,,,1620.00 
2011-04-08,,,1620.00 
2011-04-11,,,1620.00 
2011-04-12,,,1620.00 
2011-04-13,,,1620.00 
2011-04-14,,,1620.00 
2011-04-15,5849.00 ,5054.00 ,1620.00 
2011-04-18,,,1620.00 
2011-04-19,,,1620.00 
2011-04-20,,,1620.00 
2011-04-21,,,1620.00 
2011-04-22,,,1620.00 
2011-04-25,,,1620.00 
2011-04-26,,,1640.00 
2011-04-27,,,1640.00 
2011-04-28,,,1640.00 
2011-04-29,,,1640.00 
2011-05-01,5893.00 ,5055.00 ,
2011-05-02,,,1640.00 
2011-05-03,,,1640.00 
2011-05-04,,,1640.00 
2011-05-05,,,1640.00 
2011-05-06,,,1640.00 
2011-05-09,,,1640.00 
2011-05-10,,,1640.00 
2011-05-11,,,1640.00 
2011-05-12,,,1640.00 
2011-05-13,,,1640.00 
2011-05-15,5901.00 ,5050.00 ,
2011-05-16,,,1640.00 
2011-05-17,,,1640.00 
2011-05-18,,,1640.00 
2011-05-19,,,1640.00 
2011-05-20,,,1640.00 
2011-05-23,,,1640.00 
2011-05-24,,,1640.00 
2011-05-25,,,1640.00 
2011-05-26,,,1640.00 
2011-05-27,,,1580.00 
2011-05-30,,,1580.00 
2011-05-31,,,1580.00 
2011-06-01,5853.00 ,5036.00 ,1580.00 
2011-06-02,,,1580.00 
2011-06-03,,,1580.00 
2011-06-06,,,1580.00 
2011-06-07,,,1580.00 
2011-06-08,,,1580.00 
2011-06-09,,,1580.00 
2011-06-10,,,1580.00 
2011-06-13,,,1580.00 
2011-06-14,,,1580.00 
2011-06-15,5806.00 ,4973.00 ,1580.00 
2011-06-16,,,1580.00 
2011-06-17,,,1580.00 
2011-06-20,,,1580.00 
2011-06-21,,,1580.00 
2011-06-22,,,1580.00 
2011-06-23,,,1580.00 
2011-06-24,,,1580.00 
2011-06-27,,,1580.00 
2011-06-28,,,1580.00 
2011-06-29,,,1580.00 
2011-06-30,,,1580.00 
2011-07-01,5811.00 ,4967.00 ,1580.00 
2011-07-04,,,1580.00 
2011-07-05,,,1580.00 
2011-07-06,,,1580.00 
2011-07-07,,,1580.00 
2011-07-08,,,1580.00 
2011-07-11,,,1580.00 
2011-07-12,,,1580.00 
2011-07-13,,,1580.00 
2011-07-14,,,1580.00 
2011-07-15,5825.00 ,4993.00 ,1580.00 
2011-07-18,,,1580.00 
2011-07-19,,,1580.00 
2011-07-20,,,1580.00 
2011-07-21,,,1580.00 
