时间,产量:平板玻璃:当月值,HS:出口金额:当月值:70章 玻璃及其制品,HS:进口金额:当月值:70章 玻璃及其制品,现货平均价(平方米):浮法玻璃:5mm:上海,现货平均价(平方米):浮法玻璃:5mm:武汉,现货平均价(平方米):浮法玻璃:5mm:济南,期货结算价(活跃合约):燃料油,现货价:天然气(俄罗斯产):德国港口,期货收盘价(连续):NYMEX天然气,期货结算价(活跃合约):IPE英国天然气,市场价(低端价):轻质纯碱:华中地区,市场价(低端价):轻质纯碱:华南地区,市场价(低端价):轻质纯碱:华东地区,市场价(低端价):轻质纯碱:华北地区,出厂价(含税):高纯石英砂:国内主流厂商平均,泰国:PPI:按生产过程:白云石,申万行业指数:环保设备,房屋竣工面积:累计值,商品房销售额:累计值,商品房销售面积:现房:累计值,产量:汽车:当月值,日本:产量:丰田:汽车:当月值,韩国:产量:汽车:当月值,浮法玻璃:生产线总数,浮法玻璃:生产线条数:冷修,浮法玻璃:产销率:累计值,浮法玻璃:库存:期末值,浮法玻璃:日熔量:点火
2010-09-01,,,,23.60 ,23.76 ,21.80 ,4350.00 ,,3.76 ,41.93 ,,,,,,,8768.61 ,,,,,,,,,,,
2010-09-02,,,,23.53 ,23.72 ,21.70 ,4373.00 ,,3.75 ,42.47 ,,,,,,,8767.03 ,,,,,,,,,,,
2010-09-03,,,,23.53 ,23.72 ,21.76 ,4380.00 ,,3.94 ,43.23 ,,,,,,,8814.73 ,,,,,,,,,,,
2010-09-06,,,,23.57 ,23.76 ,21.84 ,4401.00 ,,,41.71 ,,,,,,,8688.22 ,,,,,,,,,,,
2010-09-07,,,,23.50 ,23.66 ,22.00 ,4403.00 ,,3.85 ,41.89 ,,,,,,,8654.20 ,,,,,,,,,,,
2010-09-08,,,,23.50 ,23.88 ,21.82 ,4418.00 ,,3.81 ,42.13 ,,,,,,,8789.84 ,,,,,,,,,,,
2010-09-09,,,,23.40 ,23.64 ,21.96 ,4375.00 ,,3.77 ,43.37 ,,,,,,,8563.00 ,,,,,,,,,,,
2010-09-10,,,,23.57 ,23.64 ,21.88 ,4384.00 ,,3.88 ,42.40 ,,,,,,,8601.48 ,,,,,,,,,,,
2010-09-11,,,,23.63 ,23.74 ,21.84 ,,,,,,,,,,,,,,,,,,235.00 ,11.00 ,,,1000.00 
2010-09-13,,,,23.93 ,23.76 ,22.00 ,4420.00 ,,3.94 ,42.54 ,,,,,,,8827.98 ,,,,,,,,,,,
2010-09-14,,,,23.90 ,23.78 ,21.94 ,4386.00 ,,3.97 ,42.55 ,,,,,,,9183.05 ,,,,,,,,,,,
2010-09-15,,,,24.20 ,23.80 ,21.80 ,4355.00 ,,4.00 ,42.67 ,,,,,,,8889.80 ,,,,,,,,,,,
2010-09-16,,,,24.20 ,23.78 ,22.00 ,4356.00 ,,4.06 ,42.39 ,,,,,,,8910.44 ,,,,,,,,,,,
2010-09-17,,,,24.03 ,23.72 ,21.76 ,4360.00 ,,4.02 ,42.10 ,,,,,,,9027.64 ,,,,,,,,,,,
2010-09-20,,,,24.33 ,23.78 ,21.84 ,4431.00 ,,3.82 ,42.09 ,,,,,,,8864.28 ,,,,,,,235.00 ,11.00 ,,,500.00 
2010-09-21,,,,24.37 ,23.82 ,21.98 ,4447.00 ,,3.92 ,44.87 ,,,,,,,8505.87 ,,,,,,,,,,,
2010-09-22,,,,24.37 ,23.70 ,21.72 ,,,3.97 ,45.71 ,,,,,,,,,,,,,,,,,,
2010-09-23,,,,24.23 ,23.80 ,21.76 ,,,4.02 ,46.06 ,,,,,,,,,,,,,,,,,,
2010-09-24,,,,24.40 ,23.88 ,21.74 ,,,3.88 ,46.98 ,,,,,,,,,,,,,,,,,,
2010-09-27,,,,24.33 ,23.90 ,21.92 ,4461.00 ,,3.80 ,46.50 ,,,,,,,8638.76 ,,,,,,,,,,,
2010-09-28,,,,24.37 ,23.84 ,21.88 ,4438.00 ,,3.84 ,48.41 ,,,,,,,8454.94 ,,,,,,,,,,,
2010-09-29,,,,24.47 ,23.76 ,21.92 ,4414.00 ,,3.96 ,48.95 ,,,,,,,8445.03 ,,,,,,,,,,,
2010-09-30,5430.40 ,908760.00 ,483530.00 ,24.33 ,23.80 ,21.84 ,4450.00 ,8.49 ,3.87 ,47.32 ,,,,,,100.00 ,8573.08 ,36874.96 ,31916.58 ,14545.70 ,163.40 ,305853.00 ,339077.00 ,237.00 ,11.00 ,98.39 ,1800.00 ,2000.00 
2010-10-01,,,,,,,,,3.80 ,46.76 ,,,,,,,,,,,,,,,,,,
2010-10-04,,,,24.33 ,23.98 ,21.94 ,,,3.73 ,46.38 ,,,,,,,,,,,,,,,,,,
2010-10-05,,,,24.40 ,23.92 ,21.84 ,,,3.74 ,47.12 ,,,,,,,,,,,,,,,,,,
2010-10-06,,,,24.43 ,24.02 ,21.92 ,,,3.87 ,46.77 ,,,,,,,,,,,,,,,,,,
2010-10-07,,,,24.33 ,23.84 ,21.80 ,,,3.62 ,46.54 ,,,,,,,,,,,,,,,,,,
2010-10-08,,,,24.53 ,23.80 ,21.78 ,4491.00 ,,3.65 ,46.80 ,,,,,,,8750.17 ,,,,,,,,,,,
2010-10-11,,,,24.47 ,23.86 ,21.84 ,4595.00 ,,3.60 ,47.62 ,,,,,,,8800.18 ,,,,,,,237.00 ,10.00 ,,,2400.00 
2010-10-12,,,,24.37 ,23.84 ,21.90 ,4647.00 ,,3.63 ,47.33 ,,,,,,,8940.76 ,,,,,,,,,,,
2010-10-13,,,,24.47 ,23.88 ,21.76 ,4714.00 ,,3.70 ,47.29 ,,,,,,,9013.78 ,,,,,,,,,,,
2010-10-14,,,,24.53 ,23.84 ,21.78 ,4770.00 ,,3.66 ,47.76 ,,,,,,,8706.15 ,,,,,,,,,,,
2010-10-15,,,,24.37 ,23.74 ,21.90 ,4738.00 ,,3.54 ,47.56 ,,,,,,,8909.87 ,,,,,,,,,,,
2010-10-18,,,,24.50 ,23.88 ,21.98 ,4648.00 ,,3.43 ,47.53 ,,,,,,,8471.06 ,,,,,,,,,,,
2010-10-19,,,,24.43 ,23.84 ,21.86 ,4691.00 ,,3.51 ,46.74 ,,,,,,,8784.34 ,,,,,,,,,,,
2010-10-20,,,,24.60 ,24.00 ,21.72 ,4618.00 ,,3.54 ,47.11 ,,,,,,,8682.08 ,,,,,,,,,,,
2010-10-21,,,,24.47 ,23.92 ,21.84 ,4656.00 ,,3.37 ,48.50 ,,,,,,,8838.45 ,,,,,,,237.00 ,10.00 ,,,900.00 
2010-10-22,,,,24.47 ,23.82 ,21.76 ,4657.00 ,,3.33 ,48.63 ,,,,,,,8869.77 ,,,,,,,,,,,
2010-10-25,,,,24.60 ,24.02 ,21.92 ,4727.00 ,,3.32 ,49.20 ,,,,,,,9083.87 ,,,,,,,,,,,
2010-10-26,,,,25.00 ,23.96 ,21.98 ,4718.00 ,,3.35 ,49.72 ,,,,,,,9265.80 ,,,,,,,,,,,
2010-10-27,,,,24.93 ,23.76 ,21.84 ,4678.00 ,,3.29 ,49.60 ,,,,,,,9177.05 ,,,,,,,,,,,
2010-10-28,,,,24.60 ,23.86 ,21.78 ,4666.00 ,,3.89 ,49.13 ,,,,,,,9144.54 ,,,,,,,,,,,
2010-10-29,,,,24.67 ,23.84 ,21.76 ,4637.00 ,,4.04 ,47.61 ,,,,,,,9374.90 ,,,,,,,,,,,
2010-10-30,,,,25.00 ,23.96 ,21.86 ,,,,,,,,,,,,,,,,,,238.00 ,10.00 ,,,500.00 
2010-10-31,5209.20 ,847946.00 ,410140.00 ,,,,,8.64 ,,,,,,,,100.00 ,,41966.38 ,36992.28 ,16454.20 ,159.30 ,237089.00 ,387232.00 ,,,98.56 ,1871.00 ,
2010-11-01,,,,25.13 ,24.38 ,22.08 ,4665.00 ,,3.83 ,47.15 ,,,,,,,9827.78 ,,,,,,,,,,,
2010-11-02,,,,25.50 ,24.30 ,21.98 ,4710.00 ,,3.87 ,47.62 ,,,,,,,9829.89 ,,,,,,,,,,,
2010-11-03,,,,25.50 ,24.32 ,22.02 ,4712.00 ,,3.84 ,47.95 ,,,,,,,9552.80 ,,,,,,,,,,,
2010-11-04,,,,26.13 ,24.58 ,22.04 ,4730.00 ,,3.86 ,47.79 ,,,,,,,9755.80 ,,,,,,,,,,,
2010-11-05,,,,25.97 ,24.06 ,21.78 ,4840.00 ,,3.94 ,47.24 ,,,,,,,9864.17 ,,,,,,,,,,,
2010-11-08,,,,25.67 ,24.38 ,21.90 ,4830.00 ,,4.09 ,46.10 ,,,,,,,10050.64 ,,,,,,,,,,,
2010-11-09,,,,26.13 ,24.54 ,22.18 ,5066.00 ,,4.21 ,45.87 ,,,,,,,9973.86 ,,,,,,,,,,,
2010-11-10,,,,26.80 ,24.66 ,22.08 ,5049.00 ,,4.05 ,46.10 ,,,,,,,9701.66 ,,,,,,,239.00 ,10.00 ,,,500.00 
2010-11-11,,,,26.90 ,24.80 ,22.08 ,5075.00 ,,3.93 ,46.06 ,,,,,,,9607.12 ,,,,,,,,,,,
2010-11-12,,,,26.73 ,24.64 ,22.08 ,4921.00 ,,3.80 ,47.15 ,,,,,,,8913.51 ,,,,,,,,,,,
2010-11-15,,,,26.83 ,24.76 ,22.26 ,4920.00 ,,3.85 ,48.82 ,,,,,,,9174.17 ,,,,,,,,,,,
2010-11-16,,,,26.67 ,24.84 ,22.32 ,4894.00 ,,3.82 ,48.28 ,,,,,,,8985.79 ,,,,,,,,,,,
2010-11-17,,,,26.77 ,24.74 ,22.08 ,4734.00 ,,4.03 ,48.50 ,,,,,,,9025.82 ,,,,,,,,,,,
2010-11-18,,,,26.80 ,24.76 ,22.20 ,4737.00 ,,4.01 ,50.49 ,,,,,,,8993.69 ,,,,,,,,,,,
2010-11-19,,,,26.70 ,24.78 ,22.10 ,4761.00 ,,4.16 ,50.91 ,,,,,,,9013.28 ,,,,,,,,,,,
2010-11-22,,,,26.70 ,24.82 ,22.30 ,4769.00 ,,4.27 ,54.43 ,,,,,,,9332.32 ,,,,,,,239.00 ,10.00 ,,,500.00 
2010-11-23,,,,26.93 ,24.82 ,22.16 ,4699.00 ,,4.26 ,53.04 ,,,,,,,9551.89 ,,,,,,,,,,,
2010-11-24,,,,26.73 ,24.82 ,22.26 ,4691.00 ,,4.25 ,53.90 ,,,,,,,9830.74 ,,,,,,,,,,,
2010-11-25,,,,27.13 ,24.70 ,22.20 ,4734.00 ,,,52.57 ,,,,,,,9744.11 ,,,,,,,,,,,
2010-11-26,,,,26.83 ,24.80 ,22.17 ,4696.00 ,,4.40 ,53.32 ,,,,,,,9955.45 ,,,,,,,,,,,
2010-11-29,,,,26.80 ,24.74 ,22.16 ,4718.00 ,,4.21 ,55.65 ,,,,,,,9830.74 ,,,,,,,,,,,
2010-11-30,5316.80 ,980923.00 ,484289.00 ,27.03 ,24.76 ,22.14 ,4781.00 ,8.71 ,4.18 ,54.20 ,,,,,,100.00 ,9438.34 ,48497.39 ,42277.89 ,18927.73 ,182.10 ,263310.00 ,389041.00 ,,,98.26 ,2269.00 ,
2010-12-01,,,,26.87 ,24.70 ,22.18 ,4763.00 ,,4.27 ,56.14 ,,,,,,,9605.30 ,,,,,,,239.00 ,10.00 ,,,
2010-12-02,,,,26.67 ,24.60 ,22.16 ,4828.00 ,,4.34 ,56.23 ,,,,,,,9725.47 ,,,,,,,,,,,
2010-12-03,,,,26.70 ,24.66 ,22.22 ,4870.00 ,,4.35 ,59.68 ,,,,,,,9778.70 ,,,,,,,,,,,
2010-12-06,,,,26.43 ,24.68 ,22.06 ,4927.00 ,,4.53 ,59.61 ,,,,,,,9795.82 ,,,,,,,,,,,
2010-12-07,,,,26.23 ,24.50 ,22.16 ,4883.00 ,,4.38 ,59.27 ,,,,,,,9916.45 ,,,,,,,,,,,
2010-12-08,,,,26.37 ,24.70 ,22.32 ,4839.00 ,,4.61 ,60.47 ,,,,,,,9595.08 ,,,,,,,,,,,
2010-12-09,,,,26.17 ,24.70 ,22.18 ,4861.00 ,,4.43 ,59.39 ,,,,,,,9275.66 ,,,,,,,,,,,
2010-12-10,,,,25.27 ,24.64 ,22.18 ,4855.00 ,,4.42 ,59.27 ,,,,,,,9357.74 ,,,,,,,241.00 ,10.00 ,,,1300.00 
2010-12-13,,,,25.20 ,24.66 ,22.12 ,4889.00 ,,4.43 ,57.26 ,,,,,,,9818.12 ,,,,,,,,,,,
2010-12-14,,,,25.10 ,24.60 ,22.12 ,4890.00 ,,4.24 ,55.99 ,,,,,,,9849.48 ,,,,,,,,,,,
2010-12-15,,,,24.90 ,24.54 ,22.10 ,4864.00 ,,4.24 ,56.43 ,,,,,,,9754.31 ,,,,,,,,,,,
2010-12-16,,,,24.90 ,24.62 ,22.06 ,4887.00 ,,4.02 ,58.14 ,,,,,,,10017.97 ,,,,,,,,,,,
2010-12-17,,,,24.83 ,24.56 ,22.00 ,4873.00 ,,4.06 ,59.67 ,,,,,,,9989.24 ,,,,,,,,,,,
2010-12-20,,,,24.87 ,24.56 ,22.06 ,4888.00 ,,4.22 ,57.67 ,,,,,,,9754.41 ,,,,,,,,,,,
2010-12-21,,,,24.73 ,24.54 ,22.04 ,4880.00 ,,4.06 ,57.87 ,,,,,,,10010.94 ,,,,,,,,,,,
2010-12-22,,,,24.53 ,24.48 ,21.96 ,4885.00 ,,4.11 ,58.24 ,,,,,,,9867.20 ,,,,,,,241.00 ,10.00 ,,,1300.00 
2010-12-23,,,,24.13 ,24.36 ,21.72 ,4881.00 ,,4.07 ,57.72 ,,,,,,,9760.07 ,,,,,,,,,,,
2010-12-24,,,,23.70 ,24.24 ,21.76 ,4888.00 ,,,58.66 ,,,,,,,9403.23 ,,,,,,,,,,,
2010-12-27,,,,23.33 ,24.30 ,21.78 ,4866.00 ,,4.09 ,,,,,,,,9087.79 ,,,,,,,,,,,
2010-12-28,,,,23.86 ,24.28 ,21.74 ,4844.00 ,,4.24 ,,,,,,,,8762.43 ,,,,,,,,,,,
2010-12-29,,,,23.73 ,24.24 ,21.86 ,4783.00 ,,4.32 ,60.57 ,,,,,,,8894.40 ,,,,,,,,,,,
2010-12-30,,,,23.50 ,24.32 ,21.72 ,4754.00 ,,4.32 ,62.45 ,,,,,,,8895.09 ,,,,,,,,,,,
2010-12-31,5619.00 ,976459.00 ,548936.00 ,22.80 ,23.98 ,21.68 ,4737.00 ,8.73 ,4.39 ,61.07 ,,,,,,100.00 ,9114.07 ,78743.90 ,52721.24 ,26174.56 ,195.40 ,243829.00 ,397158.00 ,241.00 ,8.00 ,97.51 ,2521.00 ,2100.00 
2011-01-03,,,,22.67 ,23.84 ,21.80 ,,,4.64 ,,,,,,,,,,,,,,,,,,,
2011-01-04,,,,22.57 ,24.06 ,21.66 ,4786.00 ,,4.60 ,58.32 ,,,,,,,9356.72 ,,,,,,,,,,,
2011-01-05,,,,22.63 ,24.08 ,21.78 ,4742.00 ,,4.51 ,56.40 ,,,,,,,9415.49 ,,,,,,,,,,,
2011-01-06,,,,22.77 ,23.94 ,21.78 ,4754.00 ,,4.40 ,57.60 ,,,,,,,9481.95 ,,,,,,,,,,,
2011-01-07,,,,22.57 ,23.96 ,21.60 ,4699.00 ,,4.42 ,56.16 ,,,,,,,9304.58 ,,,,,,,,,,,
2011-01-10,,,,22.77 ,23.82 ,21.70 ,4706.00 ,,4.37 ,54.92 ,,,,,,,8963.55 ,,,,,,,,,,,
2011-01-11,,,,22.37 ,23.98 ,21.68 ,4877.00 ,,4.51 ,55.47 ,,,,,,,8984.57 ,,,,,,,241.00 ,10.00 ,,,2100.00 
2011-01-12,,,,22.30 ,23.92 ,21.70 ,4899.00 ,,4.47 ,56.68 ,,,,,,,8955.22 ,,,,,,,,,,,
2011-01-13,,,,22.17 ,23.92 ,21.72 ,4898.00 ,,4.41 ,55.99 ,,,,,,,8938.32 ,,,,,,,,,,,
2011-01-14,,,,22.27 ,23.92 ,21.66 ,4868.00 ,,4.49 ,55.31 ,,,,,,,8586.95 ,,,,,,,,,,,
2011-01-17,,,,22.10 ,23.88 ,21.64 ,4869.00 ,,,55.76 ,,,,,,,8298.24 ,,,,,,,,,,,
2011-01-18,,,,22.30 ,23.98 ,21.64 ,4840.00 ,,4.42 ,55.66 ,,,,,,,8398.98 ,,,,,,,,,,,
2011-01-19,,,,22.37 ,23.92 ,21.62 ,4871.00 ,,4.57 ,55.57 ,,,,,,,8577.00 ,,,,,,,,,,,
2011-01-20,,,,22.17 ,23.86 ,21.60 ,4851.00 ,,4.70 ,55.69 ,,,,,,,8242.49 ,,,,,,,,,,,
2011-01-21,,,,22.30 ,23.82 ,21.60 ,4784.00 ,,4.72 ,54.87 ,,,,,,,8282.65 ,,,,,,,241.00 ,10.00 ,,,1400.00 
2011-01-24,,,,22.17 ,23.84 ,21.62 ,4782.00 ,,4.61 ,54.81 ,,,,,,,7650.19 ,,,,,,,,,,,
2011-01-25,,,,22.20 ,23.76 ,21.70 ,4694.00 ,,4.59 ,54.19 ,,,,,,,7667.80 ,,,,,,,,,,,
2011-01-26,,,,22.23 ,23.90 ,21.64 ,4661.00 ,,4.47 ,55.28 ,,,,,,,7842.69 ,,,,,,,,,,,
2011-01-27,,,,22.10 ,23.68 ,21.58 ,4694.00 ,,4.32 ,54.41 ,,,,,,,7975.30 ,,,,,,,,,,,
2011-01-28,,,,22.20 ,23.86 ,21.58 ,4673.00 ,,4.34 ,53.54 ,,,,,,,7975.10 ,,,,,,,,,,,
2011-01-29,,,,22.20 ,23.82 ,21.60 ,,,,,,,,,,,,,,,,,,242.00 ,8.00 ,,,3100.00 
2011-01-31,5796.36 ,998613.00 ,522705.00 ,22.53 ,23.74 ,21.56 ,4749.00 ,9.19 ,4.41 ,52.66 ,,,,,,100.00 ,8292.83 ,,,,183.50 ,234045.00 ,387689.00 ,,,94.49 ,2985.00 ,
2011-02-01,,,,22.37 ,23.84 ,21.50 ,4783.00 ,,4.36 ,53.08 ,,,,,,,8370.13 ,,,,,,,,,,,
2011-02-02,,,,22.60 ,23.82 ,21.64 ,,,4.45 ,54.39 ,,,,,,,,,,,,,,,,,,
2011-02-03,,,,22.23 ,23.80 ,21.48 ,,,4.36 ,54.93 ,,,,,,,,,,,,,,,,,,
2011-02-04,,,,22.20 ,23.76 ,21.56 ,,,4.31 ,54.84 ,,,,,,,,,,,,,,,,,,
2011-02-07,,,,22.20 ,23.82 ,21.62 ,,,4.11 ,54.14 ,,,,,,,,,,,,,,,,,,
2011-02-08,,,,22.20 ,23.78 ,21.58 ,,,4.05 ,53.71 ,,,,,,,,,,,,,,,,,,
2011-02-09,,,,22.27 ,23.80 ,21.56 ,4741.00 ,,4.07 ,53.11 ,,,,,,,8520.36 ,,,,,,,,,,,
2011-02-10,,,,22.50 ,23.88 ,21.44 ,4784.00 ,,3.97 ,52.83 ,,,,,,,8756.49 ,,,,,,,,,,,
2011-02-11,,,,22.47 ,23.82 ,21.60 ,4802.00 ,,3.90 ,53.46 ,,,,,,,8760.58 ,,,,,,,243.00 ,8.00 ,,,2400.00 
2011-02-14,,,,22.27 ,23.94 ,21.66 ,4803.00 ,,3.92 ,52.89 ,,,,,,,8858.64 ,,,,,,,,,,,
2011-02-15,,,,22.40 ,24.02 ,21.40 ,4833.00 ,,3.98 ,52.46 ,,,,,,,8693.06 ,,,,,,,,,,,
2011-02-16,,,,22.30 ,23.94 ,21.52 ,4787.00 ,,3.93 ,51.73 ,,,,,,,8785.42 ,,,,,,,,,,,
2011-02-17,,,,22.53 ,23.88 ,21.62 ,4803.00 ,,3.87 ,52.55 ,,,,,,,8828.08 ,,,,,,,,,,,
2011-02-18,,,,22.60 ,23.78 ,21.66 ,4791.00 ,,3.87 ,52.17 ,,,,,,,9133.27 ,,,,,,,,,,,
2011-02-21,,,,22.47 ,23.88 ,21.60 ,4820.00 ,,,53.46 ,,,,,,,9192.50 ,,,,,,,243.00 ,8.00 ,,,600.00 
2011-02-22,,,,22.50 ,23.78 ,21.62 ,4866.00 ,,3.89 ,54.32 ,,,,,,,8834.58 ,,,,,,,,,,,
2011-02-23,,,,22.90 ,23.82 ,21.68 ,4825.00 ,,3.90 ,53.83 ,,,,,,,8943.26 ,,,,,,,,,,,
2011-02-24,,,,22.70 ,24.04 ,21.50 ,4884.00 ,,3.81 ,54.34 ,,,,,,,8879.36 ,,,,,,,,,,,
2011-02-25,,,,22.67 ,23.78 ,21.48 ,4848.00 ,,4.02 ,54.55 ,,,,,,,8902.84 ,,,,,,,,,,,
2011-02-28,5627.80 ,596169.00 ,333228.00 ,22.70 ,23.88 ,21.52 ,4869.00 ,9.14 ,4.04 ,54.73 ,,,,,,100.00 ,9092.57 ,6951.52 ,5241.61 ,1583.11 ,129.40 ,283556.00 ,297354.00 ,243.00 ,8.00 ,90.40 ,3233.00 ,600.00 
2011-03-01,,,,22.93 ,23.66 ,21.28 ,4825.00 ,,3.87 ,55.05 ,,,,,,,9111.38 ,,,,,,,,,,,
2011-03-02,,,,22.97 ,23.66 ,21.28 ,4844.00 ,,3.82 ,55.88 ,,,,,,,8984.05 ,,,,,,,,,,,
2011-03-03,,,,22.93 ,23.66 ,21.28 ,4863.00 ,,3.77 ,55.89 ,,,,,,,8758.77 ,,,,,,,,,,,
2011-03-04,,,,22.87 ,23.66 ,21.30 ,4839.00 ,,3.80 ,56.87 ,,,,,,,8902.06 ,,,,,,,,,,,
2011-03-07,,,,22.90 ,23.66 ,21.30 ,4865.00 ,,3.92 ,59.02 ,,,,,,,8944.85 ,,,,,,,,,,,
2011-03-08,,,,22.93 ,23.66 ,21.28 ,4843.00 ,,3.87 ,57.98 ,,,,,,,8960.01 ,,,,,,,,,,,
2011-03-09,,,,23.03 ,23.66 ,21.30 ,4823.00 ,,3.92 ,58.47 ,,,,,,,8937.12 ,,,,,,,,,,,
2011-03-10,,,,22.80 ,23.66 ,21.30 ,4826.00 ,,3.81 ,57.55 ,,,,,,,8743.91 ,,,,,,,,,,,
2011-03-11,,,,22.93 ,23.42 ,21.06 ,4772.00 ,,3.90 ,59.82 ,,,,,,,8705.32 ,,,,,,,245.00 ,7.00 ,,,2000.00 
2011-03-14,,,,22.40 ,23.20 ,20.86 ,4694.00 ,,3.92 ,63.30 ,,,,,,,8781.04 ,,,,,,,,,,,
2011-03-15,,,,22.47 ,23.24 ,20.88 ,4668.00 ,,3.97 ,64.75 ,,,,,,,8592.14 ,,,,,,,,,,,
2011-03-16,,,,22.47 ,23.18 ,20.86 ,4623.00 ,,3.95 ,65.01 ,,,,,,,8789.68 ,,,,,,,,,,,
2011-03-17,,,,22.73 ,23.20 ,20.86 ,4666.00 ,,4.14 ,62.99 ,,,,,,,8674.94 ,,,,,,,,,,,
2011-03-18,,,,22.23 ,23.20 ,20.82 ,4715.00 ,,4.16 ,62.34 ,,,,,,,8653.69 ,,,,,,,,,,,
2011-03-21,,,,22.10 ,22.90 ,20.68 ,4759.00 ,,4.17 ,60.81 ,,,,,,,8442.17 ,,,,,,,246.00 ,7.00 ,,,2000.00 
2011-03-22,,,,22.30 ,22.82 ,20.76 ,4742.00 ,,4.27 ,62.74 ,,,,,,,8350.73 ,,,,,,,,,,,
2011-03-23,,,,21.97 ,22.88 ,20.86 ,4740.00 ,,4.36 ,63.21 ,,,,,,,8422.40 ,,,,,,,,,,,
2011-03-24,,,,22.10 ,22.82 ,20.72 ,4717.00 ,,4.24 ,64.01 ,,,,,,,8406.14 ,,,,,,,,,,,
2011-03-25,,,,22.40 ,22.96 ,20.80 ,4715.00 ,,4.43 ,63.40 ,,,,,,,8500.61 ,,,,,,,,,,,
2011-03-28,,,,22.23 ,22.76 ,20.92 ,4693.00 ,,4.34 ,64.08 ,,,,,,,8443.21 ,,,,,,,,,,,
2011-03-29,,,,22.40 ,22.72 ,20.78 ,4668.00 ,,4.21 ,63.38 ,,,,,,,8361.54 ,,,,,,,,,,,
2011-03-30,,,,22.50 ,22.82 ,20.76 ,4664.00 ,,4.37 ,61.78 ,,,,,,,8263.09 ,,,,,,,246.00 ,7.00 ,,,2900.00 
2011-03-31,6040.60 ,974076.00 ,521203.00 ,22.63 ,22.88 ,20.68 ,4634.00 ,9.12 ,4.38 ,64.06 ,,,,,,100.00 ,8073.12 ,12831.51 ,10151.91 ,3680.71 ,192.30 ,129491.00 ,395899.00 ,,,93.22 ,3256.00 ,
2011-04-01,,,,22.60 ,22.94 ,20.70 ,4651.00 ,,4.34 ,63.52 ,,,,,,,8094.11 ,,,,,,,,,,,
2011-04-04,,,,22.77 ,22.96 ,20.76 ,,,4.28 ,63.40 ,,,,,,,,,,,,,,,,,,
2011-04-05,,,,22.60 ,22.90 ,20.70 ,,,4.24 ,61.88 ,,,,,,,,,,,,,,,,,,
2011-04-06,,,,22.60 ,22.88 ,20.68 ,4961.00 ,,4.14 ,61.31 ,,,,,,,7986.04 ,,,,,,,,,,,
2011-04-07,,,,22.57 ,22.94 ,20.70 ,4981.00 ,,4.07 ,60.42 ,,,,,,,8105.55 ,,,,,,,,,,,
2011-04-08,,,,22.73 ,22.78 ,20.62 ,5044.00 ,,4.03 ,61.26 ,,,,,,,8179.89 ,,,,,,,,,,,
2011-04-10,,,,,,,,,,,,,,,,,,,,,,,,,8.00 ,,,900.00 
2011-04-11,,,,22.77 ,22.88 ,20.56 ,5075.00 ,,4.12 ,61.15 ,,,,,,,7999.09 ,,,,,,,246.00 ,,,,
2011-04-12,,,,22.73 ,22.88 ,20.58 ,4990.00 ,,4.09 ,60.61 ,,,,,,,8044.66 ,,,,,,,,,,,
2011-04-13,,,,22.63 ,22.92 ,20.62 ,4945.00 ,,4.14 ,60.07 ,,,,,,,8349.83 ,,,,,,,,,,,
2011-04-14,,,,22.77 ,22.92 ,20.68 ,4960.00 ,,4.21 ,59.12 ,,,,,,,8232.20 ,,,,,,,,,,,
2011-04-15,,,,22.77 ,22.86 ,20.66 ,4952.00 ,,4.22 ,59.60 ,,,,,,,8302.37 ,,,,,,,,,,,
2011-04-18,,,,22.63 ,23.02 ,20.60 ,4947.00 ,,4.14 ,57.69 ,,,,,,,8189.84 ,,,,,,,,,,,
2011-04-19,,,,22.63 ,22.90 ,20.64 ,4892.00 ,,4.29 ,58.18 ,,,,,,,7946.35 ,,,,,,,,,,,
2011-04-20,,,,22.70 ,22.92 ,20.72 ,4895.00 ,,4.32 ,59.80 ,,,,,,,7962.97 ,,,,,,,248.00 ,8.00 ,,,2600.00 
2011-04-21,,,,22.67 ,22.92 ,20.62 ,4928.00 ,,4.42 ,58.53 ,,,,,,,7969.59 ,,,,,,,,,,,
2011-04-22,,,,22.60 ,22.94 ,20.86 ,4925.00 ,,,,,,,,,,7989.90 ,,,,,,,,,,,
2011-04-25,,,,22.60 ,22.98 ,20.86 ,4929.00 ,,4.35 ,,,,,,,,7752.92 ,,,,,,,,,,,
2011-04-26,,,,22.67 ,22.96 ,20.88 ,4901.00 ,,4.39 ,56.71 ,,,,,,,7679.19 ,,,,,,,,,,,
2011-04-27,,,,22.87 ,23.14 ,20.66 ,4927.00 ,,4.38 ,57.73 ,,,,,,,7616.03 ,,,,,,,,,,,
2011-04-28,,,,22.77 ,22.94 ,20.80 ,4949.00 ,,4.57 ,57.89 ,,,,,,,7364.57 ,,,,,,,,,,,
2011-04-29,,,,22.60 ,23.02 ,20.82 ,4943.00 ,,4.68 ,,,,,,,,7489.79 ,,,,,,,,,,,
2011-04-30,6292.50 ,1029565.00 ,517343.00 ,22.63 ,23.02 ,20.74 ,,10.03 ,,,,,,,,100.00 ,,17126.97 ,14077.73 ,5325.11 ,156.50 ,53823.00 ,395385.00 ,250.00 ,7.00 ,94.69 ,2963.00 ,2200.00 
2011-05-02,,,,22.37 ,22.90 ,20.66 ,,,4.68 ,,,,,,,,,,,,,,,,,,,
