指标名称,房地产开发投资完成额:累计值,房屋施工面积:累计值,产量:平板玻璃:当月值,产量:汽车:国内制造:当月值,产量:太阳能:当月值,出厂价(含税):多晶硅片(A片):国内主流厂商平均,产量:平板玻璃:当月值
2016-08-31,64386.74 ,700120.98 ,6200.90 ,1963947.00 ,36.00 ,5.30 ,6200.90 
2016-09-01,,,,,,5.28 ,
2016-09-02,,,,,,5.27 ,
2016-09-05,,,,,,5.25 ,
2016-09-06,,,,,,5.20 ,
2016-09-07,,,,,,5.19 ,
2016-09-08,,,,,,5.18 ,
2016-09-09,,,,,,5.17 ,
2016-09-12,,,,,,5.16 ,
2016-09-13,,,,,,5.14 ,
2016-09-14,,,,,,5.12 ,
2016-09-18,,,,,,5.05 ,
2016-09-19,,,,,,5.00 ,
2016-09-20,,,,,,4.96 ,
2016-09-21,,,,,,4.96 ,
2016-09-22,,,,,,4.92 ,
2016-09-23,,,,,,4.91 ,
2016-09-26,,,,,,4.90 ,
2016-09-27,,,,,,4.87 ,
2016-09-28,,,,,,4.81 ,
2016-09-29,,,,,,4.72 ,
2016-09-30,74597.59 ,716028.88 ,6297.00 ,2503511.00 ,33.70 ,4.68 ,6297.00 
2016-10-08,,,,,,4.65 ,
2016-10-09,,,,,,4.45 ,
2016-10-10,,,,,,4.38 ,
2016-10-11,,,,,,4.35 ,
2016-10-12,,,,,,4.31 ,
2016-10-13,,,,,,4.29 ,
2016-10-14,,,,,,4.33 ,
2016-10-17,,,,,,4.33 ,
2016-10-18,,,,,,4.39 ,
2016-10-19,,,,,,4.41 ,
2016-10-20,,,,,,4.42 ,
2016-10-21,,,,,,4.43 ,
2016-10-24,,,,,,4.48 ,
2016-10-25,,,,,,4.52 ,
2016-10-26,,,,,,4.52 ,
2016-10-27,,,,,,4.62 ,
2016-10-31,83974.61 ,730980.81 ,6449.50 ,2559221.00 ,30.50 ,4.69 ,6449.50 
2016-11-01,,,,,,4.70 ,
2016-11-02,,,,,,4.72 ,
2016-11-03,,,,,,4.76 ,
2016-11-04,,,,,,4.77 ,
2016-11-07,,,,,,4.83 ,
2016-11-08,,,,,,4.88 ,
2016-11-09,,,,,,4.88 ,
2016-11-10,,,,,,4.90 ,
2016-11-11,,,,,,4.93 ,
2016-11-14,,,,,,4.93 ,
2016-11-15,,,,,,4.93 ,
2016-11-16,,,,,,4.93 ,
2016-11-17,,,,,,4.93 ,
2016-11-18,,,,,,4.94 ,
2016-11-21,,,,,,4.95 ,
2016-11-22,,,,,,4.98 ,
2016-11-23,,,,,,5.00 ,
2016-11-24,,,,,,5.00 ,
2016-11-25,,,,,,5.00 ,
2016-11-28,,,,,,5.00 ,
2016-11-29,,,,,,5.00 ,
2016-11-30,93387.08 ,745121.76 ,6345.90 ,2976318.00 ,30.20 ,5.00 ,6345.90 
2016-12-01,,,,,,5.00 ,
2016-12-02,,,,,,5.00 ,
2016-12-05,,,,,,5.02 ,
2016-12-06,,,,,,5.05 ,
2016-12-07,,,,,,5.08 ,
2016-12-08,,,,,,5.12 ,
2016-12-09,,,,,,5.13 ,
2016-12-12,,,,,,5.15 ,
2016-12-13,,,,,,5.16 ,
2016-12-14,,,,,,5.18 ,
2016-12-15,,,,,,5.21 ,
2016-12-16,,,,,,5.21 ,
2016-12-19,,,,,,5.21 ,
2016-12-20,,,,,,5.21 ,
2016-12-21,,,,,,5.21 ,
2016-12-22,,,,,,5.21 ,
2016-12-23,,,,,,5.21 ,
2016-12-26,,,,,,5.21 ,
2016-12-27,,,,,,5.21 ,
2016-12-28,,,,,,5.21 ,
2016-12-29,,,,,,5.21 ,
2016-12-30,,,,,,5.21 ,
2016-12-31,102580.61 ,758974.80 ,6363.00 ,3029978.00 ,29.40 ,,6363.00 
2017-01-03,,,,,,5.21 ,
2017-01-04,,,,,,5.21 ,
2017-01-05,,,,,,5.21 ,
2017-01-06,,,,,,5.21 ,
2017-01-09,,,,,,5.21 ,
2017-01-10,,,,,,5.20 ,
2017-01-11,,,,,,5.19 ,
2017-01-12,,,,,,5.17 ,
2017-01-13,,,,,,5.16 ,
2017-01-16,,,,,,5.15 ,
2017-01-17,,,,,,5.15 ,
2017-01-18,,,,,,5.15 ,
2017-01-19,,,,,,5.14 ,
2017-01-20,,,,,,5.13 ,
2017-01-23,,,,,,5.12 ,
2017-01-24,,,,,,5.11 ,
2017-01-25,,,,,,5.11 ,
2017-01-26,,,,,,5.11 ,
2017-01-31,,,,2343674.00 ,,,
2017-02-03,,,,,,5.11 ,
2017-02-04,,,,,,5.11 ,
2017-02-06,,,,,,5.11 ,
2017-02-07,,,,,,5.11 ,
2017-02-08,,,,,,5.11 ,
2017-02-09,,,,,,5.11 ,
2017-02-10,,,,,,5.11 ,
2017-02-13,,,,,,5.11 ,
2017-02-14,,,,,,5.11 ,
2017-02-15,,,,,,5.11 ,
2017-02-16,,,,,,5.11 ,
2017-02-17,,,,,,5.11 ,
2017-02-20,,,,,,5.11 ,
2017-02-21,,,,,,5.11 ,
2017-02-22,,,,,,5.11 ,
2017-02-23,,,,,,5.11 ,
2017-02-24,,,,,,5.11 ,
2017-02-27,,,,,,5.11 ,
2017-02-28,9854.34 ,622950.29 ,,2132506.00 ,,5.11 ,
2017-03-01,,,,,,5.11 ,
2017-03-02,,,,,,5.09 ,
2017-03-03,,,,,,5.07 ,
2017-03-06,,,,,,5.07 ,
2017-03-07,,,,,,5.06 ,
2017-03-08,,,,,,5.05 ,
2017-03-09,,,,,,5.05 ,
2017-03-10,,,,,,5.04 ,
2017-03-13,,,,,,5.01 ,
2017-03-14,,,,,,4.97 ,
2017-03-15,,,,,,4.96 ,
2017-03-16,,,,,,4.95 ,
2017-03-17,,,,,,4.94 ,
2017-03-20,,,,,,4.93 ,
2017-03-21,,,,,,4.91 ,
2017-03-22,,,,,,4.90 ,
2017-03-23,,,,,,4.88 ,
2017-03-24,,,,,,4.88 ,
2017-03-27,,,,,,4.87 ,
2017-03-28,,,,,,4.85 ,
2017-03-29,,,,,,4.85 ,
2017-03-30,,,,,,4.82 ,
2017-03-31,19291.92 ,636977.01 ,6989.10 ,2571621.00 ,48.50 ,4.75 ,6989.10 
2017-04-01,,,,,,4.73 ,
2017-04-05,,,,,,4.71 ,
2017-04-06,,,,,,4.67 ,
2017-04-07,,,,,,4.65 ,
2017-04-10,,,,,,4.65 ,
2017-04-11,,,,,,4.64 ,
2017-04-12,,,,,,4.64 ,
2017-04-13,,,,,,4.61 ,
2017-04-14,,,,,,4.60 ,
2017-04-17,,,,,,4.56 ,
2017-04-18,,,,,,4.56 ,
2017-04-19,,,,,,4.56 ,
2017-04-20,,,,,,4.55 ,
2017-04-21,,,,,,4.55 ,
2017-04-24,,,,,,4.55 ,
2017-04-25,,,,,,4.55 ,
2017-04-26,,,,,,4.55 ,
2017-04-27,,,,,,4.56 ,
2017-04-28,,,,,,4.56 ,
2017-04-30,27731.58 ,654053.57 ,6832.10 ,2110311.00 ,50.00 ,,6832.10 
2017-05-02,,,,,,4.56 ,
2017-05-03,,,,,,4.56 ,
2017-05-04,,,,,,4.57 ,
2017-05-05,,,,,,4.58 ,
2017-05-08,,,,,,4.58 ,
2017-05-09,,,,,,4.58 ,
2017-05-10,,,,,,4.58 ,
2017-05-11,,,,,,4.58 ,
2017-05-12,,,,,,4.58 ,
2017-05-15,,,,,,4.58 ,
2017-05-16,,,,,,4.58 ,
2017-05-17,,,,,,4.58 ,
2017-05-18,,,,,,4.58 ,
2017-05-19,,,,,,4.58 ,
2017-05-22,,,,,,4.58 ,
2017-05-23,,,,,,4.58 ,
2017-05-24,,,,,,4.58 ,
2017-05-25,,,,,,4.58 ,
2017-05-26,,,,,,4.59 ,
2017-05-27,,,,,,4.59 ,
2017-05-31,37594.68 ,671438.23 ,7305.50 ,2058296.00 ,55.00 ,4.59 ,7305.50 
2017-06-01,,,,,,4.59 ,
2017-06-02,,,,,,4.59 ,
2017-06-05,,,,,,4.59 ,
2017-06-06,,,,,,4.59 ,
2017-06-07,,,,,,4.59 ,
2017-06-08,,,,,,4.59 ,
2017-06-09,,,,,,4.59 ,
2017-06-12,,,,,,4.59 ,
2017-06-13,,,,,,4.60 ,
2017-06-14,,,,,,4.61 ,
2017-06-15,,,,,,4.61 ,
2017-06-16,,,,,,4.61 ,
2017-06-19,,,,,,4.62 ,
2017-06-20,,,,,,4.62 ,
2017-06-21,,,,,,4.63 ,
2017-06-22,,,,,,4.63 ,
2017-06-23,,,,,,4.63 ,
2017-06-26,,,,,,4.63 ,
2017-06-27,,,,,,4.63 ,
2017-06-28,,,,,,4.66 ,
2017-06-29,,,,,,4.66 ,
2017-06-30,50610.22 ,692325.94 ,7078.00 ,2137966.00 ,53.00 ,4.66 ,7078.00 
2017-07-03,,,,,,4.66 ,
2017-07-04,,,,,,4.66 ,
2017-07-05,,,,,,4.71 ,
2017-07-06,,,,,,4.75 ,
2017-07-07,,,,,,4.78 ,
2017-07-10,,,,,,4.78 ,
2017-07-11,,,,,,4.78 ,
2017-07-12,,,,,,4.78 ,
2017-07-13,,,,,,4.78 ,
2017-07-14,,,,,,4.78 ,
2017-07-17,,,,,,4.78 ,
2017-07-18,,,,,,4.78 ,
2017-07-19,,,,,,4.78 ,
2017-07-20,,,,,,4.78 ,
2017-07-21,,,,,,4.78 ,
2017-07-24,,,,,,4.78 ,
2017-07-25,,,,,,4.78 ,
2017-07-26,,,,,,4.78 ,
2017-07-27,,,,,,4.78 ,
2017-07-28,,,,,,4.78 ,
2017-07-31,59761.00 ,707312.81 ,6661.60 ,2032481.00 ,56.00 ,4.78 ,6661.60 
2017-08-01,,,,,,4.78 ,
2017-08-02,,,,,,4.78 ,
2017-08-03,,,,,,4.78 ,
2017-08-04,,,,,,4.78 ,
2017-08-07,,,,,,4.78 ,
2017-08-08,,,,,,4.78 ,
2017-08-09,,,,,,4.78 ,
2017-08-10,,,,,,4.78 ,
2017-08-11,,,,,,4.78 ,
2017-08-14,,,,,,4.76 ,
2017-08-15,,,,,,4.77 ,
2017-08-16,,,,,,4.82 ,
2017-08-17,,,,,,4.84 ,
