指标名称,房地产开发投资完成额:累计值,房屋施工面积:累计值,产量:平板玻璃:当月值,产量:汽车:国内制造:当月值,产量:太阳能:当月值,出厂价(含税):多晶硅片(A片):国内主流厂商平均,产量:平板玻璃:当月值
2010-01-31,,,5096.51 ,1590348.00 ,,,5096.51 
2010-02-28,3143.64 ,209687.37 ,4814.20 ,1184335.00 ,,,4814.20 
2010-03-31,6594.45 ,242202.68 ,5390.10 ,1708004.00 ,,,5390.10 
2010-04-30,9932.05 ,264631.14 ,5188.50 ,1539617.00 ,,,5188.50 
2010-05-31,13917.41 ,285085.24 ,5389.50 ,1394462.00 ,,,5389.50 
2010-06-30,19747.12 ,308427.72 ,5502.20 ,1365979.00 ,,,5502.20 
2010-07-31,23864.77 ,324259.39 ,5098.70 ,1259116.00 ,,,5098.70 
2010-08-01,,,,,,26.68 ,
2010-08-02,,,,,,26.68 ,
2010-08-03,,,,,,26.68 ,
2010-08-04,,,,,,26.68 ,
2010-08-05,,,,,,26.68 ,
2010-08-06,,,,,,26.68 ,
2010-08-07,,,,,,26.68 ,
2010-08-08,,,,,,26.68 ,
2010-08-09,,,,,,26.68 ,
2010-08-10,,,,,,26.68 ,
2010-08-11,,,,,,26.68 ,
2010-08-12,,,,,,26.68 ,
2010-08-13,,,,,,26.68 ,
2010-08-14,,,,,,26.68 ,
2010-08-15,,,,,,26.68 ,
2010-08-16,,,,,,26.68 ,
2010-08-17,,,,,,26.68 ,
2010-08-18,,,,,,26.68 ,
2010-08-19,,,,,,26.68 ,
2010-08-20,,,,,,26.68 ,
2010-08-21,,,,,,26.68 ,
2010-08-22,,,,,,26.68 ,
2010-08-23,,,,,,26.68 ,
2010-08-24,,,,,,26.68 ,
2010-08-25,,,,,,26.68 ,
2010-08-26,,,,,,26.68 ,
2010-08-27,,,,,,26.68 ,
2010-08-28,,,,,,26.68 ,
2010-08-29,,,,,,26.68 ,
2010-08-30,,,,,,26.68 ,
2010-08-31,28355.05 ,339180.73 ,5081.20 ,1251375.00 ,,26.68 ,5081.20 
2010-09-01,,,,,,26.68 ,
2010-09-02,,,,,,27.30 ,
2010-09-03,,,,,,27.38 ,
2010-09-04,,,,,,27.38 ,
2010-09-05,,,,,,27.50 ,
2010-09-06,,,,,,27.83 ,
2010-09-07,,,,,,28.00 ,
2010-09-08,,,,,,28.00 ,
2010-09-09,,,,,,28.00 ,
2010-09-10,,,,,,28.17 ,
2010-09-11,,,,,,28.25 ,
2010-09-12,,,,,,28.25 ,
2010-09-13,,,,,,28.25 ,
2010-09-14,,,,,,28.25 ,
2010-09-15,,,,,,28.67 ,
2010-09-16,,,,,,28.67 ,
2010-09-17,,,,,,28.92 ,
2010-09-18,,,,,,28.92 ,
2010-09-19,,,,,,28.92 ,
2010-09-20,,,,,,29.08 ,
2010-09-21,,,,,,29.08 ,
2010-09-22,,,,,,29.08 ,
2010-09-23,,,,,,29.08 ,
2010-09-24,,,,,,29.08 ,
2010-09-25,,,,,,29.08 ,
2010-09-26,,,,,,29.08 ,
2010-09-27,,,,,,29.08 ,
2010-09-28,,,,,,29.08 ,
2010-09-29,,,,,,29.08 ,
2010-09-30,33511.25 ,355402.20 ,5430.40 ,1566447.00 ,,29.08 ,5430.40 
2010-10-01,,,,,,29.00 ,
2010-10-02,,,,,,29.00 ,
2010-10-03,,,,,,28.75 ,
2010-10-04,,,,,,28.75 ,
2010-10-05,,,,,,28.75 ,
2010-10-06,,,,,,28.75 ,
2010-10-07,,,,,,28.75 ,
2010-10-08,,,,,,28.75 ,
2010-10-09,,,,,,28.55 ,
2010-10-10,,,,,,28.55 ,
2010-10-11,,,,,,28.55 ,
2010-10-12,,,,,,28.55 ,
2010-10-13,,,,,,28.55 ,
2010-10-14,,,,,,28.55 ,
2010-10-15,,,,,,28.55 ,
2010-10-16,,,,,,28.55 ,
2010-10-17,,,,,,28.55 ,
2010-10-18,,,,,,28.55 ,
2010-10-19,,,,,,28.55 ,
2010-10-20,,,,,,28.55 ,
2010-10-21,,,,,,28.55 ,
2010-10-22,,,,,,28.55 ,
2010-10-23,,,,,,28.55 ,
2010-10-24,,,,,,28.55 ,
2010-10-25,,,,,,28.55 ,
2010-10-26,,,,,,28.55 ,
2010-10-27,,,,,,28.55 ,
2010-10-28,,,,,,28.55 ,
2010-10-29,,,,,,28.55 ,
2010-10-30,,,,,,28.55 ,
2010-10-31,38069.52 ,369796.79 ,5209.20 ,1514652.00 ,,28.55 ,5209.20 
2010-11-01,,,,,,28.55 ,
2010-11-02,,,,,,28.55 ,
2010-11-03,,,,,,28.55 ,
2010-11-05,,,,,,28.55 ,
2010-11-06,,,,,,28.55 ,
2010-11-07,,,,,,28.55 ,
2010-11-08,,,,,,28.55 ,
2010-11-09,,,,,,28.55 ,
2010-11-10,,,,,,28.55 ,
2010-11-11,,,,,,28.55 ,
2010-11-12,,,,,,28.55 ,
2010-11-13,,,,,,28.55 ,
2010-11-14,,,,,,28.55 ,
2010-11-15,,,,,,28.55 ,
2010-11-16,,,,,,28.55 ,
2010-11-17,,,,,,28.55 ,
2010-11-18,,,,,,28.55 ,
2010-11-19,,,,,,28.72 ,
2010-11-20,,,,,,28.72 ,
2010-11-21,,,,,,28.72 ,
2010-11-22,,,,,,28.72 ,
2010-11-23,,,,,,28.72 ,
2010-11-24,,,,,,28.72 ,
2010-11-25,,,,,,28.72 ,
2010-11-26,,,,,,28.72 ,
2010-11-27,,,,,,28.72 ,
2010-11-28,,,,,,28.72 ,
2010-11-29,,,,,,28.72 ,
2010-11-30,42697.33 ,384277.15 ,5316.80 ,1719208.00 ,,28.72 ,5316.80 
2010-12-01,,,,,,28.72 ,
2010-12-02,,,,,,28.72 ,
2010-12-03,,,,,,28.72 ,
2010-12-04,,,,,,28.72 ,
2010-12-05,,,,,,28.72 ,
2010-12-06,,,,,,28.72 ,
2010-12-07,,,,,,28.72 ,
2010-12-08,,,,,,28.55 ,
2010-12-09,,,,,,28.38 ,
2010-12-10,,,,,,28.38 ,
2010-12-11,,,,,,28.38 ,
2010-12-12,,,,,,28.38 ,
2010-12-13,,,,,,28.38 ,
2010-12-14,,,,,,28.38 ,
2010-12-15,,,,,,28.35 ,
2010-12-16,,,,,,28.32 ,
2010-12-17,,,,,,28.25 ,
2010-12-18,,,,,,28.25 ,
2010-12-19,,,,,,28.25 ,
2010-12-20,,,,,,27.80 ,
2010-12-21,,,,,,27.58 ,
2010-12-22,,,,,,27.42 ,
2010-12-23,,,,,,27.33 ,
2010-12-24,,,,,,26.75 ,
2010-12-25,,,,,,26.40 ,
2010-12-26,,,,,,26.18 ,
2010-12-27,,,,,,26.18 ,
2010-12-28,,,,,,26.18 ,
2010-12-30,,,,,,26.15 ,
2010-12-31,48259.40 ,405356.40 ,5619.00 ,1826518.00 ,,26.15 ,5619.00 
2011-01-01,,,,,,26.15 ,
2011-01-02,,,,,,26.15 ,
2011-01-03,,,,,,26.15 ,
2011-01-04,,,,,,26.15 ,
2011-01-05,,,,,,26.15 ,
2011-01-06,,,,,,26.15 ,
2011-01-07,,,,,,26.15 ,
2011-01-08,,,,,,26.15 ,
2011-01-09,,,,,,26.15 ,
2011-01-10,,,,,,26.15 ,
2011-01-11,,,,,,26.15 ,
2011-01-12,,,,,,26.25 ,
2011-01-13,,,,,,26.36 ,
2011-01-14,,,,,,26.43 ,
2011-01-15,,,,,,26.43 ,
2011-01-16,,,,,,26.43 ,
2011-01-17,,,,,,26.43 ,
2011-01-18,,,,,,26.43 ,
2011-01-19,,,,,,26.53 ,
2011-01-20,,,,,,26.63 ,
2011-01-21,,,,,,27.15 ,
2011-01-22,,,,,,27.30 ,
2011-01-23,,,,,,27.46 ,
2011-01-24,,,,,,27.51 ,
2011-01-25,,,,,,27.54 ,
2011-01-26,,,,,,27.54 ,
2011-01-27,,,,,,27.54 ,
2011-01-28,,,,,,27.54 ,
2011-01-29,,,,,,27.54 ,
2011-01-30,,,,,,27.54 ,
2011-01-31,,,5796.36 ,1765017.00 ,,27.54 ,5796.36 
2011-02-01,,,,,,27.54 ,
2011-02-02,,,,,,27.54 ,
2011-02-03,,,,,,27.54 ,
2011-02-04,,,,,,27.54 ,
2011-02-05,,,,,,27.54 ,
2011-02-06,,,,,,27.54 ,
2011-02-07,,,,,,27.54 ,
2011-02-08,,,,,,27.54 ,
2011-02-09,,,,,,27.87 ,
2011-02-10,,,,,,28.02 ,
2011-02-11,,,,,,28.07 ,
2011-02-12,,,,,,28.09 ,
2011-02-13,,,,,,28.11 ,
2011-02-14,,,,,,28.11 ,
2011-02-15,,,,,,28.16 ,
2011-02-16,,,,,,28.16 ,
2011-02-17,,,,,,28.21 ,
2011-02-18,,,,,,28.23 ,
2011-02-19,,,,,,28.23 ,
2011-02-20,,,,,,28.23 ,
2011-02-21,,,,,,28.23 ,
2011-02-22,,,,,,28.23 ,
2011-02-23,,,,,,28.23 ,
2011-02-24,,,,,,28.23 ,
2011-02-25,,,,,,28.23 ,
2011-02-26,,,,,,28.25 ,
2011-02-27,,,,,,28.33 ,
2011-02-28,4250.37 ,291472.98 ,5627.80 ,1237647.00 ,,28.33 ,5627.80 
2011-03-01,,,,,,28.33 ,
2011-03-02,,,,,,28.39 ,
2011-03-03,,,,,,28.42 ,
2011-03-04,,,,,,28.42 ,
2011-03-05,,,,,,28.47 ,
2011-03-06,,,,,,28.47 ,
2011-03-07,,,,,,28.47 ,
2011-03-08,,,,,,28.47 ,
2011-03-09,,,,,,28.44 ,
2011-03-10,,,,,,28.43 ,
2011-03-11,,,,,,28.39 ,
2011-03-12,,,,,,28.33 ,
2011-03-13,,,,,,28.31 ,
2011-03-14,,,,,,28.26 ,
2011-03-15,,,,,,28.05 ,
2011-03-16,,,,,,27.97 ,
2011-03-17,,,,,,27.46 ,
2011-03-18,,,,,,27.25 ,
2011-03-19,,,,,,27.20 ,
2011-03-20,,,,,,27.14 ,
2011-03-21,,,,,,27.14 ,
2011-03-22,,,,,,27.10 ,
2011-03-23,,,,,,27.01 ,
2011-03-24,,,,,,26.96 ,
2011-03-25,,,,,,26.89 ,
2011-03-26,,,,,,26.87 ,
2011-03-27,,,,,,26.81 ,
2011-03-28,,,,,,26.56 ,
2011-03-29,,,,,,26.35 ,
2011-03-30,,,,,,26.23 ,
2011-03-31,8846.36 ,327401.76 ,6040.60 ,1794472.00 ,,26.09 ,6040.60 
2011-04-01,,,,,,26.06 ,
2011-04-02,,,,,,26.05 ,
2011-04-03,,,,,,26.05 ,
2011-04-04,,,,,,26.05 ,
2011-04-05,,,,,,26.05 ,
2011-04-06,,,,,,26.03 ,
2011-04-07,,,,,,25.96 ,
2011-04-08,,,,,,25.96 ,
2011-04-09,,,,,,25.96 ,
2011-04-10,,,,,,25.96 ,
2011-04-11,,,,,,25.96 ,
2011-04-12,,,,,,25.96 ,
2011-04-13,,,,,,25.96 ,
2011-04-14,,,,,,25.93 ,
2011-04-15,,,,,,25.93 ,
2011-04-16,,,,,,25.93 ,
2011-04-17,,,,,,25.91 ,
2011-04-18,,,,,,25.91 ,
2011-04-19,,,,,,25.91 ,
2011-04-20,,,,,,25.91 ,
2011-04-21,,,,,,25.90 ,
2011-04-22,,,,,,25.77 ,
2011-04-23,,,,,,25.50 ,
2011-04-24,,,,,,25.39 ,
2011-04-25,,,,,,25.24 ,
2011-04-26,,,,,,25.16 ,
2011-04-27,,,,,,24.50 ,
2011-04-28,,,,,,24.25 ,
2011-04-29,,,,,,24.25 ,
2011-04-30,13340.16 ,352471.62 ,6292.50 ,1512634.00 ,,24.15 ,6292.50 
2011-05-01,,,,,,24.15 ,
2011-05-02,,,,,,24.15 ,
2011-05-03,,,,,,24.15 ,
2011-05-04,,,,,,24.00 ,
2011-05-05,,,,,,23.40 ,
2011-05-06,,,,,,22.40 ,
2011-05-07,,,,,,22.20 ,
2011-05-08,,,,,,22.00 ,
2011-05-09,,,,,,22.00 ,
2011-05-10,,,,,,21.75 ,
2011-05-11,,,,,,21.60 ,
2011-05-12,,,,,,21.20 ,
2011-05-13,,,,,,20.50 ,
2011-05-14,,,,,,20.10 ,
2011-05-15,,,,,,19.80 ,
2011-05-16,,,,,,19.70 ,
2011-05-17,,,,,,19.40 ,
2011-05-18,,,,,,19.20 ,
2011-05-19,,,,,,19.10 ,
2011-05-20,,,,,,18.90 ,
2011-05-21,,,,,,18.90 ,
2011-05-22,,,,,,18.80 ,
2011-05-23,,,,,,18.80 ,
2011-05-24,,,,,,18.80 ,
2011-05-25,,,,,,18.80 ,
2011-05-26,,,,,,18.70 ,
2011-05-27,,,,,,18.70 ,
2011-05-28,,,,,,18.70 ,
2011-05-29,,,,,,18.70 ,
2011-05-30,,,,,,18.70 ,
2011-05-31,18737.23 ,377516.04 ,6461.80 ,1336422.00 ,,18.60 ,6461.80 
2011-06-01,,,,,,18.60 ,
2011-06-02,,,,,,18.50 ,
2011-06-03,,,,,,18.40 ,
2011-06-04,,,,,,18.40 ,
2011-06-05,,,,,,18.40 ,
2011-06-06,,,,,,18.15 ,
2011-06-07,,,,,,17.95 ,
2011-06-08,,,,,,17.76 ,
2011-06-09,,,,,,17.41 ,
2011-06-10,,,,,,17.05 ,
2011-06-11,,,,,,16.75 ,
2011-06-12,,,,,,16.60 ,
2011-06-13,,,,,,16.56 ,
2011-06-14,,,,,,16.52 ,
2011-06-15,,,,,,16.52 ,
2011-06-16,,,,,,16.50 ,
2011-06-17,,,,,,16.43 ,
2011-06-18,,,,,,16.38 ,
2011-06-19,,,,,,16.35 ,
2011-06-20,,,,,,16.26 ,
2011-06-21,,,,,,16.19 ,
2011-06-22,,,,,,16.13 ,
2011-06-23,,,,,,16.06 ,
2011-06-24,,,,,,16.04 ,
2011-06-25,,,,,,15.94 ,
2011-06-26,,,,,,15.89 ,
2011-06-27,,,,,,15.80 ,
2011-06-28,,,,,,15.75 ,
2011-06-29,,,,,,15.73 ,
2011-06-30,26250.45 ,405737.56 ,7348.20 ,1370668.00 ,,15.73 ,7348.20 
2011-07-01,,,,,,15.73 ,
2011-07-02,,,,,,15.73 ,
2011-07-03,,,,,,15.76 ,
2011-07-04,,,,,,15.76 ,
2011-07-05,,,,,,15.77 ,
2011-07-06,,,,,,15.77 ,
2011-07-07,,,,,,15.77 ,
2011-07-08,,,,,,15.77 ,
2011-07-09,,,,,,15.78 ,
2011-07-10,,,,,,15.81 ,
2011-07-11,,,,,,15.82 ,
2011-07-12,,,,,,15.84 ,
2011-07-13,,,,,,15.84 ,
2011-07-14,,,,,,15.84 ,
2011-07-15,,,,,,15.84 ,
2011-07-16,,,,,,15.84 ,
2011-07-17,,,,,,15.84 ,
2011-07-18,,,,,,15.84 ,
2011-07-19,,,,,,15.84 ,
2011-07-20,,,,,,15.84 ,
2011-07-21,,,,,,15.84 ,
2011-07-22,,,,,,15.84 ,
2011-07-23,,,,,,15.84 ,
2011-07-24,,,,,,15.84 ,
2011-07-25,,,,,,15.84 ,
2011-07-26,,,,,,15.84 ,
2011-07-27,,,,,,15.84 ,
2011-07-28,,,,,,15.84 ,
2011-07-29,,,,,,15.84 ,
2011-07-30,,,,,,15.84 ,
2011-07-31,31873.03 ,424195.25 ,6136.00 ,1284193.00 ,,15.84 ,6136.00 
2011-08-01,,,,,,15.84 ,
2011-08-02,,,,,,15.84 ,
2011-08-03,,,,,,15.84 ,
2011-08-04,,,,,,15.84 ,
2011-08-05,,,,,,15.84 ,
2011-08-06,,,,,,15.84 ,
2011-08-07,,,,,,15.84 ,
2011-08-08,,,,,,15.84 ,
2011-08-09,,,,,,15.84 ,
2011-08-10,,,,,,15.84 ,
2011-08-11,,,,,,15.84 ,
2011-08-12,,,,,,15.84 ,
2011-08-13,,,,,,15.84 ,
2011-08-14,,,,,,15.84 ,
2011-08-15,,,,,,15.84 ,
2011-08-16,,,,,,15.84 ,
2011-08-17,,,,,,15.84 ,
2011-08-18,,,,,,15.79 ,
2011-08-19,,,,,,15.77 ,
2011-08-20,,,,,,15.77 ,
2011-08-21,,,,,,15.77 ,
2011-08-22,,,,,,15.54 ,
2011-08-23,,,,,,15.37 ,
2011-08-24,,,,,,15.26 ,
2011-08-25,,,,,,15.23 ,
2011-08-26,,,,,,15.18 ,
2011-08-27,,,,,,15.15 ,
2011-08-28,,,,,,15.15 ,
2011-08-29,,,,,,15.15 ,
2011-08-30,,,,,,15.14 ,
2011-08-31,37780.84 ,442615.96 ,6041.60 ,1369262.00 ,,15.12 ,6041.60 
2011-09-01,,,,,,14.90 ,
2011-09-02,,,,,,14.67 ,
2011-09-03,,,,,,14.60 ,
2011-09-04,,,,,,14.60 ,
2011-09-05,,,,,,14.51 ,
2011-09-06,,,,,,14.43 ,
2011-09-07,,,,,,14.30 ,
2011-09-08,,,,,,14.17 ,
2011-09-09,,,,,,14.10 ,
2011-09-10,,,,,,14.04 ,
2011-09-11,,,,,,14.03 ,
2011-09-12,,,,,,14.00 ,
2011-09-13,,,,,,13.97 ,
2011-09-14,,,,,,13.92 ,
2011-09-15,,,,,,13.80 ,
2011-09-16,,,,,,13.74 ,
2011-09-17,,,,,,13.67 ,
2011-09-18,,,,,,13.63 ,
2011-09-19,,,,,,13.62 ,
2011-09-20,,,,,,13.60 ,
2011-09-21,,,,,,13.56 ,
2011-09-22,,,,,,13.54 ,
2011-09-23,,,,,,13.51 ,
2011-09-24,,,,,,13.50 ,
2011-09-25,,,,,,13.50 ,
2011-09-26,,,,,,13.41 ,
2011-09-27,,,,,,13.10 ,
2011-09-28,,,,,,12.87 ,
2011-09-29,,,,,,12.34 ,
2011-09-30,44224.84 ,460785.55 ,5983.20 ,1572155.00 ,,12.29 ,5983.20 
2011-10-01,,,,,,12.18 ,
2011-10-02,,,,,,12.07 ,
2011-10-03,,,,,,12.07 ,
2011-10-04,,,,,,12.00 ,
2011-10-05,,,,,,11.93 ,
2011-10-06,,,,,,11.93 ,
2011-10-07,,,,,,11.93 ,
2011-10-08,,,,,,11.93 ,
2011-10-09,,,,,,11.89 ,
2011-10-10,,,,,,11.87 ,
2011-10-11,,,,,,11.81 ,
2011-10-12,,,,,,11.61 ,
2011-10-13,,,,,,11.31 ,
2011-10-14,,,,,,11.11 ,
2011-10-15,,,,,,10.98 ,
2011-10-16,,,,,,10.95 ,
2011-10-17,,,,,,10.91 ,
2011-10-18,,,,,,10.87 ,
2011-10-19,,,,,,10.69 ,
2011-10-20,,,,,,10.38 ,
2011-10-21,,,,,,10.29 ,
2011-10-22,,,,,,10.29 ,
2011-10-23,,,,,,10.29 ,
2011-10-24,,,,,,10.28 ,
2011-10-25,,,,,,10.27 ,
2011-10-26,,,,,,10.25 ,
2011-10-27,,,,,,10.25 ,
2011-10-28,,,,,,10.25 ,
2011-10-29,,,,,,10.25 ,
2011-10-30,,,,,,10.25 ,
2011-10-31,49922.82 ,474785.67 ,6141.10 ,1541200.00 ,,10.25 ,6141.10 
2011-11-01,,,,,,10.21 ,
2011-11-02,,,,,,10.19 ,
2011-11-03,,,,,,10.19 ,
2011-11-04,,,,,,10.19 ,
2011-11-05,,,,,,10.13 ,
2011-11-06,,,,,,10.11 ,
2011-11-07,,,,,,10.07 ,
2011-11-08,,,,,,10.03 ,
2011-11-09,,,,,,9.95 ,
2011-11-10,,,,,,9.93 ,
2011-11-11,,,,,,9.93 ,
2011-11-12,,,,,,9.93 ,
2011-11-13,,,,,,9.93 ,
2011-11-14,,,,,,9.88 ,
2011-11-15,,,,,,9.86 ,
2011-11-16,,,,,,9.86 ,
2011-11-17,,,,,,9.86 ,
2011-11-18,,,,,,9.86 ,
2011-11-19,,,,,,9.86 ,
2011-11-20,,,,,,9.86 ,
2011-11-21,,,,,,9.86 ,
2011-11-22,,,,,,9.86 ,
2011-11-23,,,,,,9.86 ,
2011-11-24,,,,,,9.83 ,
2011-11-25,,,,,,9.79 ,
2011-11-26,,,,,,9.76 ,
2011-11-27,,,,,,9.76 ,
2011-11-28,,,,,,9.71 ,
2011-11-29,,,,,,9.69 ,
2011-11-30,55483.03 ,491311.06 ,5857.10 ,1661767.00 ,,9.59 ,5857.10 
2011-12-01,,,,,,9.55 ,
2011-12-02,,,,,,9.55 ,
2011-12-03,,,,,,9.55 ,
2011-12-04,,,,,,9.55 ,
2011-12-05,,,,,,9.55 ,
2011-12-06,,,,,,9.55 ,
2011-12-07,,,,,,9.52 ,
2011-12-08,,,,,,9.51 ,
2011-12-09,,,,,,9.47 ,
2011-12-10,,,,,,9.44 ,
2011-12-11,,,,,,9.44 ,
2011-12-12,,,,,,9.44 ,
2011-12-13,,,,,,9.44 ,
2011-12-14,,,,,,9.41 ,
2011-12-15,,,,,,9.37 ,
2011-12-16,,,,,,9.31 ,
2011-12-17,,,,,,9.27 ,
2011-12-18,,,,,,9.27 ,
2011-12-19,,,,,,9.27 ,
2011-12-20,,,,,,9.27 ,
2011-12-21,,,,,,9.27 ,
2011-12-22,,,,,,9.25 ,
2011-12-23,,,,,,9.24 ,
2011-12-24,,,,,,9.24 ,
2011-12-25,,,,,,9.24 ,
2011-12-26,,,,,,9.24 ,
2011-12-27,,,,,,9.24 ,
2011-12-28,,,,,,9.24 ,
2011-12-29,,,,,,9.24 ,
2011-12-30,,,,,,9.24 ,
2011-12-31,61796.90 ,506775.48 ,5580.80 ,1660721.00 ,,9.24 ,5580.80 
2012-01-01,,,,,,9.24 ,
2012-01-02,,,,,,9.24 ,
2012-01-03,,,,,,9.24 ,
2012-01-04,,,,,,9.23 ,
2012-01-05,,,,,,9.21 ,
2012-01-06,,,,,,9.20 ,
2012-01-07,,,,,,9.20 ,
2012-01-08,,,,,,9.20 ,
2012-01-09,,,,,,9.20 ,
2012-01-10,,,,,,9.20 ,
2012-01-11,,,,,,9.20 ,
2012-01-12,,,,,,9.20 ,
2012-01-13,,,,,,9.20 ,
2012-01-14,,,,,,9.20 ,
2012-01-15,,,,,,9.20 ,
2012-01-16,,,,,,9.20 ,
2012-01-17,,,,,,9.20 ,
2012-01-18,,,,,,9.20 ,
2012-01-19,,,,,,9.20 ,
2012-01-20,,,,,,9.20 ,
2012-01-21,,,,,,9.20 ,
2012-01-22,,,,,,9.20 ,
2012-01-23,,,,,,9.20 ,
2012-01-24,,,,,,9.20 ,
2012-01-25,,,,,,9.20 ,
2012-01-26,,,,,,9.20 ,
2012-01-27,,,,,,9.20 ,
2012-01-28,,,,,,9.20 ,
2012-01-29,,,,,,9.20 ,
2012-01-30,,,,,,9.20 ,
2012-01-31,,,5696.86 ,1278549.00 ,,9.20 ,5696.86 
2012-02-01,,,,,,9.20 ,
2012-02-02,,,,,,9.20 ,
2012-02-03,,,,,,9.20 ,
2012-02-04,,,,,,9.20 ,
2012-02-05,,,,,,9.20 ,
2012-02-06,,,,,,9.20 ,
2012-02-07,,,,,,9.20 ,
2012-02-08,,,,,,9.20 ,
2012-02-09,,,,,,9.20 ,
2012-02-10,,,,,,9.20 ,
2012-02-11,,,,,,9.20 ,
2012-02-12,,,,,,9.20 ,
2012-02-13,,,,,,9.20 ,
2012-02-14,,,,,,9.20 ,
2012-02-15,,,,,,9.21 ,
2012-02-16,,,,,,9.21 ,
2012-02-17,,,,,,9.21 ,
2012-02-18,,,,,,9.21 ,
2012-02-19,,,,,,9.21 ,
2012-02-20,,,,,,9.21 ,
2012-02-21,,,,,,9.21 ,
2012-02-22,,,,,,9.21 ,
2012-02-23,,,,,,9.21 ,
2012-02-24,,,,,,9.21 ,
2012-02-25,,,,,,9.21 ,
2012-02-26,,,,,,9.21 ,
2012-02-27,,,,,,9.21 ,
2012-02-28,,,,,,9.21 ,
2012-02-29,5431.46 ,394900.82 ,5977.00 ,1582184.00 ,,9.21 ,5977.00 
2012-03-01,,,,,,9.21 ,
2012-03-02,,,,,,9.21 ,
2012-03-03,,,,,,9.21 ,
2012-03-04,,,,,,9.21 ,
2012-03-05,,,,,,9.23 ,
2012-03-06,,,,,,9.25 ,
2012-03-07,,,,,,9.25 ,
2012-03-08,,,,,,9.23 ,
2012-03-09,,,,,,9.22 ,
2012-03-10,,,,,,9.19 ,
2012-03-11,,,,,,9.17 ,
2012-03-12,,,,,,9.16 ,
2012-03-13,,,,,,9.14 ,
2012-03-14,,,,,,9.08 ,
2012-03-15,,,,,,9.05 ,
2012-03-16,,,,,,8.94 ,
2012-03-17,,,,,,8.86 ,
2012-03-18,,,,,,8.81 ,
2012-03-19,,,,,,8.78 ,
2012-03-20,,,,,,8.74 ,
2012-03-21,,,,,,8.68 ,
2012-03-22,,,,,,8.47 ,
2012-03-23,,,,,,8.30 ,
2012-03-24,,,,,,8.22 ,
2012-03-25,,,,,,8.10 ,
2012-03-26,,,,,,8.06 ,
2012-03-27,,,,,,8.04 ,
2012-03-28,,,,,,8.02 ,
2012-03-29,,,,,,7.97 ,
2012-03-30,,,,,,7.96 ,
2012-03-31,10927.17 ,409221.49 ,6369.60 ,1848606.00 ,,7.94 ,6369.60 
2012-04-01,,,,,,7.93 ,
2012-04-02,,,,,,7.92 ,
2012-04-03,,,,,,7.92 ,
2012-04-04,,,,,,7.91 ,
2012-04-05,,,,,,7.90 ,
2012-04-06,,,,,,7.89 ,
2012-04-07,,,,,,7.88 ,
2012-04-08,,,,,,7.88 ,
2012-04-09,,,,,,7.88 ,
2012-04-10,,,,,,7.88 ,
2012-04-11,,,,,,7.86 ,
2012-04-12,,,,,,7.85 ,
2012-04-13,,,,,,7.85 ,
2012-04-14,,,,,,7.85 ,
2012-04-15,,,,,,7.85 ,
2012-04-16,,,,,,7.84 ,
2012-04-17,,,,,,7.84 ,
2012-04-18,,,,,,7.84 ,
2012-04-19,,,,,,7.84 ,
2012-04-20,,,,,,7.84 ,
2012-04-21,,,,,,7.84 ,
2012-04-22,,,,,,7.84 ,
2012-04-23,,,,,,7.84 ,
2012-04-24,,,,,,7.83 ,
2012-04-25,,,,,,7.82 ,
2012-04-26,,,,,,7.80 ,
2012-04-27,,,,,,7.79 ,
2012-04-28,,,,,,7.78 ,
2012-04-29,,,,,,7.78 ,
2012-04-30,15835.19 ,427187.37 ,5928.10 ,1619153.00 ,,7.78 ,5928.10 
2012-05-01,,,,,,7.78 ,
2012-05-02,,,,,,7.78 ,
2012-05-03,,,,,,7.77 ,
2012-05-04,,,,,,7.76 ,
2012-05-05,,,,,,7.76 ,
2012-05-06,,,,,,7.76 ,
2012-05-07,,,,,,7.75 ,
2012-05-08,,,,,,7.74 ,
2012-05-09,,,,,,7.72 ,
2012-05-10,,,,,,7.71 ,
2012-05-11,,,,,,7.70 ,
2012-05-12,,,,,,7.70 ,
2012-05-13,,,,,,7.70 ,
2012-05-14,,,,,,7.70 ,
2012-05-16,,,,,,7.70 ,
2012-05-17,,,,,,7.70 ,
2012-05-18,,,,,,7.68 ,
2012-05-19,,,,,,7.68 ,
2012-05-20,,,,,,7.68 ,
2012-05-21,,,,,,7.68 ,
2012-05-22,,,,,,7.67 ,
2012-05-23,,,,,,7.67 ,
2012-05-24,,,,,,7.67 ,
2012-05-25,,,,,,7.67 ,
2012-05-26,,,,,,7.67 ,
2012-05-27,,,,,,7.67 ,
2012-05-28,,,,,,7.67 ,
2012-05-29,,,,,,7.64 ,
2012-05-30,,,,,,7.63 ,
2012-05-31,22212.93 ,451363.70 ,5863.60 ,1541903.00 ,,7.63 ,5863.60 
2012-06-01,,,,,,7.63 ,
2012-06-02,,,,,,7.63 ,
2012-06-03,,,,,,7.63 ,
2012-06-04,,,,,,7.63 ,
2012-06-05,,,,,,7.63 ,
2012-06-06,,,,,,7.63 ,
2012-06-07,,,,,,7.62 ,
2012-06-08,,,,,,7.62 ,
2012-06-09,,,,,,7.61 ,
2012-06-10,,,,,,7.60 ,
2012-06-11,,,,,,7.59 ,
2012-06-12,,,,,,7.59 ,
2012-06-13,,,,,,7.59 ,
2012-06-14,,,,,,7.58 ,
