"公司名称","报告期","现金流动负债保障倍数","经营活动净现金流动负债保障倍数"
"江苏宁沪高速公路股份有限公司",2016-03-31,0.0325667970726881,0.552442725989442
"江苏宁沪高速公路股份有限公司",2016-06-30,0.0282718199517372,0.77541510771251
"江苏宁沪高速公路股份有限公司",2016-09-30,0.0340047304469012,0.675400119047309
"江苏宁沪高速公路股份有限公司",2016-12-31,0.0412517333232257,0.754731319351955
"江苏宁沪高速公路股份有限公司",2017-03-31,0.0633716986211185,0.772634781082284
