"公司名称","报告期","有形资产总负债率"
"江苏宁沪高速公路股份有限公司",2016-03-31,-26.3383794613091
"江苏宁沪高速公路股份有限公司",2016-06-30,-10.3165385687985
"江苏宁沪高速公路股份有限公司",2016-09-30,32.3986992132468
"江苏宁沪高速公路股份有限公司",2016-12-31,10.4901889687089
"江苏宁沪高速公路股份有限公司",2017-03-31,4.4322811347911
