"公司名称","报告期","成本费用边际利润率"
"江苏宁沪高速公路股份有限公司",2016-03-31,0.694715595034519
"江苏宁沪高速公路股份有限公司",2016-06-30,0.693822079999781
"江苏宁沪高速公路股份有限公司",2016-09-30,0.785141070270633
"江苏宁沪高速公路股份有限公司",2016-12-31,0.820018878919593
"江苏宁沪高速公路股份有限公司",2017-03-31,1.03016451199264
