"公司名称","报告期","总资产的长期股权投资占比"
"江苏宁沪高速公路股份有限公司",2016-03-31,0.12310567167087
"江苏宁沪高速公路股份有限公司",2016-06-30,0.1252794473195
"江苏宁沪高速公路股份有限公司",2016-09-30,0.126679186505958
"江苏宁沪高速公路股份有限公司",2016-12-31,0.131501034627174
"江苏宁沪高速公路股份有限公司",2017-03-31,0.128288487631965
