"公司名称","报告期","营业收入毛利润率"
"厦门合兴包装印刷股份有限公司",2016-03-31,0.190170336282343
"厦门合兴包装印刷股份有限公司",2016-06-30,0.181096387893501
"厦门合兴包装印刷股份有限公司",2016-09-30,0.177183719926961
"厦门合兴包装印刷股份有限公司",2016-12-31,0.169806074626224
"厦门合兴包装印刷股份有限公司",2017-03-31,0.164272506136793
