"公司名称","报告期","归属母公司股东的净利润占比"
"厦门合兴包装印刷股份有限公司",2016-03-31,0.92711675627284
"厦门合兴包装印刷股份有限公司",2016-06-30,0.891768229408888
"厦门合兴包装印刷股份有限公司",2016-09-30,0.859800879881657
"厦门合兴包装印刷股份有限公司",2016-12-31,0.823907188563647
"厦门合兴包装印刷股份有限公司",2017-03-31,0.815185391216216
