"公司名称","报告期","总资产商业性负债率"
"厦门合兴包装印刷股份有限公司",2016-03-31,0.180898657092282
"厦门合兴包装印刷股份有限公司",2016-06-30,0.197048150767229
"厦门合兴包装印刷股份有限公司",2016-09-30,0.245326860388824
"厦门合兴包装印刷股份有限公司",2016-12-31,0.300409345661385
"厦门合兴包装印刷股份有限公司",2017-03-31,0.263815440383811
