"","report.corp_name.index.","report.report_period.index.","report.净利润.index."
"1248","宁夏中银绒业股份有限公司",2014-03-31 00:00:00,55265428.58
"1249","宁夏中银绒业股份有限公司",2014-06-30 00:00:00,112320263.25
"1250","宁夏中银绒业股份有限公司",2014-09-30 00:00:00,152223907.08
"1251","宁夏中银绒业股份有限公司",2014-12-31 00:00:00,89483813.98
"1252","宁夏中银绒业股份有限公司",2015-03-31 00:00:00,5184653.97
"1253","宁夏中银绒业股份有限公司",2015-06-30 00:00:00,13547790.3
"1254","宁夏中银绒业股份有限公司",2015-09-30 00:00:00,19081798.97
"1255","宁夏中银绒业股份有限公司",2015-12-31 00:00:00,-876459038.49
"1256","宁夏中银绒业股份有限公司",2016-03-31 00:00:00,-91078257.84
"1257","宁夏中银绒业股份有限公司",2016-06-30 00:00:00,-292889420.46
"1258","宁夏中银绒业股份有限公司",2016-09-30 00:00:00,-322487710.16
"1259","宁夏中银绒业股份有限公司",2016-12-31 00:00:00,-1061437144.31
"1260","宁夏中银绒业股份有限公司",2017-03-31 00:00:00,-149082685.43
