指标名称,出口价格指数(HS2):第58章特种机织物;簇绒织物;花边;装饰毯;装饰带;刺绣品,出口价格指数(HS2):第59章浸渍、涂布、包裹或层压的纺织物;工业用纺织品,出口价格指数(HS2):第60章针织物及钩编织物,出口价格指数(HS2):第64章鞋靴、护腿和类似品及其零件,出口价格指数(HS2):第51章羊毛;动物细毛或粗毛;马毛、纱线及其机织物,现货价:棉花:中等级:布基纳法索RUDY,现货价:粗麻布:纽约,"市场价:全棉坯布:47""21*21 90*50","市场价:人棉坯布:50""30*30 68*68","市场价:涤棉坯布:T/C65/35 21*21 63""108*58","市场价:棉氨弹力布:64""32*32+40D 133*56斜纹","市场价:全棉牛仔布:47""10*7 70*42 3/1","市场价:亚麻粘混纺布:55/45 63""51*47 11*11","市场价:涤棉床上用品布:T/C80/20 82"" 30*30 76*54",产品价格指数:坯布:32支纯棉斜纹布,柯桥纺织:价格指数:坯布类:天然纤维,柯桥纺织:价格指数:坯布类:化学纤维,柯桥纺织:价格指数:坯布类:混纺纤维,中国通州家纺价格指数:宽幅斜纹布,市场价:涤纶长丝牛津布(150D*300D)):盛泽地区,溢流染加工费:牛津布(210克以上):盛泽地区,中国盛泽化纤价格指数:化纤面料:涤纶弹丝牛津布,产量:布:当月值,产量:纱:当月值,产量:棉布:当月值,产量:色织布(含牛仔布):当月值,产量:化学纤维布:当月值,产量:棉混纺布:当月值,产量:印染布:当月值,产量:亚麻布(含亚麻≥55%):当月值,产量:无纺布(无纺织物):当月值,产量:绒线(毛线):当月值,产量:毛机织物(呢绒):当月值,现货价:羊毛纤维(64S):美国,市场价:16支兔羊毛纱80/20,南京进口羊毛价格综合指数,进口数量:羊毛:当月值,纯化纤布:产量:累计值,市场价:腈纶曲珠纱:最低价,柯桥纺织:价格指数:原料类:涤纶,申万行业指数:毛纺,申万行业指数:棉纺,出口金额:毛纺机织物:当月值,申万行业指数:印染
2010-09-16,,,,,,103.75 ,0.55 ,4.62 ,3.98 ,7.20 ,7.70 ,6.80 ,8.95 ,6.40 ,6.47 ,,,,114.31 ,2.82 ,1.00 ,97.69 ,,,,,,,,,,,,,,,,,,,2299.86 ,2172.25 ,,1290.28 
2010-09-17,,,,,,106.00 ,0.55 ,,,,,,,,,,,,113.91 ,2.82 ,,97.75 ,,,,,,,,,,,,,,,,,,,2293.52 ,2167.27 ,,1287.60 
2010-09-19,,,,,,,,,,,,,,,6.55 ,,,,114.50 ,2.82 ,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-20,,,,,,111.00 ,0.55 ,4.62 ,3.98 ,7.20 ,7.70 ,6.80 ,8.95 ,6.40 ,6.58 ,107.95 ,91.82 ,90.51 ,114.59 ,2.82 ,,97.83 ,,,,,,,,,,,,,89200.00 ,,,,27700.00 ,86.42 ,2234.72 ,2120.89 ,,1291.48 
2010-09-21,,,,,,,0.57 ,,,,,,,,6.68 ,,,,114.50 ,2.82 ,,97.78 ,,,,,,,,,,,,,,,,,,,2243.22 ,2116.23 ,,1292.58 
2010-09-22,,,,,,,0.57 ,,,,,,,,,,,,,,,97.75 ,,,,,,,,,,,,,,,,,,,,,,
2010-09-23,,,,,,111.50 ,0.57 ,,,,,,,,,,,,,,,97.89 ,,,,,,,,,,,,,,,,,,,,,,
2010-09-24,,,,,,109.00 ,0.57 ,,,,,,,,,,,,,,,98.03 ,,,,,,,,,,,,,,5840.00 ,,,,,,,,
2010-09-25,,,,,,,,4.70 ,4.00 ,7.20 ,7.70 ,6.80 ,8.95 ,6.43 ,6.80 ,,,,114.83 ,2.82 ,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-26,,,,,,,,,,,,,,,7.00 ,,,,115.24 ,2.82 ,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-27,,,,,,113.00 ,0.57 ,4.80 ,4.05 ,7.25 ,7.75 ,6.85 ,9.05 ,6.45 ,7.10 ,108.03 ,91.36 ,89.87 ,115.36 ,2.82 ,1.00 ,98.03 ,,,,,,,,,,,,,,,,,,86.97 ,2290.82 ,2162.48 ,,1324.67 
2010-09-28,,,,,,117.00 ,0.58 ,,,,,,,,7.20 ,,,,115.61 ,2.82 ,,98.08 ,,,,,,,,,,,,,,,,,,,2262.63 ,2127.47 ,,1306.19 
2010-09-29,,,,,,117.00 ,0.58 ,,,,,,,,7.25 ,,,,115.78 ,2.82 ,,98.19 ,,,,,,,,,,,,,,,,,,,2223.23 ,2089.36 ,,1283.78 
2010-09-30,108.20 ,116.10 ,109.80 ,110.70 ,120.30 ,115.00 ,0.58 ,,,,,,,,7.30 ,,,,115.86 ,2.82 ,,98.14 ,61.30 ,243.80 ,372002.09 ,23345.26 ,149962.88 ,92409.17 ,526801.32 ,2494.93 ,145836.43 ,25618.70 ,5586.16 ,,,,18403.00 ,121.28 ,,,2244.86 ,2121.74 ,4506.00 ,1300.29 
2010-10-01,,,,,,115.25 ,0.58 ,,,,,,,,,,,,,,,98.36 ,,,,,,,,,,,,,,5913.00 ,,,,,,,,
2010-10-04,,,,,,112.75 ,0.58 ,,,,,,,,,107.93 ,91.80 ,90.09 ,,,,98.36 ,,,,,,,,,,,,,,,,,,90.81 ,,,,
2010-10-05,,,,,,112.75 ,0.59 ,,,,,,,,,,,,,,,98.11 ,,,,,,,,,,,,,,,,,,,,,,
2010-10-06,,,,,,113.50 ,0.59 ,,,,,,,,,,,,,,,98.02 ,,,,,,,,,,,,,,,,,,,,,,
2010-10-07,,,,,,114.50 ,0.59 ,,,,,,,,,,,,,,,97.97 ,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,,,,,,118.50 ,0.59 ,4.90 ,4.10 ,7.28 ,7.80 ,6.95 ,9.08 ,6.50 ,7.35 ,,,,116.02 ,,,97.99 ,,,,,,,,,,,,,,5947.00 ,,,,,2279.75 ,2168.79 ,,1330.99 
2010-10-09,,,,,,,,,,,,,,,7.38 ,,,,116.23 ,2.82 ,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-11,,,,,,121.50 ,0.59 ,4.95 ,4.15 ,7.30 ,7.85 ,6.98 ,9.15 ,6.55 ,7.43 ,,,,116.36 ,,1.00 ,98.39 ,,,,,,,,,,,,,89200.00 ,,,,27900.00 ,,2380.32 ,2188.35 ,,1338.61 
2010-10-12,,,,,,125.50 ,0.61 ,,,,,,,,7.45 ,,,,116.29 ,2.82 ,,98.22 ,,,,,,,,,,,,,,,,,,,2369.66 ,2210.83 ,,1343.76 
2010-10-13,,,,,,124.00 ,0.61 ,,,,,,,,7.50 ,,,,116.51 ,2.82 ,,98.16 ,,,,,,,,,,,,,,,,,,,2383.17 ,2235.76 ,,1348.08 
2010-10-14,,,,,,125.00 ,0.61 ,5.00 ,4.18 ,7.35 ,7.88 ,7.00 ,9.20 ,6.58 ,7.53 ,,,,116.33 ,2.82 ,,98.19 ,,,,,,,,,,,,,,,,,,,2266.28 ,2168.77 ,,1309.27 
2010-10-15,,,,,,129.00 ,0.61 ,,,,,,,,7.58 ,,,,116.72 ,2.82 ,,98.30 ,,,,,,,,,,,,,,6120.00 ,,,,,2259.67 ,2150.25 ,,1279.43 
2010-10-18,,,,,,126.00 ,0.61 ,5.05 ,4.25 ,7.40 ,7.95 ,7.05 ,9.25 ,6.60 ,7.58 ,108.56 ,91.79 ,89.95 ,116.64 ,2.82 ,1.00 ,98.30 ,,,,,,,,,,,,,89200.00 ,,,,27900.00 ,92.24 ,2214.41 ,2107.61 ,,1247.95 
2010-10-19,,,,,,128.00 ,0.61 ,,,,,,,,7.58 ,,,,116.66 ,2.82 ,,98.36 ,,,,,,,,,,,,,,,,,,,2308.93 ,2174.00 ,,1282.76 
2010-10-20,,,,,,128.00 ,0.61 ,,,,,,,,7.60 ,,,,116.64 ,2.82 ,1.00 ,98.36 ,,,,,,,,,,,,,,,,,,,2316.11 ,2168.67 ,,1278.17 
2010-10-21,,,,,,132.00 ,0.61 ,5.10 ,4.28 ,7.45 ,8.00 ,7.15 ,9.25 ,6.65 ,7.60 ,,,,116.32 ,2.82 ,,98.38 ,,,,,,,,,,,,,,,,,,,2349.69 ,2179.26 ,,1290.31 
2010-10-22,,,,,,133.25 ,0.61 ,,,,,,,,7.60 ,,,,115.34 ,2.82 ,,98.30 ,,,,,,,,,,,,,,6170.00 ,,,,,2345.17 ,2218.30 ,,1297.92 
2010-10-25,,,,,,137.25 ,0.61 ,5.15 ,4.30 ,7.45 ,8.00 ,7.18 ,9.25 ,6.65 ,7.70 ,108.88 ,91.79 ,90.21 ,114.47 ,2.82 ,1.00 ,98.69 ,,,,,,,,,,,,,89200.00 ,,,,27900.00 ,93.08 ,2383.55 ,2264.27 ,,1312.40 
2010-10-26,,,,,,142.25 ,0.58 ,,,,,,,,7.70 ,,,,114.03 ,2.82 ,,98.89 ,,,,,,,,,,,,,,,,,,,2441.13 ,2287.85 ,,1329.32 
2010-10-27,,,,,,148.25 ,0.58 ,,,,,,,,7.70 ,,,,114.08 ,2.82 ,,99.31 ,,,,,,,,,,,,,,,,,,,2386.86 ,2262.68 ,,1324.03 
2010-10-28,,,,,,142.75 ,0.58 ,5.18 ,4.35 ,7.48 ,8.00 ,7.20 ,9.30 ,6.68 ,7.72 ,,,,113.85 ,2.82 ,,99.67 ,,,,,,,,,,,,,,,,,,,2387.32 ,2250.05 ,,1319.86 
2010-10-29,,,,,,142.00 ,0.58 ,,,,,,,,7.74 ,,,,113.84 ,2.82 ,,99.87 ,,,,,,,,,,,,3.64 ,,6246.00 ,,,,,2365.88 ,2260.03 ,,1325.95 
2010-10-31,113.50 ,115.50 ,108.90 ,111.40 ,122.30 ,,,,,,,,,,,,,,,,,,62.50 ,240.40 ,370214.30 ,23237.92 ,160911.97 ,95345.81 ,563447.06 ,2723.23 ,155609.54 ,26830.24 ,5391.49 ,,,,18492.00 ,,,,,,3912.00 ,
2010-11-01,,,,,,143.50 ,0.58 ,5.25 ,4.38 ,7.48 ,8.00 ,7.20 ,9.30 ,6.68 ,7.80 ,108.94 ,92.20 ,90.30 ,113.72 ,2.82 ,,99.78 ,,,,,,,,,,,,,89200.00 ,,,,27900.00 ,93.18 ,2418.86 ,2322.96 ,,1340.36 
2010-11-02,,,,,,147.50 ,0.58 ,,,,,,,,8.00 ,,,,112.55 ,2.82 ,1.00 ,99.98 ,,,,,,,,,,,,,,,,,,,2404.10 ,2317.89 ,,1349.23 
2010-11-03,,,,,,153.50 ,0.58 ,,,,,,,,8.20 ,,,,111.89 ,2.82 ,,100.30 ,,,,,,,,,,,,,,,,,,,2348.65 ,2296.38 ,,1356.41 
2010-11-04,,,,,,156.50 ,0.58 ,,,,,,,,8.30 ,,,,111.46 ,2.82 ,,100.60 ,,,,,,,,,,,,,,,,,,,2373.83 ,2334.29 ,,1366.86 
2010-11-05,,,,,,161.50 ,0.58 ,,,,,,,,8.50 ,,,,112.17 ,2.82 ,,100.99 ,,,,,,,,,,,,,,6583.00 ,,,,,2402.79 ,2354.28 ,,1363.22 
2010-11-08,,,,,,163.25 ,0.58 ,5.35 ,4.45 ,7.55 ,8.08 ,7.28 ,9.38 ,6.75 ,9.00 ,108.96 ,91.96 ,90.10 ,110.98 ,,,100.90 ,,,,,,,,,,,,,89700.00 ,,,,28200.00 ,94.22 ,2450.93 ,2442.22 ,,1413.98 
2010-11-09,,,,,,167.25 ,0.59 ,,,,,,,,9.20 ,,,,110.96 ,3.72 ,1.00 ,100.70 ,,,,,,,,,,,,,,,,,,,2464.15 ,2425.73 ,,1404.10 
2010-11-10,,,,,,119.25 ,0.59 ,,,,,,,,9.40 ,,,,110.96 ,3.92 ,,100.50 ,,,,,,,,,,,,,,,,,,,2499.16 ,2437.59 ,,1412.35 
2010-11-11,,,,,,117.25 ,0.59 ,5.50 ,4.55 ,7.70 ,8.15 ,7.35 ,9.45 ,6.95 ,9.40 ,,,,110.85 ,3.92 ,,100.30 ,,,,,,,,,,,,,,,,,,,2446.14 ,2405.53 ,,1399.10 
2010-11-12,,,,,,115.25 ,0.59 ,,,,,,,,9.40 ,,,,,3.92 ,,100.30 ,,,,,,,,,,,,,,6811.00 ,,,,,2325.06 ,2248.48 ,,1306.62 
2010-11-15,,,,,,111.25 ,0.59 ,5.80 ,4.65 ,7.70 ,8.15 ,7.75 ,9.45 ,6.95 ,9.35 ,109.54 ,93.00 ,90.65 ,110.09 ,3.92 ,1.00 ,100.40 ,,,,,,,,,,,,,89900.00 ,,,,28600.00 ,101.52 ,2326.01 ,2320.66 ,,1342.49 
2010-11-16,,,,,,111.25 ,0.60 ,,,,,,,,9.33 ,,,,110.81 ,3.92 ,,100.20 ,,,,,,,,,,,,,,,,,,,2228.47 ,2233.87 ,,1296.80 
2010-11-17,,,,,,109.75 ,0.60 ,,,,,,,,9.23 ,,,,111.73 ,,,100.20 ,,,,,,,,,,,,,,,,,,,2141.97 ,2173.37 ,,1251.50 
2010-11-18,,,,,,109.75 ,0.60 ,,,,,,,,9.23 ,,,,111.95 ,3.92 ,,100.30 ,,,,,,,,,,,,,,,,,,,2176.20 ,2209.75 ,,1256.19 
2010-11-19,,,,,,110.25 ,0.60 ,,,,,,,,9.15 ,,,,112.18 ,3.92 ,,100.20 ,,,,,,,,,,,,,,6858.00 ,,,,,2202.08 ,2263.02 ,,1282.44 
2010-11-22,,,,,,107.25 ,0.60 ,5.80 ,4.65 ,7.70 ,8.15 ,7.75 ,9.45 ,6.95 ,9.12 ,110.47 ,95.15 ,92.17 ,112.53 ,,,100.80 ,,,,,,,,,,,,,89900.00 ,,,,28600.00 ,101.35 ,2235.22 ,2277.48 ,,1300.86 
2010-11-23,,,,,,105.25 ,0.60 ,,,,,,,,9.12 ,,,,113.11 ,3.92 ,,100.80 ,,,,,,,,,,,,,,,,,,,2180.85 ,2218.23 ,,1305.63 
2010-11-24,,,,,,103.25 ,0.60 ,,,,,,,,9.10 ,,,,112.75 ,3.92 ,,100.60 ,,,,,,,,,,,,,,,,,,,2283.06 ,2270.63 ,,1324.75 
2010-11-25,,,,,,106.75 ,,,,,,,,,9.05 ,,,,112.63 ,3.92 ,1.00 ,100.40 ,,,,,,,,,,,,,,,,,,,2324.72 ,2305.60 ,,1330.89 
2010-11-26,,,,,,106.75 ,0.60 ,5.80 ,4.65 ,7.70 ,8.15 ,7.75 ,9.45 ,6.95 ,9.02 ,,,,112.11 ,,,100.50 ,,,,,,,,,,,,,,6881.00 ,,,,,2334.02 ,2312.74 ,,1326.65 
2010-11-29,,,,,,104.25 ,0.61 ,,,,,,,,9.02 ,111.25 ,96.47 ,92.78 ,112.03 ,,,100.50 ,,,,,,,,,,,,,90100.00 ,,,,28600.00 ,98.35 ,2433.50 ,2320.35 ,,1345.54 
2010-11-30,117.90 ,119.10 ,113.90 ,112.30 ,110.50 ,106.00 ,0.59 ,5.80 ,4.65 ,7.65 ,8.15 ,7.75 ,9.45 ,6.95 ,8.92 ,,,,111.19 ,3.92 ,,100.30 ,63.50 ,246.70 ,374820.71 ,22393.97 ,159625.18 ,101034.82 ,542540.87 ,2790.94 ,163917.27 ,23635.48 ,5437.22 ,,,,24752.00 ,,,,2360.54 ,2243.23 ,4845.80 ,1288.85 
2010-12-01,,,,,,105.50 ,0.59 ,,,,,,,,8.90 ,,,,111.53 ,3.92 ,,100.20 ,,,,,,,,,,,,,,,,,,,2322.62 ,2250.34 ,,1298.53 
2010-12-02,,,,,,109.00 ,0.59 ,,,,,,,,8.90 ,,,,111.00 ,4.20 ,,100.20 ,,,,,,,,,,,,,,,,,,,2341.94 ,2273.95 ,,1309.34 
2010-12-03,,,,,,110.75 ,0.59 ,,,,,,,,8.90 ,,,,111.32 ,4.20 ,,100.10 ,,,,,,,,,,,,,,6840.00 ,,,,,2323.91 ,2263.01 ,,1304.38 
2010-12-06,,,,,,112.00 ,0.59 ,,,,,,,,8.60 ,111.28 ,96.23 ,92.78 ,110.45 ,4.20 ,,100.00 ,,,,,,,,,,,,,90100.00 ,,,,28600.00 ,97.89 ,2317.31 ,2240.10 ,,1282.28 
2010-12-07,,,,,,109.00 ,0.59 ,5.78 ,4.65 ,7.65 ,8.15 ,7.75 ,9.45 ,6.95 ,8.40 ,,,,110.95 ,4.20 ,1.00 ,99.94 ,,,,,,,,,,,,,,,,,,,2321.92 ,2249.94 ,,1297.92 
2010-12-08,,,,,,111.00 ,0.59 ,,,,,,,,8.30 ,,,,111.19 ,4.20 ,,99.94 ,,,,,,,,,,,,,,,,,,,2297.46 ,2234.34 ,,1300.50 
2010-12-09,,,,,,110.25 ,0.59 ,5.76 ,4.65 ,7.65 ,8.15 ,7.75 ,9.45 ,6.95 ,8.30 ,,,,111.40 ,4.20 ,,99.72 ,,,,,,,,,,,,,,,,,,,2272.33 ,2187.79 ,,1260.24 
2010-12-10,,,,,,111.50 ,,,,,,,,,8.25 ,,,,112.88 ,4.20 ,,99.89 ,,,,,,,,,,,,,,6823.00 ,,,,,2282.02 ,2216.71 ,,1273.83 
2010-12-13,,,,,,111.75 ,0.59 ,5.76 ,4.65 ,7.60 ,8.15 ,7.75 ,9.45 ,6.94 ,8.15 ,111.46 ,96.43 ,93.19 ,113.46 ,4.20 ,,100.00 ,,,,,,,,,,,,,90300.00 ,,,,28600.00 ,97.92 ,2334.43 ,2273.25 ,,1303.18 
2010-12-14,,,,,,112.75 ,0.58 ,,,,,,,,8.10 ,,,,113.71 ,4.20 ,,99.86 ,,,,,,,,,,,,,,,,,,,2368.01 ,2296.60 ,,1312.24 
2010-12-15,,,,,,114.25 ,0.58 ,,,,,,,,8.10 ,,,,113.88 ,,,99.72 ,,,,,,,,,,,,,,,,,,,2387.45 ,2320.84 ,,1315.87 
2010-12-16,,,,,,112.75 ,,,,,,,,,8.05 ,,,,113.86 ,4.20 ,,99.83 ,,,,,,,,,,,,,,,,,,,2367.39 ,2301.88 ,,1315.03 
2010-12-17,,,,,,113.50 ,0.58 ,,,,,,,,8.05 ,,,,112.26 ,,,99.83 ,,,,,,,,,,,,,,6855.00 ,,,,,2362.91 ,2320.38 ,,1324.95 
2010-12-20,,,,,,113.50 ,0.58 ,5.76 ,4.62 ,7.60 ,8.15 ,7.75 ,9.45 ,6.94 ,8.02 ,111.78 ,96.16 ,93.21 ,112.63 ,,,99.72 ,,,,,,,,,,,,,90300.00 ,,,,28600.00 ,97.60 ,2310.77 ,2273.98 ,,1301.82 
2010-12-21,,,,,,115.50 ,0.58 ,,,,,,,,8.00 ,,,,112.27 ,,1.00 ,99.60 ,,,,,,,,,,,,,,,,,,,2330.09 ,2308.30 ,,1317.99 
2010-12-22,,,,,,114.00 ,0.56 ,,,,,,,,8.00 ,,,,113.03 ,4.20 ,,99.46 ,,,,,,,,,,,,,,,,,,,2311.90 ,2280.19 ,,1305.19 
2010-12-23,,,,,,112.00 ,0.56 ,5.77 ,4.62 ,7.60 ,8.15 ,7.75 ,9.45 ,6.94 ,8.00 ,,,,113.16 ,4.20 ,,99.38 ,,,,,,,,,,,,,,,,,,,2288.92 ,2259.30 ,,1290.58 
2010-12-24,,,,,,112.50 ,,,,,,,,,8.00 ,,,,113.21 ,4.20 ,,99.38 ,,,,,,,,,,,,,,6889.00 ,,,,,2256.06 ,2229.89 ,,1271.80 
2010-12-27,,,,,,,0.56 ,5.76 ,4.62 ,7.60 ,8.15 ,7.75 ,9.45 ,6.94 ,8.00 ,111.78 ,96.31 ,93.23 ,112.40 ,4.20 ,,99.21 ,,,,,,,,,,,,,90300.00 ,,,,28600.00 ,97.62 ,2177.61 ,2178.99 ,,1239.64 
2010-12-28,,,,,,,0.56 ,,,,,,,,8.00 ,,,,111.80 ,4.20 ,,99.18 ,,,,,,,,,,,,,,,,,,,2119.91 ,2107.14 ,,1217.41 
2010-12-29,,,,,,,0.56 ,,,,,,,,8.00 ,,,,111.29 ,4.20 ,1.00 ,99.18 ,,,,,,,,,,,,,,,,,,,2145.94 ,2136.24 ,,1237.03 
2010-12-30,,,,,,,0.56 ,,,,,,,,,,,,111.39 ,4.20 ,,99.12 ,,,,,,,,,,,,,,,,,,,2153.16 ,2135.70 ,,1247.37 
2010-12-31,114.50 ,126.60 ,121.90 ,112.50 ,99.10 ,,0.56 ,5.76 ,4.62 ,7.60 ,8.15 ,7.75 ,9.45 ,6.94 ,8.00 ,,,,112.31 ,4.20 ,,99.26 ,64.90 ,252.30 ,371003.87 ,23329.81 ,167400.35 ,110293.86 ,577456.10 ,2658.33 ,165153.32 ,23056.66 ,6032.98 ,,,6938.00 ,30714.00 ,170.75 ,,,2205.24 ,2175.38 ,4721.00 ,1269.64 
2011-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90300.00 ,,,,28600.00 ,,,,,
2011-01-03,,,,,,,,,,,,,,,,111.71 ,97.08 ,93.14 ,,,,,,,,,,,,,,,,,,,,,,97.84 ,,,,
2011-01-04,,,,,,,0.55 ,5.76 ,4.62 ,7.60 ,8.15 ,7.75 ,9.45 ,6.94 ,8.00 ,,,,113.11 ,4.20 ,,97.17 ,,,,,,,,,,,,,,,,,,,2237.05 ,2223.26 ,,1276.40 
2011-01-05,,,,,,,0.55 ,,,,,,,,8.00 ,,,,113.73 ,4.20 ,,96.82 ,,,,,,,,,,,,,,,,,,,2268.63 ,2233.98 ,,1271.15 
2011-01-06,,,,,,,0.55 ,5.76 ,4.62 ,7.60 ,8.15 ,7.75 ,9.45 ,6.94 ,8.00 ,,,,113.53 ,4.20 ,,96.48 ,,,,,,,,,,,,,,,,,,,2307.49 ,2233.35 ,,1277.48 
2011-01-07,,,,,,,0.55 ,,,,,,,,8.02 ,,,,113.38 ,4.20 ,,96.11 ,,,,,,,,,,,,3.63 ,,7023.00 ,,,,,2307.97 ,2245.23 ,,1268.69 
2011-01-10,,,,,,,0.55 ,5.76 ,4.62 ,7.60 ,8.15 ,7.75 ,9.45 ,6.94 ,,111.73 ,96.64 ,93.33 ,112.14 ,,,96.06 ,,,,,,,,,,,,,90300.00 ,,,,28600.00 ,97.98 ,2247.04 ,2191.80 ,,1236.38 
2011-01-11,,,,,,,0.55 ,,,,,,,,8.03 ,,,,111.60 ,,,96.21 ,,,,,,,,,,,,,,,,,,,2220.18 ,2170.09 ,,1226.47 
2011-01-12,,,,,,,0.55 ,,,,,,,,8.08 ,,,,111.37 ,4.20 ,,96.21 ,,,,,,,,,,,,,,,,,,,2223.84 ,2198.70 ,,1224.82 
2011-01-13,,,,,,,0.55 ,5.78 ,4.62 ,7.60 ,8.15 ,7.75 ,9.45 ,6.94 ,8.10 ,,,,110.93 ,4.20 ,,96.36 ,,,,,,,,,,,,,,,,,,,2218.00 ,2197.06 ,,1222.93 
2011-01-14,,,,,,,0.55 ,,,,,,,,8.10 ,,,,110.90 ,4.20 ,,96.18 ,,,,,,,,,,,,3.63 ,,7153.00 ,,,,,2207.84 ,2169.03 ,,1198.03 
2011-01-17,,,,,,,,5.78 ,4.62 ,7.60 ,8.15 ,7.75 ,9.45 ,6.94 ,8.10 ,111.89 ,96.70 ,92.84 ,111.87 ,4.20 ,,96.26 ,,,,,,,,,,,,,90300.00 ,,,,28600.00 ,98.31 ,2091.31 ,2119.00 ,,1144.36 
2011-01-18,,,,,,,0.56 ,,,,,,,,8.10 ,,,,112.63 ,4.20 ,,96.26 ,,,,,,,,,,,,,,,,,,,2084.54 ,2131.48 ,,1151.22 
2011-01-19,,,,,,,0.56 ,,,,,,,,8.10 ,,,,113.37 ,4.20 ,,96.41 ,,,,,,,,,,,,,,,,,,,2123.77 ,2167.78 ,,1172.63 
2011-01-20,,,,,,,0.56 ,5.78 ,4.62 ,7.60 ,8.15 ,7.75 ,9.45 ,6.94 ,8.10 ,,,,113.35 ,4.20 ,,96.50 ,,,,,,,,,,,,,,,,,,,2054.22 ,2119.84 ,,1134.30 
2011-01-21,,,,,,,0.56 ,,,,,,,,8.10 ,,,,113.31 ,4.20 ,,96.65 ,,,,,,,,,,,,,,7251.00 ,,,,,2079.32 ,2135.08 ,,1149.33 
2011-01-24,,,,,,,0.56 ,5.78 ,4.62 ,7.60 ,8.15 ,7.77 ,9.45 ,6.95 ,8.15 ,111.76 ,96.80 ,93.06 ,112.67 ,,,96.70 ,,,,,,,,,,,,,90300.00 ,,,,28600.00 ,98.70 ,2099.68 ,2085.86 ,,1135.03 
2011-01-25,,,,,,,0.56 ,,,,,,,,8.20 ,,,,113.00 ,,,96.70 ,,,,,,,,,,,,,,,,,,,2079.24 ,2060.91 ,,1128.90 
2011-01-26,,,,,,,0.56 ,,,,,,,,8.20 ,,,,111.75 ,,,96.72 ,,,,,,,,,,,,,,,,,,,2092.98 ,2083.12 ,,1145.41 
2011-01-27,,,,,,,0.56 ,5.80 ,4.65 ,7.60 ,8.15 ,7.75 ,9.45 ,6.95 ,,,,,111.90 ,,,96.75 ,,,,,,,,,,,,,,,,,,,2094.82 ,2098.31 ,,1157.27 
2011-01-28,,,,,,,0.56 ,,,,,,,,8.23 ,,,,,,,96.75 ,,,,,,,,,,,,,,7286.00 ,,,,,2118.55 ,2117.02 ,,1154.07 
2011-01-31,119.20 ,119.30 ,121.10 ,111.20 ,101.20 ,,0.56 ,5.80 ,4.65 ,7.60 ,8.15 ,7.75 ,9.45 ,6.95 ,,,,,,,,96.97 ,44.43 ,205.30 ,270237.98 ,18776.70 ,102887.02 ,71128.80 ,400988.65 ,2283.93 ,116493.76 ,23910.06 ,4924.90 ,,90300.00 ,,29513.00 ,,28600.00 ,,2138.32 ,2137.95 ,4562.70 ,1169.85 
2011-02-01,,,,,,,0.56 ,,,,,,,,,,,,,,,97.04 ,,,,,,,,,,,,,,,,,,,2166.29 ,2148.48 ,,1169.75 
2011-02-02,,,,,,,0.56 ,,,,,,,,,,,,,,,96.99 ,,,,,,,,,,,,,,,,,,,,,,
2011-02-03,,,,,,,0.56 ,,,,,,,,,,,,,,,96.99 ,,,,,,,,,,,,,,,,,,,,,,
2011-02-04,,,,,,,0.56 ,,,,,,,,,,,,,,,97.24 ,,,,,,,,,,,,,,,,,,,,,,
2011-02-07,,,,,,,0.56 ,,,,,,,,,,,,,,,97.41 ,,,,,,,,,,,,,,,,,,,,,,
2011-02-08,,,,,,,0.56 ,,,,,,,,,,,,,,,97.41 ,,,,,,,,,,,,,,,,,,,,,,
2011-02-09,,,,,,,0.56 ,,,,,,,,,,,,,,,97.66 ,,,,,,,,,,,,,90300.00 ,,,,28600.00 ,,2186.22 ,2140.00 ,,1167.64 
2011-02-10,,,,,,,0.56 ,,,,,,,,8.30 ,,,,,,,97.66 ,,,,,,,,,,,,,,,,,,,2247.12 ,2195.09 ,,1196.53 
2011-02-11,,,,,,,0.56 ,,,,,,,,,,,,,4.20 ,,97.76 ,,,,,,,,,,,,,,7467.00 ,,,,,2256.43 ,2199.75 ,,1216.08 
2011-02-12,,,,,,,,,,,,,,,8.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-14,,,,,,,0.56 ,5.85 ,4.70 ,7.62 ,8.15 ,7.80 ,9.50 ,6.97 ,8.40 ,,,,,4.20 ,,97.68 ,,,,,,,,,,,,,90300.00 ,,,,28800.00 ,,2274.67 ,2223.42 ,,1234.25 
2011-02-15,,,,,,,0.56 ,,,,,,,,8.50 ,,,,,4.20 ,1.00 ,97.80 ,,,,,,,,,,,,,,,,,,,2300.78 ,2225.88 ,,1229.07 
2011-02-16,,,,,,,0.56 ,,,,,,,,8.60 ,,,,,4.20 ,,98.05 ,,,,,,,,,,,,,,,,,,,2328.89 ,2262.09 ,,1243.15 
2011-02-17,,,,,,,0.56 ,6.05 ,4.85 ,7.70 ,8.18 ,7.90 ,9.55 ,7.05 ,8.65 ,,,,,4.20 ,,98.27 ,,,,,,,,,,,,,,,,,,,2347.17 ,2287.38 ,,1259.35 
