"公司名称","报告期","净利润现金保证比率"
"广西柳工机械股份有限公司",2016-03-31,-22.8687944374347
"广西柳工机械股份有限公司",2016-06-30,-30.6302994197645
"广西柳工机械股份有限公司",2016-09-30,254.241170103299
"广西柳工机械股份有限公司",2016-12-31,28.9719840625385
"广西柳工机械股份有限公司",2017-03-31,10.9279414066217
"广西柳工集团有限公司",2016-03-31,-5.61202283336173
"广西柳工集团有限公司",2016-06-30,-5.87048026847368
"广西柳工集团有限公司",2016-09-30,-11.3177734231435
"广西柳工集团有限公司",2016-12-31,-12.7697449335867
"广西柳工集团有限公司",2017-03-31,-54.2727231293286
