"公司名称","报告期","总资产的其他应收款占比"
"广西柳工机械股份有限公司",2016-03-31,0.0159740627262644
"广西柳工机械股份有限公司",2016-06-30,0.0334699820710765
"广西柳工机械股份有限公司",2016-09-30,0.0242959029345037
"广西柳工机械股份有限公司",2016-12-31,0.0136663976654472
"广西柳工机械股份有限公司",2017-03-31,0.0145797687191645
"广西柳工集团有限公司",2016-03-31,0.0295218939716824
"广西柳工集团有限公司",2016-06-30,0.0394468919716461
"广西柳工集团有限公司",2016-09-30,0.0373938509509367
"广西柳工集团有限公司",2016-12-31,0.0319133563073208
"广西柳工集团有限公司",2017-03-31,0.0343929264034751
