"公司名称","报告期","控制性投资扩张系数-K6"
"广西柳工机械股份有限公司",2016-03-31,0.640105237837875
"广西柳工机械股份有限公司",2016-06-30,0.682902761927676
"广西柳工机械股份有限公司",2016-09-30,0.656631087592831
"广西柳工机械股份有限公司",2016-12-31,0.63199476972344
"广西柳工机械股份有限公司",2017-03-31,0.733938997428645
"广西柳工集团有限公司",2016-03-31,13.5858272177631
"广西柳工集团有限公司",2016-06-30,15.7543651894321
"广西柳工集团有限公司",2016-09-30,18.9237396733171
"广西柳工集团有限公司",2016-12-31,17.5874876800961
"广西柳工集团有限公司",2017-03-31,18.9163642008965
