"公司名称","报告期","营运资本长期负债率"
"广西柳工机械股份有限公司",2016-03-31,0.550875747460887
"广西柳工机械股份有限公司",2016-06-30,0.620215647508364
"广西柳工机械股份有限公司",2016-09-30,0.633447572595174
"广西柳工机械股份有限公司",2016-12-31,0.632255617120287
"广西柳工机械股份有限公司",2017-03-31,0.605994576574182
"广西柳工集团有限公司",2016-03-31,1.07585025221325
"广西柳工集团有限公司",2016-06-30,1.17987282383833
"广西柳工集团有限公司",2016-09-30,1.14422953076501
"广西柳工集团有限公司",2016-12-31,1.20684936852841
"广西柳工集团有限公司",2017-03-31,1.1464312610734
