"公司名称","报告期","利润总额占比"
"广西柳工机械股份有限公司",2016-03-31,-0.272808272621896
"广西柳工机械股份有限公司",2016-06-30,-0.718396157502718
"广西柳工机械股份有限公司",2016-09-30,0.125350113482653
"广西柳工机械股份有限公司",2016-12-31,0.536074099218973
"广西柳工机械股份有限公司",2017-03-31,0.732197487538327
"广西柳工集团有限公司",2016-03-31,-0.34534142353072
"广西柳工集团有限公司",2016-06-30,-1.556261508935
"广西柳工集团有限公司",2016-09-30,0.0407719232985994
"广西柳工集团有限公司",2016-12-31,0.0159458606549652
"广西柳工集团有限公司",2017-03-31,0.280817666959447
