"公司名称","报告期","归属母公司股东的净利润占比"
"广西柳工机械股份有限公司",2016-03-31,0.986833512045378
"广西柳工机械股份有限公司",2016-06-30,0.981810683700925
"广西柳工机械股份有限公司",2016-09-30,1.29671358753002
"广西柳工机械股份有限公司",2016-12-31,1.0355376682618
"广西柳工机械股份有限公司",2017-03-31,1.01448996277345
"广西柳工集团有限公司",2016-03-31,0.460170541854118
"广西柳工集团有限公司",2016-06-30,0.71127102717313
"广西柳工集团有限公司",2016-09-30,0.948800633053755
"广西柳工集团有限公司",2016-12-31,1.24507428072483
"广西柳工集团有限公司",2017-03-31,4.05969474421419
