"公司名称","报告期","总资产净利润率"
"广西柳工机械股份有限公司",2016-03-31,-0.00179474544062614
"广西柳工机械股份有限公司",2016-06-30,-0.00245235235022991
"广西柳工机械股份有限公司",2016-09-30,0.000193101490943399
"广西柳工机械股份有限公司",2016-12-31,0.00232225216877242
"广西柳工机械股份有限公司",2017-03-31,0.00684045084925053
"广西柳工集团有限公司",2016-03-31,-0.00525101073220698
"广西柳工集团有限公司",2016-06-30,-0.0109361568726487
"广西柳工集团有限公司",2016-09-30,-0.00332366468934502
"广西柳工集团有限公司",2016-12-31,-0.00464197195272469
"广西柳工集团有限公司",2017-03-31,-0.00124046568577338
