"公司名称","报告期","总资产融资性负债率"
"广西柳工机械股份有限公司",2016-03-31,0.35880129332265
"广西柳工机械股份有限公司",2016-06-30,0.378628974774927
"广西柳工机械股份有限公司",2016-09-30,0.356703402162665
"广西柳工机械股份有限公司",2016-12-31,0.354721177874851
"广西柳工机械股份有限公司",2017-03-31,0.283490207708811
"广西柳工集团有限公司",2016-03-31,0.391338359419574
"广西柳工集团有限公司",2016-06-30,0.411264984432794
"广西柳工集团有限公司",2016-09-30,0.398187353314593
"广西柳工集团有限公司",2016-12-31,0.393662049828872
"广西柳工集团有限公司",2017-03-31,0.349274073233384
