"公司名称","报告期","股东权益报酬率"
"广西柳工机械股份有限公司",2016-03-31,-0.00415486325003874
"广西柳工机械股份有限公司",2016-06-30,-0.00564679034077629
"广西柳工机械股份有限公司",2016-09-30,0.000443326912214382
"广西柳工机械股份有限公司",2016-12-31,0.00535879127976266
"广西柳工机械股份有限公司",2017-03-31,0.0156996189231545
"广西柳工集团有限公司",2016-03-31,-0.0148104180735732
"广西柳工集团有限公司",2016-06-30,-0.0307077522577197
"广西柳工集团有限公司",2016-09-30,-0.0094901185793725
"广西柳工集团有限公司",2016-12-31,-0.0130358309446933
"广西柳工集团有限公司",2017-03-31,-0.00352160670877622
