"公司名称","报告期","长期资本非流动负债率"
"广西柳工机械股份有限公司",2016-03-31,0.214958673601576
"广西柳工机械股份有限公司",2016-06-30,0.228549189391216
"广西柳工机械股份有限公司",2016-09-30,0.229659741008671
"广西柳工机械股份有限公司",2016-12-31,0.228348814681447
"广西柳工机械股份有限公司",2017-03-31,0.238388830081804
"广西柳工集团有限公司",2016-03-31,0.32465562856068
"广西柳工集团有限公司",2016-06-30,0.331874445562156
"广西柳工集团有限公司",2016-09-30,0.327360702282324
"广西柳工集团有限公司",2016-12-31,0.278523214850345
"广西柳工集团有限公司",2017-03-31,0.288145786361877
