"公司名称","报告期","营业收入净利润率"
"广西柳工机械股份有限公司",2016-03-31,-0.00544147555430963
"广西柳工机械股份有限公司",2016-06-30,-0.00763109993241589
"广西柳工机械股份有限公司",2016-09-30,0.000592366544623673
"广西柳工机械股份有限公司",2016-12-31,0.00679042377901214
"广西柳工机械股份有限公司",2017-03-31,0.0192153348981468
"广西柳工集团有限公司",2016-03-31,-0.015869032335036
"广西柳工集团有限公司",2016-06-30,-0.031900514553402
"广西柳工集团有限公司",2016-09-30,-0.00943523951875344
"广西柳工集团有限公司",2016-12-31,-0.0127430554611848
"广西柳工集团有限公司",2017-03-31,-0.0032518360099807
