"公司名称","报告期","总资产的长期应收款占比"
"广西柳工机械股份有限公司",2016-03-31,0
"广西柳工机械股份有限公司",2016-06-30,0
"广西柳工机械股份有限公司",2016-09-30,0
"广西柳工机械股份有限公司",2016-12-31,0.145857820703239
"广西柳工机械股份有限公司",2017-03-31,0.144648567525839
"广西柳工集团有限公司",2016-03-31,0
"广西柳工集团有限公司",2016-06-30,0
"广西柳工集团有限公司",2016-09-30,0
"广西柳工集团有限公司",2016-12-31,0.105070765386858
"广西柳工集团有限公司",2017-03-31,0.101840624103219
