指标名称,鱼珠:成交均价:原木:国产柞木,中国石油:期末平均实现价格:润滑油,产量:挖掘机:当月值,市场价:无缝钢管:20# 219*6:全国,煤炭运价:秦皇岛港-上海/乍浦:1.5-2万吨,大秦线煤炭运量:当月值,煤炭调度:京唐港煤炭公司:铁路调入量,煤炭特殊运价:大秦线、丰沙大线、京原线、京秦线,价格:新加坡:瓦斯油/柴油,PMI:生产,PMI:主要原材料购进价格,用电量:山西:当月值,市场价:汽油(93#):全国,城镇登记失业率,GDP:不变价:工业:当季同比,产量:粗钢:当月值,产量:钢材:当月值,中国大宗商品价格指数:钢铁类,钢材价格指数:长材
2014-12-31,4410.00 ,9202.00 ,8909.00 ,3710.70 ,30.00 ,3850.80 ,8.70 ,,78.45 ,52.20 ,43.20 ,1704794.00 ,7036.90 ,4.09 ,6.60 ,6809.10 ,9822.00 ,86.08 ,
2015-01-01,,,,,,,9.20 ,,,,,,,,,,,,
2015-01-02,,,,,,,9.30 ,,,,,,,,,,,,
2015-01-03,,,,,,,10.30 ,,,,,,,,,,,,
2015-01-04,,,,,,,10.50 ,,,,,,,,,,,,
2015-01-05,,,,,,,8.40 ,,,,,,,,,,,,
2015-01-06,,,,,,,7.00 ,,,,,,,,,,,,
2015-01-07,,,,,30.00 ,,9.60 ,,,,,,,,,,,,
2015-01-08,,,,,30.00 ,,8.30 ,,,,,,,,,,,,
2015-01-09,,,,,30.00 ,,8.80 ,,,,,,,,,,,,81.38 
2015-01-10,,,,3703.60 ,,,8.40 ,,,,,,6702.90 ,,,,,,
2015-01-11,,,,,,,9.50 ,,,,,,,,,,,,
2015-01-12,,,,,,,7.20 ,,,,,,,,,,,,
2015-01-13,,,,,29.00 ,,8.10 ,,,,,,,,,,,,
2015-01-14,,,,,30.00 ,,9.30 ,,,,,,,,,,,,
2015-01-15,,,,,,,9.10 ,,,,,,,,,,,,
2015-01-16,,,,,,,8.60 ,,,,,,,,,,,,79.87 
2015-01-17,,,,,,,7.80 ,,,,,,,,,,,,
2015-01-18,,,,,,,8.60 ,,,,,,,,,,,,
2015-01-19,,,,,,,9.50 ,,,,,,,,,,,,
2015-01-20,,,,3678.80 ,,,8.30 ,,,,,,6218.40 ,,,,,,
2015-01-21,,,,,,,8.10 ,,,,,,,,,,,,
2015-01-22,,,,,30.00 ,,8.60 ,,,,,,,,,,,,
2015-01-23,,,,,30.00 ,,8.10 ,,,,,,,,,,,,78.06 
2015-01-24,,,,,,,8.90 ,,,,,,,,,,,,
2015-01-25,,,,,,,9.30 ,,,,,,,,,,,,
2015-01-26,,,,,,,8.90 ,,,,,,,,,,,,
2015-01-27,,,,,,,8.10 ,,,,,,,,,,,,
2015-01-28,,,,,,,8.80 ,,,,,,,,,,,,
2015-01-29,,,,,30.00 ,,9.00 ,,,,,,,,,,,,
2015-01-30,,,,,30.00 ,,8.10 ,,,,,,,,,,,,76.42 
2015-01-31,4420.00 ,,,3642.10 ,,3818.60 ,8.40 ,,63.65 ,51.70 ,41.90 ,1624523.00 ,5841.80 ,,,6858.36 ,8830.80 ,80.57 ,
2015-02-01,,,,,,,8.40 ,,,,,,,,,,,,
2015-02-02,,,,,,,10.20 ,,,,,,,,,,,,
2015-02-03,,,,,,,8.20 ,,,,,,,,,,,,
2015-02-04,,,,,30.00 ,,8.20 ,,,,,,,,,,,,
2015-02-05,,,,,,,8.80 ,,,,,,,,,,,,
2015-02-06,,,,,,,9.80 ,,,,,,,,,,,,75.17 
2015-02-07,,,,,,,7.40 ,,,,,,,,,,,,
2015-02-08,,,,,,,8.70 ,,,,,,,,,,,,
2015-02-09,,,,,30.00 ,,10.10 ,,,,,,,,,,,,
2015-02-10,,,,3608.00 ,,,8.20 ,,,,,,6210.00 ,,,,,,
2015-02-11,,,,,,,9.30 ,,,,,,,,,,,,
2015-02-12,,,,,26.00 ,,8.80 ,,,,,,,,,,,,
2015-02-13,,,,,27.00 ,,9.60 ,,,,,,,,,,,,74.28 
2015-02-14,,,,,,,9.60 ,,,,,,,,,,,,
2015-02-15,,,,,,,9.60 ,,,,,,,,,,,,
2015-02-16,,,,,,,9.70 ,,,,,,,,,,,,
2015-02-17,,,,,,,9.30 ,,,,,,,,,,,,
2015-02-18,,,,,,,8.10 ,,,,,,,,,,,,
2015-02-19,,,,,,,8.70 ,,,,,,,,,,,,
2015-02-20,,,,,,,9.70 ,,,,,,,,,,,,
2015-02-21,,,,,,,9.40 ,,,,,,,,,,,,
2015-02-22,,,,,,,9.00 ,,,,,,,,,,,,
2015-02-23,,,,,,,8.80 ,,,,,,,,,,,,
2015-02-24,,,,,,,10.70 ,,,,,,,,,,,,
2015-02-25,,,,,,,9.70 ,,,,,,,,,,,,
2015-02-26,,,,,30.00 ,,9.40 ,,,,,,,,,,,,
2015-02-27,,,,,,,9.20 ,,,,,,,,,,,,
2015-02-28,,,,3605.20 ,,3199.70 ,9.50 ,,72.08 ,51.40 ,43.90 ,1261804.00 ,7079.00 ,,,6172.00 ,7976.20 ,75.66 ,74.34 
2015-03-01,,,,,,,9.20 ,,,,,,,,,,,,
2015-03-02,,,,,30.00 ,,8.70 ,,,,,,,,,,,,
2015-03-03,,,,,,,9.70 ,,,,,,,,,,,,
2015-03-04,,,,,,,8.60 ,,,,,,,,,,,,
2015-03-05,,,,,,,11.10 ,,,,,,,,,,,,
2015-03-06,,,,,28.00 ,,9.20 ,,,,,,,,,,,,73.79 
2015-03-07,,,,,,,7.60 ,,,,,,,,,,,,
2015-03-08,,,,,,,9.10 ,,,,,,,,,,,,
2015-03-09,,,,,,,8.20 ,,,,,,,,,,,,
2015-03-10,,,,3593.70 ,,,9.30 ,,,,,,7588.70 ,,,,,,
2015-03-11,,,,,,,9.40 ,,,,,,,,,,,,
2015-03-12,,,,,27.00 ,,9.40 ,,,,,,,,,,,,
2015-03-13,,,,,26.00 ,,9.60 ,,,,,,,,,,,,73.07 
2015-03-14,,,,,,,9.10 ,,,,,,,,,,,,
2015-03-15,,,,,,,10.10 ,,,,,,,,,,,,
2015-03-16,,,,,,,8.70 ,,,,,,,,,,,,
2015-03-17,,,,,26.00 ,,9.20 ,,,,,,,,,,,,
2015-03-18,,,,,,,9.20 ,,,,,,,,,,,,
2015-03-19,,,,,,,9.60 ,,,,,,,,,,,,
2015-03-20,,,,3570.60 ,26.00 ,,9.30 ,,,,,,7345.50 ,,,,,,73.80 
2015-03-21,,,,,,,10.20 ,,,,,,,,,,,,
2015-03-22,,,,,,,9.10 ,,,,,,,,,,,,
2015-03-23,,,,,,,9.10 ,,,,,,,,,,,,
2015-03-24,,,,,26.00 ,,8.80 ,,,,,,,,,,,,
2015-03-25,,,,,,,8.90 ,,,,,,,,,,,,
2015-03-26,,,,,26.00 ,,8.20 ,,,,,,,,,,,,
2015-03-27,,,,,,,8.00 ,,,,,,,,,,,,76.03 
2015-03-28,,,,,,,5.40 ,,,,,,,,,,,,
2015-03-29,,,,,,,7.70 ,,,,,,,,,,,,
2015-03-30,,,,,26.00 ,,8.00 ,,,,,,,,,,,,
2015-03-31,4420.00 ,,11426.00 ,3557.30 ,,3580.90 ,5.60 ,,72.20 ,52.10 ,45.00 ,1409386.00 ,7152.10 ,4.05 ,6.10 ,6948.30 ,9756.00 ,75.11 ,
2015-04-01,,,,,26.00 ,,7.10 ,,,,,,,,,,,,
2015-04-02,,,,,,,7.60 ,,,,,,,,,,,,
2015-04-03,,,,,,,4.80 ,,,,,,,,,,,,75.66 
2015-04-04,,,,,,,6.50 ,,,,,,,,,,,,
2015-04-05,,,,,,,6.80 ,,,,,,,,,,,,
2015-04-06,,,,,,,6.00 ,,,,,,,,,,,,
2015-04-07,,,,,26.00 ,,5.00 ,,,,,,,,,,,,
2015-04-08,,,,,27.00 ,,5.30 ,,,,,,,,,,,,
2015-04-09,,,,,,,6.00 ,,,,,,,,,,,,
2015-04-10,,,,3529.50 ,,,5.70 ,,,,,,7085.10 ,,,,,,74.64 
2015-04-11,,,,,,,6.90 ,,,,,,,,,,,,
2015-04-12,,,,,,,6.40 ,,,,,,,,,,,,
2015-04-13,,,,,26.00 ,,7.20 ,,,,,,,,,,,,
2015-04-14,,,,,29.00 ,,7.50 ,,,,,,,,,,,,
2015-04-15,,,,,,,6.30 ,,,,,,,,,,,,
2015-04-16,,,,,,,6.30 ,,,,,,,,,,,,
2015-04-17,,,,,26.00 ,,6.20 ,,,,,,,,,,,,73.99 
2015-04-18,,,,,,,8.00 ,,,,,,,,,,,,
2015-04-19,,,,,,,6.70 ,,,,,,,,,,,,
2015-04-20,,,,3497.50 ,31.00 ,,6.30 ,,,,,,7185.60 ,,,,,,
2015-04-21,,,,,,,7.60 ,,,,,,,,,,,,
2015-04-22,,,,,,,7.10 ,,,,,,,,,,,,
2015-04-23,,,,,26.00 ,,6.80 ,,,,,,,,,,,,
2015-04-24,,,,,,,6.50 ,,,,,,,,,,,,73.48 
2015-04-25,,,,,,,7.70 ,,,,,,,,,,,,
2015-04-26,,,,,,,7.20 ,,,,,,,,,,,,
2015-04-27,,,,,31.00 ,,6.00 ,,,,,,,,,,,,
2015-04-28,,,,,,,6.30 ,,,,,,,,,,,,
2015-04-29,,,,,,,13.40 ,,,,,,,,,,,,
2015-04-30,4425.00 ,,10793.00 ,3485.20 ,26.00 ,3064.10 ,20.10 ,,73.72 ,52.60 ,47.80 ,1380074.00 ,7500.00 ,,,6891.00 ,9641.00 ,74.09 ,73.88 
2015-05-01,,,,,,,21.80 ,,,,,,,,,,,,
2015-05-02,,,,,,,16.80 ,,,,,,,,,,,,
2015-05-03,,,,,,,15.10 ,,,,,,,,,,,,
2015-05-04,,,,,31.00 ,,17.60 ,,,,,,,,,,,,
2015-05-05,,,,,,,15.10 ,,,,,,,,,,,,
2015-05-06,,,,,,,9.20 ,,,,,,,,,,,,
2015-05-07,,,,,,,7.70 ,,,,,,,,,,,,
2015-05-08,,,,,,,7.00 ,,,,,,,,,,,,73.43 
2015-05-09,,,,,,,8.80 ,,,,,,,,,,,,
2015-05-10,,,,3482.90 ,,,7.70 ,,,,,,7703.10 ,,,,,,
2015-05-11,,,,,,,7.40 ,,,,,,,,,,,,
2015-05-12,,,,,,,7.40 ,,,,,,,,,,,,
2015-05-13,,,,,,,7.80 ,,,,,,,,,,,,
2015-05-14,,,,,33.00 ,,7.30 ,,,,,,,,,,,,
2015-05-15,,,,,,,3.90 ,,,,,,,,,,,,72.51 
2015-05-16,,,,,,,5.60 ,,,,,,,,,,,,
2015-05-17,,,,,,,3.90 ,,,,,,,,,,,,
2015-05-18,,,,,,,3.30 ,,,,,,,,,,,,
2015-05-19,,,,,27.00 ,,6.70 ,,,,,,,,,,,,
2015-05-20,,,,3480.20 ,33.00 ,,6.90 ,,,,,,7878.80 ,,,,,,
2015-05-21,,,,,,,6.70 ,,,,,,,,,,,,
2015-05-22,,,,,,,5.50 ,,,,,,,,,,,,71.26 
2015-05-23,,,,,,,6.00 ,,,,,,,,,,,,
2015-05-24,,,,,,,5.10 ,,,,,,,,,,,,
2015-05-25,,,,,,,7.10 ,,,,,,,,,,,,
2015-05-26,,,,,28.00 ,,6.20 ,,,,,,,,,,,,
2015-05-27,,,,,,,7.00 ,,,,,,,,,,,,
2015-05-28,,,,,32.00 ,,7.20 ,,,,,,,,,,,,
2015-05-29,,,,,,,5.80 ,,,,,,,,,,,,70.58 
2015-05-30,,,,,,,8.50 ,,,,,,,,,,,,
2015-05-31,4430.00 ,,9243.00 ,3465.50 ,,3542.70 ,7.40 ,,79.83 ,52.90 ,49.40 ,1434200.00 ,7832.40 ,,,6995.30 ,9848.00 ,72.38 ,
2015-06-01,,,,,,,8.40 ,,,,,,,,,,,,
2015-06-02,,,,,33.00 ,,8.80 ,,,,,,,,,,,,
2015-06-03,,,,,28.00 ,,8.00 ,,,,,,,,,,,,
2015-06-04,,,,,29.00 ,,10.30 ,,,,,,,,,,,,
2015-06-05,,,,,,,8.00 ,,,,,,,,,,,,69.55 
2015-06-06,,,,,,,6.90 ,,,,,,,,,,,,
2015-06-07,,,,,,,7.90 ,,,,,,,,,,,,
2015-06-08,,,,,,,8.50 ,,,,,,,,,,,,
2015-06-09,,,,,33.00 ,,9.00 ,,,,,,,,,,,,
2015-06-10,,,,3418.60 ,27.00 ,,6.90 ,,,,,,7695.10 ,,,,,,
2015-06-11,,,,,,,7.20 ,,,,,,,,,,,,
2015-06-12,,,,,,,6.20 ,,,,,,,,,,,,68.63 
2015-06-13,,,,,,,6.70 ,,,,,,,,,,,,
2015-06-14,,,,,,,5.40 ,,,,,,,,,,,,
2015-06-15,,,,,,,5.20 ,,,,,,,,,,,,
2015-06-16,,,,,31.00 ,,5.60 ,,,,,,,,,,,,
2015-06-17,,,,,26.00 ,,5.90 ,,,,,,,,,,,,
2015-06-18,,,,,,,4.40 ,,,,,,,,,,,,
2015-06-19,,,,,,,6.10 ,,,,,,,,,,,,67.71 
2015-06-20,,,,3367.30 ,,,2.00 ,,,,,,7498.10 ,,,,,,
2015-06-21,,,,,,,4.70 ,,,,,,,,,,,,
2015-06-22,,,,,,,6.10 ,,,,,,,,,,,,
2015-06-23,,,,,,,4.30 ,,,,,,,,,,,,
2015-06-24,,,,,,,6.80 ,,,,,,,,,,,,
2015-06-25,,,,,31.00 ,,6.50 ,,,,,,,,,,,,
2015-06-26,,,,,,,4.90 ,,,,,,,,,,,,66.50 
2015-06-27,,,,,,,7.30 ,,,,,,,,,,,,
2015-06-28,,,,,,,6.50 ,,,,,,,,,,,,
2015-06-29,,,,,,,8.40 ,,,,,,,,,,,,
2015-06-30,4450.00 ,8182.00 ,6698.00 ,3312.20 ,,3376.80 ,7.80 ,,76.65 ,52.90 ,47.30 ,1430389.00 ,7347.40 ,4.04 ,6.20 ,6894.60 ,9843.00 ,68.47 ,
2015-07-01,,,,,,,8.30 ,,,,,,,,,,,,
2015-07-02,,,,,23.00 ,,6.90 ,,,,,,,,,,,,
2015-07-03,,,,,,,7.40 ,,,,,,,,,,,,64.79 
2015-07-04,,,,,,,8.20 ,,,,,,,,,,,,
2015-07-05,,,,,,,7.90 ,,,,,,,,,,,,
2015-07-06,,,,,,,6.70 ,,,,,,,,,,,,
2015-07-07,,,,,,,8.40 ,,,,,,,,,,,,
2015-07-08,,,,,,,8.30 ,,,,,,,,,,,,
2015-07-09,,,,,31.00 ,,8.10 ,,,,,,,,,,,,
2015-07-10,,,,3209.40 ,28.00 ,,7.80 ,,,,,,7127.30 ,,,,,,62.90 
2015-07-11,,,,,,,7.50 ,,,,,,,,,,,,
2015-07-12,,,,,,,7.30 ,,,,,,,,,,,,
2015-07-13,,,,,,,7.10 ,,,,,,,,,,,,
2015-07-14,,,,,,,9.10 ,,,,,,,,,,,,
2015-07-15,,,,,,,6.80 ,,,,,,,,,,,,
2015-07-16,,,,,29.00 ,,7.30 ,,,,,,,,,,,,
2015-07-17,,,,,30.00 ,,5.20 ,,,,,,,,,,,,62.79 
2015-07-18,,,,,,,5.70 ,,,,,,,,,,,,
2015-07-19,,,,,,,4.50 ,,,,,,,,,,,,
2015-07-20,,,,3117.30 ,,,4.40 ,,,,,,6817.00 ,,,,,,
2015-07-21,,,,,,,7.10 ,,,,,,,,,,,,
2015-07-22,,,,,,,5.30 ,,,,,,,,,,,,
2015-07-23,,,,,30.00 ,,5.60 ,,,,,,,,,,,,
2015-07-24,,,,,,,6.00 ,,,,,,,,,,,,63.29 
2015-07-25,,,,,,,8.90 ,,,,,,,,,,,,
2015-07-26,,,,,,,7.00 ,,,,,,,,,,,,
2015-07-27,,,,,,,5.80 ,,,,,,,,,,,,
2015-07-28,,,,,,,7.20 ,,,,,,,,,,,,
2015-07-29,,,,,,,8.90 ,,,,,,,,,,,,
2015-07-30,,,,,30.00 ,,8.70 ,,,,,,,,,,,,63.46 
2015-07-31,4435.00 ,,6308.00 ,3087.00 ,,3437.30 ,7.00 ,,67.66 ,52.40 ,44.70 ,1496905.00 ,6626.30 ,,,6583.60 ,9230.00 ,63.36 ,
2015-08-01,,,,,,,7.90 ,0.10 ,,,,,,,,,,,
2015-08-02,,,,,,,7.60 ,,,,,,,,,,,,
2015-08-03,,,,,,,5.20 ,,,,,,,,,,,,
2015-08-04,,,,,,,8.20 ,,,,,,,,,,,,
2015-08-05,,,,,,,7.90 ,,,,,,,,,,,,
2015-08-06,,,,,,,7.30 ,,,,,,,,,,,,
2015-08-07,,,,,29.00 ,,6.60 ,,,,,,,,,,,,66.14 
2015-08-08,,,,,,,9.10 ,,,,,,,,,,,,
2015-08-09,,,,,,,6.90 ,,,,,,,,,,,,
2015-08-10,,,,3072.10 ,,,7.90 ,,,,,,6431.20 ,,,,,,
2015-08-11,,,,,,,7.90 ,,,,,,,,,,,,
2015-08-12,,,,,31.00 ,,7.80 ,,,,,,,,,,,,
2015-08-13,,,,,,,7.60 ,,,,,,,,,,,,
2015-08-14,,,,,30.00 ,,6.20 ,,,,,,,,,,,,66.65 
2015-08-15,,,,,,,7.50 ,,,,,,,,,,,,
2015-08-16,,,,,,,5.60 ,,,,,,,,,,,,
2015-08-17,,,,,,,4.80 ,,,,,,,,,,,,
2015-08-18,,,,,,,7.90 ,,,,,,,,,,,,
2015-08-19,,,,,31.00 ,,8.50 ,,,,,,,,,,,,
2015-08-20,,,,3062.60 ,,,7.30 ,,,,,,6322.60 ,,,,,,
2015-08-21,,,,,29.00 ,,7.50 ,,,,,,,,,,,,67.06 
2015-08-22,,,,,,,7.70 ,,,,,,,,,,,,
2015-08-23,,,,,,,6.30 ,,,,,,,,,,,,
2015-08-24,,,,,,,4.60 ,,,,,,,,,,,,
2015-08-25,,,,,,,5.20 ,,,,,,,,,,,,
2015-08-26,,,,,32.00 ,,5.90 ,,,,,,,,,,,,
2015-08-27,,,,,,,5.60 ,,,,,,,,,,,,
2015-08-28,,,,,28.00 ,,5.40 ,,,,,,,,,,,,65.35 
2015-08-29,,,,,,,7.40 ,,,,,,,,,,,,
2015-08-30,,,,,,,8.20 ,,,,,,,,,,,,
2015-08-31,4430.00 ,,5584.00 ,3049.80 ,,3362.90 ,7.00 ,,60.04 ,51.70 ,44.90 ,1473763.00 ,6291.30 ,,,6694.40 ,9449.00 ,65.22 ,
2015-09-01,,,,,,,6.70 ,,,,,,,,,,,,
2015-09-02,,,,,30.00 ,,5.60 ,,,,,,,,,,,,
2015-09-03,,,,,,,7.00 ,,,,,,,,,,,,64.47 
2015-09-04,,,,,,,7.50 ,,,,,,,,,,,,
2015-09-05,,,,,,,7.80 ,,,,,,,,,,,,
2015-09-06,,,,,,,7.70 ,,,,,,,,,,,,
2015-09-07,,,,,28.00 ,,7.50 ,,,,,,,,,,,,
2015-09-08,,,,,,,6.50 ,,,,,,,,,,,,
2015-09-09,,,,,,,5.10 ,,,,,,,,,,,,
2015-09-10,,,,3028.50 ,,,6.20 ,,,,,,6471.90 ,,,,,,
2015-09-11,,,,,28.00 ,,7.90 ,,,,,,,,,,,,63.90 
2015-09-12,,,,,,,7.70 ,,,,,,,,,,,,
2015-09-13,,,,,,,4.30 ,,,,,,,,,,,,
2015-09-14,,,,,27.00 ,,5.20 ,,,,,,,,,,,,
2015-09-15,,,,,,,4.80 ,,,,,,,,,,,,
2015-09-16,,,,,,,7.00 ,,,,,,,,,,,,
2015-09-17,,,,,28.00 ,,7.50 ,,,,,,,,,,,,
2015-09-18,,,,,,,7.50 ,,,,,,,,,,,,63.21 
2015-09-19,,,,,,,6.30 ,,,,,,,,,,,,
2015-09-20,,,,2960.20 ,,,6.50 ,,,,,,6662.40 ,,,,,,
2015-09-21,,,,,27.00 ,,7.80 ,,,,,,,,,,,,
2015-09-22,,,,,,,5.80 ,,,,,,,,,,,,
2015-09-23,,,,,,,6.30 ,,,,,,,,,,,,
2015-09-24,,,,,27.00 ,,6.40 ,,,,,,,,,,,,
2015-09-25,,,,,27.00 ,,7.20 ,,,,,,,,,,,,62.63 
2015-09-26,,,,,,,7.60 ,,,,,,,,,,,,
2015-09-27,,,,,,,5.80 ,,,,,,,,,,,,
2015-09-28,,,,,25.00 ,,5.00 ,,,,,,,,,,,,
2015-09-29,,,,,,,6.30 ,,,,,,,,,,,,
2015-09-30,4500.00 ,,6557.00 ,2936.10 ,,3120.60 ,6.70 ,,60.94 ,52.30 ,45.80 ,1376725.00 ,6703.90 ,4.05 ,5.90 ,6611.80 ,9469.00 ,62.44 ,62.17 
2015-10-01,,,,,,,7.50 ,,,,,,,,,,,,
2015-10-02,,,,,,,8.00 ,,,,,,,,,,,,
2015-10-03,,,,,,,7.70 ,,,,,,,,,,,,
2015-10-04,,,,,,,7.50 ,,,,,,,,,,,,
2015-10-05,,,,,,,8.00 ,,,,,,,,,,,,
2015-10-06,,,,,,,7.90 ,,,,,,,,,,,,
2015-10-07,,,,,,,7.80 ,,,,,,,,,,,,
2015-10-08,,,,,,,7.20 ,,,,,,,,,,,,
2015-10-09,,,,,25.00 ,,7.80 ,,,,,,,,,,,,
2015-10-10,,,,2889.00 ,17.00 ,,6.50 ,,,,,,6702.50 ,,,,,,
2015-10-11,,,,,,,7.50 ,,,,,,,,,,,,
2015-10-12,,,,,24.00 ,,6.80 ,,,,,,,,,,,,
2015-10-13,,,,,,,6.50 ,,,,,,,,,,,,
2015-10-14,,,,,,,6.00 ,,,,,,,,,,,,
2015-10-15,,,,,,,6.90 ,,,,,,,,,,,,
2015-10-16,,,,,25.00 ,,5.90 ,,,,,,,,,,,,61.97 
2015-10-17,,,,,,,6.80 ,,,,,,,,,,,,
2015-10-18,,,,,,,7.90 ,,,,,,,,,,,,
2015-10-19,,,,,23.00 ,,7.00 ,,,,,,,,,,,,
2015-10-20,,,,2865.50 ,,,6.30 ,,,,,,6688.90 ,,,,,,
2015-10-21,,,,,,,3.50 ,,,,,,,,,,,,
2015-10-22,,,,,,,4.10 ,,,,,,,,,,,,
2015-10-23,,,,,,,4.40 ,,,,,,,,,,,,61.34 
2015-10-24,,,,,,,5.00 ,,,,,,,,,,,,
2015-10-25,,,,,,,5.20 ,,,,,,,,,,,,
2015-10-26,,,,,24.00 ,,4.50 ,,,,,,,,,,,,
2015-10-27,,,,,,,6.70 ,,,,,,,,,,,,
2015-10-28,,,,,,,5.20 ,,,,,,,,,,,,
2015-10-29,,,,,25.00 ,,5.20 ,,,,,,,,,,,,
2015-10-30,,,,,25.00 ,,6.30 ,,,,,,,,,,,,61.21 
2015-10-31,4200.00 ,,5708.00 ,2830.90 ,,2979.20 ,8.10 ,,60.65 ,52.20 ,44.40 ,1408773.00 ,6619.20 ,,,6612.54 ,9426.91 ,60.67 ,
2015-11-01,,,,,,,6.60 ,,,,,,,,,,,,
2015-11-02,,,,,,,6.30 ,,,,,,,,,,,,
2015-11-03,,,,,,,6.70 ,,,,,,,,,,,,
2015-11-04,,,,,,,8.10 ,,,,,,,,,,,,
2015-11-05,,,,,27.00 ,,5.60 ,,,,,,,,,,,,
2015-11-06,,,,,23.00 ,,5.20 ,,,,,,,,,,,,61.37 
2015-11-07,,,,,,,6.00 ,,,,,,,,,,,,
2015-11-08,,,,,,,5.90 ,,,,,,,,,,,,
2015-11-09,,,,,,,6.00 ,,,,,,,,,,,,
2015-11-10,,,,2788.60 ,,,6.00 ,,,,,,6543.10 ,,,,,,
2015-11-11,,,,,,,5.50 ,,,,,,,,,,,,
2015-11-12,,,,,27.00 ,,6.00 ,,,,,,,,,,,,
2015-11-13,,,,,24.00 ,,6.30 ,,,,,,,,,,,,60.54 
2015-11-14,,,,,,,4.80 ,,,,,,,,,,,,
2015-11-15,,,,,,,5.20 ,,,,,,,,,,,,
2015-11-16,,,,,,,5.30 ,,,,,,,,,,,,
2015-11-17,,,,,,,7.00 ,,,,,,,,,,,,
2015-11-18,,,,,,,5.70 ,,,,,,,,,,,,
2015-11-19,,,,,29.00 ,,4.20 ,,,,,,,,,,,,
2015-11-20,,,,2746.50 ,,,4.80 ,,,,,,6428.60 ,,,,,,59.41 
2015-11-21,,,,,,,6.60 ,,,,,,,,,,,,
2015-11-22,,,,,,,5.60 ,,,,,,,,,,,,
2015-11-23,,,,,25.00 ,,6.30 ,,,,,,,,,,,,
2015-11-24,,,,,,,7.00 ,,,,,,,,,,,,
2015-11-25,,,,,,,6.30 ,,,,,,,,,,,,
2015-11-26,,,,,21.00 ,,5.60 ,,,,,,,,,,,,
2015-11-27,,,,,26.00 ,,4.40 ,,,,,,,,,,,,57.77 
2015-11-28,,,,,,,5.90 ,,,,,,,,,,,,
2015-11-29,,,,,,,5.60 ,,,,,,,,,,,,
2015-11-30,4190.00 ,,6675.00 ,2714.10 ,26.00 ,2924.00 ,7.40 ,,58.74 ,51.90 ,41.10 ,1505230.00 ,6304.30 ,,,6331.50 ,9396.10 ,58.01 ,
2015-12-01,,,,,,,8.50 ,,,,,,,,,,,,
2015-12-02,,,,,,,6.70 ,,,,,,,,,,,,
2015-12-03,,,,,,,5.20 ,,,,,,,,,,,,
2015-12-04,,,,,31.00 ,,5.20 ,,,,,,,,,,,,56.73 
2015-12-05,,,,,,,4.40 ,,,,,,,,,,,,
2015-12-06,,,,,,,6.30 ,,,,,,,,,,,,
2015-12-07,,,,,27.00 ,,6.30 ,,,,,,,,,,,,
2015-12-08,,,,,,,4.40 ,,,,,,,,,,,,
2015-12-09,,,,,,,7.40 ,,,,,,,,,,,,
2015-12-10,,,,2682.90 ,,,7.00 ,,,,,,6201.50 ,,,,,,
2015-12-11,,,,,34.00 ,,5.20 ,,,,,,,,,,,,55.86 
2015-12-12,,,,,,,5.60 ,,,,,,,,,,,,
2015-12-13,,,,,,,5.90 ,,,,,,,,,,,,
2015-12-14,,,,,27.00 ,,6.30 ,,,,,,,,,,,,
2015-12-15,,,,,,,4.40 ,,,,,,,,,,,,
2015-12-16,,,,,,,5.60 ,,,,,,,,,,,,
2015-12-17,,,,,36.00 ,,6.00 ,,,,,,,,,,,,
2015-12-18,,,,,,,7.40 ,,,,,,,,,,,,55.13 
2015-12-19,,,,,,,6.30 ,,,,,,,,,,,,
2015-12-20,,,,2644.20 ,,,7.40 ,,,,,,6140.30 ,,,,,,
2015-12-21,,,,,26.00 ,,6.60 ,,,,,,,,,,,,
2015-12-22,,,,,,,7.00 ,,,,,,,,,,,,
2015-12-23,,,,,,,6.30 ,,,,,,,,,,,,
2015-12-24,,,,,36.00 ,,6.70 ,,,,,,,,,,,,
2015-12-25,,,,,,,6.70 ,,,,,,,,,,,,56.58 
2015-12-26,,,,,,,7.40 ,,,,,,,,,,,,
2015-12-27,,,,,,,6.00 ,,,,,,,,,,,,
2015-12-28,,,,,25.00 ,,7.40 ,,,,,,,,,,,,
2015-12-29,,,,,,,6.30 ,,,,,,,,,,,,
2015-12-30,,,,,,,4.80 ,,,,,,,,,,,,
2015-12-31,4125.00 ,8234.00 ,7271.00 ,2610.70 ,,3292.00 ,4.50 ,,48.00 ,52.20 ,42.40 ,1570305.00 ,6115.20 ,4.05 ,6.00 ,6437.20 ,9528.10 ,56.03 ,56.92 
2016-01-01,,,,,,,6.30 ,,,,,,,,,,,,
2016-01-02,,,,,,,6.00 ,,,,,,,,,,,,
2016-01-03,,,,,,,6.30 ,,,,,,,,,,,,
2016-01-04,,,,,25.00 ,,7.40 ,,,,,,,,,,,,
2016-01-05,,,,,,,5.60 ,,,,,,,,,,,,
2016-01-06,,,,,,,4.90 ,,,,,,,,,,,,
2016-01-07,,,,,34.00 ,,4.50 ,,,,,,,,,,,,
2016-01-08,,,,,,,3.50 ,,,,,,,,,,,,58.72 
2016-01-09,,,,,,,7.40 ,,,,,,,,,,,,
2016-01-10,,,,2621.60 ,,,4.60 ,,,,,,6087.20 ,,,,,,
2016-01-11,,,,,28.00 ,,3.70 ,,,,,,,,,,,,
2016-01-12,,,,,,,5.50 ,,,,,,,,,,,,
