指标名称,鱼珠:成交均价:原木:国产柞木,中国石油:期末平均实现价格:润滑油,产量:挖掘机:当月值,市场价:无缝钢管:20# 219*6:全国,煤炭运价:秦皇岛港-上海/乍浦:1.5-2万吨,大秦线煤炭运量:当月值,煤炭调度:京唐港煤炭公司:铁路调入量,煤炭特殊运价:大秦线、丰沙大线、京原线、京秦线,价格:新加坡:瓦斯油/柴油,PMI:生产,PMI:主要原材料购进价格,用电量:山西:当月值,市场价:汽油(93#):全国,城镇登记失业率,GDP:不变价:工业:当季同比,产量:粗钢:当月值,产量:钢材:当月值,中国大宗商品价格指数:钢铁类,钢材价格指数:长材
2013-12-13,,,,,,,9.10 ,,,,,,,,,,,,102.48 
2013-12-14,,,,,,,9.20 ,,,,,,,,,,,,
2013-12-15,,,,,,,7.30 ,,,,,,,,,,,,
2013-12-16,,,,,,,9.70 ,,,,,,,,,,,,
2013-12-17,,,,,,,8.10 ,,,,,,,,,,,,
2013-12-18,,,,,58.00 ,,9.60 ,,,,,,,,,,,,
2013-12-19,,,,,,,8.20 ,,,,,,,,,,,,
2013-12-20,,,,,,,7.80 ,,,,,,,,,,,,102.87 
2013-12-21,,,,,,,8.30 ,,,,,,,,,,,,
2013-12-22,,,,,,,9.10 ,,,,,,,,,,,,
2013-12-23,,,,,,,8.60 ,,,,,,,,,,,,
2013-12-24,,,,,,,9.20 ,,,,,,,,,,,,
2013-12-25,,,,,,,8.40 ,,,,,,,,,,,,
2013-12-26,,,,,38.00 ,,8.00 ,,,,,,,,,,,,
2013-12-27,,,,,,,8.40 ,,,,,,,,,,,,102.34 
2013-12-28,,,,,,,9.60 ,,,,,,,,,,,,
2013-12-29,,,,,,,8.10 ,,,,,,,,,,,,
2013-12-30,,,,,38.00 ,,8.60 ,,,,,,,,,,,,
2013-12-31,4750.00 ,9319.00 ,13618.00 ,4401.70 ,45.00 ,3919.30 ,9.30 ,,127.47 ,53.90 ,52.60 ,1751978.00 ,9087.30 ,4.05 ,7.90 ,6235.35 ,9041.11 ,102.00 ,
2014-01-01,,,,,,,8.10 ,,,,,,,,,,,,
2014-01-02,,,,,,,8.80 ,,,,,,,,,,,,
2014-01-03,,,,,,,10.00 ,,,,,,,,,,,,101.97 
2014-01-04,,,,,,,9.50 ,,,,,,,,,,,,
2014-01-05,,,,,,,8.90 ,,,,,,,,,,,,
2014-01-06,,,,,,,10.20 ,,,,,,,,,,,,
2014-01-07,,,,,32.00 ,,9.50 ,,,,,,,,,,,,
2014-01-08,,,,,,,8.00 ,,,,,,,,,,,,
2014-01-09,,,,,31.00 ,,9.80 ,,,,,,,,,,,,
2014-01-10,,,,4399.10 ,,,9.80 ,,,,,,9094.60 ,,,,,,101.40 
2014-01-11,,,,,,,8.70 ,,,,,,,,,,,,
2014-01-12,,,,,,,7.80 ,,,,,,,,,,,,
2014-01-13,,,,,32.00 ,,9.00 ,,,,,,,,,,,,
2014-01-14,,,,,,,9.50 ,,,,,,,,,,,,
2014-01-15,,,,,,,9.20 ,,,,,,,,,,,,
2014-01-16,,,,,28.00 ,,5.70 ,,,,,,,,,,,,
2014-01-17,,,,,,,8.60 ,,,,,,,,,,,,100.86 
2014-01-18,,,,,,,9.00 ,,,,,,,,,,,,
2014-01-19,,,,,,,9.10 ,,,,,,,,,,,,
2014-01-20,,,,4400.00 ,30.00 ,,9.30 ,,,,,,9059.80 ,,,,,,
2014-01-21,,,,,,,9.20 ,,,,,,,,,,,,
2014-01-22,,,,,,,9.10 ,,,,,,,,,,,,
2014-01-23,,,,,28.00 ,,9.40 ,,,,,,,,,,,,
2014-01-24,,,,,,,9.10 ,,,,,,,,,,,,100.31 
2014-01-25,,,,,,,9.00 ,,,,,,,,,,,,
2014-01-26,,,,,,,8.60 ,,,,,,,,,,,,
2014-01-27,,,,,30.00 ,,9.30 ,,,,,,,,,,,,
2014-01-28,,,,,33.00 ,,9.30 ,,,,,,,,,,,,
2014-01-29,,,,,,,8.90 ,,,,,,,,,,,,
2014-01-30,,,,,33.00 ,,9.90 ,,,,,,,,,,,,100.05 
2014-01-31,4705.00 ,,,4390.50 ,,3974.10 ,7.20 ,,123.01 ,53.00 ,49.20 ,1601586.00 ,8973.80 ,,,6872.75 ,8707.95 ,100.26 ,
2014-02-01,,,,,,,8.80 ,,,,,,,,,,,,
2014-02-02,,,,,,,9.00 ,,,,,,,,,,,,
2014-02-03,,,,,,,10.00 ,,,,,,,,,,,,
2014-02-04,,,,,,,9.90 ,,,,,,,,,,,,
2014-02-05,,,,,,,9.40 ,,,,,,,,,,,,
2014-02-06,,,,,,,9.60 ,,,,,,,,,,,,
2014-02-07,,,,,,,9.10 ,,,,,,,,,,,,
2014-02-08,,,,,,,9.10 ,,,,,,,,,,,,
2014-02-09,,,,,,,7.20 ,,,,,,,,,,,,
2014-02-10,,,,4390.50 ,,,8.70 ,,,,,,8871.10 ,,,,,,
2014-02-11,,,,,,,10.20 ,,,,,,,,,,,,
2014-02-12,,,,,,,9.30 ,,,,,,,,,,,,
2014-02-13,,,,,,,8.80 ,,,,,,,,,,,,
2014-02-14,,,,,35.00 ,,8.60 ,,,,,,,,,,,,99.89 
2014-02-15,,,,,,,9.70 ,0.09 ,,,,,,,,,,,
2014-02-16,,,,,,,9.30 ,,,,,,,,,,,,
2014-02-17,,,,,,,10.10 ,,,,,,,,,,,,
2014-02-18,,,,,36.00 ,,8.60 ,,,,,,,,,,,,
2014-02-19,,,,,36.00 ,,9.80 ,,,,,,,,,,,,
2014-02-20,,,,4391.10 ,,,10.00 ,,,,,,8849.20 ,,,,,,
2014-02-21,,,,,36.00 ,,9.20 ,,,,,,,,,,,,99.11 
2014-02-22,,,,,,,9.70 ,,,,,,,,,,,,
2014-02-23,,,,,,,9.00 ,,,,,,,,,,,,
2014-02-24,,,,,,,10.30 ,,,,,,,,,,,,
2014-02-25,,,,,36.00 ,,10.30 ,,,,,,,,,,,,
2014-02-26,,,,,,,9.40 ,,,,,,,,,,,,
2014-02-27,,,,,38.00 ,,10.40 ,,,,,,,,,,,,
2014-02-28,4720.00 ,,,4387.30 ,36.00 ,3403.30 ,9.80 ,,124.15 ,52.60 ,47.70 ,1386312.00 ,8860.20 ,,,6207.65 ,7865.25 ,98.93 ,98.63 
2014-03-01,,,,,,,9.80 ,,,,,,,,,,,,
2014-03-02,,,,,,,10.90 ,,,,,,,,,,,,
2014-03-03,,,,,,,10.40 ,,,,,,,,,,,,
2014-03-04,,,,,,,10.50 ,,,,,,,,,,,,
2014-03-05,,,,,,,8.80 ,,,,,,,,,,,,
2014-03-06,,,,,,,9.60 ,,,,,,,,,,,,
2014-03-07,,,,,,,9.00 ,,,,,,,,,,,,98.02 
2014-03-08,,,,,,,9.30 ,,,,,,,,,,,,
2014-03-09,,,,,,,9.60 ,,,,,,,,,,,,
2014-03-10,,,,4367.90 ,,,9.90 ,,,,,,8955.10 ,,,,,,
2014-03-11,,,,,,,10.10 ,,,,,,,,,,,,
2014-03-12,,,,,,,9.70 ,,,,,,,,,,,,
2014-03-13,,,,,,,9.60 ,,,,,,,,,,,,
2014-03-14,,,,,,,9.30 ,,,,,,,,,,,,97.44 
2014-03-15,,,,,,,9.90 ,,,,,,,,,,,,
2014-03-16,,,,,,,8.30 ,,,,,,,,,,,,
2014-03-17,,,,,,,8.70 ,,,,,,,,,,,,
2014-03-18,,,,,45.00 ,,8.90 ,,,,,,,,,,,,
2014-03-19,,,,,,,8.70 ,,,,,,,,,,,,
2014-03-20,,,,4326.20 ,47.00 ,,7.90 ,,,,,,8903.50 ,,,,,,
2014-03-21,,,,,47.00 ,,9.00 ,,,,,,,,,,,,96.96 
2014-03-22,,,,,,,9.80 ,,,,,,,,,,,,
2014-03-23,,,,,,,8.90 ,,,,,,,,,,,,
2014-03-24,,,,,42.00 ,,8.40 ,,,,,,,,,,,,
2014-03-25,,,,,,,9.10 ,,,,,,,,,,,,
2014-03-26,,,,,,,9.60 ,,,,,,,,,,,,
2014-03-27,,,,,40.00 ,,8.50 ,,,,,,,,,,,,
2014-03-28,,,,,,,8.50 ,,,,,,,,,,,,96.75 
2014-03-29,,,,,,,8.70 ,,,,,,,,,,,,
2014-03-30,,,,,,,8.10 ,,,,,,,,,,,,
2014-03-31,4635.00 ,,15707.00 ,4290.70 ,,3939.92 ,9.30 ,,122.46 ,52.70 ,44.40 ,1580000.00 ,8847.70 ,4.08 ,7.30 ,7024.70 ,9506.50 ,97.27 ,
2014-04-01,,,,,,,10.00 ,,,,,,,,,,,,
2014-04-02,,,,,33.00 ,,10.20 ,,,,,,,,,,,,
2014-04-03,,,,,,,10.90 ,,,,,,,,,,,,
2014-04-04,,,,,,,9.90 ,,,,,,,,,,,,96.84 
2014-04-05,,,,,,,10.50 ,,,,,,,,,,,,
2014-04-06,,,,,,,9.40 ,,,,,,,,,,,,
2014-04-07,,,,,,,9.10 ,,,,,,,,,,,,
2014-04-08,,,,,33.00 ,,7.80 ,,,,,,,,,,,,
2014-04-09,,,,,32.00 ,,7.80 ,,,,,,,,,,,,
2014-04-10,,,,4273.50 ,32.00 ,,7.30 ,,,,,,8811.60 ,,,,,,
2014-04-11,,,,,,,8.40 ,,,,,,,,,,,,97.70 
2014-04-12,,,,,,,8.10 ,,,,,,,,,,,,
2014-04-13,,,,,,,7.60 ,,,,,,,,,,,,
2014-04-14,,,,,33.00 ,,6.00 ,,,,,,,,,,,,
2014-04-15,,,,,33.00 ,,8.30 ,,,,,,,,,,,,
2014-04-16,,,,,30.00 ,,6.60 ,,,,,,,,,,,,
2014-04-17,,,,,,,4.60 ,,,,,,,,,,,,
2014-04-18,,,,,,,8.20 ,,,,,,,,,,,,98.65 
2014-04-19,,,,,,,7.70 ,,,,,,,,,,,,
2014-04-20,,,,4271.80 ,,,7.80 ,,,,,,8815.00 ,,,,,,
2014-04-21,,,,,,,7.00 ,,,,,,,,,,,,
2014-04-22,,,,,35.00 ,,8.80 ,,,,,,,,,,,,
2014-04-23,,,,,32.00 ,,7.70 ,,,,,,,,,,,,
2014-04-24,,,,,,,6.80 ,,,,,,,,,,,,
2014-04-25,,,,,,,7.80 ,,,,,,,,,,,,98.19 
2014-04-26,,,,,,,6.30 ,,,,,,,,,,,,
2014-04-27,,,,,,,7.00 ,,,,,,,,,,,,
2014-04-28,,,,,,,7.70 ,,,,,,,,,,,,
2014-04-29,,,,,32.00 ,,8.40 ,,,,,,,,,,,,
2014-04-30,4645.00 ,,16171.00 ,4264.90 ,,3212.20 ,8.30 ,,123.96 ,52.50 ,48.30 ,1450000.00 ,8833.00 ,,,6883.77 ,9249.90 ,98.90 ,
2014-05-01,,,,,,,9.40 ,,,,,,,,,,,,
2014-05-02,,,,,,,9.40 ,,,,,,,,,,,,97.99 
2014-05-03,,,,,,,9.20 ,,,,,,,,,,,,
2014-05-04,,,,,,,9.80 ,,,,,,,,,,,,
2014-05-05,,,,,32.00 ,,10.70 ,,,,,,,,,,,,
2014-05-06,,,,,,,10.20 ,,,,,,,,,,,,
2014-05-07,,,,,31.00 ,,9.00 ,,,,,,,,,,,,
2014-05-08,,,,,32.00 ,,10.40 ,,,,,,,,,,,,
2014-05-09,,,,,30.00 ,,10.20 ,,,,,,,,,,,,97.95 
2014-05-10,,,,4259.50 ,,,9.00 ,,,,,,8830.70 ,,,,,,
2014-05-11,,,,,,,9.30 ,,,,,,,,,,,,
2014-05-12,,,,,,,9.00 ,,,,,,,,,,,,
2014-05-13,,,,,,,10.20 ,,,,,,,,,,,,
2014-05-14,,,,,,,9.10 ,,,,,,,,,,,,
2014-05-15,,,,,32.00 ,,9.80 ,,,,,,,,,,,,
2014-05-16,,,,,31.00 ,,9.20 ,,,,,,,,,,,,97.10 
2014-05-17,,,,,,,10.10 ,,,,,,,,,,,,
2014-05-18,,,,,,,8.90 ,,,,,,,,,,,,
2014-05-19,,,,,,,8.60 ,,,,,,,,,,,,
2014-05-20,,,,4254.40 ,,,8.00 ,,,,,,8800.50 ,,,,,,
2014-05-21,,,,,32.00 ,,9.40 ,,,,,,,,,,,,
2014-05-22,,,,,,,10.20 ,,,,,,,,,,,,
2014-05-23,,,,,28.00 ,,10.60 ,,,,,,,,,,,,96.32 
2014-05-24,,,,,,,10.00 ,,,,,,,,,,,,
2014-05-25,,,,,,,10.70 ,,,,,,,,,,,,
2014-05-26,,,,,,,10.20 ,,,,,,,,,,,,
2014-05-27,,,,,,,8.60 ,,,,,,,,,,,,
2014-05-28,,,,,30.00 ,,9.90 ,,,,,,,,,,,,
2014-05-29,,,,,28.00 ,,10.60 ,,,,,,,,,,,,
2014-05-30,,,,,,,10.40 ,,,,,,,,,,,,95.80 
2014-05-31,4575.00 ,,11771.00 ,4234.70 ,,4060.70 ,9.90 ,,123.01 ,52.80 ,50.00 ,1480000.00 ,8802.00 ,,,7043.24 ,9682.33 ,97.63 ,
2014-06-01,,,,,,,9.20 ,,,,,,,,,,,,
2014-06-02,,,,,,,10.40 ,,,,,,,,,,,,
2014-06-03,,,,,,,10.00 ,,,,,,,,,,,,
2014-06-04,,,,,,,10.10 ,,,,,,,,,,,,
2014-06-05,,,,,30.00 ,,8.90 ,,,,,,,,,,,,
2014-06-06,,,,,28.00 ,,9.80 ,,,,,,,,,,,,95.82 
2014-06-07,,,,,,,9.10 ,,,,,,,,,,,,
2014-06-08,,,,,,,8.70 ,,,,,,,,,,,,
2014-06-09,,,,,,,9.00 ,,,,,,,,,,,,
2014-06-10,,,,4223.30 ,30.00 ,,8.60 ,,,,,,8797.20 ,,,,,,
2014-06-11,,,,,28.00 ,,9.10 ,,,,,,,,,,,,
2014-06-12,,,,,,,9.60 ,,,,,,,,,,,,
2014-06-13,,,,,,,9.50 ,,,,,,,,,,,,95.32 
2014-06-14,,,,,,,9.50 ,,,,,,,,,,,,
2014-06-15,,,,,,,9.20 ,,,,,,,,,,,,
2014-06-16,,,,,28.00 ,,8.70 ,,,,,,,,,,,,
2014-06-17,,,,,,,9.90 ,,,,,,,,,,,,
2014-06-18,,,,,27.00 ,,8.30 ,,,,,,,,,,,,
2014-06-19,,,,,,,9.10 ,,,,,,,,,,,,
2014-06-20,,,,4203.30 ,26.00 ,,8.50 ,,,,,,8798.40 ,,,,,,94.41 
2014-06-21,,,,,,,9.50 ,,,,,,,,,,,,
2014-06-22,,,,,,,9.20 ,,,,,,,,,,,,
2014-06-23,,,,,,,8.90 ,,,,,,,,,,,,
2014-06-24,,,,,,,9.50 ,,,,,,,,,,,,
2014-06-25,,,,,26.00 ,,9.50 ,,,,,,,,,,,,
2014-06-26,,,,,,,10.00 ,,,,,,,,,,,,
2014-06-27,,,,,,,8.90 ,,,,,,,,,,,,94.04 
2014-06-28,,,,,,,7.80 ,,,,,,,,,,,,
2014-06-29,,,,,,,8.40 ,,,,,,,,,,,,
2014-06-30,4685.00 ,9486.00 ,7732.00 ,4180.70 ,,3893.58 ,9.00 ,,122.18 ,53.00 ,50.10 ,1490000.00 ,8848.80 ,4.08 ,7.50 ,6929.39 ,9804.41 ,95.99 ,
2014-07-01,,,,,,,8.60 ,,,,,,,,,,,,
2014-07-02,,,,,26.00 ,,7.10 ,,,,,,,,,,,,
2014-07-03,,,,,,,7.70 ,,,,,,,,,,,,
2014-07-04,,,,,,,,,,,,,,,,,,,93.73 
2014-07-07,,,,,,,8.10 ,,,,,,,,,,,,
2014-07-08,,,,,,,8.10 ,,,,,,,,,,,,
2014-07-09,,,,,26.00 ,,9.00 ,,,,,,,,,,,,
2014-07-10,,,,4149.60 ,,,9.70 ,,,,,,8859.80 ,,,,,,
2014-07-11,,,,,27.00 ,,9.20 ,,,,,,,,,,,,93.22 
2014-07-12,,,,,,,8.80 ,,,,,,,,,,,,
2014-07-13,,,,,,,8.30 ,,,,,,,,,,,,
2014-07-14,,,,,,,8.60 ,,,,,,,,,,,,
2014-07-15,,,,,,,9.00 ,,,,,,,,,,,,
2014-07-16,,,,,26.00 ,,8.20 ,,,,,,,,,,,,
2014-07-17,,,,,,,8.50 ,,,,,,,,,,,,
2014-07-18,,,,,,,8.10 ,,,,,,,,,,,,93.20 
2014-07-19,,,,,,,8.30 ,,,,,,,,,,,,
2014-07-20,,,,4110.80 ,,,8.20 ,,,,,,8826.80 ,,,,,,
2014-07-21,,,,,,,8.20 ,,,,,,,,,,,,
2014-07-22,,,,,27.00 ,,8.50 ,,,,,,,,,,,,
2014-07-23,,,,,,,8.30 ,,,,,,,,,,,,
2014-07-24,,,,,,,8.60 ,,,,,,,,,,,,
2014-07-25,,,,,28.00 ,,8.50 ,,,,,,,,,,,,92.94 
2014-07-26,,,,,,,9.00 ,,,,,,,,,,,,
2014-07-27,,,,,,,8.90 ,,,,,,,,,,,,
2014-07-28,,,,,,,7.50 ,,,,,,,,,,,,
2014-07-29,,,,,,,8.70 ,,,,,,,,,,,,
2014-07-30,,,,,,,8.40 ,,,,,,,,,,,,
2014-07-31,4745.00 ,,7711.00 ,4073.50 ,28.00 ,3892.50 ,7.90 ,,120.24 ,54.20 ,50.50 ,1580000.00 ,8698.40 ,,,6832.41 ,9476.31 ,95.14 ,
2014-08-01,,,,,31.00 ,,8.80 ,,,,,,,,,,,,92.64 
2014-08-02,,,,,,,8.20 ,,,,,,,,,,,,
2014-08-03,,,,,,,8.50 ,,,,,,,,,,,,
2014-08-04,,,,,,,8.10 ,,,,,,,,,,,,
2014-08-05,,,,,27.00 ,,7.40 ,,,,,,,,,,,,
2014-08-06,,,,,,,7.70 ,,,,,,,,,,,,
2014-08-07,,,,,,,8.30 ,,,,,,,,,,,,
2014-08-08,,,,,31.00 ,,8.00 ,,,,,,,,,,,,92.47 
2014-08-09,,,,,,,8.00 ,,,,,,,,,,,,
2014-08-10,,,,4035.60 ,,,8.20 ,,,,,,8670.50 ,,,,,,
2014-08-11,,,,,,,7.80 ,,,,,,,,,,,,
2014-08-12,,,,,,,8.60 ,,,,,,,,,,,,
2014-08-13,,,,,27.00 ,,8.40 ,,,,,,,,,,,,
2014-08-14,,,,,,,8.00 ,,,,,,,,,,,,
2014-08-15,,,,,27.00 ,,8.60 ,,,,,,,,,,,,92.09 
2014-08-16,,,,,,,7.40 ,,,,,,,,,,,,
2014-08-17,,,,,,,8.30 ,,,,,,,,,,,,
2014-08-18,,,,,,,6.40 ,,,,,,,,,,,,
2014-08-19,,,,,,,8.30 ,,,,,,,,,,,,
2014-08-20,,,,4009.30 ,29.00 ,,9.50 ,,,,,,8616.20 ,,,,,,
2014-08-21,,,,,32.00 ,,7.70 ,,,,,,,,,,,,
2014-08-22,,,,,29.00 ,,8.10 ,,,,,,,,,,,,91.57 
2014-08-23,,,,,,,8.00 ,,,,,,,,,,,,
2014-08-24,,,,,,,8.00 ,,,,,,,,,,,,
2014-08-25,,,,,,,7.90 ,,,,,,,,,,,,
2014-08-26,,,,,,,7.90 ,,,,,,,,,,,,
2014-08-27,,,,,,,7.90 ,,,,,,,,,,,,
2014-08-28,,,,,,,8.00 ,,,,,,,,,,,,
2014-08-29,,,,,29.00 ,,6.90 ,,,,,,,,,,,,91.24 
2014-08-30,,,,,,,7.70 ,,,,,,,,,,,,
2014-08-31,4430.00 ,,6126.00 ,3985.40 ,,3815.40 ,8.00 ,,117.78 ,53.20 ,49.30 ,1520000.00 ,8538.40 ,,,6891.01 ,9497.53 ,93.73 ,
2014-09-01,,,,,,,8.60 ,,,,,,,,,,,,
2014-09-02,,,,,,,7.90 ,,,,,,,,,,,,
2014-09-03,,,,,,,7.70 ,,,,,,,,,,,,
2014-09-04,,,,,28.00 ,,7.50 ,,,,,,,,,,,,
2014-09-05,,,,,,,8.60 ,,,,,,,,,,,,90.18 
2014-09-06,,,,,,,8.00 ,,,,,,,,,,,,
2014-09-07,,,,,,,8.50 ,,,,,,,,,,,,
2014-09-08,,,,,,,8.30 ,,,,,,,,,,,,
2014-09-09,,,,,,,6.40 ,,,,,,,,,,,,
2014-09-10,,,,3963.90 ,,,8.00 ,,,,,,8493.20 ,,,,,,
2014-09-11,,,,,28.00 ,,8.30 ,,,,,,,,,,,,
2014-09-12,,,,,,,8.10 ,,,,,,,,,,,,88.21 
2014-09-13,,,,,,,7.60 ,,,,,,,,,,,,
2014-09-14,,,,,,,8.60 ,,,,,,,,,,,,
2014-09-15,,,,,,,7.60 ,,,,,,,,,,,,
2014-09-16,,,,,,,8.20 ,,,,,,,,,,,,
2014-09-17,,,,,,,8.20 ,,,,,,,,,,,,
2014-09-18,,,,,28.00 ,,8.70 ,,,,,,,,,,,,
2014-09-19,,,,,,,8.70 ,,,,,,,,,,,,87.66 
2014-09-20,,,,3914.60 ,,,7.30 ,,,,,,8470.60 ,,,,,,
2014-09-21,,,,,,,9.30 ,,,,,,,,,,,,
2014-09-22,,,,,27.00 ,,8.90 ,,,,,,,,,,,,
2014-09-23,,,,,27.00 ,,7.90 ,,,,,,,,,,,,
2014-09-24,,,,,,,8.50 ,,,,,,,,,,,,
2014-09-25,,,,,,,8.30 ,,,,,,,,,,,,
2014-09-26,,,,,27.00 ,,8.20 ,,,,,,,,,,,,85.98 
2014-09-27,,,,,,,8.30 ,,,,,,,,,,,,
2014-09-28,,,,,,,8.50 ,,,,,,,,,,,,
2014-09-29,,,,,,,7.30 ,,,,,,,,,,,,
2014-09-30,4760.00 ,,7974.00 ,3859.00 ,,3766.50 ,9.50 ,,112.90 ,53.60 ,47.40 ,1400695.00 ,8450.00 ,4.07 ,6.90 ,6754.05 ,9574.98 ,89.04 ,
2014-10-01,,,,,,,8.40 ,,,,,,,,,,,,
2014-10-02,,,,,,,7.30 ,,,,,,,,,,,,
2014-10-03,,,,,,,9.70 ,,,,,,,,,,,,
2014-10-04,,,,,,,8.90 ,,,,,,,,,,,,
2014-10-05,,,,,,,9.00 ,,,,,,,,,,,,
2014-10-06,,,,,,,8.60 ,,,,,,,,,,,,
2014-10-07,,,,,,,9.20 ,,,,,,,,,,,,
2014-10-08,,,,,,,8.60 ,,,,,,,,,,,,
2014-10-09,,,,,27.00 ,,8.40 ,,,,,,,,,,,,
2014-10-10,,,,3836.20 ,,,7.90 ,,,,,,8440.30 ,,,,,,
2014-10-11,,,,,,,6.50 ,,,,,,,,,,,,85.79 
2014-10-12,,,,,,,7.40 ,,,,,,,,,,,,
2014-10-13,,,,,,,7.00 ,,,,,,,,,,,,
2014-10-14,,,,,,,8.20 ,,,,,,,,,,,,
2014-10-15,,,,,27.00 ,,5.10 ,,,,,,,,,,,,
2014-10-16,,,,,,,7.40 ,,,,,,,,,,,,
2014-10-17,,,,,,,7.50 ,,,,,,,,,,,,86.36 
2014-10-18,,,,,,,7.40 ,,,,,,,,,,,,
2014-10-19,,,,,,,8.10 ,,,,,,,,,,,,
2014-10-20,,,,3814.40 ,30.00 ,,5.90 ,,,,,,8424.00 ,,,,,,
2014-10-21,,,,,,,8.40 ,,,,,,,,,,,,
2014-10-22,,,,,,,7.30 ,,,,,,,,,,,,
2014-10-23,,,,,,,7.40 ,,,,,,,,,,,,
2014-10-24,,,,,31.00 ,,7.80 ,,,,,,,,,,,,87.73 
2014-10-25,,,,,,,7.10 ,,,,,,,,,,,,
2014-10-26,,,,,,,7.10 ,,,,,,,,,,,,
2014-10-27,,,,,,,8.90 ,,,,,,,,,,,,
2014-10-28,,,,,33.00 ,,7.50 ,,,,,,,,,,,,
2014-10-29,,,,,,,8.90 ,,,,,,,,,,,,
2014-10-30,,,,,,,8.80 ,,,,,,,,,,,,
2014-10-31,4450.00 ,,8336.00 ,3774.80 ,,3456.20 ,9.30 ,,101.30 ,53.10 ,45.10 ,1482208.00 ,8288.10 ,,,6752.00 ,9525.00 ,87.97 ,87.36 
2014-11-01,,,,,,,8.50 ,,,,,,,,,,,,
2014-11-02,,,,,,,8.20 ,,,,,,,,,,,,
2014-11-03,,,,,32.00 ,,9.20 ,,,,,,,,,,,,
2014-11-04,,,,,,,7.80 ,,,,,,,,,,,,
2014-11-05,,,,,,,8.60 ,,,,,,,,,,,,
2014-11-06,,,,,,,8.70 ,,,,,,,,,,,,
2014-11-07,,,,,,,9.10 ,,,,,,,,,,,,87.61 
2014-11-08,,,,,,,9.30 ,,,,,,,,,,,,
2014-11-09,,,,,,,9.10 ,,,,,,,,,,,,
2014-11-10,,,,3759.10 ,,,8.60 ,,,,,,8089.90 ,,,,,,
2014-11-11,,,,,31.00 ,,9.90 ,,,,,,,,,,,,
2014-11-12,,,,,,,9.20 ,,,,,,,,,,,,
2014-11-13,,,,,,,9.30 ,,,,,,,,,,,,
2014-11-14,,,,,,,8.50 ,,,,,,,,,,,,87.26 
2014-11-15,,,,,,,9.40 ,,,,,,,,,,,,
2014-11-16,,,,,,,6.90 ,,,,,,,,,,,,
2014-11-17,,,,,,,8.30 ,,,,,,,,,,,,
2014-11-18,,,,,31.00 ,,8.50 ,,,,,,,,,,,,
2014-11-19,,,,,,,9.50 ,,,,,,,,,,,,
2014-11-20,,,,3752.80 ,,,8.60 ,,,,,,7947.30 ,,,,,,
2014-11-21,,,,,,,9.00 ,,,,,,,,,,,,86.64 
2014-11-22,,,,,,,8.80 ,,,,,,,,,,,,
2014-11-23,,,,,,,8.70 ,,,,,,,,,,,,
2014-11-24,,,,,32.00 ,,9.20 ,,,,,,,,,,,,
2014-11-25,,,,,,,9.10 ,,,,,,,,,,,,
2014-11-26,,,,,,,8.10 ,,,,,,,,,,,,
2014-11-27,,,,,,,8.10 ,,,,,,,,,,,,
2014-11-28,,,,,,,9.70 ,,,,,,,,,,,,86.09 
2014-11-29,,,,,,,9.10 ,,,,,,,,,,,,
2014-11-30,4435.00 ,,7998.00 ,3742.70 ,,3753.50 ,8.80 ,,95.46 ,52.50 ,44.70 ,1555288.00 ,7821.70 ,,,6330.00 ,9205.00 ,87.92 ,
2014-12-01,,,,,31.00 ,,8.20 ,,,,,,,,,,,,
2014-12-02,,,,,,,8.50 ,,,,,,,,,,,,
2014-12-03,,,,,,,9.40 ,,,,,,,,,,,,
2014-12-04,,,,,,,9.30 ,,,,,,,,,,,,
2014-12-05,,,,,,,9.20 ,,,,,,,,,,,,85.41 
2014-12-06,,,,,,,7.70 ,,,,,,,,,,,,
2014-12-07,,,,,,,9.40 ,,,,,,,,,,,,
2014-12-08,,,,,,,8.30 ,,,,,,,,,,,,
2014-12-09,,,,,,,8.80 ,,,,,,,,,,,,
2014-12-10,,,,3722.00 ,,,8.70 ,,,,,,7655.60 ,,,,,,
2014-12-11,,,,,30.00 ,,8.10 ,,,,,,,,,,,,
2014-12-12,,,,,,,8.50 ,,,,,,,,,,,,84.75 
2014-12-13,,,,,,,8.30 ,,,,,,,,,,,,
2014-12-14,,,,,,,9.80 ,,,,,,,,,,,,
2014-12-15,,,,,,,9.20 ,,,,,,,,,,,,
2014-12-16,,,,,,,7.60 ,,,,,,,,,,,,
2014-12-17,,,,,,,8.40 ,,,,,,,,,,,,
2014-12-18,,,,,30.00 ,,9.10 ,,,,,,,,,,,,
2014-12-19,,,,,,,8.80 ,,,,,,,,,,,,83.50 
2014-12-20,,,,3717.10 ,,,9.70 ,,,,,,7323.00 ,,,,,,
2014-12-21,,,,,,,8.80 ,,,,,,,,,,,,
2014-12-22,,,,,,,8.40 ,,,,,,,,,,,,
2014-12-23,,,,,,,9.40 ,,,,,,,,,,,,
2014-12-24,,,,,30.00 ,,8.00 ,,,,,,,,,,,,
2014-12-25,,,,,30.00 ,,9.10 ,,,,,,,,,,,,
2014-12-26,,,,,,,7.00 ,,,,,,,,,,,,82.71 
2014-12-27,,,,,,,8.00 ,,,,,,,,,,,,
2014-12-28,,,,,,,8.10 ,,,,,,,,,,,,
2014-12-29,,,,,,,7.60 ,,,,,,,,,,,,
2014-12-30,,,,,,,9.10 ,,,,,,,,,,,,
