指标名称,场存量:煤炭:秦皇岛港,价格:螺纹钢:HRB400 20mm:郑州,成交金额:上海:螺纹钢:当月值,山西原煤产量:合计:当月值,陕西原煤产量:合计:当月值,河南原煤产量:合计:当月值,内蒙古原煤产量:合计:当月值,欧洲ARA港动力煤现货价,进口数量:动力煤:当月值,煤炭运价:秦皇岛港-上海/乍浦:4-5万吨,市场价(平均价):尿素(小颗粒):华中地区,市场价(平均价):尿素(小颗粒):华南地区,市场价(平均价):尿素(小颗粒):华东地区,市场价(平均价):尿素(小颗粒):华北地区,市场价(平均价):尿素(小颗粒):东北地区
2011-04-02,734.30 ,"4,840.00 ",,,,,,,,,"1,601.25 ","1,761.25 ","1,632.50 ","1,570.00 ","1,750.00 "
2011-04-03,718.50 ,,,,,,,,,,"1,609.00 ","1,762.00 ","1,640.67 ","1,576.00 ","1,750.00 "
2011-04-04,702.00 ,,,,,,,,,,"1,640.00 ","1,765.00 ","1,676.67 ","1,592.50 ","1,730.00 "
2011-04-05,683.50 ,,,,,,,,,,"1,640.00 ","1,765.00 ","1,675.00 ","1,592.50 ","1,730.00 "
2011-04-06,671.00 ,"4,860.00 ",,,,,,,,,"1,640.00 ","1,765.00 ","1,674.44 ","1,592.50 ","1,730.00 "
2011-04-07,662.00 ,"4,890.00 ",,,,,,,,,"1,640.00 ","1,765.00 ","1,673.33 ","1,592.50 ","1,730.00 "
2011-04-08,646.00 ,"4,900.00 ",,,,,,129.43 ,,,"1,640.00 ","1,765.00 ","1,670.00 ","1,592.50 ","1,730.00 "
2011-04-09,643.00 ,,,,,,,,,,"1,640.00 ","1,765.00 ","1,670.00 ","1,592.50 ","1,730.00 "
2011-04-10,636.00 ,,,,,,,,,,"1,640.00 ","1,765.00 ","1,673.33 ","1,594.17 ","1,730.00 "
2011-04-11,634.00 ,"4,990.00 ",,,,,,,,,"1,640.00 ","1,765.00 ","1,677.50 ","1,596.25 ","1,730.00 "
2011-04-12,631.60 ,"4,990.00 ",,,,,,,,,"1,642.00 ","1,774.00 ","1,684.33 ","1,601.00 ","1,730.00 "
2011-04-13,624.70 ,"4,990.00 ",,,,,,,,,"1,670.00 ","1,810.00 ","1,715.00 ","1,625.00 ","1,740.00 "
2011-04-14,611.80 ,"4,990.00 ",,,,,,,,,"1,670.00 ","1,810.00 ","1,715.00 ","1,625.00 ","1,740.00 "
2011-04-15,592.90 ,"4,990.00 ",,,,,,128.35 ,,,"1,670.00 ","1,810.00 ","1,715.00 ","1,625.00 ","1,740.00 "
2011-04-16,576.10 ,,,,,,,,,,"1,670.00 ","1,810.00 ","1,715.83 ","1,625.00 ","1,740.00 "
2011-04-17,579.00 ,,,,,,,,,,"1,670.00 ","1,810.00 ","1,716.33 ","1,628.00 ","1,740.00 "
2011-04-18,581.00 ,"4,970.00 ",,,,,,,,,"1,670.00 ","1,830.00 ","1,735.00 ","1,650.00 ","1,740.00 "
2011-04-19,599.50 ,"4,940.00 ",,,,,,,,,"1,675.00 ","1,830.00 ","1,737.50 ","1,652.50 ","1,757.50 "
2011-04-20,594.00 ,"4,940.00 ",,,,,,,,,"1,680.00 ","1,841.67 ","1,740.00 ","1,655.00 ","1,778.33 "
2011-04-21,584.60 ,"4,960.00 ",,,,,,,,,"1,687.50 ","1,847.50 ","1,744.58 ","1,660.00 ","1,788.75 "
2011-04-22,575.20 ,"4,970.00 ",,,,,,127.52 ,,,"1,696.00 ","1,856.00 ","1,751.00 ","1,666.00 ","1,797.00 "
2011-04-23,569.10 ,,,,,,,,,,"1,760.00 ","1,890.00 ","1,795.00 ","1,715.00 ","1,830.00 "
2011-04-24,558.30 ,,,,,,,,,,"1,765.00 ","1,900.00 ","1,800.83 ","1,717.50 ","1,835.00 "
2011-04-25,553.80 ,"5,020.00 ",,,,,,,,,"1,766.67 ","1,903.33 ","1,802.78 ","1,718.33 ","1,840.00 "
2011-04-26,545.00 ,"5,060.00 ",,,,,,,,,"1,767.50 ","1,905.00 ","1,803.33 ","1,718.75 ","1,842.50 "
2011-04-27,534.80 ,"5,060.00 ",,,,,,,,,"1,768.00 ","1,906.00 ","1,803.67 ","1,719.00 ","1,844.00 "
2011-04-28,529.50 ,"5,060.00 ",,,,,,,,,"1,755.00 ","1,910.00 ","1,795.00 ","1,720.00 ","1,850.00 "
2011-04-29,512.20 ,"5,080.00 ",,,,,,127.55 ,,,"1,755.00 ","1,910.00 ","1,795.00 ","1,720.00 ","1,850.00 "
2011-04-30,490.00 ,,"3,333.44 ","7,143.09 ","3,444.64 ","1,605.59 ","8,300.00 ",,"1,753,453.44 ",,"1,755.00 ","1,910.00 ","1,795.00 ","1,720.00 ","1,850.00 "
2011-05-01,489.70 ,,,,,,,,,,"1,751.25 ","1,910.00 ","1,795.83 ","1,720.00 ","1,850.00 "
2011-05-02,487.10 ,,,,,,,,,,"1,749.00 ","1,910.00 ","1,797.00 ","1,720.00 ","1,850.00 "
2011-05-03,488.30 ,"5,150.00 ",,,,,,,,,"1,750.00 ","1,910.00 ","1,818.33 ","1,722.50 ","1,850.00 "
2011-05-04,494.60 ,"5,200.00 ",,,,,,,,,"1,750.00 ","1,910.00 ","1,820.00 ","1,730.00 ","1,860.00 "
2011-05-05,521.00 ,"5,200.00 ",,,,,,,,,"1,753.33 ","1,910.00 ","1,822.78 ","1,732.50 ","1,868.33 "
2011-05-06,562.60 ,"5,200.00 ",,,,,,127.19 ,,,"1,755.00 ","1,910.00 ","1,823.33 ","1,733.75 ","1,872.50 "
2011-05-07,582.10 ,,,,,,,,,,"1,756.00 ","1,910.00 ","1,823.67 ","1,734.50 ","1,875.00 "
2011-05-08,580.70 ,,,,,,,,,,"1,765.00 ","1,910.00 ","1,825.00 ","1,737.50 ","1,885.00 "
2011-05-09,579.10 ,"5,170.00 ",,,,,,,,,"1,765.00 ","1,910.00 ","1,825.00 ","1,737.50 ","1,885.00 "
2011-05-10,591.30 ,"5,170.00 ",,,,,,,,,"1,765.00 ","1,910.00 ","1,825.00 ","1,737.50 ","1,885.00 "
2011-05-11,591.80 ,"5,170.00 ",,,,,,,,,"1,765.00 ","1,910.00 ","1,826.11 ","1,737.50 ","1,890.00 "
2011-05-12,594.10 ,"5,170.00 ",,,,,,,,,"1,765.00 ","1,910.00 ","1,825.83 ","1,737.50 ","1,892.50 "
2011-05-13,591.50 ,"5,170.00 ",,,,,,121.58 ,,,"1,765.00 ","1,910.00 ","1,825.67 ","1,737.50 ","1,894.00 "
2011-05-14,588.70 ,,,,,,,,,,"1,755.00 ","1,910.00 ","1,801.67 ","1,737.50 ","1,900.00 "
2011-05-15,587.00 ,,,,,,,,,,"1,755.00 ","1,910.00 ","1,801.67 ","1,737.50 ","1,900.00 "
2011-05-16,586.20 ,"5,170.00 ",,,,,,,,,"1,753.33 ","1,910.00 ","1,799.44 ","1,736.67 ","1,900.00 "
2011-05-17,586.20 ,"5,170.00 ",,,,,,,,,"1,752.50 ","1,910.00 ","1,795.00 ","1,736.25 ","1,900.00 "
2011-05-18,588.40 ,"5,170.00 ",,,,,,,,,"1,750.00 ","1,910.00 ","1,771.67 ","1,727.50 ","1,900.00 "
2011-05-19,587.10 ,"5,170.00 ",,,,,,,,,"1,742.50 ","1,900.00 ","1,760.83 ","1,727.50 ","1,900.00 "
2011-05-20,589.00 ,"5,170.00 ",,,,,,121.94 ,,,"1,740.00 ","1,890.00 ","1,755.00 ","1,727.50 ","1,900.00 "
2011-05-21,583.90 ,,,,,,,,,,"1,737.50 ","1,885.00 ","1,752.08 ","1,727.50 ","1,900.00 "
2011-05-22,578.80 ,,,,,,,,,,"1,736.00 ","1,882.00 ","1,750.33 ","1,727.50 ","1,900.00 "
2011-05-23,579.90 ,"5,170.00 ",,,,,,,,,"1,710.00 ","1,870.00 ","1,745.00 ","1,695.00 ","1,900.00 "
2011-05-24,594.50 ,"5,170.00 ",,,,,,,,,"1,710.00 ","1,870.00 ","1,745.00 ","1,695.00 ","1,900.00 "
2011-05-25,593.00 ,"5,170.00 ",,,,,,,,,"1,706.67 ","1,863.33 ","1,747.22 ","1,694.17 ","1,886.67 "
2011-05-26,587.50 ,"5,140.00 ",,,,,,,,,"1,705.00 ","1,860.00 ","1,748.33 ","1,693.13 ","1,865.00 "
2011-05-27,575.60 ,"5,120.00 ",,,,,,120.27 ,,,"1,704.00 ","1,858.00 ","1,749.67 ","1,692.50 ","1,852.00 "
2011-05-28,575.50 ,,,,,,,,,,"1,690.00 ","1,850.00 ","1,761.67 ","1,690.00 ","1,800.00 "
2011-05-29,572.80 ,,,,,,,,,,"1,690.00 ","1,850.00 ","1,760.00 ","1,687.50 ","1,800.00 "
2011-05-30,572.50 ,"5,120.00 ",,,,,,,,,"1,690.00 ","1,850.00 ","1,759.44 ","1,686.67 ","1,800.00 "
2011-05-31,570.50 ,"5,120.00 ","3,519.32 ","7,332.85 ","3,499.89 ","1,623.16 ","8,240.00 ",,"3,442,866.82 ",,"1,690.00 ","1,850.00 ","1,758.33 ","1,683.13 ","1,800.00 "
2011-06-01,567.60 ,"5,120.00 ",,,,,,,,,"1,690.00 ","1,850.00 ","1,757.67 ","1,681.00 ","1,800.00 "
2011-06-02,575.90 ,"5,120.00 ",,,,,,,,,"1,690.00 ","1,850.00 ","1,751.67 ","1,672.50 ","1,800.00 "
2011-06-03,567.60 ,"5,120.00 ",,,,,,121.54 ,,,"1,690.00 ","1,850.00 ","1,751.67 ","1,672.50 ","1,800.00 "
2011-06-04,599.70 ,,,,,,,,,,"1,690.00 ","1,850.00 ","1,751.67 ","1,671.67 ","1,783.33 "
2011-06-05,598.50 ,,,,,,,,,,"1,690.00 ","1,850.00 ","1,750.00 ","1,671.25 ","1,775.00 "
2011-06-06,589.30 ,,,,,,,,,,"1,690.00 ","1,850.00 ","1,747.33 ","1,670.50 ","1,770.00 "
2011-06-07,608.40 ,"5,120.00 ",,,,,,,,,"1,670.00 ","1,850.00 ","1,728.33 ","1,647.50 ","1,750.00 "
2011-06-08,616.60 ,"5,140.00 ",,,,,,,,,"1,670.00 ","1,850.00 ","1,728.33 ","1,647.50 ","1,750.00 "
2011-06-09,610.50 ,"5,140.00 ",,,,,,,,,"1,665.00 ","1,850.00 ","1,725.83 ","1,646.25 ","1,750.00 "
2011-06-10,594.50 ,"5,140.00 ",,,,,,124.15 ,,,"1,663.33 ","1,850.00 ","1,720.00 ","1,645.83 ","1,740.00 "
2011-06-11,586.00 ,,,,,,,,,,"1,662.50 ","1,845.00 ","1,713.33 ","1,645.63 ","1,735.00 "
2011-06-12,574.10 ,,,,,,,,,,"1,658.00 ","1,838.00 ","1,707.00 ","1,641.50 ","1,723.00 "
2011-06-13,572.00 ,"5,140.00 ",,,,,,,,,"1,590.00 ","1,810.00 ","1,670.00 ","1,602.50 ","1,675.00 "
2011-06-14,572.00 ,"5,140.00 ",,,,,,,,,"1,590.00 ","1,810.00 ","1,668.33 ","1,593.75 ","1,675.00 "
2011-06-15,577.00 ,"5,120.00 ",,,,,,,,,"1,590.00 ","1,810.00 ","1,666.11 ","1,590.83 ","1,675.00 "
2011-06-16,557.20 ,"5,110.00 ",,,,,,,,,"1,590.00 ","1,810.00 ","1,662.50 ","1,589.38 ","1,675.00 "
2011-06-17,557.60 ,"5,110.00 ",,,,,,124.37 ,,,"1,590.00 ","1,810.00 ","1,658.67 ","1,586.50 ","1,675.00 "
2011-06-18,553.50 ,,,,,,,,,,"1,590.00 ","1,790.00 ","1,635.00 ","1,580.00 ","1,675.00 "
2011-06-19,580.50 ,,,,,,,,,,"1,590.00 ","1,790.00 ","1,635.00 ","1,580.00 ","1,675.00 "
2011-06-20,594.50 ,"5,100.00 ",,,,,,,,,"1,590.00 ","1,790.00 ","1,636.11 ","1,580.00 ","1,675.00 "
2011-06-21,629.00 ,"5,060.00 ",,,,,,,,,"1,590.00 ","1,790.00 ","1,639.17 ","1,580.63 ","1,675.00 "
2011-06-22,687.50 ,"5,050.00 ",,,,,,,,,"1,594.00 ","1,790.00 ","1,642.33 ","1,581.00 ","1,675.00 "
2011-06-23,712.40 ,"5,050.00 ",,,,,,,,,"1,625.00 ","1,790.00 ","1,693.33 ","1,582.50 ","1,675.00 "
2011-06-24,711.00 ,"5,010.00 ",,,,,,121.12 ,,,"1,625.00 ","1,790.00 ","1,693.33 ","1,582.50 ","1,675.00 "
2011-06-25,708.00 ,,,,,,,,,,"1,625.00 ","1,790.00 ","1,693.33 ","1,582.50 ","1,675.00 "
2011-06-26,703.50 ,,,,,,,,,,"1,625.00 ","1,790.00 ","1,695.83 ","1,586.25 ","1,675.00 "
2011-06-27,702.50 ,"4,970.00 ",,,,,,,,,"1,626.00 ","1,790.00 ","1,698.00 ","1,588.50 ","1,675.00 "
2011-06-28,698.50 ,"4,960.00 ",,,,,,,,,"1,630.00 ","1,790.00 ","1,706.67 ","1,597.50 ","1,675.00 "
2011-06-29,702.10 ,"4,960.00 ",,,,,,,,,"1,630.00 ","1,790.00 ","1,702.50 ","1,593.75 ","1,675.00 "
2011-06-30,731.00 ,"4,960.00 ","2,291.19 ","7,815.31 ","3,600.17 ","1,380.70 ","8,150.00 ",,"3,357,707.06 ",,"1,630.00 ","1,790.00 ","1,700.56 ","1,590.83 ","1,675.00 "
2011-07-01,769.70 ,"4,960.00 ",,,,,,122.10 ,,,"1,630.00 ","1,790.00 ","1,698.75 ","1,589.38 ","1,675.00 "
2011-07-02,765.00 ,,,,,,,,,,"1,630.00 ","1,790.00 ","1,697.67 ","1,588.50 ","1,675.00 "
2011-07-03,788.20 ,,,,,,,,,,"1,630.00 ","1,790.00 ","1,696.67 ","1,585.00 ","1,675.00 "
2011-07-04,774.00 ,"4,950.00 ",,,,,,,,,"1,630.00 ","1,790.00 ","1,696.67 ","1,585.00 ","1,675.00 "
2011-07-05,759.00 ,"4,950.00 ",,,,,,,,,"1,627.50 ","1,790.00 ","1,683.75 ","1,582.50 ","1,675.00 "
2011-07-06,752.00 ,"4,950.00 ",,,,,,,,,"1,610.00 ","1,790.00 ","1,636.67 ","1,575.00 ","1,675.00 "
2011-07-07,739.50 ,"4,950.00 ",,,,,,,,,"1,610.00 ","1,790.00 ","1,635.83 ","1,575.00 ","1,675.00 "
2011-07-08,736.80 ,"4,950.00 ",,,,,,124.19 ,,,"1,610.00 ","1,790.00 ","1,635.56 ","1,575.00 ","1,675.00 "
2011-07-09,734.00 ,,,,,,,,,,"1,610.00 ","1,780.00 ","1,632.92 ","1,573.75 ","1,675.00 "
2011-07-10,731.60 ,,,,,,,,,,"1,606.00 ","1,774.00 ","1,630.00 ","1,573.00 ","1,675.00 "
2011-07-11,739.70 ,"4,950.00 ",,,,,,,,,"1,565.00 ","1,750.00 ","1,591.67 ","1,547.50 ","1,675.00 "
2011-07-12,733.80 ,"4,980.00 ",,,,,,,,,"1,565.00 ","1,750.00 ","1,591.67 ","1,547.50 ","1,675.00 "
2011-07-13,732.30 ,"5,000.00 ",,,,,,,,,"1,560.00 ","1,750.00 ","1,591.11 ","1,547.50 ","1,675.00 "
2011-07-14,729.00 ,"5,000.00 ",,,,,,,,,"1,556.25 ","1,745.00 ","1,588.75 ","1,546.25 ","1,675.00 "
2011-07-15,720.20 ,"5,000.00 ",,,,,,122.66 ,,,"1,552.00 ","1,742.00 ","1,586.67 ","1,544.00 ","1,675.00 "
2011-07-16,709.00 ,,,,,,,,,,"1,520.00 ","1,730.00 ","1,565.00 ","1,517.50 ","1,675.00 "
2011-07-17,702.80 ,,,,,,,,,,"1,520.00 ","1,730.00 ","1,565.00 ","1,517.50 ","1,675.00 "
2011-07-18,695.20 ,"5,000.00 ",,,,,,,,,"1,520.00 ","1,730.00 ","1,563.89 ","1,517.50 ","1,675.00 "
2011-07-19,699.50 ,"5,000.00 ",,,,,,,,,"1,518.75 ","1,730.00 ","1,563.33 ","1,516.25 ","1,662.50 "
2011-07-20,697.20 ,"5,000.00 ",,,,,,,,,"1,517.00 ","1,730.00 ","1,561.33 ","1,515.00 ","1,655.00 "
2011-07-21,684.70 ,"5,000.00 ",,,,,,,,,"1,500.00 ","1,690.00 ","1,540.00 ","1,507.50 ","1,625.00 "
2011-07-22,689.70 ,"5,000.00 ",,,,,,123.44 ,,,"1,500.00 ","1,690.00 ","1,537.50 ","1,507.50 ","1,625.00 "
2011-07-23,699.50 ,,,,,,,,,,"1,500.00 ","1,690.00 ","1,536.67 ","1,507.50 ","1,625.00 "
2011-07-24,698.80 ,,,,,,,,,,"1,470.00 ","1,670.00 ","1,503.33 ","1,460.00 ","1,600.00 "
2011-07-25,709.50 ,"5,020.00 ",,,,,,,,,"1,470.00 ","1,670.00 ","1,504.17 ","1,460.00 ","1,600.00 "
2011-07-26,719.50 ,"5,020.00 ",,,,,,,,,"1,470.00 ","1,670.00 ","1,504.44 ","1,460.00 ","1,600.00 "
2011-07-27,729.50 ,"5,020.00 ",,,,,,,,,"1,470.00 ","1,660.00 ","1,505.00 ","1,460.00 ","1,600.00 "
2011-07-28,741.50 ,"5,020.00 ",,,,,,,,,"1,470.00 ","1,655.00 ","1,502.50 ","1,460.00 ","1,600.00 "
2011-07-29,755.10 ,"5,020.00 ",,,,,,125.06 ,,,"1,470.00 ","1,653.33 ","1,501.67 ","1,460.00 ","1,600.00 "
2011-07-30,758.20 ,,,,,,,,,,"1,470.00 ","1,647.50 ","1,501.25 ","1,460.00 ","1,600.00 "
2011-07-31,779.30 ,,"1,846.73 ","7,299.67 ","3,210.48 ","1,685.03 ","9,397.91 ",,"4,992,927.90 ",,"1,470.00 ","1,644.00 ","1,500.67 ","1,460.00 ","1,600.00 "
2011-08-01,789.50 ,"5,020.00 ",,,,,,,,,"1,460.00 ","1,630.00 ","1,496.67 ","1,460.00 ","1,600.00 "
2011-08-02,819.50 ,"5,040.00 ",,,,,,,,,"1,460.00 ","1,630.00 ","1,489.17 ","1,451.25 ","1,600.00 "
2011-08-03,818.00 ,"5,040.00 ",,,,,,,,,"1,460.00 ","1,630.00 ","1,486.11 ","1,448.33 ","1,600.00 "
2011-08-04,813.50 ,"5,050.00 ",,,,,,,,35.00 ,"1,460.00 ","1,630.00 ","1,484.00 ","1,446.00 ","1,600.00 "
2011-08-05,799.00 ,"5,050.00 ",,,,,,126.14 ,,,"1,460.00 ","1,630.00 ","1,484.00 ","1,446.00 ","1,600.00 "
2011-08-06,789.10 ,,,,,,,,,,"1,460.00 ","1,630.00 ","1,486.67 ","1,442.50 ","1,600.00 "
2011-08-07,779.70 ,,,,,,,,,,"1,460.00 ","1,630.00 ","1,486.67 ","1,442.50 ","1,600.00 "
2011-08-08,774.80 ,"5,030.00 ",,,,,,,,,"1,460.00 ","1,630.00 ","1,486.67 ","1,442.50 ","1,600.00 "
2011-08-09,764.50 ,"5,030.00 ",,,,,,,,,"1,462.50 ","1,630.00 ","1,489.58 ","1,443.75 ","1,600.00 "
2011-08-10,766.50 ,"5,030.00 ",,,,,,,,,"1,464.00 ","1,630.00 ","1,491.33 ","1,444.50 ","1,600.00 "
2011-08-11,746.50 ,"5,030.00 ",,,,,,,,35.00 ,"1,490.00 ","1,630.00 ","1,505.00 ","1,455.00 ","1,600.00 "
2011-08-12,763.30 ,"5,030.00 ",,,,,,125.36 ,,,"1,490.00 ","1,630.00 ","1,507.50 ","1,455.00 ","1,600.00 "
2011-08-13,767.70 ,,,,,,,,,,"1,490.00 ","1,630.00 ","1,508.33 ","1,455.00 ","1,600.00 "
2011-08-14,760.00 ,,,,,,,,,,"1,490.00 ","1,630.00 ","1,509.58 ","1,455.00 ","1,600.00 "
2011-08-15,751.60 ,"5,030.00 ",,,,,,,,,"1,490.00 ","1,630.00 ","1,510.33 ","1,455.00 ","1,600.00 "
2011-08-16,745.00 ,"5,030.00 ",,,,,,,,,"1,490.00 ","1,630.00 ","1,506.67 ","1,455.00 ","1,600.00 "
2011-08-17,741.50 ,"5,030.00 ",,,,,,,,,"1,490.00 ","1,630.00 ","1,505.83 ","1,455.00 ","1,600.00 "
2011-08-18,732.60 ,"5,030.00 ",,,,,,,,44.00 ,"1,490.00 ","1,630.00 ","1,505.56 ","1,455.00 ","1,600.00 "
2011-08-19,725.10 ,"5,030.00 ",,,,,,123.89 ,,,"1,490.00 ","1,630.00 ","1,505.42 ","1,455.00 ","1,600.00 "
2011-08-20,718.50 ,,,,,,,,,,"1,490.00 ","1,630.00 ","1,505.33 ","1,455.00 ","1,600.00 "
2011-08-21,712.50 ,,,,,,,,,,"1,490.00 ","1,630.00 ","1,490.00 ","1,450.00 ","1,600.00 "
2011-08-22,717.00 ,"5,030.00 ",,,,,,,,,"1,485.00 ","1,630.00 ","1,488.33 ","1,445.00 ","1,600.00 "
2011-08-23,718.10 ,"5,020.00 ",,,,,,,,,"1,483.33 ","1,630.00 ","1,488.33 ","1,443.33 ","1,600.00 "
2011-08-24,721.00 ,"5,010.00 ",,,,,,,,,"1,482.50 ","1,630.00 ","1,488.33 ","1,442.50 ","1,600.00 "
2011-08-25,724.00 ,"5,010.00 ",,,,,,,,45.00 ,"1,479.00 ","1,630.00 ","1,485.33 ","1,440.50 ","1,600.00 "
2011-08-26,717.00 ,"5,010.00 ",,,,,,123.86 ,,45.00 ,"1,465.00 ","1,630.00 ","1,468.33 ","1,432.50 ","1,600.00 "
2011-08-27,716.00 ,,,,,,,,,,"1,465.00 ","1,630.00 ","1,468.33 ","1,432.50 ","1,600.00 "
2011-08-28,716.50 ,,,,,,,,,,"1,456.67 ","1,630.00 ","1,467.22 ","1,430.00 ","1,600.00 "
2011-08-29,714.00 ,"5,010.00 ",,,,,,,,,"1,452.50 ","1,630.00 ","1,465.00 ","1,428.75 ","1,600.00 "
2011-08-30,715.60 ,"5,010.00 ",,,,,,,,,"1,450.00 ","1,630.00 ","1,463.67 ","1,428.00 ","1,600.00 "
2011-08-31,717.00 ,"5,010.00 ","2,100.03 ","7,555.21 ","3,190.07 ","1,513.49 ","7,552.09 ",,"5,609,108.83 ",,"1,440.00 ","1,630.00 ","1,456.67 ","1,420.00 ","1,600.00 "
2011-09-01,729.80 ,"5,010.00 ",,,,,,,,,"1,435.00 ","1,630.00 ","1,454.17 ","1,420.00 ","1,600.00 "
2011-09-02,728.70 ,"5,010.00 ",,,,,,125.37 ,,45.00 ,"1,433.33 ","1,630.00 ","1,452.78 ","1,416.67 ","1,600.00 "
2011-09-03,729.60 ,,,,,,,,,,"1,432.50 ","1,630.00 ","1,451.67 ","1,415.00 ","1,600.00 "
2011-09-04,728.00 ,,,,,,,,,,"1,432.00 ","1,630.00 ","1,451.00 ","1,414.00 ","1,600.00 "
2011-09-05,723.70 ,"5,010.00 ",,,,,,,,,"1,430.00 ","1,630.00 ","1,446.67 ","1,410.00 ","1,600.00 "
2011-09-06,714.30 ,"5,010.00 ",,,,,,,,,"1,422.50 ","1,630.00 ","1,447.50 ","1,410.00 ","1,600.00 "
2011-09-07,715.00 ,"5,010.00 ",,,,,,,,,"1,420.00 ","1,630.00 ","1,447.78 ","1,410.00 ","1,600.00 "
2011-09-08,699.60 ,"5,010.00 ",,,,,,,,,"1,418.75 ","1,630.00 ","1,447.92 ","1,410.00 ","1,600.00 "
2011-09-09,695.80 ,"5,010.00 ",,,,,,126.33 ,,,"1,418.00 ","1,630.00 ","1,448.00 ","1,410.00 ","1,600.00 "
2011-09-10,685.60 ,,,,,,,,,,"1,410.00 ","1,630.00 ","1,440.00 ","1,405.00 ","1,600.00 "
2011-09-11,667.60 ,,,,,,,,,,"1,405.00 ","1,630.00 ","1,437.50 ","1,405.00 ","1,600.00 "
2011-09-12,656.30 ,,,,,,,,,,"1,403.33 ","1,630.00 ","1,433.89 ","1,405.00 ","1,600.00 "
2011-09-13,660.40 ,"5,010.00 ",,,,,,,,,"1,402.50 ","1,630.00 ","1,432.08 ","1,405.00 ","1,600.00 "
2011-09-14,665.00 ,"5,000.00 ",,,,,,,,,"1,402.00 ","1,630.00 ","1,431.00 ","1,405.00 ","1,592.00 "
2011-09-15,673.90 ,"4,970.00 ",,,,,,,,,"1,400.00 ","1,620.00 ","1,416.67 ","1,405.00 ","1,560.00 "
2011-09-16,672.50 ,"4,970.00 ",,,,,,122.18 ,,49.00 ,"1,400.00 ","1,620.00 ","1,415.83 ","1,403.75 ","1,560.00 "
2011-09-17,681.00 ,,,,,,,,,,"1,400.00 ","1,620.00 ","1,415.56 ","1,403.33 ","1,560.00 "
2011-09-18,703.80 ,,,,,,,,,,"1,397.50 ","1,608.75 ","1,413.75 ","1,399.38 ","1,560.00 "
2011-09-19,710.00 ,"4,940.00 ",,,,,,,,,"1,396.00 ","1,600.00 ","1,412.67 ","1,397.00 ","1,560.00 "
2011-09-20,708.80 ,"4,880.00 ",,,,,,,,,"1,390.00 ","1,540.00 ","1,405.00 ","1,385.00 ","1,550.00 "
2011-09-21,687.30 ,"4,860.00 ",,,,,,,,,"1,390.00 ","1,540.00 ","1,404.17 ","1,382.50 ","1,550.00 "
2011-09-22,659.70 ,"4,840.00 ",,,,,,,,,"1,390.00 ","1,540.00 ","1,403.33 ","1,381.67 ","1,550.00 "
2011-09-23,639.50 ,"4,820.00 ",,,,,,122.23 ,,,"1,390.00 ","1,540.00 ","1,402.50 ","1,380.00 ","1,550.00 "
2011-09-24,615.30 ,,,,,,,,,,"1,380.00 ","1,540.00 ","1,381.67 ","1,360.00 ","1,550.00 "
2011-09-25,585.30 ,,,,,,,,,,"1,372.50 ","1,540.00 ","1,381.67 ","1,357.50 ","1,550.00 "
2011-09-26,552.00 ,"4,740.00 ",,,,,,,,,"1,370.00 ","1,540.00 ","1,380.00 ","1,355.00 ","1,550.00 "
2011-09-27,523.90 ,"4,660.00 ",,,,,,,,,"1,368.75 ","1,540.00 ","1,379.17 ","1,353.75 ","1,550.00 "
2011-09-28,497.60 ,"4,660.00 ",,,,,,,,,"1,368.00 ","1,540.00 ","1,377.00 ","1,352.00 ","1,550.00 "
2011-09-29,469.70 ,"4,660.00 ",,,,,,,,,"1,340.00 ","1,515.00 ","1,351.67 ","1,330.00 ","1,510.00 "
2011-09-30,448.70 ,"4,620.00 ","2,143.17 ","7,316.50 ","4,475.84 ","1,525.93 ","9,100.00 ",121.34 ,"6,868,397.95 ",,"1,340.00 ","1,515.00 ","1,350.83 ","1,330.00 ","1,510.00 "
2011-10-01,445.70 ,,,,,,,,,,"1,340.00 ","1,515.00 ","1,350.56 ","1,330.00 ","1,510.00 "
2011-10-02,432.70 ,,,,,,,,,,"1,340.00 ","1,515.00 ","1,350.42 ","1,330.00 ","1,510.00 "
2011-10-03,410.50 ,,,,,,,,,,"1,340.00 ","1,514.00 ","1,350.00 ","1,329.00 ","1,510.00 "
2011-10-04,397.20 ,,,,,,,,,,"1,320.00 ","1,475.00 ","1,326.67 ","1,300.00 ","1,500.00 "
2011-10-05,395.00 ,,,,,,,,,,"1,320.00 ","1,475.00 ","1,326.67 ","1,300.00 ","1,500.00 "
2011-10-06,400.50 ,,,,,,,,,,"1,320.00 ","1,475.00 ","1,326.67 ","1,300.00 ","1,500.00 "
2011-10-07,404.70 ,,,,,,,121.47 ,,,"1,320.00 ","1,475.00 ","1,326.67 ","1,300.00 ","1,500.00 "
2011-10-08,410.60 ,"4,590.00 ",,,,,,,,,"1,316.00 ","1,472.00 ","1,325.67 ","1,296.00 ","1,496.00 "
2011-10-09,439.00 ,"4,570.00 ",,,,,,,,,"1,290.00 ","1,460.00 ","1,316.67 ","1,270.00 ","1,480.00 "
2011-10-10,457.00 ,"4,570.00 ",,,,,,,,,"1,290.00 ","1,460.00 ","1,316.67 ","1,270.00 ","1,480.00 "
2011-10-11,453.50 ,"4,570.00 ",,,,,,,,,"1,290.00 ","1,460.00 ","1,316.67 ","1,270.00 ","1,480.00 "
