指标名称,唐山钢厂:高炉开工率,螺纹钢:主要钢厂开工率:全国,产量:火电:当月值,产量:水电:当月值,焦炭平均库存可用天数:国内大中型钢厂,煤炭库存:6大发电集团:合计,价格:普通水泥:42.5级袋装:北京,场存量:煤炭:秦皇岛港,价格:螺纹钢:HRB400 20mm:郑州,成交金额:上海:螺纹钢:当月值,山西原煤产量:合计:当月值,陕西原煤产量:合计:当月值,河南原煤产量:合计:当月值,内蒙古原煤产量:合计:当月值,欧洲ARA港动力煤现货价,进口数量:动力煤:当月值,煤炭运价:秦皇岛港-上海/乍浦:4-5万吨
2010/1/1,0,0,0,0,0,503.9,380,547.6,,,,,,,84.16,,
2010/1/2,0,0,0,0,0,524.8,0,555.1,,,,,,,,,
2010/1/3,0,0,0,0,0,519,0,572,,,,,,,,,
2010/1/4,0,0,0,0,0,518,0,586.6,3900,,,,,,,,
2010/1/5,0,0,0,0,0,531.19,0,608,3940,,,,,,,,
2010/1/6,0,0,0,0,0,527.66,0,608.5,3960,,,,,,,,
2010/1/7,0,0,0,0,0,513,0,605,3970,,,,,,,,
2010/1/8,96.85,0,0,0,0,489.9,380,617.8,3950,,,,,,93.91,,
2010/1/9,0,0,0,0,0,487.24,0,625.4,,,,,,,,,
2010/1/10,0,0,0,0,0,475.4,0,631.4,,,,,,,,,
2010/1/11,0,0,0,0,0,497.84,0,623.9,3950,,,,,,,,
2010/1/12,0,0,0,0,0,489.04,0,626.6,3950,,,,,,,,
2010/1/13,0,0,0,0,0,486.5,0,618.4,3950,,,,,,,,
2010/1/14,0,0,0,0,0,490.7,0,610.6,3950,,,,,,,,
2010/1/15,96.85,0,0,0,0,481.4,380,600,3950,,,,,,85.82,,
2010/1/16,0,0,0,0,0,494,0,593.7,,,,,,,,,
2010/1/17,0,0,0,0,0,454.2,0,589,,,,,,,,,
2010/1/18,0,0,0,0,0,456,0,581.6,3930,,,,,,,,
2010/1/19,0,0,0,0,0,461.87,0,623.1,3880,,,,,,,,
2010/1/20,0,0,0,0,0,478.34,0,678.3,3880,,,,,,,,
2010/1/21,0,0,0,0,0,477.22,0,694,3880,,,,,,,,
2010/1/22,95.31,0,0,0,0,469.28,380,687.7,3880,,,,,,83.77,,
2010/1/23,0,0,0,0,0,462.66,0,679.6,,,,,,,,,
2010/1/24,0,0,0,0,0,451.06,0,679.4,,,,,,,,,
2010/1/25,0,0,0,0,0,458.99,0,662.4,3860,,,,,,,,
2010/1/26,0,0,0,0,0,463.04,0,650,3860,,,,,,,,
2010/1/27,0,0,0,0,0,482.3,0,630.8,3860,,,,,,,,
2010/1/28,0,0,0,0,0,484.86,0,620.1,3860,,,,,,,,
2010/1/29,0,0,0,0,0,528.23,380,604,3860,,,,,,82.28,,
2010/1/30,0,0,0,0,0,523.6,0,585.8,,,,,,,,,
2010/1/31,0,0,2932.35,302.09,0,511.9,0,581.5,,13070.69,5263.46,2705.08,2108.64,5481.92,,5734911.33,
2010/2/1,0,0,0,0,0,518.85,0,576.2,3860,,,,,,,,
2010/2/2,0,0,0,0,0,534.42,0,588.1,3860,,,,,,,,
2010/2/3,0,0,0,0,0,526.8,0,593.4,3860,,,,,,,,
2010/2/4,0,0,0,0,0,567.66,0,575.4,3860,,,,,,,,
2010/2/5,95.1,0,0,0,0,581.05,380,577.2,3860,,,,,,78.21,,
2010/2/6,0,0,0,0,0,598.46,0,570.3,,,,,,,,,
2010/2/7,0,0,0,0,0,597.4,0,565.3,,,,,,,,,
2010/2/8,0,0,0,0,0,608.8,0,565.3,3860,,,,,,,,
2010/2/9,0,0,0,0,0,643.41,0,564.9,3860,,,,,,,,
2010/2/10,0,0,0,0,0,598.46,0,570.9,3860,,,,,,,,
2010/2/11,0,0,0,0,0,676.88,0,580.8,3860,,,,,,,,
2010/2/12,0,0,0,0,0,720.55,380,595,3860,,,,,,73.41,,
2010/2/13,0,0,0,0,0,731.38,0,617.3,,,,,,,,,
2010/2/14,0,0,0,0,0,774.46,0,638.8,,,,,,,,,
2010/2/15,0,0,0,0,0,781.44,0,652.3,,,,,,,,,
2010/2/16,0,0,0,0,0,784.54,0,660.1,,,,,,,,,
2010/2/17,0,0,0,0,0,817.67,0,674.1,,,,,,,,,
2010/2/18,0,0,0,0,0,815.05,0,683.4,,,,,,,,,
2010/2/19,0,0,0,0,0,808.52,380,696.4,,,,,,,75.24,,
2010/2/20,0,0,0,0,0,823.3,0,711.6,3860,,,,,,,,
2010/2/21,0,0,0,0,0,863.52,0,713.8,3860,,,,,,,,
2010/2/22,0,0,0,0,0,936.1,0,717.8,3890,,,,,,,,
2010/2/23,0,0,0,0,0,949.73,0,716.7,3890,,,,,,,,
2010/2/24,0,0,0,0,0,961.4,0,756.9,3890,,,,,,,,
2010/2/25,0,0,0,0,0,952.82,0,786.3,3890,,,,,,,,
2010/2/26,95.1,0,0,0,0,949.18,380,782.3,3890,,,,,,75.94,,
2010/2/27,0,0,0,0,0,946.95,0,784.7,,,,,,,,,
2010/2/28,0,0,2299,260,0,936.9,0,779,,8091.48,4500.36,1942.95,1815.8,4853.05,,4848240.37,
2010/3/1,0,0,0,0,0,924.6,0,791.2,3890,,,,,,,,
2010/3/2,0,0,0,0,0,974.67,0,800,3890,,,,,,,,
2010/3/3,0,0,0,0,0,986.42,0,816.8,3900,,,,,,,,
2010/3/4,0,0,0,0,0,970.22,0,830.4,3900,,,,,,,,
2010/3/5,92.91,0,0,0,0,977.08,380,835.1,3900,,,,,,74.6,,
2010/3/6,0,0,0,0,0,972.85,0,827.4,,,,,,,,,
2010/3/7,0,0,0,0,0,956.8,0,827.7,,,,,,,,,
2010/3/8,0,0,0,0,0,945.25,0,835.5,3900,,,,,,,,
2010/3/9,0,0,0,0,0,946.77,0,827,3900,,,,,,,,
2010/3/10,0,0,0,0,0,949.81,0,823.7,3920,,,,,,,,
2010/3/11,0,0,0,0,0,955,0,834.2,3950,,,,,,,,
2010/3/12,0,0,0,0,0,919.35,380,822.9,3970,,,,,,71.8,,
2010/3/13,0,0,0,0,0,911.3,0,822.2,,,,,,,,,
2010/3/14,0,0,0,0,0,905.15,0,815.1,,,,,,,,,
2010/3/15,0,0,0,0,0,887.16,0,814.4,4050,,,,,,,,
2010/3/16,0,0,0,0,0,928,0,838.1,4150,,,,,,,,
2010/3/17,0,0,0,0,0,916.5,0,831.1,4180,,,,,,,,
2010/3/18,0,0,0,0,0,926.23,0,830.1,4180,,,,,,,,
2010/3/19,92.2,0,0,0,0,926.63,380,826.7,4160,,,,,,74.24,,
2010/3/20,0,0,0,0,0,909.36,0,859.4,,,,,,,,,
2010/3/21,0,0,0,0,0,901.2,0,869.4,,,,,,,,,
2010/3/22,0,0,0,0,0,892.96,0,859,4160,,,,,,,,
2010/3/23,0,0,0,0,0,922.07,0,857.7,4200,,,,,,,,
2010/3/24,0,0,0,0,0,902.1,0,844.5,4230,,,,,,,,
2010/3/25,0,0,0,0,0,937.58,0,839.6,4270,,,,,,,,
2010/3/26,93.62,0,0,0,0,920.95,380,827.5,4380,,,,,,73.66,,
2010/3/27,0,0,0,0,0,923.88,0,822,,,,,,,,,
2010/3/28,0,0,0,0,0,912.53,0,810.2,,,,,,,,,
2010/3/29,0,0,0,0,0,893.78,0,809.2,4400,,,,,,,,
2010/3/30,0,0,0,0,0,903.05,0,808.3,4400,,,,,,,,
2010/3/31,0,0,2883,339.2,0,914.47,0,794,4400,20230.6,6112,2712,1927.9,6064.05,,5113639.34,
2010/4/1,0,0,0,0,0,933.62,0,795.1,4400,,,,,,,,
2010/4/2,95.74,0,0,0,0,923.48,380,794.3,4420,,,,,,75.21,,
2010/4/3,0,0,0,0,0,897.6,0,784.2,,,,,,,,,
2010/4/4,0,0,0,0,0,884.5,0,778.2,,,,,,,,,
2010/4/5,0,0,0,0,0,886.79,0,767.5,,,,,,,,,
2010/4/6,0,0,0,0,0,882,0,758.9,4470,,,,,,,,
2010/4/7,0,0,0,0,0,885.57,0,736.9,4530,,,,,,,,
2010/4/8,0,0,0,0,0,848.05,0,722.2,4550,,,,,,,,
2010/4/9,95.74,0,0,0,0,845.39,380,728.1,4590,,,,,,78.96,,
2010/4/10,0,0,0,0,0,841,0,701.1,,,,,,,,,
2010/4/11,0,0,0,0,0,843.2,0,673.2,,,,,,,,,
2010/4/12,0,0,0,0,0,832.06,0,658.8,4700,,,,,,,,
2010/4/13,0,0,0,0,0,816.09,0,649.2,4760,,,,,,,,
2010/4/14,0,0,0,0,0,813.82,0,643.4,4780,,,,,,,,
2010/4/15,0,0,0,0,0,815.63,0,631.7,4780,,,,,,,,
2010/4/16,95.74,0,0,0,0,827.96,380,622.4,4730,,,,,,77.24,,
2010/4/17,0,0,0,0,0,858.13,0,591.8,,,,,,,,,
2010/4/18,0,0,0,0,0,852.35,0,589.5,,,,,,,,,
2010/4/19,0,0,0,0,0,836.63,0,569,4730,,,,,,,,
2010/4/20,0,0,0,0,0,827.37,0,567.3,4690,,,,,,,,
2010/4/21,0,0,0,0,0,818.75,0,549.8,4690,,,,,,,,
2010/4/22,0,0,0,0,0,807.7,0,536,4690,,,,,,,,
2010/4/23,95.74,0,0,0,0,801.82,380,528,4690,,,,,,78.65,,
2010/4/24,0,0,0,0,0,822.3,0,518.5,,,,,,,,,
2010/4/25,0,0,0,0,0,814.2,0,508.8,,,,,,,,,
2010/4/26,0,0,0,0,0,794.76,0,498.6,4670,,,,,,,,
2010/4/27,0,0,0,0,0,811.58,0,495.4,4660,,,,,,,,
2010/4/28,0,0,0,0,0,847.64,0,485.5,4620,,,,,,,,
2010/4/29,0,0,0,0,0,847.21,0,472.1,4560,,,,,,,,
2010/4/30,0,0,2764.3,416.2,0,848.21,410,481.5,4550,16253,5501.3,3079,1898.7,5265.48,88.52,4380824.87,
2010/5/1,0,0,0,0,0,844.78,0,473.1,,,,,,,,,
2010/5/2,0,0,0,0,0,826.5,0,472.5,,,,,,,,,
2010/5/3,0,0,0,0,0,845.3,0,462.7,,,,,,,,,
2010/5/4,0,0,0,0,0,850.44,0,472.9,4630,,,,,,,,
2010/5/5,0,0,0,0,0,875.18,0,466.1,4630,,,,,,,,
2010/5/6,0,0,0,0,0,874.65,0,496.8,4630,,,,,,,,
2010/5/7,95.74,0,0,0,0,865.11,410,490.3,4630,,,,,,90.29,,
2010/5/8,0,0,0,0,0,869.99,0,489,,,,,,,,,
2010/5/9,0,0,0,0,0,864.1,0,482.4,,,,,,,,,
2010/5/10,0,0,0,0,0,859.89,0,483,4610,,,,,,,,
2010/5/11,0,0,0,0,0,887.8,0,481.3,4600,,,,,,,,
2010/5/12,0,0,0,0,0,888.35,0,490.1,4580,,,,,,,,
2010/5/13,0,0,0,0,0,877.54,0,503.1,4480,,,,,,,,
2010/5/14,95.74,0,0,0,0,866.51,410,504.1,4450,,,,,,89.6,,
2010/5/15,0,0,0,0,0,868,0,506.7,,,,,,,,,
2010/5/16,0,0,0,0,0,845.1,0,505.1,,,,,,,,,
2010/5/17,0,0,0,0,0,824.1,0,515.6,4350,,,,,,,,
2010/5/18,0,0,0,0,0,869.35,0,524.1,4300,,,,,,,,
2010/5/19,0,0,0,0,0,876.8,0,521.5,4250,,,,,,,,
2010/5/20,0,0,0,0,0,863,0,534.9,4250,,,,,,,,
2010/5/21,93.62,0,0,0,0,859.94,410,554.7,4250,,,,,,86.89,,
2010/5/22,0,0,0,0,0,853.8,0,557.5,,,,,,,,,
2010/5/23,0,0,0,0,0,845.2,0,552.9,,,,,,,,,
2010/5/24,0,0,0,0,0,819.8,0,557.1,4250,,,,,,,,
2010/5/25,0,0,0,0,0,848,0,561.4,4250,,,,,,,,
2010/5/26,0,0,0,0,0,849.9,0,562.2,4250,,,,,,,,
2010/5/27,0,0,0,0,0,854,0,565.8,4250,,,,,,,,
2010/5/28,92.91,0,0,0,0,866.49,410,561,4250,,,,,,91.97,,
2010/5/29,0,0,0,0,0,873.8,0,568.8,,,,,,,,,
2010/5/30,0,0,0,0,0,863.6,0,612,,,,,,,,,
2010/5/31,0,0,2709.3,558.7,0,853.3,0,623,4250,26264.4,6065.1,3236.7,1929.2,5563.11,,3137830.37,
2010/6/1,0,0,0,0,0,900.8,0,621,4220,,,,,,,,
2010/6/2,0,0,0,0,0,902.6,0,633.3,4220,,,,,,,,
2010/6/3,0,0,0,0,0,879.1,0,629.7,4210,,,,,,,,
2010/6/4,85.11,0,0,0,0,884.3,410,641.6,4200,,,,,,90.67,,
2010/6/5,0,0,0,0,0,886.26,0,655.9,,,,,,,,,
2010/6/6,0,0,0,0,0,886.2,0,659.6,,,,,,,,,
2010/6/7,0,0,0,0,0,875.3,0,660.3,4180,,,,,,,,
2010/6/8,0,0,0,0,0,870.5,0,651.1,4130,,,,,,,,
2010/6/9,0,0,0,0,0,901.5,0,651.3,4100,,,,,,,,
2010/6/10,0,0,0,0,0,898,0,650.5,4060,,,,,,,,
2010/6/11,86.13,0,0,0,0,899.8,410,647.5,4060,,,,,,96.02,,
2010/6/12,0,0,0,0,0,929.54,0,631.8,4060,,,,,,,,
2010/6/13,0,0,0,0,0,924.3,0,621,4060,,,,,,,,
2010/6/14,0,0,0,0,0,933.24,0,617,,,,,,,,,
2010/6/15,0,0,0,0,0,922.1,0,617.1,,,,,,,,,
2010/6/16,0,0,0,0,0,910.8,0,613.6,,,,,,,,,
2010/6/17,0,0,0,0,0,923.6,0,629,4060,,,,,,,,
2010/6/18,87.59,0,0,0,0,953.8,410,621.2,4080,,,,,,95.02,,
2010/6/19,0,0,0,0,0,965.94,0,629.7,,,,,,,,,
2010/6/20,0,0,0,0,0,943.1,0,612.4,,,,,,,,,
2010/6/21,0,0,0,0,0,919.2,0,606,4060,,,,,,,,
2010/6/22,0,0,0,0,0,974.2,0,599.6,4060,,,,,,,,
2010/6/23,0,0,0,0,0,1038.5,0,592.5,4060,,,,,,,,
2010/6/24,0,0,0,0,0,1048.3,0,590.6,4060,,,,,,,,
2010/6/25,89.63,0,0,0,0,1053.77,410,581,4060,,,,,,91.14,,
2010/6/26,0,0,0,0,0,1059.4,0,584.5,,,,,,,,,
2010/6/27,0,0,0,0,0,1057.3,0,581,,,,,,,,,
2010/6/28,0,0,0,0,0,1039.7,0,561,4060,,,,,,,,
2010/6/29,0,0,0,0,0,1030.9,0,564.5,4060,,,,,,,,
2010/6/30,0,0,2616.6,703.8,0,1067.2,0,564.2,4060,15205.88,6191.81,3097.48,,4900,,3653696.78,
2010/7/1,0,0,0,0,0,1071.2,0,566.5,4060,,,,,,,,
2010/7/2,85.71,0,0,0,0,1066.1,410,587.3,4040,,,,,,93.52,,
2010/7/3,0,0,0,0,0,1046.6,0,585.6,,,,,,,,,
2010/7/4,0,0,0,0,0,1051.4,0,593.9,,,,,,,,,
2010/7/5,0,0,0,0,0,1047.9,0,576,4040,,,,,,,,
2010/7/6,0,0,0,0,0,1069.07,0,592.9,4000,,,,,,,,
2010/7/7,0,0,0,0,0,1082.4,0,589.8,4000,,,,,,,,
2010/7/8,0,0,0,0,0,1101.29,0,587.7,3980,,,,,,,,
2010/7/9,84.21,0,0,0,0,1100.61,410,595.6,3970,,,,,,93.11,,
2010/7/10,0,0,0,0,0,1086.44,0,586.3,,,,,,,,,
2010/7/11,0,0,0,0,0,1072.4,0,583.9,,,,,,,,,
2010/7/12,0,0,0,0,0,1048.34,0,583.9,3970,,,,,,,,
2010/7/13,0,0,0,0,0,1068.08,0,584.5,3930,,,,,,,,
2010/7/14,0,0,0,0,0,1087.77,0,590.5,3930,,,,,,,,
2010/7/15,0,0,0,0,0,1098.5,0,596.6,3920,,,,,,,,
2010/7/16,84.33,0,0,0,0,1118.45,410,599.5,3920,,,,,,92.76,,
2010/7/17,0,0,0,0,0,1107.85,0,594,,,,,,,,,
2010/7/18,0,0,0,0,0,1089,0,594,,,,,,,,,
2010/7/19,0,0,0,0,0,1081.2,0,593.2,3920,,,,,,,,
2010/7/20,0,0,0,0,0,1077.87,0,599.6,3940,,,,,,,,
2010/7/21,0,0,0,0,0,1031.4,0,605,3970,,,,,,,,
2010/7/22,0,0,0,0,0,1040.92,0,601.5,4010,,,,,,,,
2010/7/23,85.93,0,0,0,0,1040.64,410,598.5,4030,,,,,,92.47,,
2010/7/24,0,0,0,0,0,1094.74,0,619.8,,,,,,,,,
2010/7/25,0,0,0,0,0,1035.8,0,656.8,,,,,,,,,
2010/7/26,0,0,0,0,0,1017.7,0,660,4030,,,,,,,,
2010/7/27,0,0,0,0,0,1054.34,0,676,4030,,,,,,,,
2010/7/28,0,0,0,0,0,1048.5,0,679.5,4010,,,,,,,,
2010/7/29,0,0,0,0,0,1055.8,0,695.1,4010,,,,,,,,
2010/7/30,86.76,0,0,0,0,1076.2,410,705.5,4030,,,,,,92.29,,
2010/7/31,0,0,2809.1,826.8,0,1053,0,705.8,,19414.49,5931.98,2878.45,,7200,,4338547.47,
2010/8/1,0,0,0,0,0,1043.3,0,737.8,,,,,,,,,
2010/8/2,0,0,0,0,0,1027.9,0,731.8,4160,,,,,,,,
2010/8/3,0,0,0,0,0,1029.05,0,727,4200,,,,,,,,
2010/8/4,0,0,0,0,0,1010.03,0,725,4200,,,,,,,,
2010/8/5,0,0,0,0,0,1014.29,0,733,4180,,,,,,,,
2010/8/6,87.5,0,0,0,0,1010.82,395,735.9,4180,,,,,,94.66,,
2010/8/7,0,0,0,0,0,976.98,0,722,,,,,,,,,
2010/8/8,0,0,0,0,0,947.8,0,717,,,,,,,,,
2010/8/9,0,0,0,0,0,958.58,0,715.5,4210,,,,,,,,
2010/8/10,0,0,0,0,0,969.71,0,710.4,4250,,,,,,,,
2010/8/11,0,0,0,0,0,951.58,0,706.8,4300,,,,,,,,
2010/8/12,0,0,0,0,0,940.38,0,723.3,4320,,,,,,,,
2010/8/13,88.15,0,0,0,0,916.56,395,728.7,4300,,,,,,92.67,,
2010/8/14,0,0,0,0,0,912.45,0,732.8,,,,,,,,,
2010/8/15,0,0,0,0,0,904.9,0,733.8,,,,,,,,,
2010/8/16,0,0,0,0,0,886.56,0,731.7,4300,,,,,,,,
2010/8/17,0,0,0,0,0,874.78,0,729.5,4300,,,,,,,,
2010/8/18,0,0,0,0,0,887.1,0,734.3,4300,,,,,,,,
2010/8/19,0,0,0,0,0,887.23,0,730,4300,,,,,,,,
2010/8/20,88.89,0,0,0,0,902.5,395,725.1,4270,,,,,,91.99,,
2010/8/21,0,0,0,0,0,873.8,0,713.2,,,,,,,,,
2010/8/22,0,0,0,0,0,861.9,0,717.3,,,,,,,,,
2010/8/23,0,0,0,0,0,852.9,0,718.3,4240,,,,,,,,
2010/8/24,0,0,0,0,0,813.54,0,717,4240,,,,,,,,
2010/8/25,0,0,0,0,0,833.55,0,720.2,4240,,,,,,,,
2010/8/26,0,0,0,0,0,853.66,0,718.3,4230,,,,,,,,
2010/8/27,91.97,0,0,0,0,852.29,395,715.5,4230,,,,,,91.53,,
2010/8/28,0,0,0,0,0,841.7,0,726.1,,,,,,,,,
2010/8/29,0,0,0,0,0,807.6,0,726.1,,,,,,,,,
2010/8/30,0,0,0,0,0,800.02,0,732,4260,,,,,,,,
2010/8/31,0,0,2951.2,822.5,0,839.22,0,730.5,4260,20890.75,6080.08,2789.49,,7200,,3471930.62,36
2010/9/1,0,0,0,0,0,849.89,0,738.5,4260,,,,,,,,
2010/9/2,0,0,0,0,0,848.39,0,737.2,4290,,,,,,,,
2010/9/3,91.97,0,0,0,0,853.9,395,732.1,4290,,,,,,91.43,,
2010/9/4,0,0,0,0,0,872.1,0,727.6,,,,,,,,,
2010/9/5,0,0,0,0,0,860.2,0,719.6,,,,,,,,,
2010/9/6,0,0,0,0,0,849.4,0,717.4,4480,,,,,,,,
2010/9/7,0,0,0,0,0,859.4,0,734.8,4480,,,,,,,,40
2010/9/8,0,0,0,0,0,859.4,0,769.8,4480,,,,,,,,
2010/9/9,0,0,0,0,0,854.89,0,785.4,4480,,,,,,,,
2010/9/10,74.63,0,0,0,0,853.6,395,778.3,4480,,,,,,90.49,,
2010/9/11,0,0,0,0,0,829.3,0,768,,,,,,,,,
2010/9/12,0,0,0,0,0,826.1,0,767.7,,,,,,,,,
2010/9/13,0,0,0,0,0,818.83,0,767.9,4510,,,,,,,,
2010/9/14,0,0,0,0,0,814.3,0,752.9,4510,,,,,,,,40
2010/9/15,0,0,0,0,0,818.7,0,760.2,4450,,,,,,,,
2010/9/16,0,0,0,0,0,828.6,0,814.1,4430,,,,,,,,
2010/9/17,69.29,0,0,0,0,832.3,395,805.7,4390,,,,,,92.22,,
2010/9/18,0,0,0,0,0,839.8,0,839.4,,,,,,,,,
2010/9/19,0,0,0,0,0,832.7,0,853.9,4340,,,,,,,,
2010/9/20,0,0,0,0,0,838,0,821.2,4340,,,,,,,,
2010/9/21,0,0,0,0,0,832.8,0,821.9,4340,,,,,,,,43
2010/9/22,0,0,0,0,0,821.1,0,831.8,,,,,,,,,
2010/9/23,0,0,0,0,0,815.7,0,819.1,,,,,,,,,
2010/9/24,75.54,0,0,0,0,802.8,395,788.5,,,,,,,93.77,,
2010/9/25,0,0,0,0,0,804.84,0,761.8,4340,,,,,,,,
2010/9/26,0,0,0,0,0,808.8,0,739.6,4310,,,,,,,,
2010/9/27,0,0,0,0,0,800.6,0,715.9,4310,,,,,,,,
2010/9/28,0,0,0,0,0,789.1,0,706.1,4280,,,,,,,,43
2010/9/29,0,0,0,0,0,802,0,683.6,4260,,,,,,,,
2010/9/30,0,0,2600.9,755.5,0,792.96,0,673.7,4260,18013.8,6303.32,3023.61,,7300,,5052018.59,
2010/10/1,0,0,0,0,0,809.37,395,666.2,,,,,,,96.09,,
2010/10/2,0,0,0,0,0,807.91,0,669.8,,,,,,,,,
2010/10/3,0,0,0,0,0,779.3,0,673,,,,,,,,,
2010/10/4,0,0,0,0,0,806.6,0,662.5,,,,,,,,,
2010/10/5,0,0,0,0,0,815.1,0,643.2,,,,,,,,,
2010/10/6,0,0,0,0,0,828.2,0,649.7,,,,,,,,,
2010/10/7,0,0,0,0,0,826.1,0,647,,,,,,,,,
2010/10/8,75.36,0,0,0,0,844.54,395,668.5,4300,,,,,,96.6,,
2010/10/9,0,0,0,0,0,830.9,0,660.4,4330,,,,,,,,
2010/10/10,0,0,0,0,0,887.3,0,651.3,,,,,,,,,
2010/10/11,0,0,0,0,0,869,0,646.8,4380,,,,,,,,
2010/10/12,0,0,0,0,0,917.4,0,648.2,4380,,,,,,,,43
2010/10/13,0,0,0,0,0,928.3,0,643.6,4370,,,,,,,,
2010/10/14,0,0,0,0,0,914.5,0,642.5,4370,,,,,,,,
2010/10/15,73.19,0,0,0,0,925.56,425,638,4370,,,,,,96.6,,
2010/10/16,0,0,0,0,0,925.57,0,625,,,,,,,,,
2010/10/17,0,0,0,0,0,918,0,670.4,,,,,,,,,
2010/10/18,0,0,0,0,0,896.26,0,689,4380,,,,,,,,
2010/10/19,0,0,0,0,0,948.51,0,690.3,4410,,,,,,,,58
2010/10/20,0,0,0,0,0,939,0,712,4410,,,,,,,,
2010/10/21,0,0,0,0,0,946,0,708.2,4410,,,,,,,,
2010/10/22,61.31,0,0,0,0,951,425,699.5,4410,,,,,,101.76,,
2010/10/23,0,0,0,0,0,936.99,0,697,,,,,,,,,
2010/10/24,0,0,0,0,0,948,0,734.5,,,,,,,,,
2010/10/25,0,0,0,0,0,938.11,0,733,4410,,,,,,,,
2010/10/26,0,0,0,0,0,887.82,0,721.9,4410,,,,,,,,
2010/10/27,0,0,0,0,0,915.3,0,717.3,4410,,,,,,,,
2010/10/28,0,0,0,0,0,895.74,0,721.7,4410,,,,,,,,
2010/10/29,53.33,0,0,0,0,880.07,425,717.5,4410,,,,,,103.95,,
2010/10/30,0,0,0,0,0,892.34,0,712.7,,,,,,,,,
2010/10/31,0,0,2562.6,630.3,0,870.7,0,710.6,,15283.23,6757.93,3230.74,,6800,,3562142.91,
2010/11/1,0,0,0,0,0,884.6,0,702,4430,,,,,,,,
2010/11/2,0,0,0,0,0,879.7,0,687.9,4460,,,,,,,,
2010/11/3,0,0,0,0,0,900.6,0,686.7,4510,,,,,,,,
2010/11/4,0,0,0,0,0,905.3,0,679.9,4530,,,,,,,,
2010/11/5,74.44,0,0,0,0,917.2,425,665.8,4560,,,,,,105.23,,
2010/11/6,0,0,0,0,0,902.78,0,622.5,,,,,,,,,
2010/11/7,0,0,0,0,0,902.5,0,658.1,,,,,,,,,
2010/11/8,0,0,0,0,0,899.75,0,647.8,4650,,,,,,,,
2010/11/9,0,0,0,0,0,911.6,0,649.4,4670,,,,,,,,
2010/11/10,0,0,0,0,0,888.8,0,642,4680,,,,,,,,
2010/11/11,0,0,0,0,0,893.5,0,628.8,4680,,,,,,,,
2010/11/12,73.13,0,0,0,0,887.8,425,636,4670,,,,,,105.48,,
2010/11/13,0,0,0,0,0,889.4,0,635,,,,,,,,,
2010/11/14,0,0,0,0,0,887.3,0,629.5,,,,,,,,,
2010/11/15,0,0,0,0,0,894.95,0,622.4,4630,,,,,,,,
2010/11/16,0,0,0,0,0,856.2,0,618,4610,,,,,,,,
2010/11/17,0,0,0,0,0,885.9,0,604,4610,,,,,,,,
2010/11/18,0,0,0,0,0,883.78,0,595.3,4610,,,,,,,,
2010/11/19,75.56,0,0,0,0,884.3,425,601,4630,,,,,,106.63,,
2010/11/20,0,0,0,0,0,879.3,0,591.3,,,,,,,,,
2010/11/21,0,0,0,0,0,876.1,0,606.8,,,,,,,,,
2010/11/22,0,0,0,0,0,882.7,0,625,4660,,,,,,,,
2010/11/23,0,0,0,0,0,888,0,612.2,4680,,,,,,,,
2010/11/24,0,0,0,0,0,897.3,0,596.7,4680,,,,,,,,
2010/11/25,0,0,0,0,0,912.6,0,592.4,4720,,,,,,,,
2010/11/26,74.81,0,0,0,0,920.18,425,583.2,4720,,,,,,108.79,,
2010/11/27,0,0,0,0,0,911.6,0,589,,,,,,,,,
2010/11/28,0,0,0,0,0,910.4,0,589.3,,,,,,,,,
2010/11/29,0,0,0,0,0,902.3,0,583.5,4720,,,,,,,,
2010/11/30,0,0,2789.5,507.2,0,897.39,0,573.1,4720,20601.45,7003.32,3251.73,,8900,,3660843.99,
2010/12/1,0,0,0,0,0,919.11,0,567.2,4720,,,,,,,,
2010/12/2,0,0,0,0,0,942.58,0,589.1,4720,,,,,,,,
2010/12/3,76.3,0,0,0,0,933.38,445,639.3,4740,,,,,,117.12,,
2010/12/4,0,0,0,0,0,956.38,0,629,,,,,,,,,
2010/12/5,0,0,0,0,0,941.7,0,634.6,,,,,,,,,
2010/12/6,0,0,0,0,0,935.74,0,672.4,4780,,,,,,,,
2010/12/7,0,0,0,0,0,966.65,0,677.6,4810,,,,,,,,
2010/12/8,0,0,0,0,0,968.9,0,663.5,4810,,,,,,,,
2010/12/9,0,0,0,0,0,951.59,0,663,4810,,,,,,,,
2010/12/10,77.78,0,0,0,0,943,445,670.3,4810,,,,,,117.62,,
2010/12/11,0,0,0,0,0,948,0,688.2,,,,,,,,,
2010/12/12,0,0,0,0,0,944.7,0,678,,,,,,,,,
2010/12/13,0,0,0,0,0,922.92,0,696.5,4810,,,,,,,,
2010/12/14,0,0,0,0,0,947.9,0,746.8,4800,,,,,,,,
2010/12/15,0,0,0,0,0,941.32,0,746.2,4780,,,,,,,,
2010/12/16,0,0,0,0,0,942.04,0,737.3,4780,,,,,,,,
2010/12/17,77.27,0,0,0,0,936.23,445,729.2,4780,,,,,,119.44,,
2010/12/18,0,0,0,0,0,925.94,0,719,,,,,,,,,
2010/12/19,0,0,0,0,0,934.33,0,719.8,,,,,,,,,
2010/12/20,0,0,0,0,0,913.2,0,717.8,4800,,,,,,,,
2010/12/21,0,0,0,0,0,944.7,0,709.3,4800,,,,,,,,
2010/12/22,0,0,0,0,0,960.7,0,729.4,4830,,,,,,,,
