指标名称,唐山钢厂:高炉开工率,螺纹钢:主要钢厂开工率:全国,产量:火电:当月值,产量:水电:当月值,焦炭平均库存可用天数:国内大中型钢厂,煤炭库存:6大发电集团:合计,价格:普通水泥:42.5级袋装:北京,场存量:煤炭:秦皇岛港,价格:螺纹钢:HRB400 20mm:郑州,成交金额:上海:螺纹钢:当月值,山西原煤产量:合计:当月值,陕西原煤产量:合计:当月值,河南原煤产量:合计:当月值,内蒙古原煤产量:合计:当月值,欧洲ARA港动力煤现货价,进口数量:动力煤:当月值,煤炭运价:秦皇岛港-上海/乍浦:4-5万吨
2016/12/2,76.22,0,0,0,6,1249.4,400,675,3360,,,,,,87.1,,37
2016/12/3,0,0,0,0,0,1259.6,0,687,,,,,,,,,
2016/12/4,0,0,0,0,0,1254,0,701.5,,,,,,,,,
2016/12/5,0,0,0,0,0,1251.2,0,708.5,3390,,,,,,85.1,,34
2016/12/6,0,0,0,0,0,1233.5,0,703,3390,,,,,,84.1,,33
2016/12/7,0,72.1,0,0,0,1242.3,0,696,3470,,,,,,83.4,,33
2016/12/8,0,0,0,0,0,1220.6,0,689,3490,,,,,,84.2,,32
2016/12/9,76.83,0,0,0,6.5,1210.8,400,688,3490,,,,,,84.7,,29
2016/12/10,0,0,0,0,0,1215.8,0,693.5,,,,,,,,,
2016/12/11,0,0,0,0,0,1211.9,0,681.5,,,,,,,,,
2016/12/12,0,0,0,0,0,1212.1,0,668.5,3660,,,,,,92.7,,28
2016/12/13,0,0,0,0,0,1196.8,0,668,3730,,,,,,92.7,,30
2016/12/14,0,73.4,0,0,0,1179.2,0,670,3720,,,,,,94.2,,30
2016/12/15,0,0,0,0,0,1162.77,0,670.5,3700,,,,,,95.2,,29
2016/12/16,75.61,0,0,0,7,1139.81,400,671,3700,,,,,,96.1,,26
2016/12/17,0,0,0,0,0,1149.1,0,663,,,,,,,,,
2016/12/18,0,0,0,0,0,1131.8,0,660,,,,,,,,,
2016/12/19,0,0,0,0,0,1159.6,0,700,3630,,,,,,96,,25
2016/12/20,0,0,0,0,0,1162.4,0,736,3610,,,,,,98.94,,26
2016/12/21,0,72.1,0,0,0,1163.8,0,773,3550,,,,,,100,,26
2016/12/22,0,0,0,0,0,1171.6,0,761.5,3530,,,,,,100.68,,26
2016/12/23,74.39,0,0,0,7.5,1154.9,400,744.5,3490,,,,,,99.95,,24
2016/12/24,0,0,0,0,0,1166.6,0,727,,,,,,,,,
2016/12/25,0,0,0,0,0,1163.2,0,726.5,,,,,,,,,
2016/12/26,0,0,0,0,0,1168,0,712.5,3410,,,,,,,,24
2016/12/27,0,0,0,0,0,1154.3,0,710.5,3380,,,,,,96.75,,23
2016/12/28,0,69.2,0,0,0,1111.7,0,712,3380,,,,,,96.38,,23
2016/12/29,0,0,0,0,0,1115.8,0,711,3360,,,,,,96.25,,24
2016/12/30,72.56,0,0,0,7.5,1117.5,400,713,3360,,,,,,95.69,,24
2016/12/31,0,0,4235.8,650.5,0,1097.9,0,721,,15347.44,7777,5101.6,1099.1,8133.9,,7776336.49,
2017/1/1,0,0,0,0,0,1104.7,0,728,,,,,,,,,
2017/1/2,0,0,0,0,0,1100.8,0,744,,,,,,,94,,
2017/1/3,0,0,0,0,0,1107.7,0,733,3360,,,,,,88.5,,23
2017/1/4,0,67.2,0,0,0,1102.3,0,726.5,3400,,,,,,89.29,,22
2017/1/5,0,0,0,0,0,1094.5,0,719.5,3400,,,,,,89.88,,26
2017/1/6,72.56,0,0,0,8,1079.3,400,717,3380,,,,,,89.28,,25.5
2017/1/7,0,0,0,0,0,1054.7,0,704,,,,,,,,,
2017/1/8,0,0,0,0,0,1047.6,0,677.5,,,,,,,,,
2017/1/9,0,0,0,0,0,1052,0,669,3310,,,,,,88,,27
2017/1/10,0,0,0,0,0,1010.1,0,662,3310,,,,,,88.38,,27
2017/1/11,0,62.6,0,0,0,996.2,0,669.5,3310,,,,,,90.25,,28
2017/1/12,0,0,0,0,0,994.3,0,667,3320,,,,,,92.81,,27
2017/1/13,73.78,0,0,0,10,995.9,400,652.5,3320,,,,,,94.55,,28
2017/1/14,0,0,0,0,0,1005.7,0,642.5,,,,,,,,,
2017/1/15,0,0,0,0,0,1003.9,0,638,,,,,,,,,
2017/1/16,0,0,0,0,0,985.5,0,637,3340,,,,,,94.38,,22
2017/1/17,0,0,0,0,0,1000.8,0,621.5,3360,,,,,,92.41,,22
2017/1/18,0,58.7,0,0,0,997.6,0,619.5,3380,,,,,,91.52,,20
2017/1/19,0,0,0,0,0,975.7,0,610,3380,,,,,,90.67,,20
2017/1/20,75.61,0,0,0,11.5,1009.7,400,612.5,3380,,,,,,89.84,,19
2017/1/21,0,0,0,0,0,1006.5,0,618,,,,,,,,,
2017/1/22,0,0,0,0,0,1008.3,0,626.5,3380,,,,,,,,17
2017/1/23,0,0,0,0,0,995.5,0,627,3380,,,,,,87.5,,17
2017/1/24,0,0,0,0,0,1009.7,0,626,3380,,,,,,,,14
2017/1/25,0,0,0,0,0,1013,0,628,3380,,,,,,89.25,,15
2017/1/26,0,0,0,0,0,1015,0,606,3380,,,,,,87.75,,15
2017/1/27,0,0,0,0,0,1059.7,400,603,,,,,,,86.2,,
2017/1/28,0,0,0,0,0,1075.7,0,612,,,,,,,,,
2017/1/29,0,0,0,0,0,1083.7,0,610.5,,,,,,,,,
2017/1/30,0,0,0,0,0,1083.4,0,602.5,,,,,,,82.63,,
2017/1/31,0,0,0,0,0,1089.4,0,596,,9712.73,,,,,83.01,6399930.84,
2017/2/1,0,0,0,0,0,1091.4,0,593,,,,,,,82.39,,
2017/2/2,0,0,0,0,0,1086.6,0,594,,,,,,,83.03,,
2017/2/3,77.44,56.4,0,0,0,1091.1,400,600.5,3380,,,,,,83.39,,
2017/2/4,0,0,0,0,0,1136,0,584,3530,,,,,,,,
2017/2/5,0,0,0,0,0,1138.7,0,574,,,,,,,,,
2017/2/6,0,0,0,0,0,1142.7,0,556,3550,,,,,,82.5,,22
2017/2/7,0,0,0,0,0,1137.1,0,543,3580,,,,,,82.5,,22
2017/2/8,0,58,0,0,0,1190,0,525,3610,,,,,,81.96,,24
2017/2/9,0,0,0,0,0,1180.2,0,516.5,3620,,,,,,81.82,,24
2017/2/10,78.66,0,0,0,10,1189.1,400,502.5,3620,,,,,,80.63,,23
2017/2/11,0,0,0,0,0,1176.5,0,501,,,,,,,,,
2017/2/12,0,0,0,0,0,1194.2,0,503,,,,,,,,,
2017/2/13,0,0,0,0,0,1200,0,484,3750,,,,,,79.84,,20
2017/2/14,0,0,0,0,0,1167.5,0,471.5,3800,,,,,,,,21
2017/2/15,0,62,0,0,0,1176.9,0,456,3820,,,,,,79.6,,21
2017/2/16,0,0,0,0,0,1169.4,0,444.5,3820,,,,,,80.37,,21
2017/2/17,79.88,0,0,0,10,1169.7,400,456.5,3840,,,,,,80.49,,22
2017/2/18,0,0,0,0,0,1138.9,0,445,,,,,,,,,
2017/2/19,0,0,0,0,0,1128,0,439.5,,,,,,,,,
2017/2/20,0,0,0,0,0,1131.1,0,444,3970,,,,,,82.6,,22
2017/2/21,0,0,0,0,0,1118.6,0,441,4030,,,,,,83.34,,24
2017/2/22,0,63.9,0,0,0,1114.9,0,431.5,4030,,,,,,83.19,,24
2017/2/23,0,0,0,0,0,1124.2,0,440,4000,,,,,,,,36
2017/2/24,79.88,0,0,0,10,1111.11,396,442,3980,,,,,,82.78,,36
2017/2/25,0,0,0,0,0,1128.33,0,431,,,,,,,,,
2017/2/26,0,0,0,0,0,1125,0,435.5,,,,,,,,,
2017/2/27,0,0,0,0,0,1130,0,430,4090,,,,,,78.69,,37
2017/2/28,0,0,0,0,0,1123.21,0,441,4090,12391.17,,,,,78.47,5043833.13,38
2017/3/1,0,64.9,0,0,0,1102.19,0,450,4070,,,,,,78.86,,43
2017/3/2,0,0,0,0,0,1102.62,0,459.5,4070,,,,,,78.77,,43
2017/3/3,78.66,0,0,0,9,1111.5,396,462.5,4050,,,,,,78.53,,46
2017/3/4,0,0,0,0,0,1097.95,0,455,,,,,,,,,
2017/3/5,0,0,0,0,0,1086.9,0,445.5,,,,,,,,,
2017/3/6,0,0,0,0,0,1079.7,0,439,4020,,,,,,76.25,,50
2017/3/7,0,0,0,0,0,1018.98,0,432.5,4010,,,,,,74.86,,51
2017/3/8,0,65.9,0,0,0,1035.78,0,432.5,3990,,,,,,74.48,,55
2017/3/9,0,0,0,0,0,1019.95,0,428.5,3950,,,,,,73.79,,54
2017/3/10,76.22,0,0,0,9,999.49,397,428.5,3920,,,,,,73.59,,57
2017/3/11,0,0,0,0,0,1006.73,0,444,,,,,,,,,
2017/3/12,0,0,0,0,0,999.5,0,450,,,,,,,,,
2017/3/13,0,0,0,0,0,994.4,0,454,3920,,,,,,73.33,,46
2017/3/14,0,0,0,0,0,996.96,0,459,3960,,,,,,73.11,,45
2017/3/15,0,69.2,0,0,0,978.8,0,460,4000,,,,,,,,44
2017/3/16,0,0,0,0,0,967.86,0,462,4000,,,,,,72.82,,44
2017/3/17,76.83,0,0,0,9,971,397,463.5,3980,,,,,,72.53,,49
2017/3/18,0,0,0,0,0,977.42,0,465,,,,,,,,,
2017/3/19,0,0,0,0,0,971,0,467,,,,,,,,,
2017/3/20,0,0,0,0,0,963.5,0,469,3990,,,,,,71.43,,50
2017/3/21,0,0,0,0,0,951.2,0,475,3940,,,,,,71.34,,50
2017/3/22,0,70.5,0,0,0,932.67,0,478.5,3910,,,,,,71.09,,41
2017/3/23,0,0,0,0,0,932.5,0,484,3890,,,,,,70.89,,40
2017/3/24,77.44,0,0,0,8.5,933.87,402,490.5,3890,,,,,,70.78,,39
2017/3/25,0,0,0,0,0,936.4,0,488,,,,,,,,,
2017/3/26,0,0,0,0,0,929.61,0,495,,,,,,,,,
2017/3/27,0,0,0,0,0,938.41,0,496,3810,,,,,,69.5,,33
2017/3/28,0,0,0,0,0,945.19,0,506.5,3770,,,,,,68.79,,34
2017/3/29,0,72.8,0,0,0,955.56,0,507.5,3770,,,,,,,,35
2017/3/30,0,0,0,0,0,958.81,0,521,3770,,,,,,69.99,,35
2017/3/31,76.83,0,3960.8,725.2,8.5,981.95,402,526,3770,18721.15,7155.4,4555.6,923.8,8506.9,70.39,5701740.56,34
2017/4/1,0,0,0,0,0,1013.28,0,511,3770,,,,,,,,35
2017/4/2,0,0,0,0,0,983.55,0,510,,,,,,,,,
2017/4/3,0,0,0,0,0,976.9,0,497,,,,,,,76.38,,
2017/4/4,0,0,0,0,0,979.7,0,500.5,,,,,,,77.15,,
2017/4/5,0,73.4,0,0,0,979.7,0,505.5,3770,,,,,,77.12,,31
2017/4/6,0,0,0,0,0,963.93,0,504,3770,,,,,,77.29,,31
2017/4/7,78.05,0,0,0,8,973.37,432,499,3740,,,,,,77.19,,33
2017/4/8,0,0,0,0,0,972.23,0,506,,,,,,,,,
2017/4/9,0,0,0,0,0,957.29,0,505,,,,,,,,,
2017/4/10,0,0,0,0,0,963.39,0,497.5,3660,,,,,,76.3,,31
2017/4/11,0,0,0,0,0,921.1,0,497,3610,,,,,,75.22,,32
2017/4/12,0,75.4,0,0,0,947.82,0,490,3520,,,,,,74.58,,31
2017/4/13,0,0,0,0,0,947.5,0,489,3480,,,,,,74.47,,28
2017/4/14,79.27,0,0,0,9,978.6,432,503,3480,,,,,,,,29
2017/4/15,0,0,0,0,0,993.69,0,497,,,,,,,,,
2017/4/16,0,0,0,0,0,985.9,0,499.5,,,,,,,,,
2017/4/17,0,0,0,0,0,992.8,0,501.5,3430,,,,,,,,25
2017/4/18,0,0,0,0,0,1041.7,0,501.5,3370,,,,,,73.88,,27
2017/4/19,0,75.1,0,0,0,1039.98,0,512,3340,,,,,,74.32,,26
2017/4/20,0,0,0,0,0,1034.28,0,512,3340,,,,,,74.29,,23
2017/4/21,79.27,0,0,0,9,1043.13,427,508,3370,,,,,,74.08,,25
2017/4/22,0,0,0,0,0,1060.3,0,506,,,,,,,,,
2017/4/23,0,0,0,0,0,1058.9,0,517,,,,,,,,,
2017/4/24,0,0,0,0,0,1073.14,0,514.5,3370,,,,,,73.5,,25
2017/4/25,0,0,0,0,0,1088.3,0,521.5,3390,,,,,,72.82,,25
2017/4/26,0,74.8,0,0,0,1091.1,0,519.5,3460,,,,,,72.95,,24
2017/4/27,0,0,0,0,0,1085.55,0,519,3460,,,,,,73,,23
2017/4/28,78.66,0,0,0,9,1083.7,427,519,3500,,,,,,73.18,,25
2017/4/29,0,0,0,0,0,1077.5,0,514,,,,,,,,,
2017/4/30,0,0,3521.8,743.4,0,1072.82,0,519.5,,14765.19,7282.4,4526.9,913.2,7892,,6895892.16,
2017/5/1,0,0,0,0,0,1065.4,0,525.5,,,,,,,,,
2017/5/2,0,0,0,0,0,1107.1,0,531.5,3650,,,,,,74.27,,23
2017/5/3,0,75.7,0,0,0,1145.18,0,538,3650,,,,,,74.39,,24
2017/5/4,0,0,0,0,0,1176.6,0,547,3630,,,,,,74.09,,24
2017/5/5,78.05,0,0,0,9.5,1182.92,427,566.5,3580,,,,,,73.91,,25
2017/5/6,0,0,0,0,0,1179.6,0,576.5,,,,,,,,,
2017/5/7,0,0,0,0,0,1181,0,568,,,,,,,,,
2017/5/8,0,0,0,0,0,1167.8,0,570.5,3640,,,,,,72.38,,24
2017/5/9,0,0,0,0,0,1168.55,0,569.5,3640,,,,,,71.24,,24
2017/5/10,0,75.1,0,0,0,1190.2,0,576.5,3750,,,,,,71.29,,24
2017/5/11,0,0,0,0,0,1206.81,0,577.5,3750,,,,,,71.31,,25
2017/5/12,78.66,0,0,0,10,1200.78,427,589,3780,,,,,,71.34,,24
2017/5/13,0,0,0,0,0,1213.03,0,601,,,,,,,,,
2017/5/14,0,0,0,0,0,1205.6,0,590,,,,,,,,,
2017/5/15,0,0,0,0,0,1210.2,0,594,3850,,,,,,72.88,,23
2017/5/16,0,0,0,0,0,1187.3,0,578,3850,,,,,,73.1,,25
2017/5/17,0,71.8,0,0,0,1236.3,0,589.5,3880,,,,,,73.72,,29
2017/5/18,0,0,0,0,0,1229.3,0,587.5,3890,,,,,,74.11,,29
2017/5/19,77.44,0,0,0,10.5,1187.56,430,594.5,3920,,,,,,74.32,,29
2017/5/20,0,0,0,0,0,1225.32,0,600,,,,,,,,,
2017/5/21,0,0,0,0,0,1224.1,0,589,,,,,,,,,
2017/5/22,0,0,0,0,0,1209,0,583.5,3920,,,,,,75.85,,25
2017/5/23,0,0,0,0,0,1203.02,0,588,3970,,,,,,77.14,,24
2017/5/24,0,71.1,0,0,0,1220.73,0,586.5,3970,,,,,,77.18,,25
2017/5/25,0,0,0,0,0,1239.7,0,587.5,3940,,,,,,,,25
2017/5/26,78.66,0,0,0,11,1275.6,430,589,3900,,,,,,77.27,,24
2017/5/27,0,0,0,0,0,1271.9,0,583,3900,,,,,,,,24
2017/5/28,0,0,0,0,0,1289.58,0,579.5,,,,,,,,,
2017/5/29,0,0,0,0,0,1298.9,0,564,,,,,,,,,
2017/5/30,0,0,0,0,0,1289.48,0,571.5,,,,,,,77.36,,
2017/5/31,0,74.8,3553,886,0,1274.2,0,571,3900,25147.2,7375.4,4576.1,990.8,7938.3,77.36,6710553.04,24
2017/6/1,0,0,0,0,0,1284.9,0,580,3900,,,,,,77.2,,
2017/6/2,78.66,0,0,0,11,1295.6,430,580.5,3880,,,,,,77.11,,
2017/6/3,0,0,0,0,0,1297.8,0,590,,,,,,,,,
2017/6/4,0,0,0,0,0,1283.96,0,588,,,,,,,,,
2017/6/5,0,0,0,0,0,1273.56,0,585.5,3770,,,,,,78.13,,
2017/6/6,0,0,0,0,0,1256.7,0,581.5,3780,,,,,,78.18,,
2017/6/7,0,74.8,0,0,0,1244.21,0,573,3780,,,,,,78.15,,
2017/6/8,0,0,0,0,0,1236.51,0,567,3780,,,,,,78.23,,
2017/6/9,79.27,0,0,0,11,1222.4,430,555,3780,,,,,,78.27,,
2017/6/10,0,0,0,0,0,1164.41,0,554.5,,,,,,,,,
2017/6/11,0,0,0,0,0,1234.37,0,535.5,,,,,,,,,
2017/6/12,0,0,0,0,0,1234.8,0,530.5,3790,,,,,,79,,
2017/6/13,0,0,0,0,0,1227.17,0,530,3790,,,,,,78.82,,
2017/6/14,0,77.4,0,0,0,1211.57,0,533.5,3750,,,,,,78.41,,
2017/6/15,0,0,0,0,0,1208.6,0,531,3770,,,,,,78.42,,
2017/6/16,78.05,0,0,0,11.5,1235.91,430,535.5,3800,,,,,,78.47,,
2017/6/17,0,0,0,0,0,1229.43,0,536,,,,,,,,,
2017/6/18,0,0,0,0,0,1228.2,0,532,,,,,,,,,
2017/6/19,0,0,0,0,0,1239.32,0,532.5,3820,,,,,,79.13,,
2017/6/20,0,0,0,0,0,1260.79,0,540,3840,,,,,,79.57,,
2017/6/21,0,77,0,0,0,1254.85,0,545,3840,,,,,,79.63,,
2017/6/22,0,0,0,0,0,1270.7,0,547,3840,,,,,,79.57,,
2017/6/23,78.05,0,0,0,11.5,1270.73,430,540,3850,,,,,,79.53,,
2017/6/24,0,0,0,0,0,1262.29,0,539.5,,,,,,,,,
2017/6/25,0,0,0,0,0,1264.79,0,531,,,,,,,,,
2017/6/26,0,0,0,0,0,1269.64,0,530,3870,,,,,,78.75,,
2017/6/27,0,0,0,0,0,1274.58,0,527.5,3870,,,,,,78.77,,
2017/6/28,0,77.7,0,0,0,1279.91,0,545,3900,,,,,,79.34,,
2017/6/29,0,0,0,0,0,1293.24,0,546.5,3920,,,,,,79.63,,
2017/6/30,80.49,0,3710,1044,11,1293.71,430,527,3920,25999.57,7497,4924.5,1010.3,7940.3,79.81,6452746.5,
2017/7/1,0,0,0,0,0,1328.4,0,534,,,,,,,,,
2017/7/2,0,0,0,0,0,1345.75,0,550,,,,,,,,,
2017/7/3,0,0,0,0,0,1344.1,0,561,3930,,,,,,81,,
2017/7/4,0,0,0,0,0,1364.6,0,565,3930,,,,,,81.63,,
2017/7/5,0,78,0,0,0,1350.94,0,572,3940,,,,,,82.34,,
2017/7/6,0,0,0,0,0,1328.78,0,573.5,3940,,,,,,82.73,,
2017/7/7,80.49,0,0,0,11.5,1311.75,430,578,3940,,,,,,82.84,,
2017/7/8,0,0,0,0,0,1285.16,0,574,,,,,,,,,
2017/7/9,0,0,0,0,0,1279.8,0,574,,,,,,,,,
2017/7/10,0,0,0,0,0,1273.56,0,579.5,3920,,,,,,85,,
2017/7/11,0,0,0,0,0,1279.8,0,595.5,3920,,,,,,84.85,,
2017/7/12,0,78,0,0,0,1265.18,0,598,3940,,,,,,84.68,,
2017/7/13,0,0,0,0,0,1275.94,0,590.5,3940,,,,,,84.42,,
2017/7/14,80.49,0,0,0,11.5,1294.33,430,585,3950,,,,,,83.91,,
2017/7/15,0,0,0,0,0,1250.4,0,577,,,,,,,,,
2017/7/16,0,0,0,0,0,1242.57,0,574,,,,,,,,,
2017/7/17,0,0,0,0,0,1231.64,0,575,3950,,,,,,82.88,,
2017/7/18,0,0,0,0,0,1259.62,0,587.5,3960,,,,,,82.19,,
2017/7/19,0,78.4,0,0,0,1264.07,0,586.5,3970,,,,,,82.75,,
2017/7/20,0,0,0,0,0,1249.4,0,593,3970,,,,,,82.95,,
2017/7/21,80.49,0,0,0,11.5,1267,430,599.5,3970,,,,,,83.01,,
2017/7/22,0,0,0,0,0,1243.5,0,596.5,,,,,,,,,
2017/7/23,0,0,0,0,0,1247.02,0,588.5,,,,,,,,,
2017/7/24,0,0,0,0,0,1240.82,0,591,3970,,,,,,82.13,,
2017/7/25,0,0,0,0,0,1221.27,0,579,3970,,,,,,82.19,,
2017/7/26,0,76.7,0,0,0,1248.9,0,577,3970,,,,,,82.47,,
2017/7/27,0,0,0,0,0,1237.1,0,573.5,3970,,,,,,82.3,,
2017/7/28,80.49,0,0,0,10.5,1240.17,430,570,3970,,,,,,82.46,,
2017/7/29,0,0,0,0,0,1213.34,0,557.5,,,,,,,,,
2017/7/30,0,0,0,0,0,1211.5,0,545,,,,,,,,,
2017/7/31,0,0,0,0,0,1215.29,0,541.5,3980,28948.97,,,,,83.75,,
2017/8/1,0,0,0,0,0,1240.67,0,553,3980,,,,,,83.67,,
2017/8/2,0,0,0,0,0,1209.07,0,551.5,3980,,,,,,83.46,,
2017/8/3,0,0,0,0,0,1215.04,0,553,4000,,,,,,83.17,,
2017/8/4,80.49,0,0,0,0,1189.42,430,580.5,4030,,,,,,83.23,,
2017/8/5,,,,,,,,594,,,,,,,,,
2017/8/6,,,,,,,,594,,,,,,,,,
2017/8/7,,,,,,,,602.5,4120,,,,,,,,
