"","name","time","NetIncome"
"1","神华集团有限责任公司","2010Q1",12882767377
"2","神华集团有限责任公司","2010Q2",12991285424
"3","神华集团有限责任公司","2010Q3",12571549759
"4","神华集团有限责任公司","2010Q4",8413164756
"5","神华集团有限责任公司","2011Q1",14558834780
"6","神华集团有限责任公司","2011Q2",16818829621
"7","神华集团有限责任公司","2011Q3",14192538272
"8","神华集团有限责任公司","2011Q4",12953737207
"9","神华集团有限责任公司","2012Q1",16121726848
"10","神华集团有限责任公司","2012Q2",19181185464
"11","神华集团有限责任公司","2012Q3",14701451113
"12","神华集团有限责任公司","2012Q4",12678542156
"13","神华集团有限责任公司","2013Q1",15617061137
"14","神华集团有限责任公司","2013Q2",16700510141
"15","神华集团有限责任公司","2013Q3",14608871662
"16","神华集团有限责任公司","2013Q4",15047838749
"17","神华集团有限责任公司","2014Q1",13886048176
"18","神华集团有限责任公司","2014Q2",15324249392
"19","神华集团有限责任公司","2014Q3",10523987600
"20","神华集团有限责任公司","2014Q4",8687830141
"21","神华集团有限责任公司","2015Q1",6702053208
"22","神华集团有限责任公司","2015Q2",7963234851
"23","神华集团有限责任公司","2015Q3",6234508053
"24","神华集团有限责任公司","2015Q4",-913033223
"25","神华集团有限责任公司","2016Q1",4787421566
"26","神华集团有限责任公司","2016Q2",5707487178
"27","神华集团有限责任公司","2016Q3",7888098955
"28","神华集团有限责任公司","2016Q4",7542922178
"29","神华集团有限责任公司","2017Q1",10169211961
"30","中国神华能源股份有限公司","2010Q1",1.01e+10
"31","中国神华能源股份有限公司","2010Q2",1.15e+10
"32","中国神华能源股份有限公司","2010Q3",1.11e+10
"33","中国神华能源股份有限公司","2010Q4",9.8e+09
"34","中国神华能源股份有限公司","2011Q1",1.22e+10
"35","中国神华能源股份有限公司","2011Q2",1.33e+10
"36","中国神华能源股份有限公司","2011Q3",1.39e+10
"37","中国神华能源股份有限公司","2011Q4",1.21e+10
"38","中国神华能源股份有限公司","2012Q1",1.32e+10
"39","中国神华能源股份有限公司","2012Q2",1.6e+10
"40","中国神华能源股份有限公司","2012Q3",1.32e+10
"41","中国神华能源股份有限公司","2012Q4",1.33e+10
"42","中国神华能源股份有限公司","2013Q1",1.35e+10
"43","中国神华能源股份有限公司","2013Q2",1.52e+10
"44","中国神华能源股份有限公司","2013Q3",1.26e+10
"45","中国神华能源股份有限公司","2013Q4",1.44e+10
"46","中国神华能源股份有限公司","2014Q1",1.26e+10
"47","中国神华能源股份有限公司","2014Q2",1.37e+10
"48","中国神华能源股份有限公司","2014Q3",1.07e+10
"49","中国神华能源股份有限公司","2014Q4",9.4e+09
"50","中国神华能源股份有限公司","2015Q1",7.66e+09
"51","中国神华能源股份有限公司","2015Q2",8.44e+09
"52","中国神华能源股份有限公司","2015Q3",6.8e+09
"53","中国神华能源股份有限公司","2015Q4",4e+08
"54","中国神华能源股份有限公司","2016Q1",6.56e+09
"55","中国神华能源股份有限公司","2016Q2",7.14e+09
"56","中国神华能源股份有限公司","2016Q3",9.8e+09
"57","中国神华能源股份有限公司","2016Q4",6e+09
"58","中国神华能源股份有限公司","2017Q1",1.42e+10
"59","山东金阳矿业集团有限公司","2011Q1",18897017.13
"60","山东金阳矿业集团有限公司","2011Q2",18897017.13
"61","山东金阳矿业集团有限公司","2011Q3",18897017.13
"62","山东金阳矿业集团有限公司","2011Q4",18897017.13
"63","山东金阳矿业集团有限公司","2012Q1",3198869.0625
"64","山东金阳矿业集团有限公司","2012Q2",3198869.0625
"65","山东金阳矿业集团有限公司","2012Q3",3198869.0625
"66","山东金阳矿业集团有限公司","2012Q4",3198869.0625
"67","山东金阳矿业集团有限公司","2013Q1",2800089.92333333
"68","山东金阳矿业集团有限公司","2013Q2",2800089.92333333
"69","山东金阳矿业集团有限公司","2013Q3",2800089.92333333
"70","平顶山煤业(集团)有限责任公司","2010Q1",393445665.6
"71","平顶山煤业(集团)有限责任公司","2010Q2",515491471.6
"72","平顶山煤业(集团)有限责任公司","2010Q3",150520406.8
"73","云南东源煤电股份有限公司","2010Q1",10247501.0433333
"74","云南东源煤电股份有限公司","2010Q2",10247501.0433333
"75","云南东源煤电股份有限公司","2010Q3",10247501.0433333
"76","云南东源煤电股份有限公司","2010Q4",-7917129.15
"77","云南东源煤电股份有限公司","2011Q1",-19684679.96
"78","云南东源煤电股份有限公司","2011Q2",8197348.12
"79","云南东源煤电股份有限公司","2011Q3",37368170.88
"80","云南东源煤电股份有限公司","2011Q4",19329549.26
"81","云南东源煤电股份有限公司","2012Q1",11895454.66
"82","云南东源煤电股份有限公司","2012Q2",68025082.22
"83","云南东源煤电股份有限公司","2012Q3",-45440896.79
"84","云南东源煤电股份有限公司","2012Q4",-7647782.85000001
"85","云南东源煤电股份有限公司","2013Q1",-46983230.36
"86","云南东源煤电股份有限公司","2013Q2",29015486.165
"87","云南东源煤电股份有限公司","2013Q3",29015486.165
"88","北京京煤集团有限责任公司","2010Q1",91405870.53
"89","北京京煤集团有限责任公司","2010Q2",186384650.67
"90","北京京煤集团有限责任公司","2010Q3",38445976.2
"91","北京京煤集团有限责任公司","2010Q4",4070406.30000001
"92","北京京煤集团有限责任公司","2011Q1",161535213.7
"93","北京京煤集团有限责任公司","2011Q2",391410758.8
"94","北京京煤集团有限责任公司","2011Q3",138075042
"95","北京京煤集团有限责任公司","2011Q4",77042198.3
"96","北京京煤集团有限责任公司","2012Q1",196666829.6
"97","北京京煤集团有限责任公司","2012Q2",163258584.4
"98","北京京煤集团有限责任公司","2012Q3",97507134.3
"99","北京京煤集团有限责任公司","2012Q4",218412344.6
"100","北京京煤集团有限责任公司","2013Q1",70064480.06
"101","北京京煤集团有限责任公司","2013Q2",53766144.94
"102","北京京煤集团有限责任公司","2013Q3",82670555.7
"103","北京京煤集团有限责任公司","2013Q4",209995253.4
"104","北京京煤集团有限责任公司","2014Q1",104925837.3
"105","北京京煤集团有限责任公司","2014Q2",35591836.3
"106","北京京煤集团有限责任公司","2014Q3",108502260.4
"107","北京京煤集团有限责任公司","2014Q4",238804990.7
"108","北京京煤集团有限责任公司","2015Q1",7233028.09
"109","北京京煤集团有限责任公司","2015Q2",6138548.67
"110","北京京煤集团有限责任公司","2015Q3",-59977352.26
"111","北京京煤集团有限责任公司","2015Q4",207779371.2
"112","北京京煤集团有限责任公司","2016Q1",-156128704.1
"113","北京京煤集团有限责任公司","2016Q2",162636253.65
"114","北京京煤集团有限责任公司","2016Q3",-2165045.99
"115","北京京煤集团有限责任公司","2016Q4",102285516.74
"116","北京京煤集团有限责任公司","2017Q1",277032183.6
"117","中国庆华能源集团有限公司","2010Q1",313320088.75
"118","中国庆华能源集团有限公司","2010Q2",313320088.75
"119","中国庆华能源集团有限公司","2010Q3",313320088.75
"120","中国庆华能源集团有限公司","2010Q4",313320088.75
"121","中国庆华能源集团有限公司","2011Q1",253405150.75
"122","中国庆华能源集团有限公司","2011Q2",253405150.75
"123","中国庆华能源集团有限公司","2011Q3",253405150.75
"124","中国庆华能源集团有限公司","2011Q4",253405150.75
"125","中国庆华能源集团有限公司","2012Q1",73820340.0333333
"126","中国庆华能源集团有限公司","2012Q2",73820340.0333333
"127","中国庆华能源集团有限公司","2012Q3",73820340.0333333
"128","中国庆华能源集团有限公司","2012Q4",-90426632
"129","中国庆华能源集团有限公司","2013Q1",2918403.46
"130","中国庆华能源集团有限公司","2013Q2",-180686576.66
"131","中国庆华能源集团有限公司","2013Q3",225342920.84
"132","中国庆华能源集团有限公司","2013Q4",117489027.66
"133","中国庆华能源集团有限公司","2014Q1",3950661.54
"134","中国庆华能源集团有限公司","2014Q2",-2606673.73
"135","中国庆华能源集团有限公司","2014Q3",48489620.36
"136","中国庆华能源集团有限公司","2014Q4",-399380941.97
"137","中国庆华能源集团有限公司","2015Q1",-174585983
"138","中国庆华能源集团有限公司","2015Q2",-263209028
"139","中国庆华能源集团有限公司","2015Q3",-96708241.9
"140","华电煤业集团有限公司","2010Q1",12446478.12
"141","华电煤业集团有限公司","2010Q2",94221274.19
"142","华电煤业集团有限公司","2010Q3",94221274.19
"143","华电煤业集团有限公司","2010Q4",372120385.9
"144","华电煤业集团有限公司","2011Q1",264602933.9
"145","华电煤业集团有限公司","2011Q2",304951304.1
"146","华电煤业集团有限公司","2011Q3",304951304.1
"147","华电煤业集团有限公司","2011Q4",302481762.9
"148","华电煤业集团有限公司","2012Q1",495181194.2
"149","华电煤业集团有限公司","2012Q2",412521039
"150","华电煤业集团有限公司","2012Q3",339256482.8
"151","华电煤业集团有限公司","2012Q4",345126743
"152","华电煤业集团有限公司","2013Q1",138370431.5
"153","华电煤业集团有限公司","2013Q2",46272484.2
"154","华电煤业集团有限公司","2013Q3",-3705296.09999999
"155","华电煤业集团有限公司","2013Q4",158833677.7
"156","华电煤业集团有限公司","2014Q1",98386703.35
"157","华电煤业集团有限公司","2014Q2",34672537.05
"158","华电煤业集团有限公司","2014Q3",37965731.6
"159","华电煤业集团有限公司","2014Q4",-110304748.77
"160","华电煤业集团有限公司","2015Q1",-36424959.75
"161","华电煤业集团有限公司","2015Q2",-135213741.05
"162","华电煤业集团有限公司","2015Q3",-411319001.2
"163","华电煤业集团有限公司","2015Q4",-1161622752
"164","华电煤业集团有限公司","2016Q1",-260248405.4
"165","华电煤业集团有限公司","2016Q2",-133329111.6
"166","华电煤业集团有限公司","2016Q3",74872898.8
"167","华电煤业集团有限公司","2016Q4",412446640.42
"168","华电煤业集团有限公司","2017Q1",873397413.9
"169","中国中煤能源股份有限公司","2010Q1",2158899000
"170","中国中煤能源股份有限公司","2010Q2",2772762000
"171","中国中煤能源股份有限公司","2010Q3",1671812000
"172","中国中煤能源股份有限公司","2010Q4",967256000
"173","中国中煤能源股份有限公司","2011Q1",2474431000
"174","中国中煤能源股份有限公司","2011Q2",2955677000
"175","中国中煤能源股份有限公司","2011Q3",2852022000
"176","中国中煤能源股份有限公司","2011Q4",2023236000
"177","中国中煤能源股份有限公司","2012Q1",2794647000
"178","中国中煤能源股份有限公司","2012Q2",2274667000
"179","中国中煤能源股份有限公司","2012Q3",2222085000
"180","中国中煤能源股份有限公司","2012Q4",2718541000
"181","中国中煤能源股份有限公司","2013Q1",1989576000
"182","中国中煤能源股份有限公司","2013Q2",1331501000
"183","中国中煤能源股份有限公司","2013Q3",530611000
"184","中国中煤能源股份有限公司","2013Q4",444051000
"185","中国中煤能源股份有限公司","2014Q1",698694000
"186","中国中煤能源股份有限公司","2014Q2",213411000
"187","中国中煤能源股份有限公司","2014Q3",53135000
"188","中国中煤能源股份有限公司","2014Q4",256811000
"189","中国中煤能源股份有限公司","2015Q1",82945000
"190","中国中煤能源股份有限公司","2015Q2",-819946000
"191","中国中煤能源股份有限公司","2015Q3",-597500000
"192","中国中煤能源股份有限公司","2015Q4",-729678000
"193","中国中煤能源股份有限公司","2016Q1",-142045000
"194","中国中煤能源股份有限公司","2016Q2",1041353000
"195","中国中煤能源股份有限公司","2016Q3",416640000
"196","中国中煤能源股份有限公司","2016Q4",1615758000
"197","中国中煤能源股份有限公司","2017Q1",1839878000
"198","北京昊华能源股份有限公司","2010Q1",174869443.4
"199","北京昊华能源股份有限公司","2010Q2",270199947
"200","北京昊华能源股份有限公司","2010Q3",285855508.4
"201","北京昊华能源股份有限公司","2010Q4",144405325.2
"202","北京昊华能源股份有限公司","2011Q1",345884657.7
"203","北京昊华能源股份有限公司","2011Q2",385589711.3
"204","北京昊华能源股份有限公司","2011Q3",388283574
"205","北京昊华能源股份有限公司","2011Q4",196323847
"206","北京昊华能源股份有限公司","2012Q1",389972853
"207","北京昊华能源股份有限公司","2012Q2",303516539.4
"208","北京昊华能源股份有限公司","2012Q3",177774528.6
"209","北京昊华能源股份有限公司","2012Q4",56383418.5
"210","北京昊华能源股份有限公司","2013Q1",220307084
"211","北京昊华能源股份有限公司","2013Q2",158672382.8
"212","北京昊华能源股份有限公司","2013Q3",106047994.3
"213","北京昊华能源股份有限公司","2013Q4",45653316.6
"214","北京昊华能源股份有限公司","2014Q1",68510465.07
"215","北京昊华能源股份有限公司","2014Q2",14916375.82
"216","北京昊华能源股份有限公司","2014Q3",72008953.41
"217","北京昊华能源股份有限公司","2014Q4",39653859
"218","北京昊华能源股份有限公司","2015Q1",19239334.49
"219","北京昊华能源股份有限公司","2015Q2",4552641.37
"220","北京昊华能源股份有限公司","2015Q3",10365350.86
"221","北京昊华能源股份有限公司","2015Q4",20032478.18
"222","北京昊华能源股份有限公司","2016Q1",-105441151.5
"223","北京昊华能源股份有限公司","2016Q2",-42221793.4
"224","北京昊华能源股份有限公司","2016Q3",34323151.3
"225","北京昊华能源股份有限公司","2016Q4",125974991.95
"226","北京昊华能源股份有限公司","2017Q1",331970341.9
"227","保利能源控股有限公司","2010Q1",-27610341.575
"228","保利能源控股有限公司","2010Q2",-27610341.575
"229","保利能源控股有限公司","2010Q3",-27610341.575
"230","保利能源控股有限公司","2010Q4",-27610341.575
"231","保利能源控股有限公司","2011Q1",16245022.055
"232","保利能源控股有限公司","2011Q2",16245022.055
"233","保利能源控股有限公司","2011Q3",16245022.055
"234","保利能源控股有限公司","2011Q4",16245022.055
"235","保利能源控股有限公司","2012Q1",42301859
"236","保利能源控股有限公司","2012Q2",42301859
"237","保利能源控股有限公司","2012Q3",42301859
"238","保利能源控股有限公司","2012Q4",42301859
"239","保利能源控股有限公司","2013Q1",-27490618.68
"240","保利能源控股有限公司","2013Q2",-32794940.97
"241","保利能源控股有限公司","2013Q3",9954032.08
"242","保利能源控股有限公司","2013Q4",-18884797.41
"243","保利能源控股有限公司","2014Q1",-86078680.45
"244","保利能源控股有限公司","2014Q2",-69475287.15
"245","保利能源控股有限公司","2014Q3",-57686953.9
"246","保利能源控股有限公司","2014Q4",-343926358
"247","保利能源控股有限公司","2015Q1",-141671955
"248","保利能源控股有限公司","2015Q2",-132135888.1
"249","保利能源控股有限公司","2015Q3",-107862472.1
"250","保利能源控股有限公司","2015Q4",-146437857.6
"251","保利能源控股有限公司","2016Q1",-229912611.1
"252","保利能源控股有限公司","2016Q2",-103972382.2
"253","保利能源控股有限公司","2016Q3",-62370067.6
"254","保利能源控股有限公司","2016Q4",-360147200
"255","保利能源控股有限公司","2017Q1",93951300.71
"256","开滦(集团)有限责任公司","2010Q1",286776811
"257","开滦(集团)有限责任公司","2010Q2",221525588.5
"258","开滦(集团)有限责任公司","2010Q3",211206612.5
"259","开滦(集团)有限责任公司","2010Q4",185194475.3
"260","开滦(集团)有限责任公司","2011Q1",277876048.2
"261","开滦(集团)有限责任公司","2011Q2",299845543.3
"262","开滦(集团)有限责任公司","2011Q3",318164413.9
"263","开滦(集团)有限责任公司","2011Q4",258388085.6
"264","开滦(集团)有限责任公司","2012Q1",271363506.8
"265","开滦(集团)有限责任公司","2012Q2",286599373.9
"266","开滦(集团)有限责任公司","2012Q3",-53117466.2
"267","开滦(集团)有限责任公司","2012Q4",550638391.5
"268","开滦(集团)有限责任公司","2013Q1",-34329962.75
"269","开滦(集团)有限责任公司","2013Q2",44412811.62
"270","开滦(集团)有限责任公司","2013Q3",703743.940000001
"271","开滦(集团)有限责任公司","2013Q4",-289111.030000001
"272","开滦(集团)有限责任公司","2014Q1",-605590326.4
"273","开滦(集团)有限责任公司","2014Q2",-732051855.6
"274","开滦(集团)有限责任公司","2014Q3",-938076329
"275","开滦(集团)有限责任公司","2014Q4",-864173902
"276","开滦(集团)有限责任公司","2015Q1",-788848314.6
"277","开滦(集团)有限责任公司","2015Q2",-1239668485.4
"278","开滦(集团)有限责任公司","2015Q3",-637081279
"279","开滦(集团)有限责任公司","2015Q4",-21652059
"280","开滦(集团)有限责任公司","2016Q1",-586310852.3
"281","开滦(集团)有限责任公司","2016Q2",153660713.2
"282","开滦(集团)有限责任公司","2016Q3",162511081.6
"283","开滦(集团)有限责任公司","2016Q4",304769158.75
"284","开滦(集团)有限责任公司","2017Q1",36407490.92
"285","冀中能源股份有限公司","2010Q1",659042595.7
"286","冀中能源股份有限公司","2010Q2",663356514.3
"287","冀中能源股份有限公司","2010Q3",605290869
"288","冀中能源股份有限公司","2010Q4",559436082
"289","冀中能源股份有限公司","2011Q1",835666279.9
"290","冀中能源股份有限公司","2011Q2",872024010.1
"291","冀中能源股份有限公司","2011Q3",713325058
"292","冀中能源股份有限公司","2011Q4",626197933
"293","冀中能源股份有限公司","2012Q1",856103023.9
"294","冀中能源股份有限公司","2012Q2",673316787.1
"295","冀中能源股份有限公司","2012Q3",369314091
"296","冀中能源股份有限公司","2012Q4",416034968
"297","冀中能源股份有限公司","2013Q1",503357281.7
"298","冀中能源股份有限公司","2013Q2",284610043.8
"299","冀中能源股份有限公司","2013Q3",11098895.7
"300","冀中能源股份有限公司","2013Q4",323349199.8
"301","冀中能源股份有限公司","2014Q1",63381233.04
"302","冀中能源股份有限公司","2014Q2",-72989804.62
"303","冀中能源股份有限公司","2014Q3",-41313308.5
"304","冀中能源股份有限公司","2014Q4",-112728909.42
"305","冀中能源股份有限公司","2015Q1",-41597633.75
"306","冀中能源股份有限公司","2015Q2",-79737668.45
"307","冀中能源股份有限公司","2015Q3",-60556440.7
"308","冀中能源股份有限公司","2015Q4",485305407.6
"309","冀中能源股份有限公司","2016Q1",-44756714.41
"310","冀中能源股份有限公司","2016Q2",-20501980.69
"311","冀中能源股份有限公司","2016Q3",65330927.55
"312","冀中能源股份有限公司","2016Q4",159734884.25
"313","冀中能源股份有限公司","2017Q1",286350522.4
"314","开滦能源化工股份有限公司","2010Q1",202499117.4
"315","开滦能源化工股份有限公司","2010Q2",229919645.4
"316","开滦能源化工股份有限公司","2010Q3",202674692.1
"317","开滦能源化工股份有限公司","2010Q4",240590532.9
"318","开滦能源化工股份有限公司","2011Q1",215572498.5
"319","开滦能源化工股份有限公司","2011Q2",251017489.2
"320","开滦能源化工股份有限公司","2011Q3",206601116.5
"321","开滦能源化工股份有限公司","2011Q4",122010808.7
"322","开滦能源化工股份有限公司","2012Q1",244013875.4
"323","开滦能源化工股份有限公司","2012Q2",232415572.1
"324","开滦能源化工股份有限公司","2012Q3",26018421
"325","开滦能源化工股份有限公司","2012Q4",9421711.10000002
"326","开滦能源化工股份有限公司","2013Q1",142227261.4
"327","开滦能源化工股份有限公司","2013Q2",71637153.9
"328","开滦能源化工股份有限公司","2013Q3",51457862.3
"329","开滦能源化工股份有限公司","2013Q4",55730438.5
"330","开滦能源化工股份有限公司","2014Q1",67365237.17
"331","开滦能源化工股份有限公司","2014Q2",73412236.93
"332","开滦能源化工股份有限公司","2014Q3",50750916.9
"333","开滦能源化工股份有限公司","2014Q4",-31628468
"334","开滦能源化工股份有限公司","2015Q1",-58420597.34
"335","开滦能源化工股份有限公司","2015Q2",-142362917.76
"336","开滦能源化工股份有限公司","2015Q3",-264983463.9
"337","开滦能源化工股份有限公司","2015Q4",-66450626.7
"338","开滦能源化工股份有限公司","2016Q1",15435347.04
"339","开滦能源化工股份有限公司","2016Q2",63202787.04
"340","开滦能源化工股份有限公司","2016Q3",202770587.42
"341","开滦能源化工股份有限公司","2016Q4",282901590
"342","开滦能源化工股份有限公司","2017Q1",133218866.6
"343","冀中能源峰峰集团有限公司","2010Q1",160968376.933333
"344","冀中能源峰峰集团有限公司","2010Q2",160968376.933333
"345","冀中能源峰峰集团有限公司","2010Q3",160968376.933333
"346","冀中能源峰峰集团有限公司","2010Q4",499690593.3
"347","冀中能源峰峰集团有限公司","2011Q1",131016740.1
"348","冀中能源峰峰集团有限公司","2011Q2",64625712.1
"349","冀中能源峰峰集团有限公司","2011Q3",29952030.2
"350","冀中能源峰峰集团有限公司","2011Q4",444644791.8
"351","冀中能源峰峰集团有限公司","2012Q1",-127734848.3
"352","冀中能源峰峰集团有限公司","2012Q2",1306075.8
"353","冀中能源峰峰集团有限公司","2012Q3",289142056.8
"354","冀中能源峰峰集团有限公司","2012Q4",814422445.9
"355","冀中能源峰峰集团有限公司","2013Q1",64153617.78
"356","冀中能源峰峰集团有限公司","2013Q2",180549061.92
"357","冀中能源峰峰集团有限公司","2013Q3",-21291622.5
"358","冀中能源峰峰集团有限公司","2013Q4",137903567.9
"359","冀中能源峰峰集团有限公司","2014Q1",-23549876.75
"360","冀中能源峰峰集团有限公司","2014Q2",123566483.85
"361","冀中能源峰峰集团有限公司","2014Q3",-266352695.4
"362","冀中能源峰峰集团有限公司","2014Q4",30254181.8
"363","冀中能源峰峰集团有限公司","2015Q1",10160511.36
"364","冀中能源峰峰集团有限公司","2015Q2",-145067796.26
"365","冀中能源峰峰集团有限公司","2015Q3",-68287508
"366","冀中能源峰峰集团有限公司","2015Q4",279329196.91
"367","冀中能源峰峰集团有限公司","2016Q1",5398.84
"368","冀中能源峰峰集团有限公司","2016Q2",52903709.07
"369","冀中能源峰峰集团有限公司","2016Q3",-35098649.24
"370","冀中能源峰峰集团有限公司","2016Q4",222530621.73
"371","冀中能源峰峰集团有限公司","2017Q1",177154809.4
"372","冀中能源集团有限责任公司","2010Q1",853375955.7
"373","冀中能源集团有限责任公司","2010Q2",616889766.3
"374","冀中能源集团有限责任公司","2010Q3",905324360
"375","冀中能源集团有限责任公司","2010Q4",568119714
"376","冀中能源集团有限责任公司","2011Q1",787966700.2
"377","冀中能源集团有限责任公司","2011Q2",813255862.8
"378","冀中能源集团有限责任公司","2011Q3",836261609
"379","冀中能源集团有限责任公司","2011Q4",214242852
"380","冀中能源集团有限责任公司","2012Q1",829680625.2
"381","冀中能源集团有限责任公司","2012Q2",813870417.8
"382","冀中能源集团有限责任公司","2012Q3",523271037
"383","冀中能源集团有限责任公司","2012Q4",368094304
"384","冀中能源集团有限责任公司","2013Q1",202572204.2
"385","冀中能源集团有限责任公司","2013Q2",-194651744.36
"386","冀中能源集团有限责任公司","2013Q3",203486854.56
"387","冀中能源集团有限责任公司","2013Q4",-180083746.25
"388","冀中能源集团有限责任公司","2014Q1",-42564337.38
"389","冀中能源集团有限责任公司","2014Q2",-294391694.32
"390","冀中能源集团有限责任公司","2014Q3",-170504391.3
"391","冀中能源集团有限责任公司","2014Q4",-566422789
"392","冀中能源集团有限责任公司","2015Q1",-150843657.2
"393","冀中能源集团有限责任公司","2015Q2",-167619342
"394","冀中能源集团有限责任公司","2015Q3",-113866697.9
"395","冀中能源集团有限责任公司","2015Q4",-336584240.6
"396","冀中能源集团有限责任公司","2016Q1",-112353462.6
"397","冀中能源集团有限责任公司","2016Q2",115127140.61
"398","冀中能源集团有限责任公司","2016Q3",57837129.42
"399","冀中能源集团有限责任公司","2016Q4",2188404.01
"400","冀中能源集团有限责任公司","2017Q1",31385006.9
"401","冀中能源张家口矿业集团有限公司","2015Q1",49728109.82
"402","冀中能源张家口矿业集团有限公司","2015Q2",49728109.82
"403","冀中能源张家口矿业集团有限公司","2015Q3",5055153.76000001
"404","冀中能源张家口矿业集团有限公司","2016Q1",61031416.25
"405","冀中能源张家口矿业集团有限公司","2016Q2",61031416.25
"406","冀中能源张家口矿业集团有限公司","2016Q3",-44072509.845
"407","冀中能源张家口矿业集团有限公司","2016Q4",-44072509.845
"408","冀中能源张家口矿业集团有限公司","2017Q1",18530915.5
"409","晋能集团有限公司","2012Q1",586139800
"410","晋能集团有限公司","2012Q2",586139800
"411","晋能集团有限公司","2012Q3",586139800
"412","晋能集团有限公司","2012Q4",586139800
"413","晋能集团有限公司","2013Q1",108212712.333333
"414","晋能集团有限公司","2013Q2",108212712.333333
"415","晋能集团有限公司","2013Q3",108212712.333333
"416","晋能集团有限公司","2013Q4",368182530.8
"417","晋能集团有限公司","2014Q1",-93184850.51
"418","晋能集团有限公司","2014Q2",134360369.06
"419","晋能集团有限公司","2014Q3",-35528861.96
"420","晋能集团有限公司","2014Q4",39631229.22
"421","晋能集团有限公司","2015Q1",-67121548.62
"422","晋能集团有限公司","2015Q2",68550787.53
"423","晋能集团有限公司","2015Q3",2085590.75
"424","晋能集团有限公司","2015Q4",-700612429.36
"425","晋能集团有限公司","2016Q1",-67700678.54
"426","晋能集团有限公司","2016Q2",-69891569.06
"427","晋能集团有限公司","2016Q3",25737600.1
"428","晋能集团有限公司","2016Q4",-281109851.8
"429","晋能集团有限公司","2017Q1",-106030555.6
"430","太原煤炭气化(集团)有限责任公司","2010Q1",83245634.05
"431","太原煤炭气化(集团)有限责任公司","2010Q2",83245634.05
"432","太原煤炭气化(集团)有限责任公司","2010Q3",83245634.05
"433","太原煤炭气化(集团)有限责任公司","2010Q4",83245634.05
"434","太原煤炭气化(集团)有限责任公司","2011Q1",67816180.525
"435","太原煤炭气化(集团)有限责任公司","2011Q2",67816180.525
"436","太原煤炭气化(集团)有限责任公司","2011Q3",67816180.525
"437","太原煤炭气化(集团)有限责任公司","2011Q4",67816180.525
"438","太原煤炭气化(集团)有限责任公司","2012Q1",2689751
"439","太原煤炭气化(集团)有限责任公司","2012Q2",-18162151
"440","太原煤炭气化(集团)有限责任公司","2012Q3",-350416819
"441","太原煤炭气化(集团)有限责任公司","2012Q4",-41606596.9
"442","太原煤炭气化(集团)有限责任公司","2013Q1",3206925.24
"443","太原煤炭气化(集团)有限责任公司","2013Q2",-81968801.3
"444","太原煤炭气化(集团)有限责任公司","2013Q3",-336778857.54
"445","太原煤炭气化(集团)有限责任公司","2013Q4",-150450065.3
"446","太原煤炭气化(集团)有限责任公司","2014Q1",7535900.21
"447","太原煤炭气化(集团)有限责任公司","2014Q2",-527898171.51
"448","太原煤炭气化(集团)有限责任公司","2014Q3",-381497739.7
"449","太原煤炭气化(集团)有限责任公司","2014Q4",-319163215
"450","太原煤炭气化(集团)有限责任公司","2015Q1",-434819960
"451","太原煤炭气化(集团)有限责任公司","2015Q2",-522621902.7
"452","太原煤炭气化(集团)有限责任公司","2015Q3",-668062734.3
"453","太原煤炭气化(集团)有限责任公司","2015Q4",-1093442428
"454","太原煤炭气化(集团)有限责任公司","2016Q1",-500359358.6
"455","太原煤炭气化(集团)有限责任公司","2016Q2",-552178247.4
"456","太原煤炭气化(集团)有限责任公司","2016Q3",-411766668
"457","太原煤炭气化(集团)有限责任公司","2016Q4",670789718.7
"458","太原煤炭气化(集团)有限责任公司","2017Q1",-374220065.2
"459","山西潞安矿业(集团)有限责任公司","2010Q1",928913066.3
"460","山西潞安矿业(集团)有限责任公司","2010Q2",1134786339.7
"461","山西潞安矿业(集团)有限责任公司","2010Q3",667071085
"462","山西潞安矿业(集团)有限责任公司","2010Q4",86992068
"463","山西潞安矿业(集团)有限责任公司","2011Q1",1041223829
"464","山西潞安矿业(集团)有限责任公司","2011Q2",1066246222
"465","山西潞安矿业(集团)有限责任公司","2011Q3",828149689
"466","山西潞安矿业(集团)有限责任公司","2011Q4",-83684433
"467","山西潞安矿业(集团)有限责任公司","2012Q1",790952169.5
"468","山西潞安矿业(集团)有限责任公司","2012Q2",1043096001.5
"469","山西潞安矿业(集团)有限责任公司","2012Q3",286048028
"470","山西潞安矿业(集团)有限责任公司","2012Q4",-1138293780.2
"471","山西潞安矿业(集团)有限责任公司","2013Q1",183702049.7
"472","山西潞安矿业(集团)有限责任公司","2013Q2",127241731.3
"473","山西潞安矿业(集团)有限责任公司","2013Q3",-140042505.7
"474","山西潞安矿业(集团)有限责任公司","2013Q4",-805072852.4
"475","山西潞安矿业(集团)有限责任公司","2014Q1",-100216086.5
"476","山西潞安矿业(集团)有限责任公司","2014Q2",-33954139.7
"477","山西潞安矿业(集团)有限责任公司","2014Q3",-175492715
"478","山西潞安矿业(集团)有限责任公司","2014Q4",-42395496.9
"479","山西潞安矿业(集团)有限责任公司","2015Q1",-32221146.95
"480","山西潞安矿业(集团)有限责任公司","2015Q2",5089601.05
"481","山西潞安矿业(集团)有限责任公司","2015Q3",-54443950.48
"482","山西潞安矿业(集团)有限责任公司","2015Q4",-798357721.02
