指标名称,36城市服务价格:公路货运,Wind行业指数:公路运输,Wind行业指数:铁路运输,Wind行业指数:煤炭与消费用燃料
2015-02-02,,3913.06 ,2065.73 ,3030.10 
2015-02-03,,3983.49 ,2092.18 ,3099.76 
2015-02-04,,3946.82 ,2088.25 ,3094.39 
2015-02-05,,3918.95 ,2048.73 ,3034.97 
2015-02-06,,3817.69 ,1957.57 ,2938.96 
2015-02-09,,3818.37 ,1950.82 ,2942.66 
2015-02-10,,3904.28 ,2024.69 ,2980.59 
2015-02-11,,3955.60 ,2052.23 ,2991.68 
2015-02-12,,4064.55 ,2077.00 ,2991.19 
2015-02-13,,4100.16 ,2078.56 ,3037.99 
2015-02-16,,4157.67 ,2092.05 ,3069.81 
2015-02-17,,4210.60 ,2099.60 ,3071.93 
2015-02-25,,4217.35 ,2056.18 ,3060.18 
2015-02-26,,4268.37 ,2127.55 ,3155.04 
2015-02-27,,4310.08 ,2132.21 ,3161.64 
2015-02-28,0.53 ,,,
2015-03-02,,4374.92 ,2120.93 ,3225.12 
2015-03-03,,4334.40 ,2065.98 ,3137.64 
2015-03-04,,4404.29 ,2067.16 ,3178.42 
2015-03-05,,4507.48 ,2039.23 ,3136.31 
2015-03-06,,4423.88 ,2053.50 ,3183.76 
2015-03-09,,4508.33 ,2069.07 ,3215.57 
2015-03-10,,4575.27 ,2053.80 ,3227.76 
2015-03-11,,4557.79 ,2064.65 ,3210.68 
2015-03-12,,4629.61 ,2099.86 ,3247.69 
2015-03-13,,4847.83 ,2150.13 ,3335.98 
2015-03-16,,5113.93 ,2214.34 ,3399.19 
2015-03-17,,5176.47 ,2281.84 ,3432.06 
2015-03-18,,5216.04 ,2320.39 ,3523.85 
2015-03-19,,5248.34 ,2295.42 ,3554.47 
2015-03-20,,5310.52 ,2267.88 ,3537.15 
2015-03-23,,5355.75 ,2298.03 ,3612.02 
2015-03-24,,5372.35 ,2350.21 ,3577.11 
2015-03-25,,5325.57 ,2287.28 ,3541.64 
2015-03-26,,5219.01 ,2310.54 ,3610.26 
2015-03-27,,5343.62 ,2276.26 ,3639.07 
2015-03-30,,5420.18 ,2371.22 ,3750.77 
2015-03-31,0.52 ,5342.13 ,2300.89 ,3676.64 
2015-04-01,,5522.87 ,2318.92 ,3748.97 
2015-04-02,,5618.13 ,2307.45 ,3817.69 
2015-04-03,,5718.91 ,2345.40 ,3850.57 
2015-04-07,,5846.55 ,2436.31 ,3958.61 
2015-04-08,,5812.32 ,2395.64 ,3885.66 
2015-04-09,,5726.22 ,2352.76 ,3866.49 
2015-04-10,,5790.13 ,2433.10 ,3973.95 
2015-04-13,,5953.77 ,2601.52 ,4043.43 
2015-04-14,,6109.08 ,2600.99 ,4027.48 
2015-04-15,,5851.61 ,2677.60 ,3918.78 
2015-04-16,,5983.86 ,2702.28 ,4053.68 
2015-04-17,,5989.32 ,2843.80 ,4192.64 
2015-04-20,,5833.65 ,2898.25 ,4167.84 
2015-04-21,,6137.32 ,2849.02 ,4285.39 
2015-04-22,,6384.57 ,2911.01 ,4411.40 
2015-04-23,,6474.79 ,2881.31 ,4550.65 
2015-04-24,,6504.65 ,2813.34 ,4458.89 
2015-04-27,,6407.78 ,3014.07 ,4625.22 
2015-04-28,,6092.93 ,3005.61 ,4473.28 
2015-04-29,,6322.83 ,2953.29 ,4548.98 
2015-04-30,0.53 ,6256.26 ,2969.37 ,4422.16 
2015-05-04,,6206.10 ,2999.58 ,4448.06 
2015-05-05,,5894.92 ,2761.11 ,4236.49 
2015-05-06,,5852.26 ,2643.52 ,4066.46 
2015-05-07,,5708.61 ,2580.70 ,3919.92 
2015-05-08,,5970.29 ,2612.29 ,4027.49 
2015-05-11,,6362.20 ,2683.19 ,4180.98 
2015-05-12,,6557.96 ,2755.13 ,4191.03 
2015-05-13,,6741.47 ,2703.29 ,4153.54 
2015-05-14,,6695.89 ,2666.30 ,4184.36 
2015-05-15,,6688.04 ,2646.32 ,4039.70 
2015-05-18,,6696.45 ,2609.53 ,4047.65 
2015-05-19,,6826.74 ,2700.97 ,4163.90 
2015-05-20,,7009.12 ,2707.54 ,4168.32 
2015-05-21,,7379.73 ,2731.90 ,4293.77 
2015-05-22,,7727.93 ,2836.69 ,4453.88 
2015-05-25,,8020.92 ,2967.92 ,4590.93 
2015-05-26,,8255.03 ,2999.54 ,4700.49 
2015-05-27,,8482.32 ,2984.28 ,4877.01 
2015-05-28,,7852.42 ,2783.36 ,4471.38 
2015-05-29,,7892.62 ,2756.13 ,4457.82 
2015-05-31,0.52 ,,,
2015-06-01,,8444.13 ,2954.48 ,4870.77 
2015-06-02,,9067.37 ,3022.51 ,4954.50 
2015-06-03,,9090.10 ,2989.11 ,4934.54 
2015-06-04,,9102.91 ,2992.43 ,5273.14 
2015-06-05,,9025.77 ,3155.13 ,5323.85 
2015-06-08,,9283.19 ,3227.37 ,5386.76 
2015-06-09,,9331.16 ,3131.40 ,5619.46 
2015-06-10,,9522.39 ,3125.60 ,5490.65 
2015-06-11,,9667.18 ,3168.08 ,5430.74 
2015-06-12,,9705.08 ,3231.38 ,5545.01 
2015-06-15,,9592.05 ,3259.97 ,5452.95 
2015-06-16,,8899.61 ,3114.20 ,5299.50 
2015-06-17,,8930.92 ,3188.17 ,5473.35 
2015-06-18,,8383.16 ,3270.38 ,5285.46 
2015-06-19,,7676.77 ,2954.67 ,4833.50 
2015-06-23,,7516.03 ,3050.97 ,4968.63 
2015-06-24,,7854.70 ,3285.96 ,5230.31 
2015-06-25,,7299.33 ,3146.28 ,4980.30 
2015-06-26,,6568.99 ,2932.07 ,4498.89 
2015-06-29,,5912.37 ,3007.34 ,4351.02 
2015-06-30,0.52 ,6162.96 ,3195.97 ,4552.87 
2015-07-01,,5572.39 ,2998.77 ,4205.96 
2015-07-02,,5028.02 ,2736.63 ,3834.16 
2015-07-03,,4537.71 ,2463.51 ,3463.72 
2015-07-06,,4090.72 ,2460.23 ,3352.60 
2015-07-07,,3696.61 ,2341.37 ,3242.10 
2015-07-08,,3327.05 ,2123.73 ,2978.23 
2015-07-09,,3660.64 ,2336.07 ,3275.67 
2015-07-10,,4026.93 ,2558.56 ,3566.64 
2015-07-13,,4430.72 ,2640.49 ,3827.43 
2015-07-14,,4735.96 ,2540.89 ,3678.53 
2015-07-15,,4451.76 ,2448.06 ,3428.72 
2015-07-16,,4593.74 ,2423.17 ,3487.82 
2015-07-17,,5021.33 ,2535.53 ,3690.91 
2015-07-20,,5340.70 ,2518.03 ,3726.52 
2015-07-21,,5406.15 ,2627.76 ,3766.13 
2015-07-22,,5577.79 ,2576.69 ,3820.33 
2015-07-23,,5876.48 ,2650.85 ,3948.91 
2015-07-24,,5715.63 ,2563.01 ,3938.50 
2015-07-27,,5164.47 ,2306.18 ,3566.76 
2015-07-28,,4928.94 ,2199.21 ,3453.98 
2015-07-29,,5265.57 ,2346.49 ,3619.34 
2015-07-30,,5056.72 ,2296.19 ,3492.83 
2015-07-31,0.51 ,4946.12 ,2387.88 ,3466.20 
2015-08-03,,4651.21 ,2395.97 ,3565.91 
2015-08-04,,5075.11 ,2475.99 ,3721.36 
2015-08-05,,5214.19 ,2396.26 ,3669.94 
2015-08-06,,5266.44 ,2407.70 ,3686.79 
2015-08-07,,5452.40 ,2454.96 ,3786.98 
2015-08-10,,5814.64 ,2568.34 ,4021.78 
2015-08-11,,5831.95 ,2546.89 ,4043.59 
2015-08-12,,5871.65 ,2499.51 ,4102.38 
2015-08-13,,6354.32 ,2588.07 ,4139.80 
2015-08-14,,6219.18 ,2567.02 ,4164.49 
2015-08-17,,6568.23 ,2640.84 ,4221.92 
2015-08-18,,5915.38 ,2418.36 ,3827.16 
2015-08-19,,6189.44 ,2476.05 ,3883.45 
2015-08-20,,5779.68 ,2356.87 ,3713.36 
2015-08-21,,5267.71 ,2221.02 ,3519.36 
2015-08-24,,4741.05 ,2004.91 ,3167.78 
2015-08-25,,4268.27 ,1842.75 ,2851.40 
2015-08-26,,4030.96 ,1860.02 ,2702.86 
2015-08-27,,4364.22 ,2010.51 ,2843.00 
2015-08-28,,4792.89 ,2119.97 ,3050.51 
2015-08-31,0.51 ,4596.78 ,2199.70 ,3020.47 
2015-09-01,,4176.42 ,2187.43 ,2992.01 
2015-09-02,,4172.13 ,2125.73 ,2888.37 
2015-09-07,,4380.77 ,2036.92 ,2863.71 
2015-09-08,,4800.24 ,2109.33 ,2939.32 
2015-09-09,,5153.75 ,2141.09 ,3050.66 
2015-09-10,,5078.51 ,2110.85 ,2998.62 
2015-09-11,,5474.35 ,2090.61 ,2971.67 
2015-09-14,,5345.55 ,2096.07 ,2806.77 
2015-09-15,,5130.43 ,2021.92 ,2653.04 
2015-09-16,,5643.99 ,2129.66 ,2854.20 
2015-09-17,,5542.27 ,2048.90 ,2763.46 
2015-09-18,,5422.36 ,2036.55 ,2784.57 
2015-09-21,,5637.93 ,2077.24 ,2858.27 
2015-09-22,,5892.69 ,2082.71 ,2908.00 
2015-09-23,,5498.60 ,2021.15 ,2787.29 
2015-09-24,,5552.93 ,2028.19 ,2851.10 
2015-09-25,,5572.99 ,2011.08 ,2788.97 
2015-09-28,,5472.21 ,2011.96 ,2796.01 
2015-09-29,,5450.68 ,1964.43 ,2678.18 
2015-09-30,0.52 ,5301.15 ,1966.32 ,2689.93 
2015-10-08,,5661.60 ,2021.54 ,2790.23 
2015-10-09,,5708.60 ,2044.28 ,2853.88 
2015-10-12,,6135.84 ,2119.76 ,2984.39 
2015-10-13,,6433.36 ,2120.84 ,2977.42 
2015-10-14,,6290.41 ,2117.16 ,2968.72 
2015-10-15,,6661.64 ,2153.21 ,3070.61 
2015-10-16,,7104.09 ,2180.22 ,3136.59 
2015-10-19,,7094.04 ,2146.26 ,3149.17 
2015-10-20,,7305.26 ,2167.51 ,3176.43 
2015-10-21,,6668.31 ,2117.71 ,2949.30 
2015-10-22,,7152.50 ,2133.32 ,3048.54 
2015-10-23,,7274.81 ,2142.06 ,3101.05 
2015-10-26,,7106.58 ,2162.34 ,3098.68 
2015-10-27,,7249.61 ,2181.40 ,3064.38 
2015-10-28,,6875.90 ,2155.22 ,3011.59 
2015-10-29,,6956.69 ,2179.81 ,3028.87 
2015-10-30,,6858.41 ,2155.12 ,2980.23 
2015-10-31,0.52 ,,,
2015-11-02,,6606.66 ,2115.59 ,2923.09 
2015-11-03,,6608.57 ,2093.12 ,2925.21 
2015-11-04,,7093.86 ,2173.75 ,3065.65 
2015-11-05,,7101.22 ,2227.00 ,3137.95 
2015-11-06,,7210.96 ,2244.13 ,3188.95 
2015-11-09,,7317.88 ,2301.01 ,3239.37 
2015-11-10,,7284.01 ,2284.88 ,3283.79 
2015-11-11,,7271.98 ,2270.67 ,3274.89 
2015-11-12,,7182.07 ,2246.60 ,3252.59 
2015-11-13,,7397.66 ,2218.65 ,3159.91 
2015-11-16,,7429.09 ,2222.60 ,3192.76 
2015-11-17,,7529.69 ,2227.58 ,3213.58 
2015-11-18,,7474.03 ,2204.21 ,3166.28 
2015-11-19,,7558.21 ,2213.52 ,3205.41 
2015-11-20,,7562.69 ,2214.75 ,3212.97 
2015-11-23,,7348.29 ,2185.34 ,3174.45 
2015-11-24,,7346.53 ,2179.01 ,3166.99 
2015-11-25,,7406.43 ,2193.55 ,3197.28 
2015-11-26,,7362.36 ,2166.46 ,3245.65 
2015-11-27,,6674.59 ,2060.03 ,3011.86 
2015-11-30,0.52 ,6593.54 ,2027.53 ,3009.78 
2015-12-01,,6609.06 ,2055.82 ,3037.30 
2015-12-02,,6599.42 ,2114.98 ,3082.86 
2015-12-03,,6731.20 ,2113.80 ,3118.43 
2015-12-04,,6725.25 ,2074.71 ,3075.13 
2015-12-07,,6780.84 ,2105.04 ,3076.91 
2015-12-08,,6601.66 ,2064.32 ,2964.37 
2015-12-09,,6487.10 ,2073.78 ,2962.60 
2015-12-10,,6648.16 ,2052.05 ,2946.69 
2015-12-11,,6600.99 ,2018.65 ,2933.81 
2015-12-14,,6732.48 ,2061.30 ,3044.59 
2015-12-15,,6782.27 ,2057.00 ,3006.29 
2015-12-16,,6834.52 ,2054.56 ,3017.98 
2015-12-17,,7010.37 ,2096.96 ,3080.91 
2015-12-18,,7003.74 ,2107.04 ,3102.37 
2015-12-21,,7089.08 ,2173.94 ,3155.50 
2015-12-22,,7143.39 ,2172.97 ,3167.40 
2015-12-23,,7232.31 ,2157.17 ,3127.66 
2015-12-24,,7107.33 ,2145.44 ,3086.98 
2015-12-25,,7130.76 ,2142.77 ,3107.68 
2015-12-28,,7036.15 ,2074.83 ,3001.48 
2015-12-29,,7179.53 ,2088.97 ,3047.08 
2015-12-30,,7242.96 ,2092.60 ,3053.87 
2015-12-31,0.53 ,7169.75 ,2072.64 ,3029.62 
2016-01-04,,6564.19 ,1960.62 ,2794.75 
2016-01-05,,6664.82 ,1960.26 ,2814.44 
2016-01-06,,6780.12 ,2006.60 ,3081.60 
2016-01-07,,6103.34 ,1870.53 ,2843.89 
2016-01-08,,5968.19 ,1908.39 ,3093.76 
2016-01-11,,5371.59 ,1788.11 ,2907.92 
2016-01-12,,5262.45 ,1790.28 ,2844.64 
2016-01-13,,5055.51 ,1743.16 ,2789.85 
2016-01-14,,5240.82 ,1776.07 ,2883.29 
2016-01-15,,4914.20 ,1709.68 ,2717.63 
2016-01-18,,4986.00 ,1712.80 ,2660.87 
2016-01-19,,5237.72 ,1778.70 ,2750.55 
2016-01-20,,5175.15 ,1733.20 ,2693.44 
2016-01-21,,4841.31 ,1682.03 ,2636.29 
2016-01-22,,4947.61 ,1699.93 ,2737.21 
2016-01-25,,5069.08 ,1711.42 ,2831.43 
2016-01-26,,4584.18 ,1594.68 ,2607.31 
2016-01-27,,4533.76 ,1582.05 ,2671.38 
2016-01-28,,4348.66 ,1515.90 ,2545.21 
2016-01-29,,4570.89 ,1554.73 ,2605.34 
2016-01-31,0.52 ,,,
2016-02-01,,4547.24 ,1529.53 ,2485.35 
2016-02-02,,4711.24 ,1559.64 ,2534.72 
2016-02-03,,4715.22 ,1558.68 ,2487.96 
2016-02-04,,4807.15 ,1576.68 ,2520.47 
2016-02-05,,4870.55 ,1575.00 ,2514.50 
2016-02-15,,4874.57 ,1559.47 ,2512.59 
2016-02-16,,5105.98 ,1609.34 ,2612.59 
2016-02-17,,5146.27 ,1630.20 ,2651.55 
2016-02-18,,5115.34 ,1617.29 ,2655.19 
2016-02-19,,5105.43 ,1619.17 ,2644.82 
2016-02-22,,5268.45 ,1648.85 ,2759.94 
2016-02-23,,5267.59 ,1630.59 ,2801.41 
2016-02-24,,5578.10 ,1667.76 ,2822.45 
2016-02-25,,5126.98 ,1539.44 ,2602.04 
2016-02-26,,5311.51 ,1558.48 ,2727.99 
2016-02-29,0.52 ,4840.78 ,1494.97 ,2687.34 
2016-03-01,,4828.30 ,1526.74 ,2746.93 
2016-03-02,,5113.90 ,1586.07 ,2911.12 
2016-03-03,,5170.25 ,1587.30 ,2898.02 
2016-03-04,,4902.87 ,1606.91 ,2882.33 
2016-03-07,,5038.84 ,1614.45 ,2943.53 
2016-03-08,,5189.49 ,1611.34 ,2897.65 
2016-03-09,,5105.03 ,1604.94 ,2735.01 
2016-03-10,,5146.94 ,1588.68 ,2664.49 
2016-03-11,,5067.49 ,1573.71 ,2675.61 
2016-03-14,,5268.47 ,1607.50 ,2730.37 
2016-03-15,,5253.73 ,1614.67 ,2682.28 
2016-03-16,,5131.64 ,1622.95 ,2660.81 
2016-03-17,,5315.79 ,1632.84 ,2721.21 
2016-03-18,,5549.49 ,1660.39 ,2789.53 
2016-03-21,,5772.36 ,1678.20 ,2851.18 
2016-03-22,,5713.58 ,1670.49 ,2805.67 
2016-03-23,,5797.38 ,1665.72 ,2817.14 
2016-03-24,,5595.50 ,1635.83 ,2740.13 
2016-03-25,,5936.07 ,1648.24 ,2755.35 
2016-03-28,,5781.74 ,1652.34 ,2729.87 
2016-03-29,,5519.63 ,1622.56 ,2700.79 
2016-03-30,,5718.27 ,1664.78 ,2767.61 
2016-03-31,0.51 ,5683.33 ,1673.00 ,2769.37 
2016-04-01,,5672.94 ,1708.54 ,2807.30 
2016-04-05,,5787.68 ,1719.14 ,2860.21 
2016-04-06,,5824.05 ,1707.65 ,2836.93 
2016-04-07,,5638.18 ,1684.17 ,2814.48 
2016-04-08,,5549.14 ,1664.82 ,2815.98 
2016-04-11,,5680.24 ,1689.13 ,2891.88 
2016-04-12,,5703.98 ,1661.49 ,2956.74 
2016-04-13,,5767.49 ,1689.38 ,3071.04 
2016-04-14,,5806.60 ,1693.47 ,3065.00 
2016-04-15,,5899.54 ,1686.52 ,3050.70 
2016-04-18,,5740.90 ,1662.42 ,3058.34 
2016-04-19,,5765.38 ,1665.28 ,3029.96 
2016-04-20,,5436.61 ,1627.81 ,2941.35 
2016-04-21,,5371.04 ,1603.48 ,2995.32 
2016-04-22,,5413.26 ,1605.56 ,2979.07 
2016-04-25,,5468.51 ,1606.48 ,3031.23 
2016-04-26,,5475.82 ,1621.81 ,3021.15 
2016-04-27,,5485.49 ,1615.05 ,2941.16 
2016-04-28,,5557.89 ,1634.85 ,2960.23 
2016-04-29,,5505.36 ,1629.92 ,2973.45 
2016-04-30,0.52 ,,,
2016-05-03,,5625.46 ,1649.15 ,2986.61 
2016-05-04,,5719.94 ,1657.35 ,2936.76 
2016-05-05,,5745.66 ,1658.11 ,2944.15 
2016-05-06,,5485.17 ,1618.81 ,2800.12 
2016-05-09,,5283.42 ,1590.25 ,2631.26 
2016-05-10,,5188.17 ,1595.89 ,2618.67 
2016-05-11,,5106.44 ,1617.37 ,2613.62 
2016-05-12,,5055.10 ,1618.00 ,2610.57 
2016-05-13,,5051.84 ,1629.26 ,2592.81 
2016-05-16,,5110.36 ,1630.40 ,2609.45 
2016-05-17,,5095.91 ,1612.09 ,2628.22 
2016-05-18,,4902.93 ,1579.53 ,2559.08 
2016-05-19,,4908.33 ,1579.12 ,2554.74 
2016-05-20,,4944.62 ,1580.23 ,2569.84 
2016-05-23,,5007.86 ,1594.63 ,2585.73 
2016-05-24,,4944.37 ,1586.15 ,2555.29 
2016-05-25,,4926.12 ,1582.90 ,2571.76 
2016-05-26,,4896.29 ,1582.99 ,2593.81 
2016-05-27,,4932.84 ,1580.43 ,2584.39 
2016-05-30,,4910.87 ,1581.74 ,2559.06 
2016-05-31,0.52 ,5131.60 ,1620.95 ,2648.83 
2016-06-01,,5150.02 ,1616.32 ,2661.00 
2016-06-02,,5172.59 ,1614.87 ,2680.20 
2016-06-03,,5258.27 ,1618.48 ,2663.84 
2016-06-06,,5352.59 ,1615.08 ,2645.17 
2016-06-07,,5320.44 ,1617.27 ,2647.12 
2016-06-08,,5339.38 ,1614.48 ,2647.67 
2016-06-13,,5012.17 ,1573.58 ,2525.72 
2016-06-14,,4987.02 ,1578.75 ,2514.79 
2016-06-15,,5146.22 ,1596.77 ,2562.25 
2016-06-16,,5066.92 ,1584.81 ,2541.46 
2016-06-17,,5046.23 ,1588.08 ,2622.48 
2016-06-20,,4967.39 ,1577.41 ,2598.28 
2016-06-21,,4924.41 ,1559.82 ,2596.69 
2016-06-22,,5021.55 ,1566.74 ,2694.82 
2016-06-23,,4981.75 ,1560.74 ,2701.27 
2016-06-24,,4918.58 ,1542.71 ,2656.38 
2016-06-27,,5000.50 ,1557.06 ,2754.00 
2016-06-28,,5053.11 ,1563.45 ,2755.93 
2016-06-29,,5086.99 ,1581.69 ,2747.91 
2016-06-30,0.51 ,5046.69 ,1589.37 ,2728.87 
2016-07-01,,5035.76 ,1590.08 ,2741.22 
2016-07-04,,5120.28 ,1616.00 ,2865.58 
2016-07-05,,5160.64 ,1628.05 ,2869.53 
2016-07-06,,5163.04 ,1629.96 ,2883.26 
2016-07-07,,5127.19 ,1619.38 ,2896.48 
2016-07-08,,5099.94 ,1605.61 ,2852.99 
2016-07-11,,5073.76 ,1603.62 ,2945.36 
2016-07-12,,5145.95 ,1632.61 ,3003.31 
2016-07-13,,5282.75 ,1635.67 ,2998.49 
2016-07-14,,5279.59 ,1631.54 ,2963.37 
2016-07-15,,5257.64 ,1629.99 ,2953.61 
2016-07-18,,5230.75 ,1630.77 ,2900.35 
2016-07-19,,5269.34 ,1628.30 ,2913.71 
2016-07-20,,5365.34 ,1626.50 ,2892.16 
2016-07-21,,5526.82 ,1643.01 ,2907.17 
2016-07-22,,5487.12 ,1623.87 ,2884.97 
2016-07-25,,5445.59 ,1622.58 ,2894.62 
2016-07-26,,5520.24 ,1632.20 ,2951.60 
2016-07-27,,5499.78 ,1623.03 ,2835.23 
2016-07-28,,5441.36 ,1592.83 ,2865.54 
2016-07-29,,5376.40 ,1585.51 ,2846.36 
2016-07-31,0.52 ,,,
2016-08-01,,5241.11 ,1579.50 ,2853.53 
2016-08-02,,5536.19 ,1584.95 ,2877.51 
2016-08-03,,5735.21 ,1583.57 ,2879.36 
2016-08-04,,5778.49 ,1588.84 ,2872.73 
2016-08-05,,5766.20 ,1587.32 ,2872.05 
2016-08-08,,5895.61 ,1594.15 ,3030.82 
2016-08-09,,6009.00 ,1616.41 ,3031.57 
2016-08-10,,5880.25 ,1619.51 ,3050.71 
2016-08-11,,5755.91 ,1602.60 ,2990.86 
2016-08-12,,5890.81 ,1628.55 ,3024.61 
2016-08-15,,6061.00 ,1660.24 ,3071.54 
2016-08-16,,6083.15 ,1653.67 ,3124.35 
2016-08-17,,6108.97 ,1651.45 ,3100.67 
2016-08-18,,6169.44 ,1642.82 ,3067.88 
2016-08-19,,6108.67 ,1646.79 ,3045.60 
2016-08-22,,6003.22 ,1626.31 ,3027.35 
2016-08-23,,5980.05 ,1621.23 ,2983.84 
2016-08-24,,5896.27 ,1619.22 ,2973.59 
2016-08-25,,5838.08 ,1613.28 ,2958.34 
2016-08-26,,5842.70 ,1605.31 ,2958.50 
2016-08-29,,5878.04 ,1603.82 ,2966.46 
2016-08-30,,5855.18 ,1613.42 ,2985.71 
2016-08-31,0.52 ,5879.01 ,1613.67 ,3002.46 
2016-09-01,,5788.12 ,1598.31 ,2942.31 
2016-09-02,,5849.69 ,1612.66 ,2955.59 
2016-09-05,,5837.01 ,1611.64 ,3007.94 
2016-09-06,,5933.41 ,1622.20 ,3038.32 
2016-09-07,,5897.27 ,1620.54 ,2992.36 
2016-09-08,,5970.52 ,1616.30 ,3037.71 
2016-09-09,,5915.88 ,1616.59 ,3004.80 
2016-09-12,,5732.43 ,1595.44 ,2895.55 
2016-09-13,,5755.60 ,1584.78 ,2905.39 
2016-09-14,,5610.63 ,1564.37 ,2879.30 
2016-09-19,,5693.42 ,1568.01 ,2924.82 
2016-09-20,,5696.39 ,1565.09 ,2962.73 
2016-09-21,,5711.67 ,1569.13 ,2956.82 
2016-09-22,,5817.45 ,1575.19 ,2971.15 
2016-09-23,,5823.40 ,1574.37 ,2971.90 
2016-09-26,,5649.31 ,1564.04 ,2941.29 
2016-09-27,,5717.02 ,1572.59 ,2944.15 
2016-09-28,,5711.58 ,1576.60 ,2938.47 
2016-09-29,,5764.04 ,1596.90 ,3001.90 
2016-09-30,0.52 ,5806.02 ,1597.33 ,3022.61 
2016-10-10,,5992.79 ,1641.37 ,3056.13 
2016-10-11,,6118.04 ,1646.31 ,3093.07 
2016-10-12,,6105.23 ,1638.08 ,3083.18 
2016-10-13,,6213.05 ,1641.32 ,3075.72 
2016-10-14,,6177.57 ,1645.11 ,3084.66 
2016-10-17,,6088.90 ,1633.33 ,3082.11 
2016-10-18,,6174.09 ,1675.96 ,3126.25 
2016-10-19,,6186.00 ,1669.46 ,3141.31 
2016-10-20,,6121.65 ,1676.72 ,3133.90 
2016-10-21,,6136.85 ,1737.39 ,3124.73 
2016-10-24,,6163.12 ,1784.04 ,3302.83 
2016-10-25,,6328.97 ,1780.25 ,3401.74 
2016-10-26,,6207.51 ,1751.15 ,3316.28 
2016-10-27,,6169.64 ,1741.86 ,3288.55 
2016-10-28,,6122.22 ,1738.95 ,3286.66 
2016-10-31,0.53 ,6101.72 ,1729.27 ,3280.33 
2016-11-01,,6194.50 ,1734.18 ,3285.29 
2016-11-02,,6176.95 ,1733.86 ,3236.72 
2016-11-03,,6219.71 ,1752.60 ,3256.23 
2016-11-04,,6318.59 ,1743.25 ,3293.22 
2016-11-07,,6312.78 ,1739.73 ,3390.30 
2016-11-08,,6308.84 ,1757.95 ,3321.34 
2016-11-09,,6249.36 ,1731.46 ,3343.21 
2016-11-10,,6418.44 ,1773.11 ,3362.30 
2016-11-11,,6443.45 ,1784.43 ,3443.48 
2016-11-14,,6410.69 ,1826.75 ,3533.02 
2016-11-15,,6419.35 ,1810.02 ,3458.83 
2016-11-16,,6421.69 ,1795.15 ,3448.27 
2016-11-17,,6378.51 ,1803.91 ,3458.66 
2016-11-18,,6408.19 ,1783.98 ,3394.01 
2016-11-21,,6447.33 ,1790.14 ,3394.82 
2016-11-22,,6481.58 ,1797.13 ,3493.16 
2016-11-23,,6386.73 ,1786.06 ,3424.79 
2016-11-24,,6353.19 ,1783.42 ,3430.58 
2016-11-25,,6339.33 ,1807.78 ,3435.18 
2016-11-28,,6292.01 ,1808.03 ,3473.14 
2016-11-29,,6171.85 ,1836.34 ,3352.78 
2016-11-30,0.53 ,6139.32 ,1822.36 ,3254.07 
2016-12-01,,6165.79 ,1829.89 ,3275.65 
2016-12-02,,6048.07 ,1856.93 ,3214.46 
2016-12-05,,5955.92 ,1833.33 ,3234.07 
2016-12-06,,5945.58 ,1818.18 ,3222.09 
2016-12-07,,6031.44 ,1833.94 ,3291.71 
2016-12-08,,6004.78 ,1829.80 ,3266.15 
2016-12-09,,5979.66 ,1845.12 ,3256.62 
2016-12-12,,5559.88 ,1785.57 ,3113.24 
2016-12-13,,5547.49 ,1780.63 ,3113.54 
2016-12-14,,5555.01 ,1769.38 ,3099.35 
2016-12-15,,5651.23 ,1745.34 ,3111.09 
2016-12-16,,5724.16 ,1748.11 ,3099.91 
2016-12-19,,5782.28 ,1810.53 ,3112.51 
2016-12-20,,5732.49 ,1781.56 ,3082.37 
2016-12-21,,5809.06 ,1842.95 ,3102.19 
2016-12-22,,5924.54 ,1840.60 ,3068.51 
2016-12-23,,5817.47 ,1839.96 ,3000.31 
2016-12-26,,5867.18 ,1841.64 ,2980.14 
2016-12-27,,5842.18 ,1830.98 ,2985.70 
2016-12-28,,5750.96 ,1836.20 ,2986.57 
2016-12-29,,5766.39 ,1820.05 ,3001.94 
2016-12-30,,5756.93 ,1818.17 ,3010.63 
2016-12-31,0.54 ,,,
2017-01-03,,5820.11 ,1860.82 ,3041.37 
2017-01-04,,5868.19 ,1894.86 ,3059.17 
2017-01-05,,5931.90 ,1968.32 ,3086.72 
2017-01-06,,5921.46 ,1964.48 ,3087.92 
2017-01-09,,5951.02 ,1985.11 ,3093.72 
2017-01-10,,5950.59 ,1945.95 ,3125.85 
2017-01-11,,5854.60 ,1923.48 ,3093.99 
2017-01-12,,5779.11 ,1901.47 ,3054.25 
2017-01-13,,5654.00 ,1904.44 ,3032.74 
2017-01-16,,5323.68 ,1909.76 ,3021.90 
2017-01-17,,5387.97 ,1917.14 ,3013.18 
2017-01-18,,5413.99 ,1906.97 ,3025.78 
2017-01-19,,5395.95 ,1882.06 ,3010.00 
2017-01-20,,5458.05 ,1891.38 ,3033.94 
2017-01-23,,5546.92 ,1867.01 ,3071.23 
2017-01-24,,5556.78 ,1860.93 ,3103.92 
2017-01-25,,5551.40 ,1867.77 ,3084.31 
2017-01-26,,5581.71 ,1878.41 ,3123.35 
2017-01-31,0.55 ,,,
2017-02-03,,5547.92 ,1853.62 ,3082.58 
2017-02-06,,5636.98 ,1842.51 ,3085.08 
2017-02-07,,5627.70 ,1834.14 ,3077.92 
2017-02-08,,5669.70 ,1847.85 ,3114.19 
