指标名称,36城市服务价格:公路货运,Wind行业指数:公路运输,Wind行业指数:铁路运输,Wind行业指数:煤炭与消费用燃料
2017-02-09,,5712.39 ,1851.00 ,3121.86 
2017-02-10,,5668.03 ,1855.18 ,3185.21 
2017-02-13,,5711.52 ,1863.12 ,3225.06 
2017-02-14,,5712.30 ,1884.72 ,3244.87 
2017-02-15,,5786.21 ,1864.73 ,3194.01 
2017-02-16,,5828.15 ,1876.12 ,3263.93 
2017-02-17,,5679.53 ,1863.89 ,3193.30 
2017-02-20,,5681.46 ,1877.08 ,3241.01 
2017-02-21,,5729.11 ,1879.75 ,3253.97 
2017-02-22,,5696.77 ,1872.99 ,3236.59 
2017-02-23,,5730.32 ,1871.55 ,3202.30 
2017-02-24,,5730.53 ,1871.75 ,3175.88 
2017-02-27,,5718.69 ,1850.97 ,3162.26 
2017-02-28,0.54 ,5768.43 ,1854.11 ,3188.85 
2017-03-01,,5824.89 ,1854.68 ,3213.06 
2017-03-02,,5748.12 ,1836.88 ,3185.90 
2017-03-03,,5717.19 ,1834.02 ,3159.21 
2017-03-06,,5757.14 ,1838.30 ,3213.41 
2017-03-07,,5797.78 ,1841.36 ,3186.75 
2017-03-08,,5769.72 ,1846.68 ,3162.03 
2017-03-09,,5690.36 ,1841.01 ,3110.49 
2017-03-10,,5663.29 ,1834.01 ,3105.81 
2017-03-13,,5673.42 ,1847.83 ,3153.88 
2017-03-14,,5667.61 ,1838.33 ,3151.64 
2017-03-15,,5622.19 ,1822.42 ,3162.29 
2017-03-16,,5704.14 ,1833.46 ,3192.66 
2017-03-17,,5648.29 ,1812.29 ,3151.46 
2017-03-20,,5643.80 ,1836.12 ,3236.63 
2017-03-21,,5702.45 ,1836.95 ,3261.65 
2017-03-22,,5628.18 ,1842.79 ,3236.90 
2017-03-23,,5603.24 ,1834.29 ,3229.16 
2017-03-24,,5616.50 ,1860.22 ,3232.00 
2017-03-27,,5649.81 ,1901.32 ,3191.06 
2017-03-28,,5625.46 ,1888.61 ,3186.39 
2017-03-29,,5601.41 ,1891.95 ,3208.12 
2017-03-30,,5418.24 ,1897.95 ,3179.39 
2017-03-31,0.54 ,5459.45 ,1918.63 ,3219.61 
2017-04-05,,5571.06 ,1947.04 ,3278.55 
2017-04-06,,5622.69 ,1986.46 ,3271.56 
2017-04-07,,5603.42 ,1977.46 ,3270.08 
2017-04-10,,5565.50 ,1996.07 ,3270.56 
2017-04-11,,5616.23 ,2015.64 ,3253.43 
2017-04-12,,5589.22 ,2011.04 ,3222.46 
2017-04-13,,5588.79 ,1992.62 ,3253.53 
2017-04-14,,5527.35 ,1973.59 ,3242.86 
2017-04-17,,5391.23 ,1974.07 ,3208.14 
2017-04-18,,5283.99 ,1959.96 ,3177.14 
2017-04-19,,5128.59 ,1945.13 ,3086.42 
2017-04-20,,5062.38 ,1975.04 ,3065.27 
2017-04-21,,5052.87 ,1973.05 ,3078.44 
2017-04-24,,4825.71 ,1955.65 ,3017.31 
2017-04-25,,4816.14 ,1926.19 ,3013.80 
2017-04-26,,4840.12 ,1901.77 ,3021.32 
2017-04-27,,4836.46 ,1878.83 ,3026.71 
2017-04-28,,4863.28 ,1869.04 ,3043.98 
2017-04-30,0.54 ,,,
2017-05-02,,4881.14 ,1883.14 ,3055.63 
2017-05-03,,4923.23 ,1881.51 ,3047.54 
2017-05-04,,4896.39 ,1871.87 ,2999.88 
2017-05-05,,4783.62 ,1861.43 ,2927.43 
2017-05-08,,4698.17 ,1841.21 ,2897.33 
2017-05-10,,4576.56 ,1827.57 ,2879.16 
2017-05-11,,4490.84 ,1845.75 ,2859.37 
2017-05-12,,4517.60 ,1848.39 ,2860.82 
2017-05-15,,4521.94 ,1872.81 ,2890.34 
2017-05-16,,4626.87 ,1902.87 ,2920.00 
2017-05-17,,4654.27 ,1894.95 ,2927.32 
2017-05-18,,4626.32 ,1899.25 ,2907.44 
2017-05-19,,4630.11 ,1901.22 ,2921.79 
2017-05-22,,4493.39 ,1890.72 ,2899.45 
2017-05-23,,4319.19 ,1890.89 ,2888.19 
2017-05-24,,4337.81 ,1880.66 ,2892.98 
2017-05-25,,4436.20 ,1892.91 ,2976.51 
2017-05-26,,4465.33 ,1890.09 ,2972.52 
2017-05-31,0.54 ,4449.22 ,1899.43 ,2960.82 
2017-06-01,,4346.22 ,1872.58 ,2924.22 
2017-06-02,,4413.65 ,1884.06 ,2968.56 
2017-06-05,,4460.07 ,1864.99 ,2986.47 
2017-06-06,,4471.11 ,1838.33 ,2994.17 
2017-06-07,,4567.28 ,1856.29 ,3028.73 
2017-06-08,,4539.41 ,1871.45 ,3021.43 
2017-06-09,,4665.90 ,1894.69 ,3031.02 
2017-06-12,,4597.07 ,1892.91 ,3014.59 
2017-06-13,,4637.89 ,1890.69 ,3083.36 
2017-06-14,,4598.42 ,1874.99 ,3084.79 
2017-06-15,,4656.03 ,1855.66 ,3092.18 
2017-06-16,,4621.27 ,1858.44 ,3081.54 
2017-06-19,,4660.74 ,1874.45 ,3129.40 
2017-06-20,,4671.41 ,1867.59 ,3117.44 
2017-06-21,,4741.94 ,1875.10 ,3112.92 
2017-06-22,,4647.46 ,1870.03 ,3086.36 
2017-06-23,,4607.31 ,1870.56 ,3094.42 
2017-06-26,,4649.35 ,1887.57 ,3136.79 
2017-06-27,,4653.06 ,1905.17 ,3176.45 
2017-06-28,,4592.10 ,1891.49 ,3169.57 
2017-06-29,,4628.82 ,1918.40 ,3216.34 
2017-06-30,0.53 ,4626.82 ,1934.07 ,3207.42 
2017-07-03,,4682.88 ,1934.52 ,3260.08 
2017-07-04,,4666.27 ,1913.49 ,3238.45 
2017-07-05,,4686.47 ,1931.18 ,3273.84 
2017-07-06,,4677.75 ,1937.64 ,3327.12 
2017-07-07,,4697.56 ,2003.80 ,3376.67 
2017-07-10,,4700.09 ,2008.33 ,3387.51 
2017-07-11,,4611.73 ,1989.98 ,3305.75 
2017-07-12,,4557.09 ,1978.31 ,3337.61 
2017-07-13,,4553.12 ,2007.75 ,3356.35 
2017-07-14,,4498.72 ,2018.55 ,3356.49 
2017-07-17,,4206.61 ,2029.96 ,3323.92 
2017-07-18,,4255.86 ,2035.76 ,3449.34 
2017-07-19,,4328.63 ,2059.62 ,3632.35 
2017-07-20,,4375.68 ,2068.42 ,3618.80 
2017-07-21,,4346.84 ,2081.50 ,3636.83 
2017-07-24,,4460.49 ,2081.64 ,3592.96 
2017-07-25,,4473.08 ,2051.68 ,3588.29 
2017-07-26,,4481.95 ,2065.62 ,3588.19 
2017-07-27,,4537.64 ,2053.80 ,3482.06 
2017-07-28,,4527.85 ,2033.13 ,3535.81 
2017-07-31,0.54 ,4526.74 ,2050.10 ,3676.28 
2017-08-01,,4585.13 ,2058.45 ,3583.71 
2017-08-02,,4535.78 ,2035.13 ,3615.11 
2017-08-03,,4578.06 ,2047.19 ,3662.06 
2017-08-04,,4599.74 ,2084.82 ,3650.84 
2017-08-07,,4660.87 ,2064.90 ,3718.08 
2017-08-08,,4675.85 ,2075.20 ,3660.23 
2017-08-09,,4630.82 ,2058.76 ,3823.15 
2017-08-10,,4623.79 ,2093.72 ,3755.31 
2017-08-11,,4547.23 ,2052.00 ,3554.55 
2017-08-14,,4622.91 ,2061.89 ,3578.54 
2017-08-15,,4671.93 ,2076.64 ,3563.45 
2017-08-16,,4706.70 ,2102.99 ,3548.55 
