"公司名称","报告期","营业收入毛利润率"
"内蒙古能源发电投资集团有限公司",2016-03-31,0.187709271091535
"内蒙古能源发电投资集团有限公司",2016-06-30,0.158322511582564
"内蒙古能源发电投资集团有限公司",2016-09-30,0.167282234809218
"内蒙古能源发电投资集团有限公司",2016-12-31,0.100956300430004
"内蒙古能源发电投资集团有限公司",2017-03-31,0.0758294322772485
