"公司名称","报告期","归属母公司股东的净利润占比"
"内蒙古能源发电投资集团有限公司",2016-03-31,1.54814893802777
"内蒙古能源发电投资集团有限公司",2016-06-30,0.579416036989613
"内蒙古能源发电投资集团有限公司",2016-09-30,1.42863964354125
"内蒙古能源发电投资集团有限公司",2016-12-31,1.61583398657175
"内蒙古能源发电投资集团有限公司",2017-03-31,2.30123870969273
