"公司名称","报告期","总资产的固定资产占比1","总资产的固定资产占比2"
"内蒙古能源发电投资集团有限公司",2016-03-31,0.429958178592095,0.595295369451499
"内蒙古能源发电投资集团有限公司",2016-06-30,0.518726972112845,0.659595149088845
"内蒙古能源发电投资集团有限公司",2016-09-30,0.512122298644889,0.663581588706282
"内蒙古能源发电投资集团有限公司",2016-12-31,0.558290083565917,0.650923958321286
"内蒙古能源发电投资集团有限公司",2017-03-31,0.589179591933453,0.656900521786662
