"公司名称","报告期","利润总额占比"
"内蒙古能源发电投资集团有限公司",2016-03-31,0.0561951301100608
"内蒙古能源发电投资集团有限公司",2016-06-30,-0.114681233954331
"内蒙古能源发电投资集团有限公司",2016-09-30,0.0844304661840187
"内蒙古能源发电投资集团有限公司",2016-12-31,0.137940148694996
"内蒙古能源发电投资集团有限公司",2017-03-31,0.148582374839217
