"公司名称","报告期","现金流动负债保障倍数","经营活动净现金流动负债保障倍数"
"广东恒健投资控股有限公司",2016-03-31,0.575250544970539,0.687359265995941
"广东恒健投资控股有限公司",2016-06-30,0.683362510868172,0.64463836065033
"广东恒健投资控股有限公司",2016-09-30,0.651563428688138,0.561894091710868
"广东恒健投资控股有限公司",2016-12-31,0.33362705752603,0.2671945376242
"广东恒健投资控股有限公司",2017-03-31,0.362977900097384,0.279604207982687
