"公司名称","报告期","速动比率（速动资产流动负债保障倍数）"
"广东恒健投资控股有限公司",2016-03-31,0.828487612959829
"广东恒健投资控股有限公司",2016-06-30,0.94917243795487
"广东恒健投资控股有限公司",2016-09-30,0.903264727700875
"广东恒健投资控股有限公司",2016-12-31,0.464170043458838
"广东恒健投资控股有限公司",2017-03-31,0.545408402035817
