"公司名称","报告期","固定资产周转率"
"广东恒健投资控股有限公司",2016-03-31,0.629078376164063
"广东恒健投资控股有限公司",2016-06-30,1.15343726588577
"广东恒健投资控股有限公司",2016-09-30,0.556077251481831
"广东恒健投资控股有限公司",2016-12-31,0.561854972801661
"广东恒健投资控股有限公司",2017-03-31,0.588626259550793
