"公司名称","报告期","流动比率（流动资产流动负债保障倍数）"
"广东恒健投资控股有限公司",2016-03-31,1.05961816267367
"广东恒健投资控股有限公司",2016-06-30,1.16433459644957
"广东恒健投资控股有限公司",2016-09-30,1.13322513646511
"广东恒健投资控股有限公司",2016-12-31,0.572914119790341
"广东恒健投资控股有限公司",2017-03-31,0.704053269105834
