"公司名称","报告期","营运资本周转率"
"广东恒健投资控股有限公司",2016-03-31,11.6728988623067
"广东恒健投资控股有限公司",2016-06-30,2.3712337195598
"广东恒健投资控股有限公司",2016-09-30,6.68502251591528
"广东恒健投资控股有限公司",2016-12-31,-4.11292315837306
"广东恒健投资控股有限公司",2017-03-31,-8.01833578885806
