"公司名称","报告期","总资产净利润率"
"广东恒健投资控股有限公司",2016-03-31,0.0305264133705932
"广东恒健投资控股有限公司",2016-06-30,0.025770260724719
"广东恒健投资控股有限公司",2016-09-30,0.0202530275566395
"广东恒健投资控股有限公司",2016-12-31,0.0159488496044038
"广东恒健投资控股有限公司",2017-03-31,0.0151517508076789
