"公司名称","报告期","总资产的折旧与摊销系数-K11"
"广东恒健投资控股有限公司",2016-03-31,0.0272463928138074
"广东恒健投资控股有限公司",2016-06-30,0.0267772182453348
"广东恒健投资控股有限公司",2016-09-30,0.0265424583067859
"广东恒健投资控股有限公司",2016-12-31,0.0258810441638016
"广东恒健投资控股有限公司",2017-03-31,NA
