"公司名称","报告期","总资产的经营性资产占比"
"广东恒健投资控股有限公司",2016-03-31,0.470808292233012
"广东恒健投资控股有限公司",2016-06-30,0.477258229283689
"广东恒健投资控股有限公司",2016-09-30,0.470161984796292
"广东恒健投资控股有限公司",2016-12-31,0.459392566233615
"广东恒健投资控股有限公司",2017-03-31,0.453647799578324
