指标名称,申万行业指数:半导体,申万行业指数:市盈率:半导体,申万行业指数:总市值:半导体,申万行业指数:半导体材料,Wind行业指数:半导体与半导体生产设备,Wind行业指数:半导体产品与半导体设备,Wind行业指数:半导体设备,Wind行业指数:半导体产品,出厂价(含税):多晶硅片(A片):国内主流厂商平均,出厂价(含税):八寸单晶硅片(A片):国内主流厂商平均,出厂价(含税):六寸半单晶硅片(A片):国内主流厂商平均,进口金额:半导体器件封装材料(32141010):当月值,半导体:销售额:合计:当月值,半导体:销售额:全球:三个月移动平均值,半导体:销量:全球:当季值,费城半导体指数,台湾半导体行业指数,华强北指数:半导体二极管,华强北指数:半导体三极管,美国:产能利用率:制造业(NAICS):半导体及相关设备:季调,日本:工业生产指数:半导体和平板显示器制造设备,现货价(周平均价):单晶硅片(156mm×156mm),出货量:硅片:全球,含税价:无取向硅钢片:0.5mm:上海,出口交货值:计算机、通信和其他电子设备制造业:当月值,计算机、通信和其他电子设备制造业:营业收入:累计值,PPI:计算机、通信和其他电子设备制造业:当月同比,PPI:计算机、通信和其他电子设备制造业:当月同比,Wind行业指数:电子设备、仪器和元件,企业家信心指数:预期指数:计算机、通信和其他电子设备制造业,市场价:进口硅料:国内,申万行业指数:LED,价格:液晶显示器面板:21.5寸:LED:FHD,出厂价(含税):国产原生多晶硅(一级料):国内主流厂商平均,经销价(不含税):进口原生多晶硅:国外主流厂商平均,用电量:交通运输、电气、电子设备制造业:轻工业:当月值
2011-05-14,,,,,,,,,20.10 ,23.43 ,14.92 ,,,,,,,,,,,,,,,,,,,,,,,568.57 ,74.33 ,
2011-05-15,,,,,,,,,19.80 ,23.14 ,14.21 ,,,,,,,,,,,,,,,,,,,,,,,560.00 ,74.00 ,
2011-05-16,1215.95 ,59.93 ,1716.55 ,996.13 ,1245.05 ,1245.05 ,871.89 ,1252.53 ,19.70 ,23.00 ,14.21 ,,,,,434.69 ,80.28 ,,,,,,,,,,,,1822.60 ,,,1384.65 ,,552.86 ,73.67 ,
2011-05-17,1195.95 ,58.94 ,1688.26 ,979.46 ,1221.52 ,1221.52 ,861.09 ,1228.48 ,19.40 ,22.71 ,14.16 ,,,,,429.48 ,80.19 ,,,,,,,,,,,,1824.86 ,,,1388.43 ,,542.86 ,72.67 ,
2011-05-18,1197.79 ,59.03 ,1689.98 ,986.25 ,1226.62 ,1226.62 ,841.97 ,1235.13 ,19.20 ,22.43 ,14.08 ,,,,,437.59 ,80.37 ,,,,,,,,,,,,1833.38 ,,,1392.32 ,,537.14 ,71.00 ,
2011-05-19,1190.14 ,58.65 ,1683.13 ,992.22 ,1214.32 ,1214.32 ,838.25 ,1222.43 ,19.10 ,22.14 ,14.00 ,,,,,433.87 ,79.71 ,,,,,,,9250.00 ,,,,,1819.06 ,,,1405.96 ,,515.71 ,68.33 ,
2011-05-20,1183.70 ,58.34 ,1669.88 ,976.37 ,1211.81 ,1211.81 ,849.91 ,1219.01 ,18.90 ,21.86 ,13.85 ,,,,,432.56 ,79.09 ,,,,,,,,,,,,1816.82 ,,,1403.61 ,81.00 ,505.71 ,64.33 ,
2011-05-21,,,,,,,,,18.90 ,21.71 ,13.73 ,,,,,,,,,,,,,,,,,,,,,,,502.86 ,64.33 ,
2011-05-22,,,,,,,,,18.80 ,21.57 ,13.48 ,,,,,,,,,,,,,,,,,,,,,,,497.14 ,63.33 ,
2011-05-23,1151.26 ,52.37 ,1470.48 ,927.97 ,1166.94 ,1166.94 ,814.18 ,1174.15 ,18.80 ,21.43 ,13.38 ,,,,,423.34 ,78.24 ,,,,,,,,,,,,1755.51 ,,,1374.03 ,,487.14 ,62.67 ,
2011-05-24,1147.48 ,55.90 ,1608.05 ,921.02 ,1169.80 ,1169.80 ,824.85 ,1176.45 ,18.80 ,21.43 ,13.22 ,,,,,420.21 ,78.06 ,,,,,,,,,,,,1750.75 ,,,1349.69 ,,480.00 ,61.67 ,
2011-05-25,1108.55 ,55.20 ,1584.79 ,899.40 ,1138.60 ,1138.60 ,792.97 ,1145.74 ,18.80 ,21.43 ,13.17 ,,,,,424.21 ,77.61 ,,,,,,,,,,,,1726.34 ,,,1306.03 ,,475.71 ,61.67 ,
2011-05-26,1093.26 ,54.44 ,1556.55 ,886.43 ,1125.18 ,1125.18 ,777.64 ,1132.63 ,18.70 ,21.29 ,13.13 ,,,,,428.24 ,77.57 ,,,,,,,9250.00 ,,,,,1714.27 ,,,1279.52 ,,471.43 ,61.67 ,
2011-05-27,1074.51 ,53.51 ,1536.43 ,871.60 ,1100.74 ,1100.74 ,773.97 ,1107.15 ,18.70 ,21.14 ,13.11 ,,,,,433.09 ,78.00 ,,,,,,,,,,,,1672.75 ,,,1272.23 ,,468.57 ,61.00 ,
2011-05-28,,,,,,,,,18.70 ,21.14 ,13.09 ,,,,,,,,,,,,,,,,,,,,,,,462.86 ,61.00 ,
2011-05-29,,,,,,,,,18.70 ,21.14 ,13.09 ,,,,,,,,,,,,,,,,,,,,,,,460.00 ,61.00 ,
2011-05-30,1057.69 ,52.69 ,1520.01 ,867.60 ,1085.39 ,1085.39 ,781.45 ,1090.49 ,18.70 ,21.14 ,13.08 ,,,,,,79.19 ,,,,,,,,,,,,1636.14 ,,,1256.84 ,,457.14 ,61.00 ,
2011-05-31,1075.03 ,53.55 ,1546.79 ,881.57 ,1106.41 ,1106.41 ,791.13 ,1111.97 ,18.60 ,21.00 ,13.07 ,1724.90 ,25.04 ,25.24 ,,439.60 ,80.68 ,,,79.77 ,109.80 ,,,,3063.60 ,,-1.29 ,98.71 ,1670.05 ,,,1274.62 ,,432.86 ,60.33 ,285016.00 
2011-06-01,1092.29 ,54.41 ,1574.84 ,912.10 ,1125.98 ,1125.98 ,798.67 ,1132.07 ,18.60 ,20.71 ,13.03 ,,,,,426.28 ,81.36 ,,,,,,,,,,,,1693.94 ,,,1290.49 ,,425.71 ,58.00 ,
2011-06-02,1071.72 ,53.38 ,1547.85 ,893.89 ,1104.29 ,1104.29 ,769.08 ,1111.19 ,18.50 ,20.57 ,12.78 ,,,,,426.42 ,80.60 ,,,,,,,9250.00 ,,,,,1677.67 ,,,1267.89 ,,418.57 ,56.67 ,
2011-06-03,1092.21 ,54.40 ,1578.10 ,915.52 ,1130.79 ,1130.79 ,796.06 ,1137.30 ,18.40 ,20.43 ,12.63 ,,,,,418.52 ,81.14 ,,,,,,,,,,,,1712.64 ,,,1286.14 ,81.00 ,418.57 ,55.00 ,
2011-06-04,,,,,,,,,18.40 ,20.29 ,12.51 ,,,,,,,,,,,,,,,,,,,,,,,412.86 ,53.67 ,
2011-06-05,,,,,,,,,18.40 ,20.29 ,12.45 ,,,,,,,,,,,,,,,,,,,,,,,411.43 ,53.67 ,
2011-06-06,,,,,,,,,18.15 ,20.07 ,12.42 ,,,,,415.34 ,,,,,,,,,,,,,,,,,,411.43 ,53.33 ,
2011-06-07,1095.11 ,54.77 ,1580.24 ,920.21 ,1135.68 ,1135.68 ,802.15 ,1142.04 ,17.95 ,19.86 ,12.39 ,,,,,417.64 ,80.96 ,,,,,,,,,,,,1726.24 ,,,1283.98 ,,411.43 ,53.33 ,
2011-06-08,1100.90 ,55.67 ,1619.25 ,930.04 ,1140.82 ,1140.82 ,801.94 ,1147.46 ,17.76 ,19.71 ,12.35 ,,,,,408.94 ,80.92 ,,,,,,,,,,,,1732.92 ,,,1285.39 ,,402.86 ,53.00 ,
2011-06-09,1071.47 ,54.18 ,1575.19 ,907.66 ,1106.59 ,1106.59 ,776.44 ,1113.13 ,17.41 ,19.57 ,12.31 ,,,,,409.62 ,80.59 ,,,,,,,9250.00 ,,,,,1688.03 ,,,1248.85 ,,401.43 ,53.00 ,
2011-06-10,1075.23 ,54.37 ,1577.57 ,910.73 ,1112.87 ,1112.87 ,768.14 ,1120.22 ,17.05 ,19.36 ,12.24 ,,,,,402.80 ,78.87 ,,,,,,,,,,,,1689.90 ,,,1258.08 ,,400.00 ,52.67 ,
2011-06-11,,,,,,,,,16.75 ,19.29 ,12.23 ,,,,,,,,,,,,,,,,,,,,,,,400.00 ,52.67 ,
2011-06-12,,,,,,,,,16.60 ,19.14 ,12.21 ,,,,,,,,,,,,,,,,,,,,,,,400.00 ,52.67 ,
2011-06-13,1078.34 ,54.53 ,1582.01 ,912.54 ,1118.79 ,1118.79 ,765.12 ,1126.61 ,16.56 ,19.04 ,12.19 ,,,,,399.08 ,77.79 ,,,,,,,,,,,,1698.06 ,,,1255.49 ,,400.00 ,52.67 ,
2011-06-14,1086.75 ,54.95 ,1594.58 ,922.82 ,1129.15 ,1129.15 ,774.75 ,1136.89 ,16.52 ,18.97 ,12.18 ,,,,,406.75 ,78.92 ,,,,,,,,,,,,1718.63 ,,,1264.46 ,,400.00 ,52.67 ,
2011-06-15,1081.03 ,54.66 ,1583.90 ,912.39 ,1120.07 ,1120.07 ,754.03 ,1128.63 ,16.52 ,18.94 ,12.18 ,,,,,398.44 ,79.32 ,,,,,,,,,,,,1704.56 ,,,1254.05 ,,400.00 ,52.67 ,
2011-06-16,1052.30 ,53.21 ,1545.38 ,885.86 ,1085.47 ,1085.47 ,726.89 ,1094.00 ,16.50 ,18.91 ,12.18 ,,,,,393.87 ,77.59 ,,,,,,,9250.00 ,,,,,1681.74 ,,,1233.89 ,,400.00 ,52.67 ,
2011-06-17,1040.83 ,52.89 ,1545.37 ,890.21 ,1078.98 ,1078.98 ,714.36 ,1087.96 ,16.43 ,18.83 ,12.13 ,,,,,388.21 ,76.78 ,,,,,,,,,,,,1651.45 ,,,1212.91 ,,400.00 ,52.67 ,
2011-06-18,,,,,,,,,16.38 ,18.77 ,12.08 ,,,,,,,,,,,,,,,,,,,,,,,400.00 ,52.67 ,
2011-06-19,,,,,,,,,16.35 ,18.71 ,12.05 ,,,,,,,,,,,,,,,,,,,,,,,400.00 ,52.67 ,
2011-06-20,1024.61 ,52.07 ,1519.42 ,865.25 ,1059.76 ,1059.76 ,701.77 ,1068.58 ,16.26 ,18.69 ,12.03 ,,,,,388.73 ,76.43 ,,,,,,,,,,,,1618.33 ,,,1200.54 ,,400.00 ,52.67 ,
2011-06-21,1037.10 ,52.68 ,1538.62 ,871.19 ,1069.24 ,1069.24 ,706.76 ,1078.22 ,16.19 ,18.63 ,12.01 ,,,,,398.61 ,77.61 ,,,,,,,,,,,,1637.61 ,,,1219.94 ,81.00 ,400.00 ,52.67 ,
2011-06-22,1039.40 ,52.79 ,1537.91 ,868.36 ,1071.51 ,1071.51 ,695.27 ,1081.29 ,16.13 ,18.61 ,11.77 ,,,,,396.73 ,77.58 ,,,,,,,,,,,,1632.74 ,,,1210.60 ,,408.57 ,52.67 ,
2011-06-23,1059.64 ,53.81 ,1567.89 ,875.64 ,1091.14 ,1091.14 ,721.91 ,1100.25 ,16.06 ,18.56 ,11.74 ,,,,,402.56 ,76.79 ,,,,,,,9250.00 ,,,,,1661.72 ,,,1240.82 ,,408.57 ,52.67 ,
2011-06-24,1088.83 ,55.29 ,1614.49 ,931.62 ,1128.46 ,1128.46 ,750.39 ,1137.66 ,16.04 ,18.51 ,11.73 ,,,,,392.50 ,75.69 ,,,,,,,,,,,,1709.21 ,,,1256.76 ,,408.57 ,52.67 ,
2011-06-25,,,,,,,,,15.94 ,18.49 ,11.69 ,,,,,,,,,,,,,,,,,,,,,,,408.57 ,52.67 ,
2011-06-26,,,,,,,,,15.89 ,18.44 ,11.64 ,,,,,,,,,,,,,,,,,,,,,,,408.57 ,52.67 ,
2011-06-27,1107.71 ,56.25 ,1642.33 ,949.83 ,1147.64 ,1147.64 ,757.98 ,1157.31 ,15.80 ,18.41 ,11.62 ,,,,,395.27 ,74.90 ,,,,,,,,,,,,1745.21 ,,,1278.62 ,,408.57 ,52.00 ,
2011-06-28,1106.92 ,56.21 ,1642.14 ,959.90 ,1154.05 ,1154.05 ,763.08 ,1163.73 ,15.75 ,18.39 ,11.58 ,,,,,400.52 ,75.11 ,,,,,,,,,,,,1747.15 ,,,1268.96 ,,401.43 ,52.00 ,
2011-06-29,1093.67 ,55.81 ,1638.36 ,952.47 ,1136.64 ,1136.64 ,760.01 ,1145.65 ,15.73 ,18.39 ,11.63 ,,,,,400.17 ,74.82 ,,,,,,,,,,,,1726.19 ,,,1266.96 ,,407.14 ,52.00 ,
2011-06-30,1107.89 ,56.51 ,1660.29 ,965.59 ,1153.84 ,1153.84 ,774.26 ,1162.82 ,15.73 ,18.39 ,11.63 ,2012.50 ,24.88 ,24.89 ,1722.00 ,410.35 ,75.32 ,86.51 ,111.54 ,78.15 ,113.90 ,,2393.00 ,9250.00 ,3219.10 ,,-1.80 ,98.20 ,1755.23 ,,,1285.50 ,,407.14 ,52.00 ,288098.00 
2011-07-01,1117.32 ,57.00 ,1677.39 ,974.49 ,1159.69 ,1159.69 ,784.99 ,1168.30 ,15.73 ,18.39 ,11.65 ,,,,,419.11 ,75.73 ,,,,,,,,,,,,1761.36 ,,,1295.30 ,,407.14 ,52.00 ,
2011-07-02,,,,,,,,,15.73 ,18.41 ,11.65 ,,,,,,,,,,,,,,,,,,,,,,,414.29 ,52.00 ,
2011-07-03,,,,,,,,,15.76 ,18.47 ,11.67 ,,,,,,,,,,,,,,,,,,,,,,,417.14 ,52.00 ,
2011-07-04,1144.62 ,58.39 ,1719.52 ,1019.06 ,1192.14 ,1192.14 ,814.93 ,1200.50 ,15.76 ,18.47 ,11.67 ,,,,,,76.17 ,,,,,,,,,,,,1802.83 ,,,1312.32 ,,420.00 ,52.00 ,
2011-07-05,1151.23 ,58.72 ,1730.93 ,1028.76 ,1210.03 ,1210.03 ,816.86 ,1219.15 ,15.77 ,18.51 ,11.70 ,,,,,414.94 ,75.70 ,,,,,,,,,,,,1811.87 ,,,1309.86 ,81.00 ,420.00 ,53.33 ,
2011-07-06,1169.48 ,59.66 ,1758.90 ,1052.73 ,1224.81 ,1224.81 ,826.47 ,1234.06 ,15.77 ,18.51 ,11.70 ,,,,,411.79 ,75.72 ,,,,,,,,,,,,1837.73 ,,,1320.62 ,,424.29 ,53.33 ,
2011-07-07,1176.15 ,60.00 ,1771.90 ,1040.18 ,1221.79 ,1221.79 ,826.49 ,1230.89 ,15.77 ,18.51 ,11.70 ,,,,,420.40 ,75.05 ,,,,,,,9250.00 ,,,,,1839.99 ,,,1361.45 ,,422.50 ,54.33 ,
2011-07-08,1167.61 ,59.56 ,1757.30 ,1030.76 ,1211.11 ,1211.11 ,827.18 ,1219.65 ,15.77 ,18.51 ,11.70 ,,,,,413.80 ,74.63 ,,,,,,,,,,,,1838.02 ,,,1350.84 ,,427.50 ,54.33 ,
2011-07-09,,,,,,,,,15.78 ,18.54 ,11.72 ,,,,,,,,,,,,,,,,,,,,,,,427.50 ,54.33 ,
2011-07-10,,,,,,,,,15.81 ,18.60 ,11.78 ,,,,,,,,,,,,,,,,,,,,,,,430.00 ,54.33 ,
2011-07-11,1171.85 ,59.78 ,1766.50 ,1045.59 ,1218.78 ,1218.78 ,824.79 ,1227.84 ,15.82 ,18.63 ,11.78 ,,,,,406.73 ,73.04 ,,,,,,,,,,,,1859.63 ,,,1354.68 ,,431.25 ,55.00 ,
2011-07-12,1153.97 ,58.86 ,1738.97 ,1021.38 ,1194.22 ,1194.22 ,792.38 ,1204.06 ,15.84 ,18.66 ,11.78 ,,,,,394.96 ,71.24 ,,,,,,,,,,,,1837.17 ,,,1341.83 ,,431.25 ,55.33 ,
2011-07-13,1181.36 ,60.26 ,1783.93 ,1054.43 ,1222.65 ,1222.65 ,826.13 ,1231.83 ,15.84 ,18.67 ,11.78 ,,,,,393.87 ,71.24 ,,,,,2.52 ,,,,,,,1877.80 ,,,1378.37 ,,431.25 ,56.00 ,
2011-07-14,1194.10 ,60.91 ,1805.10 ,1058.64 ,1230.25 ,1230.25 ,845.94 ,1238.59 ,15.84 ,18.70 ,11.78 ,,,,,387.76 ,70.72 ,,,,,,,9250.00 ,,,,,1889.12 ,,,1393.66 ,,433.75 ,56.00 ,
2011-07-15,1196.55 ,61.04 ,1810.22 ,1074.61 ,1233.99 ,1233.99 ,877.35 ,1240.60 ,15.84 ,18.70 ,11.78 ,,,,,390.07 ,71.01 ,,,,,,,,,,,,1893.61 ,,,1389.76 ,,433.75 ,56.00 ,
2011-07-16,,,,,,,,,15.84 ,18.70 ,11.78 ,,,,,,,,,,,,,,,,,,,,,,,433.75 ,56.00 ,
2011-07-17,,,,,,,,,15.84 ,18.70 ,11.78 ,,,,,,,,,,,,,,,,,,,,,,,433.75 ,56.00 ,
2011-07-18,1197.24 ,61.07 ,1809.86 ,1068.31 ,1234.08 ,1234.08 ,873.76 ,1240.91 ,15.84 ,18.74 ,11.78 ,,,,,384.63 ,69.99 ,,,,,,,,,,,,1899.01 ,,,1393.51 ,,433.75 ,56.00 ,
2011-07-19,1176.87 ,59.91 ,1795.09 ,1056.82 ,1227.72 ,1227.72 ,887.46 ,1233.41 ,15.84 ,18.77 ,11.78 ,,,,,397.41 ,69.34 ,,,,,,,,,,,,1874.91 ,,,1363.74 ,,433.75 ,56.00 ,
2011-07-20,1180.34 ,60.09 ,1801.20 ,1046.24 ,1229.44 ,1229.44 ,885.13 ,1235.36 ,15.84 ,18.83 ,11.78 ,,,,,395.11 ,72.02 ,,,,,2.54 ,,,,,,,1878.60 ,,,1372.16 ,81.00 ,433.75 ,56.00 ,
2011-07-21,1163.94 ,59.26 ,1775.07 ,1034.79 ,1209.26 ,1209.26 ,862.05 ,1215.60 ,15.84 ,18.84 ,11.78 ,,,,,398.88 ,72.10 ,,,,,,,9250.00 ,,,,,1854.41 ,,,1356.21 ,,433.75 ,56.00 ,
2011-07-22,1167.89 ,59.46 ,1784.47 ,1029.32 ,1214.24 ,1214.24 ,874.81 ,1220.05 ,15.84 ,18.84 ,11.78 ,,,,,408.56 ,72.43 ,,,,,,,,,,,,1864.01 ,,,1373.82 ,,433.75 ,56.00 ,
2011-07-23,,,,,,,,,15.84 ,18.84 ,11.78 ,,,,,,,,,,,,,,,,,,,,,,,433.75 ,56.00 ,
2011-07-24,,,,,,,,,15.84 ,18.84 ,11.78 ,,,,,,,,,,,,,,,,,,,,,,,433.75 ,56.00 ,
2011-07-25,1117.41 ,56.89 ,1709.41 ,998.14 ,1168.47 ,1168.47 ,826.31 ,1175.00 ,15.84 ,18.90 ,11.78 ,,,,,403.08 ,72.02 ,,,,,,,,,,,,1795.74 ,,,1326.03 ,,433.75 ,56.00 ,
2011-07-26,1121.08 ,57.07 ,1714.66 ,1004.42 ,1177.67 ,1177.67 ,827.11 ,1184.60 ,15.84 ,18.90 ,11.78 ,,,,,406.47 ,73.75 ,,,,,,,,,,,,1806.64 ,,,1338.15 ,,427.50 ,56.00 ,
2011-07-27,1138.85 ,57.99 ,1745.17 ,1029.58 ,1195.57 ,1195.57 ,855.28 ,1201.66 ,15.84 ,18.90 ,11.78 ,,,,,391.13 ,73.68 ,,,,,2.52 ,,,,,,,1832.12 ,,,1350.28 ,,427.50 ,56.00 ,
2011-07-28,1133.05 ,57.70 ,1735.64 ,1020.23 ,1191.26 ,1191.26 ,860.07 ,1196.85 ,15.84 ,18.90 ,11.78 ,,,,,390.53 ,72.74 ,,,,,,,9250.00 ,,,,,1822.89 ,,,1327.47 ,,427.50 ,56.00 ,
2011-07-29,1122.66 ,57.17 ,1720.57 ,1008.23 ,1178.97 ,1178.97 ,837.28 ,1185.34 ,15.84 ,18.90 ,11.78 ,,,,,386.94 ,71.31 ,,,,,,,,,,,,1805.18 ,,,1308.37 ,,427.50 ,56.00 ,
2011-07-30,,,,,,,,,15.84 ,18.90 ,11.78 ,,,,,,,,,,,,,,,,,,,,,,,427.50 ,56.00 ,
2011-07-31,,,,,,,,,15.84 ,18.90 ,11.78 ,1823.15 ,24.85 ,24.86 ,,,,,,75.92 ,101.00 ,,,,3300.60 ,,-1.89 ,98.11 ,,,,,,427.50 ,56.00 ,304369.00 
2011-08-01,1135.37 ,57.82 ,1743.89 ,1031.45 ,1194.77 ,1194.77 ,864.84 ,1200.24 ,15.84 ,18.90 ,11.78 ,,,,,386.93 ,71.60 ,,,,,,,,,,,,1806.80 ,,,1315.72 ,,427.50 ,56.00 ,
2011-08-02,1134.74 ,57.78 ,1750.59 ,1045.86 ,1201.95 ,1201.95 ,885.52 ,1206.51 ,15.84 ,18.90 ,11.78 ,,,,,375.17 ,70.56 ,,,,,,,,,,,,1780.18 ,,,1316.00 ,,427.50 ,56.00 ,
2011-08-03,1145.73 ,58.34 ,1762.78 ,1047.16 ,1212.91 ,1212.91 ,893.77 ,1217.50 ,15.84 ,18.90 ,11.78 ,,,,,379.39 ,69.27 ,,,,,2.50 ,,,,,,,1783.22 ,,,1317.36 ,,427.50 ,56.00 ,
2011-08-04,1143.28 ,58.22 ,1754.31 ,1047.45 ,1211.16 ,1211.16 ,872.71 ,1216.94 ,15.84 ,18.90 ,11.78 ,,,,,357.32 ,68.29 ,,,,,,,9250.00 ,,,,,1785.52 ,,,1317.02 ,,426.25 ,56.00 ,
2011-08-05,1118.62 ,56.96 ,1714.99 ,1022.71 ,1180.12 ,1180.12 ,854.79 ,1185.48 ,15.84 ,18.90 ,11.78 ,,,,,350.22 ,64.45 ,,,,,,,,,,,,1751.75 ,,,1286.31 ,81.00 ,426.25 ,56.00 ,
2011-08-06,,,,,,,,,15.84 ,18.90 ,11.78 ,,,,,,,,,,,,,,,,,,,,,,,426.25 ,56.00 ,
2011-08-07,,,,,,,,,15.84 ,18.90 ,11.78 ,,,,,,,,,,,,,,,,,,,,,,,426.25 ,56.00 ,
2011-08-08,1061.08 ,54.01 ,1619.50 ,960.83 ,1119.53 ,1119.53 ,829.91 ,1123.46 ,15.84 ,18.90 ,11.78 ,,,,,331.33 ,62.63 ,,,,,,,,,,,,1668.32 ,,,1215.79 ,,426.25 ,56.00 ,
2011-08-09,1051.14 ,53.50 ,1608.92 ,951.12 ,1111.44 ,1111.44 ,890.75 ,1111.29 ,15.84 ,18.90 ,11.78 ,,,,,346.69 ,61.47 ,,,,,,,,,,,,1672.37 ,,,1205.55 ,,422.50 ,56.00 ,
2011-08-10,1067.01 ,54.13 ,1630.89 ,955.11 ,1123.05 ,1123.05 ,887.16 ,1123.68 ,15.84 ,18.90 ,11.78 ,,,,,339.54 ,64.00 ,,,,,2.65 ,,,,,,,1697.80 ,,,1222.60 ,,421.25 ,56.00 ,
2011-08-11,1076.17 ,54.59 ,1647.76 ,957.29 ,1130.33 ,1130.33 ,917.12 ,1129.49 ,15.84 ,18.90 ,11.78 ,,,,,357.12 ,64.73 ,,,,,,,10500.00 ,,,,,1717.10 ,,,1230.67 ,,418.75 ,56.00 ,
2011-08-12,1091.81 ,55.39 ,1674.16 ,979.20 ,1146.37 ,1146.37 ,921.33 ,1146.05 ,15.84 ,18.90 ,11.78 ,,,,,355.62 ,63.67 ,,,,,,,,,,,,1745.06 ,,,1243.62 ,,418.75 ,56.00 ,
2011-08-13,,,,,,,,,15.84 ,18.90 ,11.78 ,,,,,,,,,,,,,,,,,,,,,,,418.75 ,56.00 ,
2011-08-14,,,,,,,,,15.84 ,18.90 ,11.78 ,,,,,,,,,,,,,,,,,,,,,,,418.75 ,56.00 ,
2011-08-15,1110.86 ,56.35 ,1706.15 ,1008.63 ,1167.41 ,1167.41 ,942.59 ,1166.82 ,15.84 ,18.90 ,11.78 ,,,,,362.65 ,65.52 ,,,,,,,,,,,,1772.93 ,,,1257.66 ,,418.75 ,56.00 ,
2011-08-16,1109.81 ,56.30 ,1708.05 ,994.98 ,1151.68 ,1151.68 ,931.81 ,1150.96 ,15.84 ,18.90 ,11.78 ,,,,,355.41 ,64.89 ,,,,,,,,,,,,1764.34 ,,,1283.35 ,,418.75 ,56.00 ,
2011-08-17,1106.10 ,56.11 ,1703.40 ,994.49 ,1145.45 ,1145.45 ,911.85 ,1145.85 ,15.84 ,18.90 ,11.78 ,,,,,353.10 ,64.23 ,,,,,2.65 ,,,,,,,1756.92 ,,,1277.81 ,,418.75 ,56.00 ,
2011-08-18,1085.51 ,55.07 ,1671.07 ,973.16 ,1124.95 ,1124.95 ,904.42 ,1124.67 ,15.79 ,18.86 ,11.71 ,,,,,332.23 ,62.69 ,,,,,,,10500.00 ,,,,,1730.60 ,,,1255.55 ,,411.25 ,55.33 ,
2011-08-19,1074.58 ,54.62 ,1657.77 ,958.04 ,1110.93 ,1110.93 ,908.31 ,1109.52 ,15.77 ,18.84 ,11.68 ,,,,,326.32 ,61.18 ,,,,,,,,,,,,1714.04 ,,,1255.76 ,,411.25 ,55.33 ,
2011-08-20,,,,,,,,,15.77 ,18.84 ,11.68 ,,,,,,,,,,,,,,,,,,,,,,80.00 ,411.25 ,55.33 ,
2011-08-21,,,,,,,,,15.77 ,18.84 ,11.68 ,,,,,,,,,,,,,,,,,,,,,,,411.25 ,55.33 ,
2011-08-22,1068.47 ,54.31 ,1647.63 ,942.84 ,1092.60 ,1092.60 ,882.66 ,1092.01 ,15.54 ,18.79 ,11.49 ,,,,,328.94 ,62.09 ,,,,,,,,,,,,1699.20 ,,,1255.26 ,,410.00 ,55.00 ,
2011-08-23,1088.04 ,55.30 ,1681.51 ,959.66 ,1111.29 ,1111.29 ,903.57 ,1110.25 ,15.37 ,18.73 ,11.28 ,,,,,346.09 ,64.07 ,,,,,,,,,,,,1725.71 ,,,1265.70 ,,410.00 ,54.67 ,
2011-08-24,1094.72 ,55.64 ,1691.07 ,958.07 ,1116.16 ,1116.16 ,901.47 ,1115.58 ,15.26 ,18.73 ,11.21 ,,,,,345.69 ,64.71 ,,,,,2.65 ,,,,,,,1743.36 ,,,1274.00 ,,410.00 ,54.33 ,
2011-08-25,1105.87 ,56.21 ,1706.13 ,966.59 ,1132.02 ,1132.02 ,897.30 ,1132.70 ,15.23 ,18.73 ,11.00 ,,,,,336.33 ,64.24 ,,,,,,,10500.00 ,,,,,1765.41 ,,,1290.37 ,,407.50 ,54.00 ,
2011-08-26,1110.70 ,56.51 ,1716.83 ,966.87 ,1134.32 ,1134.32 ,910.61 ,1134.14 ,15.18 ,18.73 ,10.89 ,,,,,345.78 ,65.10 ,,,,,,,,,,,,1775.66 ,,,1296.46 ,,406.25 ,53.67 ,
2011-08-27,,,,,,,,,15.15 ,18.73 ,10.78 ,,,,,,,,,,,,,,,,,,,,,,,405.00 ,53.33 ,
2011-08-28,,,,,,,,,15.15 ,18.73 ,10.78 ,,,,,,,,,,,,,,,,,,,,,,,405.00 ,53.33 ,
2011-08-29,1102.96 ,56.12 ,1706.87 ,968.27 ,1128.64 ,1128.64 ,912.69 ,1127.96 ,15.15 ,18.71 ,10.78 ,,,,,358.44 ,66.54 ,,,,,,,,,,,,1771.52 ,,,1284.05 ,,405.00 ,53.33 ,
2011-08-30,1090.25 ,55.47 ,1680.26 ,965.09 ,1117.75 ,1117.75 ,885.12 ,1118.48 ,15.14 ,18.70 ,10.74 ,,,,,358.23 ,66.81 ,,,,,,,,,,,,1748.86 ,,,1262.56 ,,405.00 ,53.33 ,
2011-08-31,1082.71 ,55.05 ,1666.48 ,964.81 ,1108.56 ,1108.56 ,862.42 ,1110.44 ,15.12 ,18.70 ,10.68 ,1700.61 ,25.08 ,25.10 ,,355.79 ,67.27 ,,,75.96 ,105.50 ,2.64 ,,,3415.10 ,,-2.27 ,97.73 ,1733.01 ,,52.02 ,1249.84 ,,403.75 ,53.33 ,369594.00 
2011-09-01,1072.76 ,49.66 ,1650.75 ,953.59 ,1098.02 ,1098.02 ,851.82 ,1100.07 ,14.90 ,18.67 ,10.57 ,,,,,349.85 ,66.70 ,,,,,,,10500.00 ,,,,,1726.56 ,,,1238.35 ,,402.50 ,52.33 ,
