指标名称,申万行业指数:半导体,申万行业指数:市盈率:半导体,申万行业指数:总市值:半导体,申万行业指数:半导体材料,Wind行业指数:半导体与半导体生产设备,Wind行业指数:半导体产品与半导体设备,Wind行业指数:半导体设备,Wind行业指数:半导体产品,出厂价(含税):多晶硅片(A片):国内主流厂商平均,出厂价(含税):八寸单晶硅片(A片):国内主流厂商平均,出厂价(含税):六寸半单晶硅片(A片):国内主流厂商平均,进口金额:半导体器件封装材料(32141010):当月值,半导体:销售额:合计:当月值,半导体:销售额:全球:三个月移动平均值,半导体:销量:全球:当季值,费城半导体指数,台湾半导体行业指数,华强北指数:半导体二极管,华强北指数:半导体三极管,美国:产能利用率:制造业(NAICS):半导体及相关设备:季调,日本:工业生产指数:半导体和平板显示器制造设备,现货价(周平均价):单晶硅片(156mm×156mm),出货量:硅片:全球,含税价:无取向硅钢片:0.5mm:上海,出口交货值:计算机、通信和其他电子设备制造业:当月值,计算机、通信和其他电子设备制造业:营业收入:累计值,PPI:计算机、通信和其他电子设备制造业:当月同比,PPI:计算机、通信和其他电子设备制造业:当月同比,Wind行业指数:电子设备、仪器和元件,企业家信心指数:预期指数:计算机、通信和其他电子设备制造业,市场价:进口硅料:国内,申万行业指数:LED,价格:液晶显示器面板:21.5寸:LED:FHD,出厂价(含税):国产原生多晶硅(一级料):国内主流厂商平均,经销价(不含税):进口原生多晶硅:国外主流厂商平均,用电量:交通运输、电气、电子设备制造业:轻工业:当月值
2015-06-09,3388.61 ,179.77 ,3956.10 ,3135.10 ,2879.25 ,2883.50 ,1877.86 ,2891.91 ,5.50 ,7.93 ,4.44 ,,,,,711.60 ,114.87 ,,,,,,,,,,,,5857.34 ,,,3015.94 ,,121.86 ,16.66 ,
2015-06-10,3488.32 ,185.03 ,4065.46 ,3203.49 ,2950.85 ,2955.20 ,1907.12 ,2966.69 ,5.50 ,7.93 ,4.44 ,,,,,720.94 ,115.49 ,,,,,1.00 ,,,,,,,6059.24 ,,,3068.42 ,,121.86 ,16.66 ,
2015-06-11,3513.94 ,186.76 ,4142.32 ,3285.41 ,2970.40 ,2974.78 ,1943.24 ,2982.51 ,5.50 ,7.93 ,4.44 ,,,,,720.53 ,117.24 ,,,,,,,4560.00 ,,,,,6185.31 ,,,3105.65 ,,121.86 ,16.66 ,
2015-06-12,3557.10 ,189.12 ,4204.28 ,3398.06 ,3045.94 ,3050.42 ,1975.01 ,3061.11 ,5.50 ,7.93 ,4.44 ,,,,,714.13 ,118.11 ,,,,,,,,,,,,6267.90 ,,,3145.08 ,,121.86 ,16.66 ,
2015-06-15,3425.10 ,182.15 ,4077.37 ,3420.85 ,2993.06 ,2997.47 ,1887.58 ,3016.25 ,5.50 ,7.93 ,4.44 ,,,,,712.63 ,117.34 ,,,,,,,,,,,,6152.26 ,,,3104.99 ,,121.86 ,16.66 ,
2015-06-16,3235.48 ,171.94 ,3851.09 ,3228.93 ,2826.08 ,2830.24 ,1772.08 ,2849.55 ,5.50 ,7.93 ,4.44 ,,,,,715.07 ,116.35 ,,,,,,,,,,,,5878.83 ,,,3063.51 ,,121.86 ,16.66 ,
2015-06-17,3291.93 ,174.92 ,3908.77 ,3199.64 ,2881.71 ,2885.95 ,1839.84 ,2900.54 ,5.50 ,7.93 ,4.44 ,,,,,715.19 ,116.92 ,,,,,0.99 ,,,,,,,6010.70 ,,,3135.95 ,,121.86 ,16.66 ,
2015-06-18,3176.89 ,168.84 ,3775.48 ,3183.81 ,2781.88 ,2785.98 ,1811.05 ,2794.68 ,5.50 ,7.93 ,4.44 ,,,,,725.60 ,117.03 ,,,,,,,4530.00 ,,,,,5736.44 ,,,2955.79 ,,121.86 ,16.66 ,
2015-06-19,2981.76 ,158.51 ,3542.71 ,2943.82 ,2584.28 ,2588.09 ,1720.59 ,2590.17 ,5.50 ,7.93 ,4.44 ,,,,,723.37 ,,,,,,,,,,,,,5403.03 ,,,2838.11 ,66.50 ,121.86 ,16.66 ,
2015-06-22,,,,,,,,,,,,,,,,728.22 ,117.90 ,,,,,,,,,,,,,,,,,,,
2015-06-23,3024.20 ,160.72 ,3593.64 ,2881.72 ,2610.10 ,2613.94 ,1770.75 ,2610.96 ,5.50 ,7.93 ,4.44 ,,,,,723.88 ,118.93 ,,,,,,,,,,,,5502.29 ,,,2977.15 ,,121.86 ,16.66 ,
2015-06-24,3049.61 ,162.03 ,3621.90 ,2897.00 ,2665.91 ,2669.83 ,1791.48 ,2668.58 ,5.50 ,7.93 ,4.44 ,,,,,716.49 ,118.64 ,,,,,0.99 ,,,,,,,5663.11 ,,,3051.86 ,,121.86 ,16.66 ,
2015-06-25,2886.53 ,153.28 ,3427.89 ,2649.07 ,2510.45 ,2514.15 ,1705.16 ,2511.04 ,5.50 ,7.93 ,4.44 ,,,,,715.83 ,120.07 ,,,,,,,4530.00 ,,,,,5377.57 ,,,2858.86 ,,121.57 ,16.66 ,
2015-06-26,2612.56 ,138.75 ,3105.27 ,2384.41 ,2273.79 ,2277.14 ,1534.63 ,2275.34 ,5.50 ,7.93 ,4.44 ,,,,,698.36 ,119.62 ,,,,,,,,,,,,4859.03 ,,,2584.21 ,,121.29 ,16.66 ,
2015-06-29,2365.92 ,125.67 ,2814.77 ,2145.70 ,2066.95 ,2070.00 ,1381.23 ,2069.82 ,5.50 ,7.93 ,4.44 ,,,,,678.07 ,114.67 ,,,,,,,,,,,,4495.95 ,,,2453.12 ,,121.29 ,16.66 ,
2015-06-30,2465.06 ,130.92 ,2919.15 ,2161.50 ,2174.01 ,2177.21 ,1452.36 ,2177.07 ,5.50 ,7.93 ,4.44 ,1842.65 ,27.99 ,27.99 ,1995.00 ,680.54 ,115.70 ,102.88 ,100.13 ,63.50 ,106.50 ,,2702.00 ,,3951.50 ,,-1.40 ,98.60 ,4777.26 ,122.80 ,20.28 ,2612.05 ,,121.29 ,16.66 ,398867.44 
2015-07-01,2319.32 ,133.02 ,2955.51 ,2013.95 ,2030.52 ,2033.51 ,1323.15 ,2036.82 ,5.50 ,7.93 ,4.44 ,,,,,682.13 ,116.46 ,,,,,0.99 ,,,,,,,4489.97 ,,,2455.79 ,,121.29 ,16.66 ,
2015-07-02,2141.46 ,122.79 ,2736.60 ,1812.69 ,1871.07 ,1873.83 ,1191.25 ,1879.78 ,5.50 ,7.93 ,4.44 ,,,,,685.51 ,116.46 ,,,,,,,4410.00 ,,,,,4160.02 ,,,2281.98 ,,121.29 ,16.66 ,
2015-07-03,2009.72 ,115.18 ,2573.27 ,1718.23 ,1730.15 ,1732.70 ,1072.13 ,1741.29 ,5.50 ,7.93 ,4.44 ,,,,,,116.93 ,,,,,,,,,,,,3871.28 ,,,2160.54 ,,121.29 ,16.66 ,
2015-07-06,1913.36 ,109.47 ,2445.31 ,1633.21 ,1646.17 ,1648.60 ,979.98 ,1661.10 ,5.50 ,7.93 ,4.44 ,,,,,675.11 ,114.83 ,,,,,,,,,,,,3711.12 ,,,2138.07 ,65.90 ,121.29 ,16.66 ,
2015-07-07,1770.75 ,101.38 ,2279.04 ,1591.95 ,1491.10 ,1493.30 ,881.96 ,1505.02 ,5.50 ,7.93 ,4.44 ,,,,,672.91 ,114.48 ,,,,,,,,,,,,3343.81 ,,,2007.26 ,,121.57 ,16.66 ,
2015-07-08,1726.20 ,98.86 ,2232.66 ,1593.79 ,1387.81 ,1389.85 ,860.22 ,1396.23 ,5.50 ,7.93 ,4.44 ,,,,,655.25 ,111.56 ,,,,,0.99 ,,,,,,,3157.06 ,,,1976.36 ,,121.57 ,16.66 ,
2015-07-09,1813.70 ,103.75 ,2340.76 ,1642.40 ,1511.25 ,1513.48 ,946.27 ,1519.40 ,5.50 ,7.93 ,4.44 ,,,,,646.64 ,110.36 ,,,,,,,4380.00 ,,,,,3473.10 ,,,1996.58 ,,121.71 ,16.66 ,
2015-07-10,1909.94 ,109.13 ,2459.67 ,1695.89 ,1649.55 ,1651.98 ,1040.73 ,1657.60 ,5.50 ,7.93 ,4.44 ,,,,,658.88 ,,,,,,,,,,,,,3820.45 ,,,2018.59 ,,121.71 ,16.66 ,
2015-07-13,2029.08 ,115.83 ,2604.89 ,1754.64 ,1802.55 ,1805.20 ,1144.95 ,1810.49 ,5.50 ,7.93 ,4.44 ,,,,,663.97 ,111.46 ,,,,,,,,,,,,4192.02 ,,,2121.49 ,,121.71 ,16.66 ,
2015-07-14,2132.50 ,121.87 ,2716.77 ,1800.40 ,1912.82 ,1915.64 ,1213.49 ,1921.46 ,5.50 ,7.93 ,4.44 ,,,,,671.16 ,111.42 ,,,,,,,,,,,,4465.38 ,,,2228.13 ,,121.71 ,16.66 ,
2015-07-15,1998.23 ,114.31 ,2535.15 ,1661.35 ,1790.59 ,1793.23 ,1168.40 ,1795.46 ,5.51 ,7.93 ,4.44 ,,,,,667.02 ,110.49 ,,,,,0.99 ,,,,,,,4163.44 ,,,2109.75 ,,121.86 ,16.66 ,
2015-07-16,2046.25 ,117.36 ,2584.58 ,1703.13 ,1851.44 ,1854.16 ,1197.61 ,1857.51 ,5.52 ,7.93 ,4.44 ,,,,,668.61 ,109.26 ,,,,,,,4360.00 ,,,,,4251.60 ,,,2147.12 ,,121.86 ,16.66 ,
2015-07-17,2193.33 ,125.82 ,2760.03 ,1800.38 ,1991.20 ,1994.13 ,1296.15 ,1996.92 ,5.53 ,7.93 ,4.44 ,,,,,667.06 ,110.46 ,,,,,,,,,,,,4566.98 ,,,2254.89 ,,121.86 ,16.66 ,
2015-07-20,2257.04 ,129.54 ,2835.53 ,1870.03 ,2048.25 ,2051.26 ,1337.60 ,2053.73 ,5.54 ,7.93 ,4.44 ,,,,,662.50 ,109.16 ,,,,,,,,,,,,4714.31 ,,,2379.38 ,64.00 ,121.86 ,16.66 ,
2015-07-21,2287.32 ,131.02 ,2876.50 ,1892.48 ,2071.55 ,2074.60 ,1352.93 ,2077.08 ,5.54 ,7.95 ,4.44 ,,,,,662.86 ,110.41 ,,,,,,,,,,,,4809.34 ,,,2404.57 ,,121.86 ,16.66 ,
2015-07-22,2354.50 ,135.09 ,2962.77 ,1964.91 ,2119.61 ,2122.73 ,1392.46 ,2124.37 ,5.54 ,7.95 ,4.44 ,,,,,646.13 ,108.88 ,,,,,0.98 ,,,,,,,4877.05 ,,,2480.94 ,,121.86 ,16.66 ,
2015-07-23,2460.22 ,141.20 ,3102.97 ,2052.89 ,2206.53 ,2209.78 ,1427.87 ,2213.88 ,5.54 ,7.95 ,4.44 ,,,,,655.51 ,105.81 ,,,,,,,4290.00 ,,,,,5054.11 ,,,2536.96 ,,121.86 ,16.66 ,
2015-07-24,2455.40 ,141.00 ,3113.35 ,2073.82 ,2199.25 ,2202.49 ,1399.14 ,2209.17 ,5.54 ,7.95 ,4.44 ,,,,,642.48 ,105.46 ,,,,,,,,,,,,4957.65 ,,,2499.54 ,,121.86 ,16.66 ,
2015-07-27,2221.21 ,127.57 ,2825.04 ,1866.23 ,1999.16 ,2002.11 ,1259.19 ,2009.58 ,5.54 ,7.95 ,4.44 ,,,,,637.88 ,102.46 ,,,,,,,,,,,,4488.85 ,,,2311.97 ,,121.86 ,16.66 ,
2015-07-28,2111.90 ,121.21 ,2694.21 ,1697.00 ,1912.00 ,1914.81 ,1148.31 ,1928.19 ,5.54 ,7.95 ,4.44 ,,,,,650.90 ,103.24 ,,,,,,,,,,,,4282.98 ,,,2263.55 ,,121.86 ,16.66 ,
2015-07-29,2278.64 ,130.83 ,2895.04 ,1852.69 ,2053.35 ,2056.37 ,1226.89 ,2071.43 ,5.54 ,7.95 ,4.44 ,,,,,651.75 ,103.50 ,,,,,0.97 ,,,,,,,4538.53 ,,,2358.25 ,,121.86 ,16.66 ,
2015-07-30,2208.14 ,126.69 ,2808.23 ,1808.19 ,1993.58 ,1996.52 ,1186.57 ,2011.65 ,5.54 ,7.95 ,4.44 ,,,,,654.15 ,105.52 ,,,,,,,4260.00 ,,,,,4356.86 ,,,2241.87 ,,121.86 ,16.66 ,
2015-07-31,2154.89 ,123.38 ,2735.44 ,1807.49 ,1944.53 ,1947.40 ,1173.51 ,1960.36 ,5.54 ,7.95 ,4.44 ,1954.71 ,27.88 ,27.87 ,,646.29 ,106.21 ,,,,98.60 ,,,,3560.80 ,,-1.60 ,98.40 ,4299.45 ,,20.27 ,2218.72 ,,121.86 ,16.66 ,393618.07 
2015-08-03,2005.23 ,114.48 ,2555.21 ,1741.98 ,1814.78 ,1817.45 ,1079.00 ,1831.37 ,5.54 ,7.95 ,4.44 ,,,,,644.35 ,102.33 ,,,,,,,,,,,,4121.17 ,,,2180.83 ,,121.86 ,16.66 ,
2015-08-04,2168.36 ,123.94 ,2758.56 ,1875.11 ,1962.77 ,1965.66 ,1182.23 ,1979.01 ,5.55 ,7.95 ,4.44 ,,,,,637.18 ,101.92 ,,,,,,,,,,,,4409.69 ,,,2281.73 ,63.20 ,121.86 ,16.66 ,
2015-08-05,2131.73 ,121.95 ,2708.83 ,1845.41 ,1932.09 ,1934.93 ,1189.01 ,1945.25 ,5.55 ,7.95 ,4.44 ,,,,,644.62 ,100.67 ,,,,,0.96 ,,,,,,,4341.43 ,,,2220.34 ,,121.86 ,16.66 ,
2015-08-06,2123.36 ,121.74 ,2695.41 ,1820.76 ,1947.85 ,1950.72 ,1204.40 ,1960.47 ,5.55 ,7.95 ,4.44 ,,,,,633.13 ,100.77 ,,,,,,,4260.00 ,,,,,4336.01 ,,,2207.39 ,,121.86 ,16.66 ,
2015-08-07,2207.46 ,126.66 ,2803.36 ,1887.58 ,2020.24 ,2023.21 ,1251.68 ,2033.04 ,5.55 ,7.95 ,4.44 ,,,,,636.82 ,100.42 ,,,,,,,,,,,,4506.91 ,,,2260.65 ,,121.86 ,16.66 ,
2015-08-10,2340.75 ,134.37 ,2968.54 ,2009.67 ,2143.28 ,2146.44 ,1358.53 ,2153.41 ,5.55 ,7.95 ,4.44 ,,,,,652.65 ,98.72 ,,,,,,,,,,,,4766.46 ,,,2361.94 ,,121.86 ,16.66 ,
2015-08-11,2358.48 ,135.44 ,2980.67 ,2002.58 ,2165.81 ,2169.00 ,1390.75 ,2173.92 ,5.55 ,7.95 ,4.44 ,,,,,637.85 ,99.22 ,,,,,,,,,,,,4765.90 ,,,2368.94 ,,121.86 ,16.66 ,
2015-08-12,2340.96 ,134.56 ,2973.89 ,2074.68 ,2238.46 ,2241.75 ,1339.07 ,2258.41 ,5.55 ,7.95 ,4.44 ,,,,,641.52 ,98.24 ,,,,,0.96 ,,,,,,,4662.30 ,,,2310.03 ,,121.86 ,16.66 ,
2015-08-13,2430.58 ,139.73 ,3095.25 ,2181.18 ,2320.61 ,2324.03 ,1385.44 ,2341.63 ,5.55 ,7.95 ,4.44 ,,,,,634.87 ,98.56 ,,,,,,,4190.00 ,,,,,4800.14 ,,,2352.56 ,,121.86 ,16.66 ,
2015-08-14,2413.61 ,138.76 ,3075.71 ,2183.97 ,2319.91 ,2323.33 ,1386.82 ,2340.71 ,5.55 ,7.95 ,4.44 ,,,,,631.04 ,97.30 ,,,,,,,,,,,,4823.94 ,,,2391.05 ,,121.86 ,16.66 ,
2015-08-17,2435.74 ,140.03 ,3091.10 ,2235.61 ,2370.13 ,2373.62 ,1416.16 ,2391.46 ,5.55 ,7.95 ,4.44 ,,,,,637.25 ,95.41 ,,,,,,,,,,,,4885.24 ,,,2419.25 ,,121.86 ,16.66 ,
2015-08-18,2206.08 ,126.82 ,2805.04 ,2012.26 ,2161.09 ,2164.27 ,1274.65 ,2182.44 ,5.55 ,7.95 ,4.44 ,,,,,624.01 ,96.43 ,,,,,,,,,,,,4442.18 ,,,2245.04 ,,121.86 ,16.66 ,
2015-08-19,2266.07 ,130.30 ,2876.60 ,2052.77 ,2217.66 ,2220.92 ,1320.04 ,2238.19 ,5.55 ,7.95 ,4.44 ,,,,,618.32 ,94.83 ,,,,,0.95 ,,,,,,,4570.63 ,,,2302.15 ,,121.86 ,16.66 ,
2015-08-20,2184.90 ,125.60 ,2769.92 ,1908.89 ,2113.27 ,2116.38 ,1292.40 ,2128.57 ,5.55 ,7.95 ,4.44 ,,,,,594.78 ,95.02 ,,,,,,,4160.00 ,,,,,4442.60 ,,,2230.08 ,59.50 ,121.86 ,16.66 ,
2015-08-21,2048.62 ,117.82 ,2590.46 ,1782.14 ,1965.58 ,1968.47 ,1201.59 ,1979.86 ,5.55 ,7.95 ,4.44 ,,,,,578.59 ,92.06 ,,,,,,,,,,,,4117.14 ,,,2089.74 ,,121.86 ,16.66 ,
2015-08-24,1878.02 ,108.05 ,2368.03 ,1604.06 ,1774.16 ,1776.77 ,1081.51 ,1787.44 ,5.55 ,7.95 ,4.44 ,,,,,566.58 ,88.13 ,,,,,,,,,,,,3707.29 ,,,1920.30 ,,121.86 ,16.66 ,
2015-08-25,1724.88 ,99.26 ,2168.78 ,1443.96 ,1601.54 ,1603.90 ,973.38 ,1613.88 ,5.55 ,7.95 ,4.44 ,,,,,559.59 ,93.43 ,,,,,,,,,,,,3346.45 ,,,1767.97 ,,121.86 ,16.66 ,
2015-08-26,1636.58 ,94.14 ,2058.66 ,1355.27 ,1498.88 ,1501.08 ,912.62 ,1510.22 ,5.55 ,7.95 ,4.44 ,,,,,587.82 ,92.24 ,,,,,0.95 ,,,,,,,3165.55 ,,,1760.75 ,,121.86 ,16.66 ,
2015-08-27,1678.02 ,96.49 ,2126.20 ,1404.08 ,1518.80 ,1521.04 ,944.71 ,1528.16 ,5.55 ,7.95 ,4.44 ,,,,,609.76 ,93.56 ,,,,,,,4140.00 ,,,,,3322.91 ,,,1811.76 ,,121.86 ,16.66 ,
2015-08-28,1802.52 ,103.66 ,2286.48 ,1513.93 ,1637.45 ,1639.86 ,1024.78 ,1646.86 ,5.55 ,7.95 ,4.44 ,,,,,613.91 ,95.59 ,,,,,,,,,,,,3585.20 ,,,1910.39 ,,121.86 ,16.66 ,
2015-08-31,1693.61 ,97.44 ,2157.02 ,1460.53 ,1542.53 ,1544.81 ,953.30 ,1552.72 ,5.56 ,7.95 ,4.44 ,1629.73 ,27.73 ,27.88 ,,611.04 ,97.91 ,,,,104.30 ,,,,3711.20 ,,-1.90 ,98.10 ,3437.89 ,,18.78 ,1855.35 ,,121.86 ,16.66 ,431589.31 
2015-09-01,1556.31 ,84.58 ,1988.60 ,1363.88 ,1409.66 ,1411.74 ,858.12 ,1420.40 ,5.56 ,7.97 ,4.44 ,,,,,590.12 ,94.91 ,,,,,,,,,,,,3234.53 ,,,1780.95 ,,121.86 ,16.66 ,
2015-09-02,1476.71 ,80.11 ,1900.15 ,1238.75 ,1325.31 ,1327.26 ,783.18 ,1337.98 ,5.57 ,7.98 ,4.44 ,,,,,603.78 ,95.85 ,,,,,0.95 ,,,,,,,3140.84 ,,,1753.46 ,,121.86 ,16.66 ,
2015-09-03,,,,,,,,,,,,,,,,608.58 ,97.31 ,,,,,,,,,,,,,,,,,,,
2015-09-04,,,,,,,,,,,,,,,,597.62 ,95.88 ,,,,,,,,,,,,,,,,,,,
2015-09-06,,,,,,,,,5.57 ,8.00 ,4.44 ,,,,,,,,,,,,,,,,,,,,,,,121.86 ,16.66 ,
2015-09-07,1508.67 ,81.89 ,1932.98 ,1260.20 ,1357.53 ,1359.53 ,798.71 ,1370.90 ,5.57 ,8.02 ,4.44 ,,,,,,94.84 ,,,,,,,,,,,,3171.78 ,,,1747.25 ,,121.86 ,16.66 ,
2015-09-08,1599.06 ,86.83 ,2042.20 ,1313.66 ,1438.80 ,1440.92 ,860.27 ,1451.42 ,5.57 ,8.02 ,4.44 ,,,,,624.06 ,95.65 ,,,,,,,,,,,,3345.66 ,,,1817.33 ,,121.86 ,16.66 ,
2015-09-09,1686.31 ,91.59 ,2154.67 ,1396.50 ,1520.47 ,1522.71 ,912.22 ,1533.46 ,5.57 ,8.02 ,4.44 ,,,,,612.83 ,100.52 ,,,,,0.94 ,,,,,,,3491.29 ,,,1865.32 ,,121.86 ,16.66 ,
2015-09-10,1645.06 ,89.35 ,2104.99 ,1353.91 ,1477.29 ,1479.47 ,885.98 ,1489.94 ,5.57 ,8.02 ,4.44 ,,,,,615.34 ,98.56 ,,,,,,,4090.00 ,,,,,3401.81 ,,,1837.82 ,,121.86 ,16.66 ,
2015-09-11,1676.31 ,91.07 ,2131.96 ,1344.85 ,1499.74 ,1501.95 ,898.75 ,1512.63 ,5.57 ,8.02 ,4.44 ,,,,,615.81 ,99.93 ,,,,,,,,,,,,3431.51 ,,,1838.53 ,,121.86 ,16.66 ,
2015-09-14,1524.59 ,82.80 ,1941.65 ,1238.04 ,1355.87 ,1357.87 ,809.03 ,1367.77 ,5.57 ,8.02 ,4.44 ,,,,,617.67 ,99.65 ,,,,,,,,,,,,3140.18 ,,,1760.31 ,,121.86 ,16.66 ,
2015-09-15,1406.30 ,76.26 ,1797.36 ,1142.80 ,1242.41 ,1244.24 ,728.25 ,1254.23 ,5.57 ,8.02 ,4.44 ,,,,,625.14 ,98.70 ,,,,,,,,,,,,2909.63 ,,,1666.51 ,,121.86 ,16.66 ,
2015-09-16,1520.44 ,82.42 ,1936.91 ,1229.76 ,1348.97 ,1350.96 ,801.02 ,1361.05 ,5.57 ,8.02 ,4.44 ,,,,,626.57 ,100.75 ,,,,,0.94 ,,,,,,,3157.01 ,,,1758.65 ,,121.86 ,16.66 ,
2015-09-17,1507.66 ,81.73 ,1912.42 ,1189.04 ,1323.70 ,1325.65 ,783.89 ,1335.71 ,5.58 ,8.02 ,4.44 ,,,,,621.05 ,102.10 ,,,,,,,4090.00 ,,,,,3123.12 ,,,1711.81 ,,121.86 ,16.66 ,
2015-09-18,1539.64 ,83.41 ,1945.65 ,1203.60 ,1342.46 ,1344.44 ,803.98 ,1353.97 ,5.59 ,8.02 ,4.44 ,,,,,610.75 ,102.68 ,,,,,,,,,,,,3176.55 ,,,1720.56 ,,121.86 ,16.66 ,
2015-09-21,1625.37 ,89.50 ,2059.13 ,1262.36 ,1416.49 ,1418.58 ,854.84 ,1428.14 ,5.60 ,8.02 ,4.44 ,,,,,608.73 ,100.46 ,,,,,,,,,,,,3326.62 ,,,1772.81 ,52.80 ,121.86 ,16.66 ,
2015-09-22,1642.40 ,90.44 ,2096.14 ,1311.60 ,1437.98 ,1440.10 ,865.12 ,1450.01 ,5.61 ,8.02 ,4.44 ,,,,,595.06 ,100.25 ,,,,,,,,,,,,3347.45 ,,,1783.42 ,,121.86 ,16.66 ,
2015-09-23,1615.87 ,89.01 ,2063.44 ,1263.96 ,1416.40 ,1418.49 ,850.65 ,1428.36 ,5.61 ,8.02 ,4.44 ,,,,,590.74 ,96.77 ,,,,,0.93 ,,,,,,,3315.08 ,,,1771.84 ,,121.86 ,16.66 ,
2015-09-24,1631.21 ,89.86 ,2080.82 ,1284.40 ,1436.89 ,1439.01 ,870.93 ,1448.42 ,5.62 ,8.02 ,4.44 ,,,,,589.71 ,96.95 ,,,,,,,3970.00 ,,,,,3377.63 ,,,1791.74 ,,121.86 ,16.66 ,
2015-09-25,1559.55 ,85.96 ,1988.30 ,1213.59 ,1374.88 ,1376.91 ,829.42 ,1386.21 ,5.62 ,8.02 ,4.44 ,,,,,592.88 ,97.22 ,,,,,,,,,,,,3219.84 ,,,1742.89 ,,121.86 ,16.66 ,
2015-09-28,1607.83 ,88.69 ,2053.42 ,1253.44 ,1408.78 ,1410.85 ,866.09 ,1419.14 ,5.62 ,8.02 ,4.44 ,,,,,576.42 ,,,,,,,,,,,,,3338.03 ,,,1764.11 ,,121.86 ,16.66 ,
2015-09-29,1585.29 ,87.49 ,2026.84 ,1228.15 ,1382.70 ,1384.74 ,842.49 ,1393.44 ,5.62 ,8.02 ,4.44 ,,,,,580.48 ,,,,,,,,,,,,,3276.73 ,,,1738.24 ,,121.86 ,16.66 ,
2015-09-30,1585.38 ,87.47 ,2023.35 ,1245.76 ,1392.95 ,1395.00 ,872.82 ,1402.10 ,5.62 ,8.02 ,4.44 ,1811.54 ,28.41 ,28.41 ,2012.00 ,602.73 ,98.94 ,96.00 ,99.64 ,,88.70 ,0.93 ,2591.00 ,,4700.40 ,,-1.40 ,98.60 ,3304.93 ,122.50 ,18.86 ,1741.30 ,,121.86 ,16.66 ,382512.15 
2015-10-01,,,,,,,,,,,,,,,,595.62 ,101.37 ,,,,,,,,,,,,,,,,,,,
2015-10-02,,,,,,,,,,,,,,,,608.46 ,100.72 ,,,,,,,,,,,,,,,,,,,
2015-10-05,,,,,,,,,,,,,,,,619.85 ,101.19 ,,,,,,,,,,,,,,,,,,,
2015-10-06,,,,,,,,,,,,,,,,621.95 ,101.16 ,,,,,,,,,,,,,,,,,,,
2015-10-07,,,,,,,,,,,,,,,,631.32 ,103.16 ,,,,,0.93 ,,,,,,,,,,,,,,
2015-10-08,1678.78 ,92.66 ,2138.43 ,1290.23 ,1464.45 ,1466.61 ,814.28 ,1487.55 ,5.62 ,8.02 ,4.44 ,,,,,634.81 ,103.46 ,,,,,,,,,,,,3460.05 ,,,1815.00 ,,121.86 ,16.66 ,
2015-10-09,1718.67 ,94.11 ,2187.40 ,1324.45 ,1490.71 ,1492.91 ,775.71 ,1523.97 ,5.62 ,8.02 ,4.44 ,,,,,629.51 ,,,,,,,,,,,,,3526.09 ,,,1883.06 ,,121.86 ,16.66 ,
2015-10-10,,,,,,,,,5.62 ,8.02 ,4.44 ,,,,,,,,,,,,,,,,,,,,,,,121.86 ,16.60 ,
2015-10-12,1795.29 ,98.31 ,2279.82 ,1384.39 ,1569.89 ,1572.20 ,767.96 ,1613.88 ,5.62 ,8.02 ,4.44 ,,,,,630.54 ,105.20 ,,,,,,,,,,,,3699.32 ,,,1931.65 ,,121.50 ,16.50 ,
2015-10-13,1828.30 ,100.14 ,2323.93 ,1413.75 ,1607.31 ,1609.68 ,744.26 ,1660.05 ,5.62 ,8.02 ,4.44 ,,,,,622.28 ,104.95 ,,,,,,,,,,,,3756.22 ,,,1953.83 ,,121.17 ,16.50 ,
2015-10-14,1792.58 ,98.24 ,2280.84 ,1412.20 ,1602.02 ,1604.38 ,725.11 ,1657.64 ,5.62 ,8.02 ,4.44 ,,,,,645.70 ,104.68 ,,,,,0.93 ,,,,,,,3702.42 ,,,1943.54 ,,121.00 ,16.46 ,
2015-10-15,1875.10 ,102.77 ,2378.04 ,1439.10 ,1671.57 ,1674.03 ,744.96 ,1731.88 ,5.62 ,8.02 ,4.44 ,,,,,651.89 ,107.20 ,,,,,,,3780.00 ,,,,,3857.07 ,,,1993.60 ,,120.83 ,16.46 ,
2015-10-16,1890.22 ,103.60 ,2396.37 ,1438.89 ,1683.91 ,1686.39 ,741.32 ,1746.53 ,5.62 ,8.02 ,4.44 ,,,,,652.63 ,106.21 ,,,,,,,,,,,,3896.67 ,,,2017.44 ,,120.50 ,16.46 ,
2015-10-19,1897.40 ,104.01 ,2407.96 ,1469.27 ,1687.98 ,1690.46 ,747.45 ,1749.87 ,5.62 ,8.02 ,4.44 ,,,,,652.88 ,106.32 ,,,,,,,,,,,,3899.58 ,,,2038.77 ,,119.67 ,16.46 ,
2015-10-20,1949.60 ,108.02 ,2536.17 ,1485.11 ,1733.28 ,1735.84 ,776.55 ,1794.99 ,5.62 ,8.02 ,4.44 ,,,,,651.87 ,107.01 ,,,,,,,,,,,,3999.01 ,,,2080.46 ,,119.17 ,16.36 ,
2015-10-21,1789.16 ,99.14 ,2335.38 ,1375.34 ,1574.80 ,1577.12 ,698.83 ,1632.23 ,5.62 ,8.02 ,4.44 ,,,,,653.24 ,105.97 ,,,,,0.93 ,,,,,,,3706.51 ,,,1980.90 ,51.80 ,118.83 ,16.30 ,
