指标名称,平均价:进口铁矿石,期货结算价(活跃合约):焦炭,价格:球团矿:62%:干基含税现汇出厂价:铜陵,车板价:连云港:澳大利亚:PB块矿:62.5%,市场价:无烟煤(2号洗中块):全国,消耗量:锰矿:全国:当月值,进口金额:按重量计氟化钙含量≤97%的萤石(25292100):当月同比,产量:天然气:当月值,价格:废钢,产量:生铁:当月值,进口金额:烧结用矿粉:当月值,产量:煤气:当月值,国家铁路:货运周转量:钢铁及有色金属
2010-01-01,,,,,,,,,2650.00 ,,,,
2010-01-04,,,1040.00 ,980.00 ,,,,,2650.00 ,,,,
2010-01-05,,,1115.00 ,1000.00 ,,,,,2650.00 ,,,,
2010-01-06,,,1115.00 ,1040.00 ,,,,,2650.00 ,,,,
2010-01-07,,,1115.00 ,1065.00 ,,,,,2650.00 ,,,,
2010-01-08,,,1115.00 ,1065.00 ,,,,,2650.00 ,,,,
2010-01-11,,,1115.00 ,1065.00 ,,,,,2650.00 ,,,,
2010-01-12,,,1115.00 ,1070.00 ,,,,,2650.00 ,,,,
2010-01-13,,,1115.00 ,1080.00 ,,,,,2650.00 ,,,,
2010-01-14,,,1115.00 ,1080.00 ,,,,,2650.00 ,,,,
2010-01-15,,,1115.00 ,1080.00 ,,,,,2650.00 ,,,,
2010-01-18,,,1115.00 ,1080.00 ,,,,,2650.00 ,,,,
2010-01-19,,,1115.00 ,1080.00 ,,,,,2700.00 ,,,,
2010-01-20,,,1115.00 ,1070.00 ,,,,,2700.00 ,,,,
2010-01-21,,,1115.00 ,1070.00 ,,,,,2700.00 ,,,,
2010-01-22,,,1115.00 ,1070.00 ,,,,,2700.00 ,,,,
2010-01-25,,,1115.00 ,1070.00 ,,,,,2700.00 ,,,,
2010-01-26,,,1120.00 ,1070.00 ,,,,,2700.00 ,,,,
2010-01-27,,,1120.00 ,1070.00 ,,,,,2700.00 ,,,,
2010-01-28,,,1120.00 ,1080.00 ,,,,,2700.00 ,,,,
2010-01-29,,,1120.00 ,1080.00 ,,,,,2700.00 ,,,,
2010-01-31,89.89 ,,,,,,217.46 ,82.87 ,,4973.49 ,28.92 ,3399248.68 ,
2010-02-01,,,1120.00 ,1080.00 ,,,,,2700.00 ,,,,
2010-02-02,,,1120.00 ,1085.00 ,,,,,2700.00 ,,,,
2010-02-03,,,1120.00 ,1085.00 ,,,,,2700.00 ,,,,
2010-02-04,,,1150.00 ,1085.00 ,,,,,2700.00 ,,,,
2010-02-05,,,1150.00 ,1085.00 ,,,,,2700.00 ,,,,
2010-02-08,,,1150.00 ,1085.00 ,,,,,2700.00 ,,,,
2010-02-09,,,1150.00 ,1085.00 ,,,,,2650.00 ,,,,
2010-02-10,,,1150.00 ,1085.00 ,,,,,2650.00 ,,,,
2010-02-11,,,1150.00 ,1085.00 ,,,,,2650.00 ,,,,
2010-02-12,,,,1085.00 ,,,,,,,,,
2010-02-20,,,1150.00 ,1085.00 ,,,,,,,,,
2010-02-21,,,1150.00 ,1085.00 ,,,,,,,,,
2010-02-22,,,1150.00 ,1085.00 ,,,,,2650.00 ,,,,
2010-02-23,,,1150.00 ,1110.00 ,,,,,2650.00 ,,,,
2010-02-24,,,1150.00 ,1130.00 ,,,,,2650.00 ,,,,
2010-02-25,,,1150.00 ,1130.00 ,,,,,2650.00 ,,,,
2010-02-26,,,1150.00 ,1130.00 ,,,,,2650.00 ,,,,
2010-02-28,95.94 ,,,,,,96.12 ,75.83 ,,4750.10 ,32.11 ,2863952.77 ,
2010-03-01,,,1185.00 ,1140.00 ,,,,,2650.00 ,,,,
2010-03-02,,,1185.00 ,1145.00 ,,,,,2650.00 ,,,,
2010-03-03,,,1185.00 ,1145.00 ,,,,,2650.00 ,,,,
2010-03-04,,,1185.00 ,1145.00 ,,,,,2650.00 ,,,,
2010-03-05,,,1185.00 ,1145.00 ,,,,,2650.00 ,,,,
2010-03-08,,,1185.00 ,1145.00 ,,,,,2700.00 ,,,,
2010-03-09,,,1200.00 ,1145.00 ,,,,,2700.00 ,,,,
2010-03-10,,,1200.00 ,1145.00 ,,,,,2700.00 ,,,,
2010-03-11,,,1200.00 ,1150.00 ,,,,,2700.00 ,,,,
2010-03-12,,,1200.00 ,1155.00 ,,,,,2700.00 ,,,,
2010-03-15,,,1200.00 ,1165.00 ,,,,,2700.00 ,,,,
2010-03-16,,,1200.00 ,1165.00 ,,,,,2700.00 ,,,,
2010-03-17,,,1200.00 ,1145.00 ,,,,,2700.00 ,,,,
2010-03-18,,,1260.00 ,1210.00 ,,,,,2700.00 ,,,,
2010-03-19,,,1260.00 ,1210.00 ,,,,,2750.00 ,,,,
2010-03-22,,,1260.00 ,1210.00 ,,,,,2750.00 ,,,,
2010-03-23,,,1260.00 ,1240.00 ,,,,,2750.00 ,,,,
2010-03-24,,,1315.00 ,1250.00 ,,,,,2750.00 ,,,,
2010-03-25,,,1315.00 ,1250.00 ,,,,,2750.00 ,,,,
2010-03-26,,,1315.00 ,1250.00 ,,,,,2750.00 ,,,,
2010-03-29,,,1315.00 ,1250.00 ,,,,,2750.00 ,,,,
2010-03-30,,,1315.00 ,1260.00 ,,,,,2750.00 ,,,,
2010-03-31,101.49 ,,1315.00 ,1260.00 ,,,-29.07 ,83.65 ,2750.00 ,5215.90 ,40.27 ,3086874.29 ,
2010-04-01,,,1450.00 ,1260.00 ,,,,,2750.00 ,,,,
2010-04-02,,,1450.00 ,1310.00 ,,,,,2750.00 ,,,,
2010-04-06,,,1450.00 ,1310.00 ,,,,,,,,,
2010-04-07,,,1450.00 ,1310.00 ,,,,,2850.00 ,,,,
2010-04-08,,,1450.00 ,1310.00 ,,,,,2850.00 ,,,,
2010-04-09,,,1450.00 ,1320.00 ,,,,,2860.00 ,,,,
2010-04-12,,,1450.00 ,1335.00 ,,,,,2860.00 ,,,,
2010-04-13,,,1520.00 ,1390.00 ,,,,,2860.00 ,,,,
2010-04-14,,,1520.00 ,1430.00 ,,,,,2950.00 ,,,,
2010-04-15,,,1520.00 ,1435.00 ,,,,,2950.00 ,,,,
2010-04-16,,,1520.00 ,1435.00 ,,,,,2950.00 ,,,,
2010-04-19,,,1520.00 ,1485.00 ,,,,,2950.00 ,,,,
2010-04-20,,,1625.00 ,1485.00 ,,,,,,,,,
2010-04-21,,,1625.00 ,1540.00 ,,,,,2930.00 ,,,,
2010-04-22,,,1625.00 ,1540.00 ,,,,,2930.00 ,,,,
2010-04-23,,,1625.00 ,1540.00 ,,,,,2930.00 ,,,,
2010-04-26,,,1625.00 ,1540.00 ,,,,,2930.00 ,,,,
2010-04-27,,,1625.00 ,1540.00 ,,,,,2930.00 ,,,,
2010-04-28,,,1625.00 ,1540.00 ,,,,,,,,,
2010-04-29,,,1625.00 ,1540.00 ,,,,,2930.00 ,,,,
2010-04-30,111.26 ,,1625.00 ,1540.00 ,,,81.66 ,76.21 ,,5162.30 ,43.81 ,3230472.51 ,
2010-05-04,,,1625.00 ,1540.00 ,,,,,,,,,
2010-05-05,,,1625.00 ,1540.00 ,,,,,2910.00 ,,,,
2010-05-06,,,1625.00 ,1540.00 ,,,,,,,,,
2010-05-07,,,1625.00 ,1540.00 ,,,,,2910.00 ,,,,
2010-05-10,,,1625.00 ,1540.00 ,,,,,,,,,
2010-05-11,,,1625.00 ,1540.00 ,,,,,,,,,
2010-05-12,,,1625.00 ,1490.00 ,,,,,,,,,
2010-05-13,,,1625.00 ,1470.00 ,,,,,,,,,
2010-05-14,,,1625.00 ,1460.00 ,,,,,2780.00 ,,,,
2010-05-17,,,,1460.00 ,,,,,,,,,
2010-05-18,,,1550.00 ,1450.00 ,,,,,,,,,
2010-05-19,,,1550.00 ,1445.00 ,,,,,,,,,
2010-05-20,,,1550.00 ,1420.00 ,,,,,,,,,
2010-05-21,,,1550.00 ,1400.00 ,,,,,2730.00 ,,,,
2010-05-24,,,1550.00 ,1390.00 ,,,,,,,,,
2010-05-25,,,1465.00 ,1390.00 ,,,,,,,,,
2010-05-26,,,1465.00 ,1370.00 ,,,,,,,,,
2010-05-27,,,1465.00 ,1370.00 ,,,,,,,,,
2010-05-28,,,1465.00 ,1370.00 ,,,,,2730.00 ,,,,
2010-05-31,128.52 ,,1465.00 ,1370.00 ,,,139.72 ,73.45 ,,5226.30 ,44.50 ,2954076.15 ,
2010-06-01,,,1465.00 ,1370.00 ,,,,,,,,,
2010-06-02,,,1440.00 ,1370.00 ,,,,,,,,,
2010-06-03,,,1440.00 ,1370.00 ,,,,,,,,,
2010-06-04,,,1440.00 ,1370.00 ,,,,,2730.00 ,,,,
2010-06-07,,,1440.00 ,,,,,,,,,,
2010-06-08,,,1440.00 ,1370.00 ,,,,,2700.00 ,,,,
2010-06-09,,,1440.00 ,1370.00 ,,,,,,,,,
2010-06-10,,,1440.00 ,1370.00 ,,,,,,,,,
2010-06-11,,,1440.00 ,1370.00 ,,,,,2680.00 ,,,,
2010-06-12,,,1440.00 ,1370.00 ,,,,,,,,,
2010-06-13,,,1440.00 ,1370.00 ,,,,,,,,,
2010-06-17,,,1440.00 ,1370.00 ,,,,,,,,,
2010-06-18,,,1440.00 ,1350.00 ,,,,,2680.00 ,,,,
2010-06-21,,,,1350.00 ,,,,,,,,,
2010-06-22,,,1375.00 ,1340.00 ,,,,,2680.00 ,,,,
2010-06-23,,,1375.00 ,1340.00 ,,,,,,,,,
2010-06-24,,,1375.00 ,1340.00 ,,,,,,,,,
2010-06-25,,,1375.00 ,1330.00 ,,,,,2680.00 ,,,,
2010-06-28,,,1375.00 ,1320.00 ,,,,,,,,,
2010-06-29,,,1320.00 ,1315.00 ,,,,,2650.00 ,,,,
2010-06-30,139.85 ,,1320.00 ,1310.00 ,,,-19.91 ,70.99 ,,4976.60 ,43.71 ,3203961.88 ,
2010-07-01,,,1320.00 ,1290.00 ,,,,,,,,,
2010-07-02,,,1320.00 ,1270.00 ,,,,,2650.00 ,,,,
2010-07-05,,,1320.00 ,1230.00 ,,,,,,,,,
2010-07-06,,,1320.00 ,1210.00 ,,,,,2630.00 ,,,,
2010-07-07,,,1320.00 ,1210.00 ,,,,,,,,,
2010-07-08,,,1320.00 ,1210.00 ,,,,,,,,,
2010-07-09,,,1280.00 ,1210.00 ,,,,,2600.00 ,,,,
2010-07-12,,,1280.00 ,1210.00 ,,,,,,,,,
2010-07-13,,,1280.00 ,1210.00 ,,,,,2600.00 ,,,,
2010-07-14,,,1280.00 ,1210.00 ,,,,,,,,,
2010-07-15,,,1280.00 ,1210.00 ,,,,,,,,,
2010-07-16,,,1240.00 ,1210.00 ,,,,,2600.00 ,,,,
2010-07-19,,,1240.00 ,1210.00 ,,,,,,,,,
2010-07-20,,,1240.00 ,1210.00 ,,,,,2580.00 ,,,,
2010-07-21,,,1240.00 ,1210.00 ,,,,,,,,,
2010-07-22,,,1240.00 ,1210.00 ,,,,,,,,,
2010-07-23,,,1240.00 ,1230.00 ,,,,,2630.00 ,,,,
2010-07-26,,,1240.00 ,1240.00 ,,,,,,,,,
2010-07-27,,,1240.00 ,1250.00 ,,,,,2630.00 ,,,,
2010-07-28,,,1240.00 ,1250.00 ,,,,,,,,,
2010-07-29,,,1300.00 ,1250.00 ,,,,,,,,,
2010-07-30,,,1300.00 ,1250.00 ,,,,,2630.00 ,,,,
2010-07-31,141.38 ,,,,,,-44.68 ,71.91 ,,4757.80 ,47.41 ,2988459.57 ,
2010-08-02,,,1300.00 ,1270.00 ,,,,,,,,,
2010-08-03,,,1300.00 ,1290.00 ,,,,,2690.00 ,,,,
2010-08-04,,,1300.00 ,1290.00 ,,,,,,,,,
2010-08-05,,,1300.00 ,1290.00 ,,,,,,,,,
2010-08-06,,,,1290.00 ,,,,,2690.00 ,,,,
2010-08-09,,,1300.00 ,1290.00 ,,,,,,,,,
2010-08-10,,,1300.00 ,1290.00 ,,,,,2690.00 ,,,,
2010-08-11,,,1300.00 ,1290.00 ,,,,,,,,,
2010-08-12,,,1300.00 ,1290.00 ,,,,,,,,,
2010-08-13,,,1300.00 ,1290.00 ,,,,,2740.00 ,,,,
2010-08-16,,,1300.00 ,1290.00 ,,,,,,,,,
2010-08-17,,,1300.00 ,1290.00 ,,,,,2790.00 ,,,,
2010-08-18,,,1300.00 ,1290.00 ,,,,,,,,,
2010-08-19,,,1400.00 ,1290.00 ,,,,,,,,,
2010-08-20,,,1400.00 ,1290.00 ,,,,,2840.00 ,,,,
2010-08-23,,,,1290.00 ,,,,,,,,,
2010-08-24,,,1400.00 ,1290.00 ,,,,,2840.00 ,,,,
2010-08-25,,,1400.00 ,1290.00 ,,,,,,,,,
2010-08-26,,,1400.00 ,1290.00 ,,,,,,,,,
2010-08-27,,,1400.00 ,1290.00 ,,,,,2840.00 ,,,,
2010-08-30,,,1400.00 ,1290.00 ,,,,,,,,,
2010-08-31,139.65 ,,1400.00 ,1290.00 ,,,-90.42 ,76.11 ,2840.00 ,4884.10 ,42.92 ,4205204.31 ,
2010-09-01,,,1400.00 ,1260.00 ,,,,,,,,,
2010-09-02,,,1400.00 ,1240.00 ,,,,,,,,,
2010-09-03,,,1400.00 ,1235.00 ,,,,,2890.00 ,,,,
2010-09-06,,,1450.00 ,1235.00 ,,,,,,,,,
2010-09-07,,,1450.00 ,1235.00 ,,,,,2920.00 ,,,,
2010-09-08,,,1450.00 ,1235.00 ,,,,,,,,,
2010-09-09,,,1450.00 ,1230.00 ,,,,,,,,,
2010-09-10,,,1450.00 ,1230.00 ,,,,,2920.00 ,,,,
2010-09-13,,,1450.00 ,1230.00 ,,,,,,,,,
2010-09-14,,,1450.00 ,1230.00 ,,,,,2970.00 ,,,,
2010-09-15,,,1450.00 ,1230.00 ,,,,,,,,,
2010-09-16,,,1420.00 ,1230.00 ,,,,,,,,,
2010-09-17,,,1420.00 ,1230.00 ,,,,,2970.00 ,,,,
2010-09-19,,,1420.00 ,1210.00 ,,,,,,,,,
2010-09-20,,,1420.00 ,1195.00 ,,,,,,,,,
2010-09-21,,,1420.00 ,1195.00 ,,,,,2940.00 ,,,,
2010-09-25,,,1420.00 ,1210.00 ,,,,,2940.00 ,,,,
2010-09-26,,,1420.00 ,1235.00 ,,,,,,,,,
2010-09-27,,,1420.00 ,1235.00 ,,,,,,,,,
2010-09-28,,,1420.00 ,1235.00 ,,,,,,,,,
2010-09-29,,,1420.00 ,1240.00 ,,,,,2940.00 ,,,,
2010-09-30,143.00 ,,1420.00 ,1240.00 ,,,-56.05 ,73.89 ,,4570.10 ,54.24 ,3351351.56 ,
2010-10-08,,,1400.00 ,1245.00 ,,,,,2940.00 ,,,,
2010-10-09,,,1400.00 ,1250.00 ,,,,,,,,,
2010-10-11,,,1400.00 ,1270.00 ,,,,,,,,,
2010-10-12,,,1400.00 ,1280.00 ,,,,,2990.00 ,,,,
2010-10-13,,,1400.00 ,1280.00 ,,,,,,,,,
2010-10-14,,,1400.00 ,1280.00 ,,,,,,,,,
2010-10-15,,,1400.00 ,1280.00 ,,,,,2990.00 ,,,,
2010-10-18,,,1400.00 ,1280.00 ,,,,,,,,,
2010-10-19,,,1400.00 ,1270.00 ,,,,,2990.00 ,,,,
2010-10-20,,,1400.00 ,1270.00 ,,,,,,,,,
2010-10-21,,,1400.00 ,1270.00 ,,,,,,,,,
2010-10-22,,,1400.00 ,1270.00 ,,,,,2990.00 ,,,,
2010-10-25,,,1400.00 ,1270.00 ,,,,,,,,,
2010-10-26,,,1400.00 ,1250.00 ,,,,,2960.00 ,,,,
2010-10-27,,,1400.00 ,1250.00 ,,,,,,,,,
2010-10-28,,,1400.00 ,1250.00 ,,,,,,,,,
2010-10-29,,,1500.00 ,1250.00 ,,,,,2990.00 ,,,,
2010-10-31,147.78 ,,,,,,-39.81 ,78.83 ,,4681.90 ,45.16 ,3322222.39 ,
2010-11-01,,,1500.00 ,1250.00 ,,,,,,,,,
2010-11-02,,,1500.00 ,1250.00 ,,,,,2990.00 ,,,,
2010-11-03,,,1500.00 ,1250.00 ,,,,,,,,,
2010-11-04,,,1500.00 ,1250.00 ,,,,,,,,,
2010-11-05,,,1500.00 ,1270.00 ,,,,,2990.00 ,,,,
2010-11-08,,,1500.00 ,1290.00 ,,,,,,,,,
2010-11-09,,,1500.00 ,1290.00 ,,,,,3070.00 ,,,,
2010-11-10,,,1500.00 ,1300.00 ,,,,,,,,,
2010-11-11,,,1500.00 ,1300.00 ,,,,,,,,,
2010-11-12,,,1500.00 ,1300.00 ,,,,,3100.00 ,,,,
2010-11-15,,,1500.00 ,1300.00 ,,,,,,,,,
2010-11-16,,,1500.00 ,1325.00 ,,,,,3100.00 ,,,,
2010-11-17,,,1500.00 ,1325.00 ,,,,,,,,,
2010-11-18,,,1500.00 ,1325.00 ,,,,,,,,,
2010-11-19,,,1500.00 ,1325.00 ,,,,,3100.00 ,,,,
2010-11-22,,,1500.00 ,1325.00 ,,,,,,,,,
2010-11-23,,,1500.00 ,1325.00 ,,,,,3100.00 ,,,,
2010-11-24,,,1500.00 ,1325.00 ,,,,,,,,,
2010-11-25,,,1500.00 ,1325.00 ,,,,,,,,,
2010-11-26,,,1500.00 ,1325.00 ,,,,,3100.00 ,,,,
2010-11-29,,,1500.00 ,1325.00 ,,,,,,,,,
2010-11-30,145.30 ,,1500.00 ,1325.00 ,,,-60.43 ,84.21 ,3130.00 ,4692.30 ,54.94 ,3327690.14 ,
2010-12-01,,,1500.00 ,1325.00 ,,,,,,,,,
2010-12-02,,,1550.00 ,1325.00 ,,,,,,,,,
2010-12-03,,,1550.00 ,1325.00 ,,,,,3160.00 ,,,,
2010-12-06,,,1550.00 ,1325.00 ,,,,,,,,,
2010-12-07,,,1550.00 ,1335.00 ,,,,,3160.00 ,,,,
2010-12-08,,,1550.00 ,1335.00 ,,,,,,,,,
2010-12-09,,,1550.00 ,1335.00 ,,,,,,,,,
2010-12-10,,,1550.00 ,1335.00 ,,,,,3160.00 ,,,,
2010-12-13,,,1550.00 ,1335.00 ,,,,,,,,,
2010-12-14,,,1550.00 ,1335.00 ,,,,,3160.00 ,,,,
2010-12-15,,,1550.00 ,1335.00 ,,,,,,,,,
2010-12-16,,,1550.00 ,1335.00 ,,,,,,,,,
2010-12-17,,,1550.00 ,1335.00 ,,,,,3160.00 ,,,,
2010-12-20,,,1550.00 ,1345.00 ,,,,,,,,,
2010-12-21,,,1550.00 ,1345.00 ,,,,,3190.00 ,,,,
2010-12-22,,,1550.00 ,1345.00 ,,,,,,,,,
2010-12-23,,,1550.00 ,1345.00 ,,,,,,,,,
2010-12-24,,,1550.00 ,1345.00 ,,,,,3190.00 ,,,,
2010-12-27,,,1550.00 ,1345.00 ,,,,,,,,,
2010-12-28,,,1550.00 ,1345.00 ,,,,,3190.00 ,,,,
2010-12-29,,,1550.00 ,1345.00 ,,,,,,,,,
2010-12-30,,,1550.00 ,1345.00 ,,,,,,,,,
2010-12-31,146.12 ,,1550.00 ,1345.00 ,,,-60.99 ,88.24 ,3190.00 ,4664.90 ,56.71 ,3579009.05 ,245146.29 
2011-01-04,,,1550.00 ,1345.00 ,,,,,3190.00 ,,,,
2011-01-05,,,1550.00 ,1350.00 ,,,,,,,,,
2011-01-06,,,1550.00 ,1350.00 ,,,,,,,,,
2011-01-07,,,1550.00 ,1360.00 ,,,,,3190.00 ,,,,
2011-01-10,,,1550.00 ,1360.00 ,,,,,,,,,
2011-01-11,,,1550.00 ,1370.00 ,,,,,3490.00 ,,,,
2011-01-12,,,1550.00 ,1370.00 ,,,,,,,,,
2011-01-13,,,1550.00 ,1390.00 ,,,,,,,,,
2011-01-14,,,1550.00 ,1390.00 ,,,,,3490.00 ,,,,
2011-01-17,,,1550.00 ,1400.00 ,,,,,,,,,
2011-01-18,,,1550.00 ,1410.00 ,,,,,3500.00 ,,,,
2011-01-19,,,1550.00 ,1410.00 ,,,,,,,,,
2011-01-20,,,1550.00 ,1410.00 ,,,,,,,,,
2011-01-21,,,1550.00 ,1410.00 ,,,,,3600.00 ,,,,
2011-01-24,,,1550.00 ,1410.00 ,,,,,,,,,
2011-01-25,,,1550.00 ,1410.00 ,,,,,3650.00 ,,,,
2011-01-26,,,1550.00 ,1410.00 ,,,,,,,,,
2011-01-27,,,1550.00 ,1410.00 ,,,,,,,,,
2011-01-28,,,1550.00 ,1410.00 ,,,,,3650.00 ,,,,
2011-01-30,,,1550.00 ,1410.00 ,,,,,,,,,
2011-01-31,151.41 ,,1550.00 ,1410.00 ,,,-0.67 ,97.48 ,,5216.22 ,66.95 ,3022143.84 ,
2011-02-09,,,1600.00 ,1410.00 ,,,,,3650.00 ,,,,
2011-02-10,,,1600.00 ,1410.00 ,,,,,,,,,
2011-02-11,,,1600.00 ,1410.00 ,,,,,3650.00 ,,,,
2011-02-12,,,1600.00 ,1410.00 ,,,,,,,,,
2011-02-14,,,1630.00 ,1420.00 ,,,,,,,,,
2011-02-15,,,1630.00 ,1420.00 ,,,,,3650.00 ,,,,
2011-02-16,,,1630.00 ,1420.00 ,,,,,,,,,
2011-02-17,,,1630.00 ,1420.00 ,,,,,,,,,
2011-02-18,,,1630.00 ,1420.00 ,,,,,3750.00 ,,,,
2011-02-21,,,1630.00 ,1420.00 ,,,,,,,,,
2011-02-22,,,1630.00 ,1410.00 ,,,,,3750.00 ,,,,
2011-02-23,,,1630.00 ,1400.00 ,,,,,,,,,
2011-02-24,,,1630.00 ,1390.00 ,,,,,,,,,
2011-02-25,,,1630.00 ,1390.00 ,,,,,3700.00 ,,,,
2011-02-28,158.40 ,,1630.00 ,1390.00 ,,,4.76 ,88.61 ,,5051.30 ,48.74 ,2826424.84 ,
2011-03-01,,,1630.00 ,1380.00 ,,,,,3600.00 ,,,,
2011-03-02,,,1630.00 ,1380.00 ,,,,,,,,,
2011-03-03,,,1630.00 ,1370.00 ,,,,,,,,,
2011-03-04,,,1630.00 ,1360.00 ,,,,,3600.00 ,,,,
2011-03-07,,,1630.00 ,1350.00 ,,,,,,,,,
2011-03-08,,,1590.00 ,1340.00 ,,,,,3600.00 ,,,,
2011-03-09,,,1590.00 ,1330.00 ,,,,,,,,,
2011-03-10,,,1590.00 ,1320.00 ,,,,,,,,,
2011-03-11,,,1590.00 ,1320.00 ,,,,,3600.00 ,,,,
2011-03-14,,,1590.00 ,1310.00 ,,,,,,,,,
2011-03-15,,,1590.00 ,1300.00 ,,,,,3600.00 ,,,,
2011-03-16,,,1590.00 ,1300.00 ,,,,,,,,,
2011-03-17,,,1590.00 ,1300.00 ,,,,,,,,,
2011-03-18,,,1590.00 ,1300.00 ,,,,,3600.00 ,,,,
2011-03-21,,,1590.00 ,1300.00 ,,,,,3600.00 ,,,,
2011-03-22,,,1590.00 ,1300.00 ,,,,,3600.00 ,,,,
2011-03-23,,,1590.00 ,1300.00 ,,,,,3600.00 ,,,,
2011-03-24,,,1540.00 ,1295.00 ,,,,,3600.00 ,,,,
2011-03-25,,,1540.00 ,1295.00 ,,,,,3600.00 ,,,,
2011-03-28,,,1540.00 ,1295.00 ,,,,,3600.00 ,,,,
2011-03-29,,,1540.00 ,1310.00 ,,,,,3650.00 ,,,,
2011-03-30,,,1540.00 ,1330.00 ,,,,,3650.00 ,,,,
2011-03-31,160.85 ,,1540.00 ,1345.00 ,,,224.17 ,88.46 ,3650.00 ,5474.70 ,63.66 ,3263407.56 ,
2011-04-01,,,1540.00 ,1345.00 ,,,,,3650.00 ,,,,
2011-04-02,,,1540.00 ,1345.00 ,,,,,3650.00 ,,,,
2011-04-06,,,1540.00 ,1360.00 ,,,,,3650.00 ,,,,
2011-04-07,,,1540.00 ,1360.00 ,,,,,3650.00 ,,,,
2011-04-08,,,1540.00 ,1360.00 ,,,,,3650.00 ,,,,
2011-04-11,,,1540.00 ,1380.00 ,,,,,3680.00 ,,,,
2011-04-12,,,1540.00 ,1390.00 ,,,,,3680.00 ,,,,
2011-04-13,,,1540.00 ,1390.00 ,,,,,3680.00 ,,,,
2011-04-14,,,1540.00 ,1390.00 ,,,,,3680.00 ,,,,
2011-04-15,,2255.00 ,1540.00 ,1390.00 ,,,,,3680.00 ,,,,
2011-04-18,,2344.00 ,1510.00 ,1380.00 ,,,,,3680.00 ,,,,
2011-04-19,,2344.00 ,1510.00 ,1370.00 ,,,,,3680.00 ,,,,
2011-04-20,,2352.00 ,1510.00 ,1370.00 ,,,,,3680.00 ,,,,
2011-04-21,,2346.00 ,1560.00 ,1360.00 ,,,,,3680.00 ,,,,
2011-04-22,,2319.00 ,1560.00 ,1360.00 ,,,,,3680.00 ,,,,
2011-04-25,,2334.00 ,1560.00 ,1360.00 ,,,,,3680.00 ,,,,
2011-04-26,,2316.00 ,1560.00 ,1360.00 ,,,,,3680.00 ,,,,
2011-04-27,,2327.00 ,1590.00 ,1365.00 ,,,,,3680.00 ,,,,
2011-04-28,,2335.00 ,1590.00 ,1375.00 ,,,,,3680.00 ,,,,
2011-04-29,,2332.00 ,1590.00 ,1385.00 ,,,,,3680.00 ,,,,
2011-04-30,160.45 ,,,,,,-68.15 ,80.03 ,,5496.50 ,57.19 ,3375554.51 ,
2011-05-03,,2342.00 ,1590.00 ,1385.00 ,,,,,3730.00 ,,,,
2011-05-04,,2331.00 ,1590.00 ,1385.00 ,,,,,3730.00 ,,,,
2011-05-05,,2308.00 ,1590.00 ,1385.00 ,,,,,3730.00 ,,,,
2011-05-06,,2274.00 ,1590.00 ,1385.00 ,,,,,3730.00 ,,,,
2011-05-09,,2278.00 ,1590.00 ,1385.00 ,,,,,3730.00 ,,,,
2011-05-10,,2281.00 ,1590.00 ,1385.00 ,,,,,3730.00 ,,,,
2011-05-11,,2321.00 ,,1385.00 ,,,,,3730.00 ,,,,
2011-05-12,,2333.00 ,,1385.00 ,,,,,3730.00 ,,,,
2011-05-13,,2411.00 ,1590.00 ,1385.00 ,,,,,3730.00 ,,,,
2011-05-16,,2410.00 ,,1375.00 ,,,,,3730.00 ,,,,
2011-05-17,,2392.00 ,1590.00 ,1375.00 ,,,,,3730.00 ,,,,
2011-05-18,,2396.00 ,1590.00 ,1365.00 ,,,,,3730.00 ,,,,
2011-05-19,,2374.00 ,1590.00 ,1365.00 ,,,,,3730.00 ,,,,
2011-05-20,,2377.00 ,1590.00 ,1365.00 ,,,,,3730.00 ,,,,
2011-05-23,,2363.00 ,1590.00 ,1355.00 ,,,,,3730.00 ,,,,
2011-05-24,,2371.00 ,1590.00 ,1345.00 ,,,,,3730.00 ,,,,
2011-05-25,,2373.00 ,1590.00 ,1345.00 ,,,,,3730.00 ,,,,
2011-05-26,,2387.00 ,,1345.00 ,,,,,3730.00 ,,,,
2011-05-27,,2362.00 ,1590.00 ,1335.00 ,,,,,3730.00 ,,,,
2011-05-30,,2371.00 ,1590.00 ,1335.00 ,,,,,3760.00 ,,,,
2011-05-31,167.15 ,2371.00 ,1590.00 ,1335.00 ,,,39.53 ,80.67 ,3760.00 ,5457.30 ,58.09 ,3227201.40 ,
2011-06-01,,2364.00 ,1590.00 ,1335.00 ,,,,,3760.00 ,,,,
2011-06-02,,2348.00 ,1590.00 ,1335.00 ,,,,,3760.00 ,,,,
2011-06-03,,2330.00 ,1590.00 ,1335.00 ,,,,,3760.00 ,,,,
2011-06-07,,2331.00 ,1590.00 ,1335.00 ,,,,,3790.00 ,,,,
2011-06-08,,2327.00 ,1520.00 ,1335.00 ,,,,,3790.00 ,,,,
2011-06-09,,2326.00 ,1520.00 ,1345.00 ,,,,,3790.00 ,,,,
2011-06-10,,2314.00 ,1560.00 ,1345.00 ,,,,,3790.00 ,,,,
2011-06-13,,2311.00 ,1560.00 ,1345.00 ,,,,,3790.00 ,,,,
2011-06-14,,2334.00 ,1560.00 ,1345.00 ,,,,,3790.00 ,,,,
2011-06-15,,2330.00 ,1560.00 ,1345.00 ,,,,,3790.00 ,,,,
2011-06-16,,2310.00 ,1560.00 ,1345.00 ,,,,,3790.00 ,,,,
