,Myspic综合钢价指数,MySpic指数:长材,MySpic指数:扁平,钢材价格综合指数,MySpic指数:螺纹,MySpic指数:线材,MySpic指数:型材,MySpic指数:中厚,MySpic指数:热卷,MySpic指数:窄带,MySpic指数:冷板,MySpic指数:镀锌,MySpic指数:无缝管,MySpic指数:焊管,产量:焦炭:当月值,申万行业指数:焦炭加工,期货结算价(活跃合约):焦炭,期货结算价(活跃合约):焦煤,市场价(不含税):废钢:6-8mm:唐山,市场价(不含税):废钢:6-8mm:马鞍山,固定资产投资完成额:黑色金属矿采选业:累计值,固定资产投资完成额:制造业:黑色金属冶炼及压延加工业:累计值,螺纹钢:主要钢厂产能:全国,产能:粗钢,产能利用率:粗钢,淘汰落后产能:炼铁:任务完成量:全国,产量:铁矿石原矿量:当月值,进口金额:铁矿砂及其精矿:当月值,平均价:进口铁矿石,期货结算价(活跃合约):螺纹钢,期货结算价(活跃合约):线材,期货结算价(活跃合约):铁矿石,期货结算价(活跃合约):热轧卷板,期货结算价(活跃合约):锰硅,期货结算价(活跃合约):硅铁,铁矿石价格指数:62%Fe:CFR中国北方,MyIpic指数:进口矿:综合,MyIpic指数:国产矿:综合,价格:废钢,价格:钢坯,必和必拓:产量:铁矿石:当季值,淡水河谷:产量:铁矿石:当季值,力拓:产量:铁矿石:当季值,FMG:产量:铁矿石:当季值,到厂价(含税):二级冶金焦:上海,净出口数量:粗钢:当月值,出口平均单价:钢材:当月值,GDP:现价:房地产业:当季值,固定资产投资完成额:房地产业:累计值,固定资产投资完成额:基础设施建设投资:累计值,公共投资:重点基础设施建设投资,上海:规模以上工业总产值:电气机械及器材制造业:当月值,上海:规模以上工业总产值:铁路、船舶、航空航天和其他运输设备制造业:当月值,上海:规模以上工业总产值:汽车制造业:当月值,钢材:产量:累计值,钢材:销量:累计值,库存:螺纹钢,库存:线材,库存:热卷(板),库存:中板,库存:冷轧,房地产开发计划总投资:累计值,库存:汽车,螺纹钢:独联体:最高价(FOB),螺纹钢:美国:最高价(CIF),螺纹钢:日本:最高价(FOB),螺纹钢:西欧:平均价(FOB),唐山钢厂:高炉开工数,波罗的海干散货指数(BDI),唐山钢厂:产能利用率,唐山钢厂:在产产能
2010-04-13,170.00 ,186.70 ,152.50 ,,182.80 ,191.20 ,,176.10 ,165.80 ,,143.30 ,110.70 ,,,,2618.00 ,,,3000.00 ,,,,,,,,,,,4879.00 ,4485.00 ,,,,,,,,2860.00 ,4180.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,,,2928.00 ,,
2010-04-14,170.30 ,186.60 ,152.90 ,,182.80 ,191.20 ,,176.30 ,166.60 ,,143.60 ,110.70 ,,,,2652.14 ,,,3000.00 ,,,,,,,,,,,4871.00 ,4512.00 ,,,,,177.00 ,,,2950.00 ,4180.00 ,,,,,1950.00 ,,,,,,,,,,,,,,,,,,,,,,555.00 ,,2966.00 ,,
2010-04-15,170.00 ,186.00 ,152.90 ,,182.00 ,190.70 ,,176.40 ,166.50 ,,143.60 ,110.90 ,,,,2661.39 ,,,3000.00 ,,,,,,,,,,,4837.00 ,4501.00 ,,,,,179.00 ,,,2950.00 ,4180.00 ,,,,,1950.00 ,,,,,,,,,,,,,,,,,,,,565.00 ,,,,3001.00 ,,
2010-04-16,169.60 ,185.00 ,152.80 ,,180.90 ,189.90 ,,176.60 ,166.20 ,,143.60 ,111.10 ,,,,2612.29 ,,,3000.00 ,,,,,,,,,,,4826.00 ,4475.00 ,,,,,182.00 ,177.00 ,184.20 ,2950.00 ,4180.00 ,,,,,1950.00 ,,,,,,,,,,,,645.35 ,179.06 ,494.65 ,127.99 ,138.26 ,,,,,,,135.00 ,3009.00 ,,
2010-04-19,169.70 ,185.60 ,152.80 ,,181.70 ,190.10 ,,176.70 ,166.10 ,,143.40 ,111.00 ,,,,2457.28 ,,,2950.00 ,,,,,,,,,,,4771.00 ,4443.00 ,,,,,182.00 ,,,2950.00 ,4180.00 ,,,,,1950.00 ,,,,,,,,,,,,,,,,,,,705.00 ,,,,,3002.00 ,,
2010-04-20,169.20 ,184.90 ,152.40 ,,181.00 ,189.50 ,,176.70 ,165.20 ,,143.30 ,110.90 ,,,,2425.36 ,,,2950.00 ,,,,,,,,,,,4762.00 ,4437.00 ,,,,,186.00 ,,,,4180.00 ,,,,,1950.00 ,,,,,,,,,,,,,,,,,,,,,,,,2998.00 ,,
2010-04-21,169.00 ,184.20 ,152.60 ,,180.10 ,189.00 ,,176.70 ,165.80 ,,143.20 ,110.70 ,,,,2482.21 ,,,2950.00 ,,,,,,,,,,,4755.00 ,4409.00 ,,,,,185.00 ,,,2930.00 ,4180.00 ,,,,,1950.00 ,,,,,,,,,,,,,,,,,,,,,,560.00 ,,3009.00 ,,
2010-04-22,169.00 ,183.80 ,152.80 ,,179.80 ,188.60 ,,176.70 ,166.40 ,,143.40 ,110.90 ,,,,2436.40 ,,,2950.00 ,,,,,,,,,,,4749.00 ,4412.00 ,,,,,185.00 ,,,2930.00 ,4180.00 ,,,,,,,,,,,,,,,,,,,,,,,,,565.00 ,,,,3006.00 ,,
2010-04-23,169.00 ,183.60 ,152.90 ,,179.60 ,188.30 ,,176.80 ,166.40 ,,143.40 ,110.90 ,,,,2428.99 ,,,2950.00 ,,,,,,,,,,,4737.00 ,4374.00 ,,,,,182.50 ,179.20 ,177.70 ,2930.00 ,4180.00 ,,,,,1970.00 ,,,,,,,,,,,,641.13 ,175.74 ,474.52 ,121.99 ,135.71 ,,,,,,,135.00 ,3013.00 ,,
2010-04-26,168.70 ,183.20 ,152.70 ,,179.30 ,187.80 ,,176.80 ,166.40 ,,142.90 ,110.90 ,,,,2393.92 ,,,2900.00 ,,,,,,,,,,,4741.00 ,4343.00 ,,,,,182.00 ,,,2930.00 ,4000.00 ,,,,,1970.00 ,,,,,,,,,,,,,,,,,,,705.00 ,,,,,3020.00 ,,
2010-04-27,168.20 ,182.80 ,152.20 ,,179.10 ,187.00 ,,176.60 ,165.70 ,,142.30 ,110.40 ,,,,2303.87 ,,,2900.00 ,,,,,,,,,,,4689.00 ,4283.00 ,,,,,181.50 ,,,2930.00 ,4000.00 ,,,,,1970.00 ,,,,,,,,,,,,,,,,,,,,,,,,3203.00 ,,
2010-04-28,167.50 ,181.60 ,151.80 ,,178.10 ,185.70 ,,176.50 ,164.80 ,,142.20 ,110.40 ,,,,2285.27 ,,,2900.00 ,,,,,,,,,,,4619.00 ,4224.00 ,,,,,181.00 ,,,,4000.00 ,,,,,1970.00 ,,,,,,,,,,,,,,,,,,,,,,560.00 ,,3329.00 ,,
2010-04-29,166.80 ,180.40 ,151.60 ,,176.90 ,184.30 ,,176.00 ,164.50 ,,142.20 ,110.20 ,,,,2283.87 ,,,2900.00 ,,,,,,,,,,,4599.00 ,4213.00 ,,,,,178.00 ,,,2930.00 ,3900.00 ,,,,,,,,,,,,,,,,,,,,,,,,,565.00 ,,,,3359.00 ,,
2010-04-30,166.80 ,180.30 ,151.60 ,,176.80 ,184.20 ,,175.90 ,164.50 ,,142.30 ,110.20 ,,,3244.60 ,2300.84 ,,,2800.00 ,,154.65 ,766.93 ,,,,,8807.40 ,615585.60 ,111.26 ,4609.00 ,4246.00 ,,,,,176.00 ,178.20 ,162.10 ,,3900.00 ,,,,,,292.70 ,757.71 ,,11822.71 ,12033.91 ,,,,,,,639.03 ,178.80 ,467.72 ,120.69 ,136.45 ,165280.26 ,,,,,,,3354.00 ,,
2010-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.00 ,,,,,,,
2010-05-04,167.00 ,181.00 ,151.50 ,,177.70 ,184.70 ,,175.90 ,164.20 ,,142.30 ,110.20 ,,,,2308.81 ,,,2800.00 ,,,,,,,,,,,4649.00 ,4284.00 ,,,,,176.00 ,,,,4020.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3352.00 ,,
2010-05-05,167.30 ,181.10 ,151.80 ,,177.80 ,184.90 ,,176.00 ,165.10 ,,142.30 ,110.10 ,,,,2331.78 ,,,2800.00 ,,,,,,,,,,,4636.00 ,4244.00 ,,,,,177.00 ,,,2910.00 ,4020.00 ,,,,,1970.00 ,,,,,,,,,,,,,,,,,,,,,,555.00 ,,3379.00 ,,
2010-05-06,167.40 ,181.00 ,152.20 ,,178.00 ,184.40 ,,176.10 ,166.20 ,,142.10 ,110.00 ,,,,2267.68 ,,,2780.00 ,,,,,,,,,,,4653.00 ,4271.00 ,,,,,177.50 ,,,,3960.00 ,,,,,1970.00 ,,,,,,,,,,,,,,,,,,,,565.00 ,,,,3468.00 ,,
2010-05-07,167.10 ,180.70 ,151.90 ,,177.80 ,183.90 ,,176.10 ,165.50 ,,142.00 ,109.80 ,,,,2145.99 ,,,2830.00 ,,,,,,,,,,,4565.00 ,4247.00 ,,,,,177.50 ,177.20 ,168.10 ,2910.00 ,4020.00 ,,,,,1970.00 ,,,,,,,,,,,,665.24 ,185.58 ,461.88 ,121.31 ,134.58 ,,,,,,,135.00 ,3608.00 ,,
2010-05-10,166.50 ,179.50 ,151.70 ,,176.50 ,182.80 ,,176.10 ,165.20 ,,141.70 ,109.70 ,,,,2204.59 ,,,2830.00 ,,,,,,,,,,,4527.00 ,4224.00 ,,,,,175.50 ,,,,4020.00 ,,,,,1970.00 ,,,,,,,,,,,,,,,,,,,635.00 ,,,,,3707.00 ,,
2010-05-11,165.60 ,178.00 ,151.30 ,,175.10 ,181.30 ,,175.90 ,164.30 ,,141.90 ,109.60 ,,,,2201.16 ,,,2830.00 ,,,,,,,,,,,4510.00 ,4204.00 ,,,,,171.00 ,,,,4020.00 ,,,,,1970.00 ,,,,,,,,,,,,,,,,,,,,,,,,3822.00 ,,
2010-05-12,164.00 ,176.00 ,150.10 ,,173.30 ,179.10 ,,174.40 ,162.20 ,,141.50 ,109.20 ,,,,2193.26 ,,,2800.00 ,,,,,,,,,,,4422.00 ,4095.00 ,,,,,170.00 ,,,,4020.00 ,,,,,1970.00 ,,,,,,,,,,,,,,,,,,,,,,565.00 ,,3888.00 ,,
2010-05-13,161.90 ,172.60 ,148.90 ,,169.90 ,175.50 ,,173.30 ,160.40 ,,140.90 ,108.90 ,,,,2224.88 ,,,2750.00 ,,,,,,,,,,,4401.00 ,3985.00 ,,,,,167.00 ,,,,3900.00 ,,,,,1970.00 ,,,,,,,,,,,,,,,,,,,,565.00 ,,,,3914.00 ,,
2010-05-14,160.70 ,170.30 ,148.60 ,,167.50 ,173.40 ,,172.80 ,160.20 ,,140.70 ,108.30 ,,,,2228.59 ,,,2650.00 ,,,,,,,,,,,4394.00 ,3972.00 ,,,,,166.50 ,173.70 ,163.20 ,2780.00 ,3800.00 ,,,,,1970.00 ,,,,,,,,,,,,661.52 ,191.00 ,466.92 ,140.68 ,136.63 ,,,,,,,135.00 ,3929.00 ,,
2010-05-17,158.70 ,167.70 ,147.10 ,,165.00 ,170.80 ,,170.50 ,158.20 ,,139.90 ,107.90 ,,,,2153.39 ,,,2650.00 ,,,,,,,,,,,4235.00 ,4053.00 ,,,,,162.50 ,,,,3780.00 ,,,,,1970.00 ,,,,,,,,,,,,,,,,,,,605.00 ,,,,,3922.00 ,,
2010-05-18,156.70 ,165.20 ,145.60 ,,162.30 ,168.50 ,,168.90 ,155.80 ,,139.50 ,106.90 ,,,,2135.55 ,,,2650.00 ,,,,,,,,,,,4180.00 ,4095.00 ,,,,,158.00 ,,,,3700.00 ,,,,,1970.00 ,,,,,,,,,,,,,,,,,,,,,,,,3882.00 ,,
2010-05-19,155.90 ,164.00 ,145.00 ,,161.00 ,167.30 ,,167.90 ,155.10 ,,139.20 ,106.60 ,,,,2129.23 ,,,2650.00 ,,,,,,,,,,,4205.00 ,4115.00 ,,,,,156.50 ,,,,3700.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,,,525.00 ,,3832.00 ,,
2010-05-20,156.10 ,164.80 ,144.80 ,,162.00 ,168.00 ,,167.50 ,155.00 ,,138.90 ,106.40 ,,,,2085.89 ,,,2650.00 ,,,,,,,,,,,4267.00 ,4168.00 ,,,,,152.50 ,,,,3700.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,565.00 ,,,,3803.00 ,,
2010-05-21,156.80 ,166.60 ,144.60 ,,163.60 ,170.10 ,,167.40 ,154.90 ,,138.70 ,106.10 ,,,,2095.44 ,,,2650.00 ,,,,,,,,,,,4208.00 ,4111.00 ,,,,,148.00 ,167.10 ,151.20 ,2730.00 ,3750.00 ,,,,,2000.00 ,,,,,,,,,,,,659.00 ,189.05 ,465.61 ,137.65 ,140.90 ,,,,,,,132.00 ,3844.00 ,,
2010-05-24,157.10 ,166.90 ,144.90 ,,164.00 ,170.20 ,,167.20 ,156.10 ,,138.40 ,105.90 ,,,,2176.45 ,,,2750.00 ,,,,,,,,,,,4284.00 ,4192.00 ,,,,,147.50 ,,,,3750.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,535.00 ,,,,,3943.00 ,,
2010-05-25,157.50 ,167.50 ,145.30 ,,164.50 ,171.00 ,,167.30 ,156.90 ,,138.40 ,105.90 ,,,,2133.13 ,,,2750.00 ,,,,,,,,,,,4284.00 ,4188.00 ,,,,,145.50 ,,,,3750.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,,,,,4187.00 ,,
2010-05-26,157.40 ,167.70 ,144.90 ,,164.70 ,171.10 ,,167.20 ,156.10 ,,138.40 ,105.70 ,,,,2120.96 ,,,2750.00 ,,,,,,,,,,,4272.00 ,4182.00 ,,,,,144.50 ,,,,3750.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,,,500.00 ,,4209.00 ,,
2010-05-27,157.00 ,167.40 ,144.40 ,,164.10 ,171.20 ,,166.20 ,155.60 ,,137.90 ,105.60 ,,,,2140.21 ,,,2750.00 ,,,,,,,,,,,4251.00 ,4167.00 ,,,,,145.00 ,,,,3750.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,565.00 ,,,,4156.00 ,,
2010-05-28,157.00 ,167.10 ,144.70 ,,163.90 ,170.80 ,,166.30 ,156.40 ,,137.90 ,105.40 ,,,,2128.44 ,,,2750.00 ,,,,,,,,,,,4279.00 ,4196.00 ,,,,,,158.60 ,152.10 ,2730.00 ,3700.00 ,,,,,2000.00 ,,,,,,,,,,,,657.57 ,180.13 ,461.41 ,137.64 ,141.45 ,,,,,,,131.00 ,4078.00 ,,
2010-05-31,156.70 ,166.80 ,144.30 ,,163.50 ,170.70 ,,166.00 ,155.70 ,,137.70 ,105.40 ,,,3352.90 ,2040.28 ,,,2750.00 ,,268.45 ,1087.69 ,,,,,9105.60 ,666997.10 ,128.52 ,4237.00 ,4152.00 ,,,,,,,,,3750.00 ,,,,,,382.27 ,803.36 ,,16601.73 ,17423.51 ,,,,,,,,,,,,173021.56 ,,535.00 ,,,,,,,
2010-06-01,156.10 ,166.00 ,143.90 ,,162.60 ,170.10 ,,165.90 ,155.10 ,,137.30 ,105.40 ,,,,1976.40 ,,,2750.00 ,,,,,,,,,,,4189.00 ,4127.00 ,,,,,144.00 ,,,,3750.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,,,,,4074.00 ,,
2010-06-02,155.80 ,165.50 ,143.70 ,,162.00 ,169.70 ,,165.80 ,154.80 ,,136.90 ,105.10 ,,,,1998.24 ,,,2750.00 ,,,,,,,,,,,4174.00 ,4119.00 ,,,,,146.00 ,,,,3700.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,,,475.00 ,,4041.00 ,,
2010-06-03,155.30 ,164.80 ,143.50 ,,161.10 ,169.10 ,,165.20 ,154.90 ,,136.60 ,104.90 ,,,,1965.61 ,,,2750.00 ,,,,,,,,,,,4197.00 ,4140.00 ,,,,,146.00 ,,,,3720.00 ,,,,,,,,,,,,,,,,,,,,,,,,,565.00 ,,,,3933.00 ,,
2010-06-04,155.00 ,164.60 ,143.00 ,,160.90 ,169.00 ,,164.40 ,154.40 ,,136.20 ,104.70 ,,,,1954.62 ,,,2750.00 ,,,,,,,,,,,4174.00 ,4124.00 ,,,,,146.50 ,154.10 ,156.50 ,2730.00 ,3750.00 ,,,,,2000.00 ,,,,,,,,,,,,657.48 ,177.19 ,453.14 ,139.30 ,142.19 ,,,,,,,120.00 ,3844.00 ,,
2010-06-07,153.90 ,163.50 ,142.00 ,,159.70 ,168.00 ,,163.50 ,152.90 ,,135.40 ,104.50 ,,,,1912.39 ,,,2750.00 ,,,,,,,,,,,4037.00 ,4008.00 ,,,,,146.00 ,,,,3730.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,535.00 ,,,,,3733.00 ,,
2010-06-08,153.30 ,162.70 ,141.50 ,,158.90 ,167.10 ,,162.50 ,152.40 ,,135.10 ,104.40 ,,,,1945.52 ,,,2750.00 ,,,,,,,,,,,4043.00 ,4012.00 ,,,,,145.00 ,,,2700.00 ,3710.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,,,,,3579.00 ,,
2010-06-09,152.60 ,161.70 ,141.20 ,,158.10 ,166.00 ,,161.60 ,152.80 ,,134.60 ,103.20 ,,,,2019.43 ,,,2700.00 ,,,,,,,,,,,4074.00 ,4043.00 ,,,,,144.00 ,,,,3700.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,,,475.00 ,,3514.00 ,,
2010-06-10,152.30 ,161.40 ,140.80 ,,157.70 ,165.80 ,,161.30 ,152.70 ,,133.70 ,103.10 ,,,,1998.33 ,,,2700.00 ,,,,,,,,,,,4085.00 ,4051.00 ,,,,,143.50 ,,,,3710.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,545.00 ,,,,3423.00 ,,
2010-06-11,152.10 ,161.40 ,140.50 ,,157.80 ,165.70 ,,160.80 ,152.80 ,,132.70 ,103.10 ,,,,2008.62 ,,,2700.00 ,,,,,,,,,,,4110.00 ,4080.00 ,,,,,143.50 ,154.30 ,152.70 ,2680.00 ,3710.00 ,,,,,2000.00 ,,,,,,,,,,,,654.74 ,175.39 ,451.62 ,139.66 ,141.47 ,,,,,,,118.00 ,3288.00 ,,
2010-06-12,152.00 ,161.30 ,140.30 ,,157.80 ,165.50 ,,160.80 ,152.80 ,,132.20 ,102.80 ,,,,,,,2700.00 ,,,,,,,,,,,,,,,,,,,,,3710.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-13,151.80 ,161.50 ,139.90 ,,158.00 ,165.60 ,,160.60 ,152.50 ,,131.40 ,102.70 ,,,,,,,2700.00 ,,,,,,,,,,,,,,,,,,,,,3700.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-14,,,,,,,,,,,,,,,,,,,2700.00 ,,,,,,,,,,,,,,,,,143.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.00 ,,,,,3115.00 ,,
2010-06-15,,,,,,,,,,,,,,,,,,,2700.00 ,,,,,,,,,,,,,,,,,143.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020.00 ,,
2010-06-16,,,,,,,,,,,,,,,,,,,2700.00 ,,,,,,,,,,,,,,,,,143.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.00 ,,2893.00 ,,
2010-06-17,151.90 ,161.70 ,139.90 ,,158.20 ,165.80 ,,160.60 ,152.60 ,,131.10 ,102.50 ,,,,1984.05 ,,,2700.00 ,,,,,,,,,,,4130.00 ,4136.00 ,,,,,145.50 ,,,,3680.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,545.00 ,,,,2784.00 ,,
2010-06-18,151.90 ,162.00 ,139.60 ,,158.60 ,166.00 ,,160.20 ,152.40 ,,130.70 ,102.50 ,,,,1928.91 ,,,2700.00 ,,,,,,,,,,,4106.00 ,4130.00 ,,,,,145.50 ,153.40 ,150.30 ,2680.00 ,3680.00 ,,,,,2000.00 ,,,,,,,,,,,,652.54 ,179.28 ,457.08 ,144.90 ,143.72 ,,,,,,,120.00 ,2694.00 ,,
2010-06-21,151.60 ,162.00 ,139.10 ,,158.50 ,166.10 ,,159.80 ,152.20 ,,129.50 ,102.20 ,,,,1993.69 ,,,2750.00 ,,,,,,,,,,,4132.00 ,4154.00 ,,,,,145.50 ,,,,3650.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,490.00 ,,,,,2601.00 ,,
2010-06-22,151.70 ,162.20 ,139.20 ,,158.70 ,166.40 ,,159.70 ,152.60 ,,129.00 ,102.30 ,,,,1987.35 ,,,2750.00 ,,,,,,,,,,,4143.00 ,4148.00 ,,,,,144.50 ,,,2680.00 ,3650.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,,,,,2547.00 ,,
2010-06-23,151.50 ,162.30 ,138.80 ,,158.90 ,166.40 ,,159.40 ,152.10 ,,128.40 ,102.20 ,,,,1978.07 ,,,2700.00 ,,,,,,,,,,,4087.00 ,4092.00 ,,,,,142.50 ,,,,3650.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,,,475.00 ,,2515.00 ,,
2010-06-24,151.30 ,162.40 ,138.40 ,,159.00 ,166.50 ,,159.40 ,151.80 ,,128.10 ,101.20 ,,,,1981.64 ,,,2700.00 ,,,,,,,,,,,4099.00 ,4102.00 ,,,,,140.00 ,,,,3630.00 ,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,545.00 ,,,,2502.00 ,,
2010-06-25,151.10 ,162.40 ,138.10 ,,158.90 ,166.50 ,,158.90 ,151.70 ,,127.50 ,101.20 ,,,,1949.52 ,,,2680.00 ,,,,,,,,,,,4085.00 ,4091.00 ,,,,,135.50 ,152.80 ,140.30 ,2680.00 ,3580.00 ,,,,,2000.00 ,,,,,,,,,,,,651.50 ,175.94 ,457.59 ,142.03 ,144.93 ,,,,,,,121.00 ,2501.00 ,,
2010-06-28,150.50 ,161.60 ,137.60 ,,158.00 ,165.80 ,,158.50 ,151.30 ,,126.90 ,100.70 ,,,,1953.11 ,,,2630.00 ,,,,,,,,,,,4058.00 ,4068.00 ,,,,,135.50 ,,,,3480.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,505.00 ,,,,,2482.00 ,,
2010-06-29,149.80 ,160.80 ,137.00 ,,157.20 ,165.00 ,,158.30 ,150.50 ,,126.20 ,99.90 ,,,,1906.11 ,,,2630.00 ,,,,,,,,,,,4005.00 ,4026.00 ,,,,,135.00 ,,,2650.00 ,3480.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,,,2447.00 ,,
2010-06-30,148.80 ,159.50 ,136.20 ,,156.00 ,163.60 ,,157.30 ,149.40 ,,125.40 ,99.80 ,,,3366.00 ,1882.25 ,,,2600.00 ,,414.92 ,1538.28 ,,,,,10155.20 ,659675.70 ,139.85 ,3971.00 ,3997.00 ,,,,,134.00 ,,,,3450.00 ,31243.00 ,73153.00 ,43610.14 ,11397.78 ,1900.00 ,444.69 ,839.39 ,5692.90 ,23755.52 ,25084.54 ,,,,,39868.30 ,39360.70 ,,,,,,183999.85 ,,,,,455.00 ,,2406.00 ,,
2010-07-01,147.90 ,158.60 ,135.50 ,,155.10 ,162.70 ,,156.30 ,148.40 ,,125.20 ,99.60 ,,,,1868.30 ,,,2600.00 ,,,,,,,,,,,3966.00 ,4003.00 ,,,,,132.50 ,,,,3390.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,545.00 ,,,,2351.00 ,,
2010-07-02,146.90 ,157.60 ,134.40 ,,154.10 ,161.60 ,,155.50 ,146.70 ,,124.50 ,99.10 ,,,,1816.27 ,,,2600.00 ,,,,,,,,,,,3948.00 ,3996.00 ,,,,,130.50 ,148.70 ,131.90 ,2650.00 ,3330.00 ,,,,,1900.00 ,,,,,,,,,,,,647.12 ,175.28 ,456.82 ,136.25 ,143.16 ,,,,,,,114.00 ,2280.00 ,,
2010-07-05,146.20 ,157.00 ,133.60 ,,153.60 ,161.00 ,,153.30 ,146.40 ,,123.90 ,99.00 ,,,,1797.90 ,,,2600.00 ,,,,,,,,,,,3976.00 ,4015.00 ,,,,,129.00 ,,,,3350.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,505.00 ,,,,,2216.00 ,,
2010-07-06,145.50 ,156.70 ,132.80 ,,153.30 ,160.60 ,,152.10 ,145.50 ,,122.90 ,98.90 ,,,,1839.78 ,,,2600.00 ,,,,,,,,,,,3976.00 ,4013.00 ,,,,,127.00 ,,,2630.00 ,3410.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,,,2127.00 ,,
2010-07-07,145.00 ,156.00 ,132.30 ,,152.60 ,160.00 ,,151.60 ,145.10 ,,122.00 ,98.60 ,,,,1841.14 ,,,2600.00 ,,,,,,,,,,,3964.00 ,4000.00 ,,,,,124.00 ,,,,3500.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,445.00 ,,2018.00 ,,
2010-07-08,144.50 ,155.90 ,131.60 ,,152.60 ,159.80 ,,150.60 ,143.90 ,,121.90 ,98.50 ,,,,1831.33 ,,,2600.00 ,,,,,,,,,,,3957.00 ,4000.00 ,,,,,122.00 ,,,,3420.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,545.00 ,,,,1940.00 ,,
2010-07-09,144.30 ,155.60 ,131.30 ,,152.40 ,159.40 ,,150.40 ,143.50 ,,121.80 ,98.40 ,,,,1877.48 ,,,2600.00 ,,,,,,,,,,,3932.00 ,3987.00 ,,,,,119.00 ,135.60 ,128.40 ,2600.00 ,3420.00 ,,,,,1900.00 ,,,,,,,,,,,,634.70 ,170.35 ,462.76 ,134.27 ,142.63 ,,,,,,,112.00 ,1902.00 ,,
2010-07-12,143.90 ,155.50 ,130.90 ,,152.30 ,159.20 ,,149.60 ,143.50 ,,120.50 ,98.40 ,,,,1892.33 ,,,2600.00 ,,,,,,,,,,,3943.00 ,3992.00 ,,,,,118.50 ,,,,3420.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,505.00 ,,,,,1840.00 ,,
2010-07-13,143.40 ,155.30 ,130.20 ,,152.10 ,159.00 ,,148.80 ,143.00 ,,119.70 ,97.90 ,,,,1861.54 ,,,2600.00 ,,,,,,,,,,,3919.00 ,3982.00 ,,,,,118.50 ,,,2600.00 ,3500.00 ,,,,,1900.00 ,,,,,,,,,,,,,,,,,,,,,,,,1790.00 ,,
2010-07-14,143.10 ,155.10 ,129.80 ,,151.90 ,158.90 ,,148.70 ,142.50 ,,119.10 ,97.50 ,,,,1878.96 ,,,2600.00 ,,,,,,,,,,,3911.00 ,3982.00 ,,,,,116.00 ,,,,3500.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,,,,425.00 ,,1709.00 ,,
2010-07-15,142.90 ,155.00 ,129.60 ,,151.80 ,158.80 ,,148.00 ,142.40 ,,119.00 ,97.50 ,,,,1834.72 ,,,2600.00 ,,,,,,,,,,,3907.00 ,3984.00 ,,,,,116.00 ,,,,3520.00 ,,,,,1850.00 ,,,,,,,,,,,,,,,,,,,,545.00 ,,,,1700.00 ,,
2010-07-16,143.00 ,155.20 ,129.50 ,,152.00 ,158.90 ,,148.10 ,142.40 ,,118.80 ,96.80 ,,,,1853.26 ,,,2650.00 ,,,,,,,,,,,4057.00 ,3995.00 ,,,,,116.00 ,132.20 ,141.50 ,2600.00 ,3520.00 ,,,,,1850.00 ,,,,,,,,,,,,624.20 ,165.50 ,467.61 ,136.17 ,143.27 ,,,,,,,113.00 ,1720.00 ,,
