指标名称,中国通州家纺价格指数:窄幅斜纹布,中国通州家纺价格指数:67〞40s×40s 128×68(印花),中国通州家纺价格指数:105〞40s×40s 133×100(印花),中国通州家纺工业景气指数,义乌中国小商品指数:服装服饰类:网上价格指数,义乌中国小商品指数:服装服饰类:订单价格指数,申万行业指数:家纺,申万行业指数:服装,美国:现价:折年数:个人消费支出:非耐用品:服装和鞋:季调,零售额:服装鞋帽、针、纺织品类:当月值,零售额:服装类:当月值,柯桥纺织:外贸信心指数:日用家纺面料,柯桥纺织:价格指数:家纺类:床上用品,柯桥纺织:价格指数:家纺类,柯桥纺织:价格指数:家纺类,柯桥纺织:价格指数:服装面料类:粘毛,柯桥纺织:价格指数:服装面料类:时尚,柯桥纺织:价格指数:服装面料类:麻粘,柯桥纺织:价格指数:服装面料类:涤粘,柯桥纺织:价格指数:服装面料类:涤棉,柯桥纺织:价格指数:服装面料类:涤毛,柯桥纺织:价格指数:服装面料类:涤纶,柯桥纺织:价格指数:服装面料类:涤锦,柯桥纺织:价格指数:服装面料类:涤氨,柯桥纺织:价格指数:服装面料类:纯棉,柯桥纺织:价格指数:服装面料类:纯麻,柯桥纺织:价格指数:服装面料类,海宁皮革:价格指数:服装类:皮革,广东:规模以上工业增加值:制造业:纺织服装、服饰业:当月值,工业增加值:皮革、毛皮、羽毛及其制品和制鞋业:当月同比,工业增加值:纺织服装、服饰业:当月同比,纺织服装、服饰业:主营业务收入:累计值,纺织服装、服饰业:营业费用:累计值,纺织服装、服饰业:利润总额:累计值,出口数量:裘皮服装:累计值,出口数量:皮革服装:累计值,出口金额:鞋类:当月值,出口金额:服装及衣着附件:当月值,RPI:服装、鞋帽:当月同比,CPI:衣着:衣着加工服务费:当月同比,CPI:衣着:鞋类:当月同比,CPI:衣着:服装:当月同比
2010-01-04,80.01 ,105.67 ,144.00 ,,,,1197.27 ,2132.07 ,,,,,91.41 ,95.07 ,95.07 ,107.55 ,108.85 ,97.53 ,102.79 ,90.36 ,109.70 ,95.02 ,97.57 ,98.00 ,111.43 ,94.04 ,98.97 ,,,,,,,,,,,,,,,
2010-01-05,80.25 ,106.12 ,143.00 ,,,,1231.21 ,2157.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-06,80.11 ,105.87 ,142.00 ,,,,1284.39 ,2170.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-07,72.07 ,105.96 ,141.00 ,,,,1271.78 ,2112.82 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-08,67.08 ,106.07 ,140.00 ,,,,1255.71 ,2117.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-11,63.60 ,106.70 ,140.00 ,,,,1286.81 ,2164.67 ,,,,,90.80 ,95.08 ,95.08 ,107.09 ,105.57 ,97.53 ,103.36 ,90.77 ,107.83 ,95.95 ,99.66 ,98.05 ,109.90 ,94.04 ,99.95 ,,,,,,,,,,,,,,,
2010-01-12,62.08 ,106.82 ,140.00 ,,,,1309.83 ,2219.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-13,64.04 ,106.95 ,140.00 ,,,,1315.84 ,2191.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-14,68.33 ,106.94 ,140.00 ,,,,1324.41 ,2238.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-15,70.72 ,106.82 ,140.00 ,,,,1339.70 ,2277.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-18,74.37 ,106.62 ,140.00 ,,,,1327.88 ,2293.97 ,,,,,90.84 ,95.06 ,95.06 ,107.46 ,104.69 ,97.53 ,103.10 ,90.52 ,107.77 ,94.98 ,99.25 ,97.95 ,110.33 ,94.04 ,99.45 ,,,,,,,,,,,,,,,
2010-01-19,75.44 ,106.70 ,140.00 ,,,,1293.25 ,2284.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-20,77.50 ,106.69 ,140.00 ,,,,1204.82 ,2213.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-21,81.06 ,106.77 ,140.00 ,,,,1212.28 ,2226.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-22,80.72 ,106.94 ,140.00 ,,,,1169.40 ,2151.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-25,80.90 ,107.08 ,140.00 ,,,,1160.88 ,2123.26 ,,,,,91.00 ,95.23 ,95.23 ,107.50 ,104.28 ,97.53 ,103.41 ,90.42 ,107.91 ,94.81 ,99.48 ,97.91 ,110.26 ,94.04 ,99.47 ,,,,,,,,,,,,,,,
2010-01-26,81.37 ,106.87 ,140.00 ,,,,1137.25 ,2048.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-27,81.38 ,106.87 ,140.00 ,,,,1132.85 ,2049.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-28,78.35 ,106.83 ,140.00 ,,,,1131.54 ,2081.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29,77.91 ,106.75 ,140.00 ,,,,1165.63 ,2111.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-31,,,,120.58 ,100.00 ,100.01 ,,,,551.90 ,401.10 ,800.00 ,,,,,,,,,,,,,,,,,,,,,,,151.00 ,154.00 ,294716.90 ,998648.50 ,99.60 ,,,-0.40 
2010-02-01,75.01 ,106.65 ,140.00 ,,,,1133.20 ,2108.74 ,,,,,90.67 ,95.12 ,95.12 ,106.65 ,104.55 ,97.53 ,101.08 ,90.30 ,107.96 ,94.61 ,99.43 ,98.00 ,110.39 ,94.04 ,99.18 ,,,,,,,,,,,,,,,
2010-02-02,71.25 ,106.51 ,140.00 ,,,,1081.32 ,2085.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-03,66.68 ,106.18 ,140.00 ,,,,1062.48 ,2112.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-04,62.83 ,106.25 ,140.00 ,,,,1072.89 ,2121.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-05,56.80 ,106.36 ,140.00 ,,,,1046.72 ,2096.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-08,51.62 ,106.49 ,140.00 ,,,,1058.47 ,2100.76 ,,,,,90.86 ,95.28 ,95.28 ,106.43 ,103.94 ,97.53 ,101.11 ,90.27 ,107.95 ,94.27 ,99.32 ,97.57 ,109.94 ,94.04 ,98.94 ,,,,,,,,,,,,,,,
2010-02-09,48.15 ,107.31 ,,,,,1090.62 ,2102.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-10,43.63 ,108.46 ,140.00 ,,,,1112.72 ,2131.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-11,,,,,,,1126.57 ,2127.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-12,,,,,,,1158.50 ,2158.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-22,,,,,,,1115.35 ,2169.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-23,,,,,,,1096.68 ,2169.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-24,56.21 ,108.35 ,140.00 ,,,,1175.25 ,2207.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-25,65.78 ,108.28 ,140.00 ,,,,1187.58 ,2240.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-26,73.04 ,108.21 ,140.00 ,,,,1192.53 ,2242.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-28,,,,117.35 ,,,,,,553.40 ,397.10 ,,,,,,,,,,,,,,,,,,,4.30 ,5.70 ,14713743.20 ,548497.00 ,740955.20 ,225.00 ,256.00 ,235831.60 ,807054.30 ,98.50 ,,,-1.30 
2010-03-01,78.67 ,107.68 ,140.00 ,,,,1215.64 ,2265.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-02,83.76 ,107.01 ,140.00 ,,,,1191.66 ,2262.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-03,84.83 ,106.90 ,140.00 ,,,,1185.01 ,2276.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-04,72.39 ,106.95 ,140.00 ,,,,1144.31 ,2195.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-05,76.17 ,106.71 ,140.00 ,,,,1156.50 ,2196.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-08,74.01 ,106.59 ,140.00 ,,,,1182.01 ,2202.33 ,,,,,91.22 ,95.64 ,95.64 ,104.79 ,109.92 ,97.53 ,103.19 ,90.42 ,107.72 ,93.79 ,99.01 ,97.40 ,109.75 ,94.04 ,99.27 ,,,,,,,,,,,,,,,
2010-03-09,78.10 ,106.69 ,140.00 ,,,,1176.24 ,2207.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-10,81.69 ,106.85 ,140.00 ,,,,1156.96 ,2203.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-11,89.65 ,106.88 ,140.00 ,,,,1172.19 ,2191.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-12,96.65 ,107.26 ,140.00 ,,,,1174.59 ,2157.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-15,100.08 ,107.51 ,140.00 ,,,,1206.43 ,2150.34 ,,,,,91.34 ,95.26 ,95.26 ,104.70 ,109.44 ,97.53 ,102.83 ,90.40 ,108.08 ,93.78 ,98.57 ,98.05 ,109.88 ,94.04 ,99.31 ,,,,,,,,,,,,,,,
2010-03-16,104.12 ,107.57 ,140.00 ,,,,1216.46 ,2172.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-17,99.45 ,107.86 ,140.00 ,,,,1231.56 ,2217.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-18,97.25 ,108.06 ,140.00 ,,,,1237.44 ,2232.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-19,89.16 ,108.23 ,140.00 ,,,,1231.79 ,2257.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-22,83.38 ,108.32 ,140.00 ,,,,1242.99 ,2276.41 ,,,,,91.40 ,94.84 ,94.84 ,104.73 ,109.64 ,97.53 ,102.30 ,90.39 ,109.22 ,94.25 ,98.35 ,98.06 ,110.59 ,94.04 ,99.54 ,,,,,,,,,,,,,,,
2010-03-23,80.60 ,108.48 ,140.00 ,,,,1240.69 ,2253.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-24,77.29 ,108.67 ,140.00 ,,,,1268.44 ,2253.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-25,75.28 ,109.22 ,140.00 ,,,,1276.79 ,2254.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-26,73.82 ,109.78 ,140.00 ,,,,1269.36 ,2283.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-29,74.57 ,110.54 ,140.00 ,,,,1229.68 ,2319.99 ,,,,,91.27 ,94.88 ,94.88 ,104.73 ,108.88 ,97.53 ,102.30 ,90.57 ,109.17 ,94.53 ,98.41 ,98.09 ,111.05 ,94.04 ,99.66 ,,,,,,,,,,,,,,,
2010-03-30,78.93 ,111.25 ,140.00 ,,,,1263.40 ,2319.82 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,79.90 ,112.12 ,140.00 ,101.01 ,100.00 ,99.60 ,1280.26 ,2334.41 ,316.10 ,404.40 ,286.00 ,900.00 ,,,,,,,,,,,,,,,,,,15.50 ,15.60 ,,,,243.00 ,327.00 ,194563.20 ,595556.60 ,98.80 ,,,-1.10 
2010-04-01,79.56 ,112.53 ,140.00 ,,,,1287.12 ,2360.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-02,79.46 ,112.90 ,140.00 ,,,,1246.77 ,2345.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-05,,,,,,,,,,,,,91.48 ,94.94 ,94.94 ,106.04 ,109.37 ,98.13 ,103.16 ,90.38 ,110.38 ,94.87 ,97.73 ,100.11 ,112.51 ,94.04 ,100.38 ,,,,,,,,,,,,,,,
2010-04-06,77.59 ,113.17 ,140.00 ,,,,1251.05 ,2344.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-07,74.97 ,113.25 ,140.00 ,,,,1276.02 ,2342.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-08,72.28 ,113.27 ,140.00 ,,,,1261.11 ,2335.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-09,69.90 ,113.09 ,140.00 ,,,,1284.24 ,2363.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-12,67.61 ,113.05 ,140.00 ,,,,1295.93 ,2402.93 ,,,,,91.39 ,94.89 ,94.89 ,109.53 ,115.40 ,98.49 ,100.28 ,90.66 ,110.32 ,95.22 ,98.01 ,100.06 ,112.66 ,94.04 ,100.91 ,,,,,,,,,,,,,,,
2010-04-13,68.39 ,112.85 ,140.00 ,,,,1329.05 ,2375.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-14,72.12 ,112.84 ,140.00 ,,,,1314.73 ,2393.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-15,76.90 ,112.69 ,140.00 ,,,,1288.46 ,2374.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-16,85.46 ,112.90 ,140.00 ,,,,1292.06 ,2349.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-19,96.51 ,113.03 ,140.00 ,,,,1268.98 ,2259.38 ,,,,,91.61 ,94.75 ,94.75 ,109.10 ,111.90 ,98.49 ,103.23 ,90.64 ,110.47 ,95.52 ,97.83 ,99.54 ,112.51 ,94.04 ,100.94 ,,,,,,,,,,,,,,,
2010-04-20,87.53 ,113.18 ,140.00 ,,,,1285.17 ,2280.89 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-21,84.48 ,113.14 ,140.00 ,,,,1372.81 ,2342.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-22,86.71 ,113.46 ,140.00 ,,,,1408.52 ,2341.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-23,86.15 ,113.54 ,140.00 ,,,,1373.50 ,2310.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-26,85.99 ,113.65 ,140.00 ,,,,1401.09 ,2281.21 ,,,,,91.62 ,94.80 ,94.80 ,109.45 ,112.69 ,98.49 ,101.95 ,90.68 ,110.31 ,95.45 ,97.55 ,99.05 ,111.51 ,94.04 ,100.69 ,,,,,,,,,,,,,,,
2010-04-27,92.15 ,113.77 ,140.00 ,,,,1416.34 ,2238.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-28,92.39 ,114.01 ,140.00 ,,,,1388.31 ,2234.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-29,94.12 ,113.61 ,140.00 ,,,,1336.11 ,2178.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-30,95.91 ,113.33 ,140.00 ,116.11 ,100.00 ,99.40 ,1263.56 ,2093.21 ,,386.70 ,270.80 ,1100.00 ,,,,,,,,,,,,,,,,,,17.10 ,14.00 ,,,,299.00 ,393.00 ,242631.30 ,815516.20 ,98.60 ,,,-1.20 
2010-05-03,,,,,,,,,,,,,91.47 ,95.01 ,95.01 ,107.62 ,110.78 ,98.49 ,102.40 ,90.53 ,109.68 ,95.54 ,97.13 ,99.82 ,111.70 ,94.04 ,100.59 ,,,,,,,,,,,,,,,
2010-05-04,97.40 ,112.94 ,140.00 ,,,,1267.49 ,2063.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-05,99.34 ,112.70 ,140.00 ,,,,1349.26 ,2124.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-06,101.07 ,112.46 ,140.00 ,,,,1323.36 ,2057.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-07,101.30 ,112.60 ,140.00 ,,,,1327.04 ,2033.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-10,101.62 ,112.96 ,140.00 ,,,,1254.63 ,2012.95 ,,,,,91.81 ,95.12 ,95.12 ,106.52 ,110.82 ,98.49 ,102.73 ,90.81 ,110.15 ,95.99 ,97.32 ,100.10 ,111.26 ,94.04 ,100.76 ,,,,,,,,,,,,,,,
2010-05-11,101.18 ,112.89 ,140.00 ,,,,1227.43 ,1977.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-12,101.06 ,112.97 ,140.00 ,,,,1181.48 ,1945.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-13,100.28 ,113.22 ,140.00 ,,,,1213.22 ,1986.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-14,99.88 ,113.12 ,140.00 ,,,,1226.56 ,1984.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-17,99.25 ,112.65 ,140.00 ,,,,1192.60 ,1856.13 ,,,,,91.84 ,95.04 ,95.04 ,107.85 ,112.06 ,99.15 ,102.85 ,91.65 ,109.75 ,97.29 ,96.69 ,100.66 ,110.24 ,94.04 ,101.23 ,,,,,,,,,,,,,,,
2010-05-18,99.95 ,112.76 ,140.00 ,,,,1196.81 ,1882.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-19,99.68 ,112.62 ,140.00 ,,,,1215.16 ,1878.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-20,100.70 ,112.45 ,140.00 ,,,,1228.70 ,1852.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-21,100.50 ,112.35 ,140.00 ,,,,1262.95 ,1887.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-24,100.28 ,112.48 ,140.00 ,,,,1292.86 ,1969.83 ,,,,,91.96 ,94.97 ,94.97 ,108.29 ,109.44 ,99.28 ,102.82 ,91.42 ,109.41 ,97.62 ,96.96 ,100.49 ,109.87 ,94.04 ,101.02 ,,,,,,,,,,,,,,,
2010-05-25,99.90 ,112.44 ,140.00 ,,,,1289.14 ,1962.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-26,99.51 ,112.61 ,140.00 ,,,,1275.71 ,1975.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-27,98.85 ,112.52 ,140.00 ,,,,1295.29 ,2011.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-28,98.13 ,112.60 ,140.00 ,,,,1285.11 ,1999.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-31,97.21 ,112.51 ,140.00 ,102.64 ,100.00 ,99.30 ,1266.39 ,1930.86 ,,434.80 ,300.90 ,1000.00 ,91.64 ,95.06 ,95.06 ,108.39 ,108.92 ,99.28 ,102.87 ,91.84 ,109.27 ,97.51 ,96.81 ,100.66 ,110.78 ,94.04 ,101.13 ,,,19.40 ,14.40 ,42816166.30 ,1433027.30 ,2020793.20 ,411.00 ,499.00 ,274174.90 ,946280.10 ,98.80 ,,,-1.10 
2010-06-01,96.57 ,112.67 ,140.00 ,,,,1267.26 ,1887.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-02,96.61 ,112.74 ,140.00 ,,,,1306.94 ,1910.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-03,96.78 ,112.94 ,140.00 ,,,,1307.41 ,1895.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-04,97.10 ,113.08 ,140.00 ,,,,1306.79 ,1916.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-07,97.65 ,113.34 ,140.00 ,,,,1336.93 ,1919.85 ,,,,,91.67 ,95.08 ,95.08 ,107.68 ,110.46 ,99.28 ,102.84 ,91.52 ,109.69 ,97.22 ,96.80 ,100.60 ,110.06 ,94.04 ,101.02 ,,,,,,,,,,,,,,,
2010-06-08,95.73 ,113.96 ,140.00 ,,,,1342.44 ,1937.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-09,96.94 ,114.26 ,140.00 ,,,,1339.98 ,1977.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-10,,,,,,,1392.84 ,2004.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-11,91.53 ,116.73 ,140.00 ,,,,1394.99 ,1986.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-12,90.64 ,117.63 ,140.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-13,92.07 ,118.03 ,140.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-14,,,,,,,,,,,,,91.74 ,95.09 ,95.09 ,107.60 ,110.02 ,99.28 ,102.82 ,91.68 ,109.06 ,97.62 ,97.29 ,100.39 ,110.02 ,94.04 ,101.09 ,,,,,,,,,,,,,,,
2010-06-17,91.51 ,118.09 ,140.00 ,,,,1356.08 ,1961.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-18,91.63 ,118.27 ,140.00 ,,,,1344.43 ,1900.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-21,,,,,,,1398.50 ,1966.47 ,,,,,92.17 ,95.20 ,95.20 ,107.74 ,109.65 ,100.06 ,102.86 ,91.55 ,109.49 ,97.37 ,97.77 ,101.13 ,110.09 ,94.04 ,101.06 ,,,,,,,,,,,,,,,
2010-06-22,91.23 ,118.54 ,140.00 ,,,,1427.04 ,1987.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-23,90.44 ,118.01 ,140.00 ,,,,1445.55 ,1991.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-24,88.78 ,117.61 ,140.00 ,,,,1449.44 ,2028.72 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-25,87.98 ,117.19 ,140.00 ,,,,1448.80 ,2007.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-28,86.93 ,116.64 ,140.00 ,,,,1434.57 ,1974.49 ,,,,,91.86 ,95.34 ,95.34 ,108.12 ,109.44 ,100.06 ,102.80 ,91.73 ,109.21 ,97.50 ,97.21 ,100.27 ,110.67 ,94.04 ,101.13 ,,,,,,,,,,,,,,,
2010-06-29,85.11 ,116.41 ,140.00 ,,,,1385.57 ,1865.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,85.08 ,116.58 ,140.00 ,109.73 ,100.00 ,99.22 ,1400.84 ,1853.40 ,318.90 ,412.60 ,285.60 ,1050.00 ,,,,,,,,,,,,,,,,,,15.50 ,11.40 ,,,,662.00 ,689.00 ,318996.10 ,1157241.70 ,98.90 ,,,-0.90 
2010-07-01,85.33 ,116.75 ,140.00 ,,,,1379.34 ,1840.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-02,85.62 ,116.97 ,140.00 ,,,,1335.61 ,1812.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-05,85.26 ,117.14 ,140.00 ,,,,1326.43 ,1804.83 ,,,,,92.00 ,95.03 ,95.03 ,108.97 ,110.58 ,100.06 ,102.85 ,92.10 ,109.63 ,97.14 ,97.49 ,100.86 ,110.45 ,94.04 ,101.18 ,,,,,,,,,,,,,,,
2010-07-06,85.54 ,117.18 ,140.00 ,,,,1359.55 ,1849.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-07,85.53 ,117.37 ,140.00 ,,,,1388.26 ,1875.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-08,86.22 ,117.32 ,140.00 ,,,,1383.92 ,1878.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-09,86.45 ,117.31 ,140.00 ,,,,1445.74 ,1919.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-12,86.48 ,117.23 ,140.00 ,,,,1451.96 ,1951.13 ,,,,,92.38 ,95.22 ,95.22 ,108.67 ,112.10 ,100.06 ,102.84 ,91.77 ,108.68 ,96.43 ,97.79 ,100.84 ,110.52 ,94.04 ,100.95 ,,,,,,,,,,,,,,,
2010-07-13,86.63 ,117.21 ,140.00 ,,,,1465.03 ,1953.87 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-14,87.01 ,117.09 ,140.00 ,,,,1446.28 ,1982.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-15,86.49 ,117.19 ,140.00 ,,,,1391.48 ,1929.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-16,86.82 ,118.20 ,140.00 ,,,,1397.56 ,1938.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-19,88.26 ,118.87 ,140.00 ,,,,1412.40 ,1981.95 ,,,,,92.64 ,95.17 ,95.17 ,109.73 ,109.72 ,100.06 ,102.82 ,91.02 ,108.91 ,96.44 ,97.55 ,101.24 ,110.48 ,94.04 ,100.73 ,,,,,,,,,,,,,,,
2010-07-20,88.71 ,119.23 ,140.00 ,,,,1433.83 ,2021.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-21,88.47 ,119.53 ,140.00 ,,,,1433.06 ,2026.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-22,89.34 ,119.87 ,140.00 ,,,,1440.37 ,2047.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-23,89.25 ,119.24 ,140.00 ,,,,1455.85 ,2036.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
